normal,anomaly,AP,AUROC,FPR95,threshold,sequence,frame,scan,global95_TP,global95_FP,global95_FN,global95_TN,global95_precision_pct,global95_recall_pct,global95_fpr_pct,normal_p99_9,anomaly_p50,global50_TP,global50_FP,global50_FN,global50_TN,global50_precision_pct,global50_recall_pct,global50_fpr_pct,global75_TP,global75_FP,global75_FN,global75_TN,global75_precision_pct,global75_recall_pct,global75_fpr_pct,global90_TP,global90_FP,global90_FN,global90_TN,global90_precision_pct,global90_recall_pct,global90_fpr_pct,global99_TP,global99_FP,global99_FN,global99_TN,global99_precision_pct,global99_recall_pct,global99_fpr_pct
80045,36,91.58364988017047,99.8528952464239,1.9139234180773315,-11.9375,141,326,/home/jasongao/Data/STU/val/141/velodyne/000326.bin,33,461,3,79584,6.680161943319838,91.66666666666667,0.5759260416015991,-4.28125,11.875,30,0,6,80045,100.0,83.33333333333333,0.0,33,4,3,80041,89.1891891891892,91.66666666666667,0.004997189081141858,33,40,3,80005,45.205479452054796,91.66666666666667,0.049971890811418576,36,2427,0,77618,1.46163215590743,100.0,3.0320444749828224
80678,38,97.2115902597895,99.99840170345793,0.014873943330275913,-0.7109375,141,327,/home/jasongao/Data/STU/val/141/velodyne/000327.bin,38,494,0,80184,7.142857142857143,100.0,0.6123106670963584,-5.21875,10.625,25,0,13,80678,100.0,65.78947368421052,0.0,33,6,5,80672,84.61538461538461,86.84210526315789,0.007436971665137956,38,20,0,80658,65.51724137931035,100.0,0.024789905550459852,38,2778,0,77900,1.3494318181818181,100.0,3.4433178809588734
81998,42,99.18679073347037,99.99962252273284,0.0012195419400473182,7.96875,141,328,/home/jasongao/Data/STU/val/141/velodyne/000328.bin,42,451,0,81547,8.519269776876268,100.0,0.5500134149613405,-4.875,11.5625,30,1,12,81997,96.7741935483871,71.42857142857143,0.0012195419400473182,42,7,0,81991,85.71428571428571,100.0,0.008536793580331228,42,41,0,81957,50.602409638554214,100.0,0.05000121954194005,42,2904,0,79094,1.4256619144602851,100.0,3.541549793897412
83996,38,89.65793489892017,99.73476180570002,2.394161626744131,-6.75,141,329,/home/jasongao/Data/STU/val/141/velodyne/000329.bin,37,2433,1,81563,1.4979757085020242,97.36842105263158,2.8965665031668175,1.5703125,12.625,30,0,8,83996,100.0,78.94736842105263,0.0,34,7,4,83989,82.92682926829268,89.47368421052632,0.008333730177627506,34,1009,4,82987,3.2598274209012463,89.47368421052632,1.201247678460879,38,4586,0,79410,0.8217993079584776,100.0,5.459783799228535
85249,44,93.28434219823242,99.97952521970397,0.15835962885195135,-2.5,141,330,/home/jasongao/Data/STU/val/141/velodyne/000330.bin,44,1626,0,83623,2.6347305389221556,100.0,1.9073537519501695,-1.9296875,11.6875,35,0,9,85249,100.0,79.54545454545455,0.0,40,8,4,85241,83.33333333333333,90.9090909090909,0.009384274302337858,43,345,1,84904,11.082474226804123,97.72727272727273,0.40469682928832007,44,4062,0,81187,1.071602532878714,100.0,4.764865277012047
87102,43,93.94097194555927,99.97659787268921,0.22961585267846893,7.375,141,331,/home/jasongao/Data/STU/val/141/velodyne/000331.bin,43,1592,0,85510,2.6299694189602447,100.0,1.8277421873206126,8.0,13.125,40,0,3,87102,100.0,93.02325581395348,0.0,43,421,0,86681,9.267241379310345,100.0,0.48334136988817705,43,821,0,86281,4.976851851851852,100.0,0.9425730752451149,43,4029,0,83073,1.0559921414538311,100.0,4.625611352207756
88854,47,34.813486172245625,99.93089308830312,0.15306007607986133,5.21875,141,332,/home/jasongao/Data/STU/val/141/velodyne/000332.bin,47,1047,0,87807,4.296160877513711,100.0,1.178337497467756,11.0625,12.8125,40,117,7,88737,25.477707006369428,85.1063829787234,0.131676683098116,47,175,0,88679,21.17117117117117,100.0,0.19695230377923334,47,442,0,88412,9.611451942740286,100.0,0.49744524725954936,47,3327,0,85527,1.3930053349140485,100.0,3.7443446552771964
90913,47,97.42778706483337,99.9981745465796,0.02199905404067625,1.734375,141,333,/home/jasongao/Data/STU/val/141/velodyne/000333.bin,47,219,0,90694,17.669172932330827,100.0,0.24088964174540495,-5.4375,13.1875,39,0,8,90913,100.0,82.97872340425532,0.0,43,15,4,90898,74.13793103448276,91.48936170212765,0.016499290530507187,47,53,0,90860,47.0,100.0,0.05829749320779207,47,2500,0,88413,1.845308205732234,100.0,2.7498817550845316
93216,49,97.0147608074707,99.99811716653706,0.013946103673189152,-2.078125,141,334,/home/jasongao/Data/STU/val/141/velodyne/000334.bin,49,297,0,92919,14.16184971098266,100.0,0.3186148300720906,-5.53125,12.25,37,0,12,93216,100.0,75.51020408163265,0.0,42,6,7,93210,87.5,85.71428571428571,0.006436663233779609,49,25,0,93191,66.21621621621621,100.0,0.02681943014074837,49,2978,0,90238,1.6187644532540468,100.0,3.1947305183659456
95498,51,98.08139914471774,99.99898365595584,0.0073299964397160145,7.625,141,335,/home/jasongao/Data/STU/val/141/velodyne/000335.bin,51,123,0,95375,29.310344827586206,100.0,0.1287985088692957,-7.6875,12.5,42,2,9,95496,95.45454545454545,82.3529411764706,0.0020942846970617188,51,9,0,95489,85.0,100.0,0.009424281136777733,51,23,0,95475,68.91891891891892,100.0,0.024084274016209762,51,1694,0,93804,2.9226361031518624,100.0,1.7738591384112756
96896,53,99.67183736830691,99.99981501271155,0.0,8.5,141,336,/home/jasongao/Data/STU/val/141/velodyne/000336.bin,53,80,0,96816,39.849624060150376,100.0,0.08256274768824307,-8.4375,12.5625,45,0,8,96896,100.0,84.90566037735849,0.0,53,10,0,96886,84.12698412698413,100.0,0.010320343461030383,53,22,0,96874,70.66666666666667,100.0,0.022704755614266842,53,1266,0,95630,4.018195602729341,100.0,1.3065554821664465
98045,55,98.21770280613666,99.9990171488973,0.006119638941302463,5.875,141,337,/home/jasongao/Data/STU/val/141/velodyne/000337.bin,55,94,0,97951,36.91275167785235,100.0,0.09587434341373859,-8.125,13.0,39,0,16,98045,100.0,70.9090909090909,0.0,55,9,0,98036,85.9375,100.0,0.009179458411953695,55,33,0,98012,62.5,100.0,0.03365801417716355,55,972,0,97073,5.355404089581305,100.0,0.991381508490999
99501,61,99.36615714847945,99.99957163294016,0.002010030049949247,4.28125,141,338,/home/jasongao/Data/STU/val/141/velodyne/000338.bin,61,79,0,99422,43.57142857142857,100.0,0.07939618697299525,-9.0625,12.25,48,0,13,99501,100.0,78.68852459016394,0.0,59,2,2,99499,96.72131147540983,96.72131147540983,0.002010030049949247,61,40,0,99461,60.396039603960396,100.0,0.04020060099898493,61,1226,0,98275,4.73970473970474,100.0,1.2321484206188882
100715,58,98.08147651533157,99.99886158792222,0.0069503053169835665,3.546875,141,339,/home/jasongao/Data/STU/val/141/velodyne/000339.bin,58,67,0,100648,46.4,100.0,0.06652435089112843,-9.1875,13.75,48,1,10,100714,97.95918367346938,82.75862068965517,0.0009929007595690811,57,7,1,100708,89.0625,98.27586206896552,0.006950305316983567,58,19,0,100696,75.32467532467533,100.0,0.01886511443181254,58,988,0,99727,5.544933078393881,100.0,0.9809859504542521
101656,63,99.15924473770505,99.99943788013356,0.003934839065082238,5.6875,141,340,/home/jasongao/Data/STU/val/141/velodyne/000340.bin,63,99,0,101557,38.888888888888886,100.0,0.09738726686078539,-8.1875,11.8125,46,0,17,101656,100.0,73.01587301587301,0.0,63,11,0,101645,85.13513513513513,100.0,0.010820807428976155,63,32,0,101624,66.3157894736842,100.0,0.031478712520657905,63,1245,0,100411,4.81651376146789,100.0,1.2247186590068466
102309,65,97.94792339917944,99.9987368582507,0.006842017808794926,4.625,141,341,/home/jasongao/Data/STU/val/141/velodyne/000341.bin,65,99,0,102210,39.63414634146341,100.0,0.09676568043867108,-8.0625,12.5625,53,3,12,102306,94.64285714285714,81.53846153846153,0.0029322933466263963,65,7,0,102302,90.27777777777777,100.0,0.006842017808794925,65,21,0,102288,75.5813953488372,100.0,0.020526053426384777,65,1892,0,100417,3.321410321921308,100.0,1.849299670605714
102762,67,99.56071814774572,99.9997095157133,0.0019462447208111948,7.25,141,342,/home/jasongao/Data/STU/val/141/velodyne/000342.bin,67,55,0,102707,54.91803278688525,100.0,0.05352172982230786,-9.1875,12.0,57,0,10,102762,100.0,85.07462686567165,0.0,67,8,0,102754,89.33333333333333,100.0,0.007784978883244779,67,21,0,102741,76.13636363636364,100.0,0.020435569568517546,67,1430,0,101332,4.47561790247161,100.0,1.3915649753800043
103097,65,90.90044244560154,99.99697820051468,0.0067897223003579145,7.96875,141,343,/home/jasongao/Data/STU/val/141/velodyne/000343.bin,65,125,0,102972,34.21052631578947,100.0,0.12124504107781992,-7.71875,12.8125,53,5,12,103092,91.37931034482759,81.53846153846153,0.0048498016431127965,65,10,0,103087,86.66666666666667,100.0,0.009699603286225593,65,18,0,103079,78.3132530120482,100.0,0.01745928591520607,65,1469,0,101628,4.237288135593221,100.0,1.4248717227465397
103303,72,99.2137393138897,99.9994218733026,0.006776182685885212,3.34375,141,344,/home/jasongao/Data/STU/val/141/velodyne/000344.bin,72,328,0,102975,18.0,100.0,0.31751256013862134,-5.65625,11.6875,55,0,17,103303,100.0,76.38888888888889,0.0,70,7,2,103296,90.9090909090909,97.22222222222223,0.006776182685885212,72,34,0,103269,67.9245283018868,100.0,0.03291288733144246,72,2182,0,101121,3.194321206743567,100.0,2.1122329458002187
103487,70,96.1918983529221,99.99764635723741,0.013528269251210296,2.8125,141,345,/home/jasongao/Data/STU/val/141/velodyne/000345.bin,70,325,0,103162,17.72151898734177,100.0,0.3140491076173819,-6.21875,12.3125,59,5,11,103482,92.1875,84.28571428571429,0.004831524732575106,65,14,5,103473,82.27848101265823,92.85714285714286,0.013528269251210296,70,28,0,103459,71.42857142857143,100.0,0.027056538502420593,70,1658,0,101829,4.050925925925926,100.0,1.6021336013219052
103507,80,98.00210403829067,99.9979771899485,0.01062730056904364,0.119140625,141,346,/home/jasongao/Data/STU/val/141/velodyne/000346.bin,80,601,0,102906,11.747430249632894,100.0,0.5806370583632025,-2.84375,12.9375,72,0,8,103507,100.0,90.0,0.0,73,9,7,103498,89.02439024390245,91.25,0.008695064101944795,80,169,0,103338,32.1285140562249,100.0,0.16327398146985228,80,1616,0,101891,4.716981132075472,100.0,1.5612470654158657
103058,76,92.95172052166689,99.99648894694964,0.007762619107686934,6.25,141,347,/home/jasongao/Data/STU/val/141/velodyne/000347.bin,76,120,0,102938,38.775510204081634,100.0,0.116439286615304,-7.15625,13.3125,69,8,7,103050,89.6103896103896,90.78947368421052,0.007762619107686933,76,10,0,103048,88.37209302325581,100.0,0.009703273884608668,76,58,0,103000,56.71641791044776,100.0,0.05627898853073027,76,1148,0,101910,6.209150326797386,100.0,1.113935841953075
103200,80,90.42183517857696,99.99547601744186,0.007751937984496125,3.40625,141,348,/home/jasongao/Data/STU/val/141/velodyne/000348.bin,80,158,0,103042,33.61344537815126,100.0,0.15310077519379844,-6.0625,12.4375,68,8,12,103192,89.47368421052632,85.0,0.007751937984496124,77,8,3,103192,90.58823529411765,96.25,0.007751937984496124,80,34,0,103166,70.17543859649123,100.0,0.03294573643410853,80,1623,0,101577,4.697592483852026,100.0,1.572674418604651
104257,89,99.60057181746411,99.99966590770238,0.0019183364186577399,5.5625,141,349,/home/jasongao/Data/STU/val/141/velodyne/000349.bin,89,166,0,104091,34.90196078431372,100.0,0.15922192274859243,-6.0625,14.25,83,1,6,104256,98.80952380952381,93.25842696629213,0.00095916820932887,89,6,0,104251,93.6842105263158,100.0,0.00575500925597322,89,41,0,104216,68.46153846153847,100.0,0.03932589658248367,89,1192,0,103065,6.947697111631538,100.0,1.143328505520013
105064,90,99.16881777152386,99.99931787608823,0.006662605649889592,6.71875,141,350,/home/jasongao/Data/STU/val/141/velodyne/000350.bin,90,180,0,104884,33.333333333333336,100.0,0.1713241452828752,-6.1875,12.625,77,1,13,105063,98.71794871794872,85.55555555555556,0.0009518008071270844,90,12,0,105052,88.23529411764706,100.0,0.011421609685525013,90,35,0,105029,72.0,100.0,0.03331302824944796,90,1549,0,103515,5.491153142159853,100.0,1.474339450239854
105330,94,99.0534800861652,99.99912130265368,0.0037975885312826353,6.6875,141,351,/home/jasongao/Data/STU/val/141/velodyne/000351.bin,94,102,0,105228,47.95918367346939,100.0,0.0968385075477072,-8.0,13.125,86,2,8,105328,97.72727272727273,91.48936170212765,0.0018987942656413178,93,13,1,105317,87.73584905660377,98.93617021276596,0.012342162726668566,94,29,0,105301,76.42276422764228,100.0,0.027532516851799107,94,1201,0,104129,7.258687258687258,100.0,1.1402259565176114
105685,96,98.61509667520238,99.99866939489995,0.013246912996167856,5.28125,141,352,/home/jasongao/Data/STU/val/141/velodyne/000352.bin,96,244,0,105441,28.235294117647058,100.0,0.23087476936178267,-4.40625,14.1875,88,1,8,105684,98.87640449438203,91.66666666666667,0.0009462080711548469,96,40,0,105645,70.58823529411765,100.0,0.037848322846193876,96,97,0,105588,49.740932642487046,100.0,0.09178218290202016,96,1452,0,104233,6.2015503875969,100.0,1.3738941193168377
106031,100,99.12534682195839,99.9991464760306,0.007544963265460102,8.375,141,353,/home/jasongao/Data/STU/val/141/velodyne/000353.bin,100,229,0,105802,30.3951367781155,100.0,0.2159745734737954,-3.609375,13.4375,92,4,8,106027,95.83333333333333,92.0,0.0037724816327300505,100,22,0,106009,81.9672131147541,100.0,0.02074864898001528,100,108,0,105923,48.07692307692308,100.0,0.10185700408371137,100,1929,0,104102,4.928536224741252,100.0,1.819279267384067
106199,109,95.58146859859893,99.99668270343429,0.010357912974698442,5.78125,141,354,/home/jasongao/Data/STU/val/141/velodyne/000354.bin,109,439,0,105760,19.89051094890511,100.0,0.41337489053569243,-2.84375,12.6875,96,7,13,106192,93.20388349514563,88.07339449541284,0.006591399165717191,109,12,0,106187,90.08264462809917,100.0,0.011299541426943756,109,151,0,106048,41.92307692307692,100.0,0.14218589628904227,109,2054,0,104145,5.039297272306981,100.0,1.934104840911873
106149,115,90.84555593371884,99.99559683742336,0.007536575945133728,6.90625,141,355,/home/jasongao/Data/STU/val/141/velodyne/000355.bin,115,160,0,105989,41.81818181818182,100.0,0.15073151890267455,-6.5,13.1875,98,8,17,106141,92.45283018867924,85.21739130434783,0.007536575945133727,115,16,0,106133,87.78625954198473,100.0,0.015073151890267453,115,51,0,106098,69.27710843373494,100.0,0.04804567165022751,115,1768,0,104381,6.107275624004249,100.0,1.6655832838745537
105787,118,95.63411800675038,99.99710803592701,0.006617070150396551,8.625,141,356,/home/jasongao/Data/STU/val/141/velodyne/000356.bin,118,110,0,105677,51.75438596491228,100.0,0.10398253093480295,-7.9375,14.3125,109,7,9,105780,93.96551724137932,92.37288135593221,0.006617070150396551,117,15,1,105772,88.63636363636364,99.15254237288136,0.014179436036564038,118,38,0,105749,75.64102564102564,100.0,0.03592123795929557,118,1143,0,104644,9.35765265662173,100.0,1.0804730259861797
105045,124,99.28243104370421,99.99914399205255,0.006663810747774763,8.8125,141,357,/home/jasongao/Data/STU/val/141/velodyne/000357.bin,124,176,0,104869,41.333333333333336,100.0,0.1675472416583369,-5.71875,13.9375,114,2,10,105043,98.27586206896552,91.93548387096774,0.0019039459279356467,123,15,1,105030,89.1304347826087,99.19354838709677,0.01427959445951735,124,55,0,104990,69.27374301675978,100.0,0.05235851301823028,124,1384,0,103661,8.222811671087532,100.0,1.3175305821314676
104773,132,98.23824494742813,99.99844179725925,0.009544443702098823,8.75,141,358,/home/jasongao/Data/STU/val/141/velodyne/000358.bin,132,157,0,104616,45.674740484429066,100.0,0.14984776612295153,-6.03125,15.4375,124,5,8,104768,96.12403100775194,93.93939393939394,0.004772221851049412,132,26,0,104747,83.54430379746836,100.0,0.02481555362545694,132,78,0,104695,62.857142857142854,100.0,0.07444666087637082,132,1173,0,103600,10.114942528735632,100.0,1.119563246256192
104429,139,98.84644315176672,99.99865662057681,0.00861829568414904,9.5625,141,359,/home/jasongao/Data/STU/val/141/velodyne/000359.bin,139,277,0,104152,33.41346153846154,100.0,0.26525198938992045,-4.09375,14.875,130,7,9,104422,94.8905109489051,93.5251798561151,0.006703118865449252,139,27,0,104402,83.73493975903614,100.0,0.025854887052447116,139,92,0,104337,60.17316017316017,100.0,0.08809813366019018,139,1630,0,102799,7.857546636517807,100.0,1.560869107240326
103838,145,99.62488992913033,99.99948527248345,0.0038521543173019508,12.0625,141,360,/home/jasongao/Data/STU/val/141/velodyne/000360.bin,145,97,0,103741,59.917355371900825,100.0,0.09341474219457231,-8.125,15.75,143,9,2,103829,94.07894736842105,98.62068965517241,0.00866734721392939,145,22,0,103816,86.82634730538922,100.0,0.02118684874516073,145,38,0,103800,79.23497267759562,100.0,0.036595466014368534,145,1565,0,102273,8.47953216374269,100.0,1.5071553766443884
103492,154,99.09829421909313,99.99855688701203,0.01835890696865458,4.46875,141,361,/home/jasongao/Data/STU/val/141/velodyne/000361.bin,154,154,0,103338,50.0,100.0,0.14880377227225292,-6.46875,17.25,142,10,12,103482,93.42105263157895,92.20779220779221,0.009662582615081359,154,20,0,103472,88.50574712643679,100.0,0.019325165230162717,154,65,0,103427,70.31963470319634,100.0,0.06280678699802883,154,1453,0,102039,9.583074051026758,100.0,1.4039732539713214
103131,164,99.94144426037664,99.99990244470035,0.0,11.625,141,362,/home/jasongao/Data/STU/val/141/velodyne/000362.bin,164,195,0,102936,45.682451253481894,100.0,0.18907990807807545,-5.09375,15.9375,163,1,1,103130,99.39024390243902,99.39024390243902,0.0009696405542465408,164,26,0,103105,86.3157894736842,100.0,0.025210654410410063,164,75,0,103056,68.61924686192468,100.0,0.07272304156849056,164,1412,0,101719,10.406091370558375,100.0,1.3691324625961157
102585,165,99.29192661383131,99.99892771847735,0.0038992055368718623,10.5625,141,363,/home/jasongao/Data/STU/val/141/velodyne/000363.bin,165,173,0,102412,48.81656804733728,100.0,0.16864063946970806,-5.125,13.6875,161,9,4,102576,94.70588235294117,97.57575757575758,0.00877321245796169,165,48,0,102537,77.46478873239437,100.0,0.04679046644246235,165,86,0,102499,65.73705179282868,100.0,0.08383291904274504,165,1962,0,100623,7.757404795486601,100.0,1.9125603158356486
102590,178,98.3137262491232,99.9972783557545,0.014621308119699777,5.53125,141,364,/home/jasongao/Data/STU/val/141/velodyne/000364.bin,178,244,0,102346,42.18009478672986,100.0,0.23783994541378303,-4.65625,15.1875,164,11,14,102579,93.71428571428571,92.13483146067416,0.01072229262111317,178,21,0,102569,89.44723618090453,100.0,0.020469831367579686,178,83,0,102507,68.19923371647509,100.0,0.08090457159567209,178,2271,0,100319,7.26827276439363,100.0,2.213666049322546
102373,186,95.00356766191635,99.99355351277623,0.014652300899651275,7.59375,141,365,/home/jasongao/Data/STU/val/141/velodyne/000365.bin,186,303,0,102070,38.03680981595092,100.0,0.29597647817295575,-3.140625,13.75,172,12,14,102361,93.47826086956522,92.47311827956989,0.01172184071972102,186,31,0,102342,85.71428571428571,100.0,0.030281421859279303,186,117,0,102256,61.386138613861384,100.0,0.11428794701727994,186,1983,0,100390,8.575380359612724,100.0,1.9370341789338985
102371,197,96.89817508846699,99.99516786931102,0.01562942630237079,11.375,141,366,/home/jasongao/Data/STU/val/141/velodyne/000366.bin,197,155,0,102216,55.96590909090909,100.0,0.15141006730421702,-6.65625,16.875,190,16,7,102355,92.23300970873787,96.44670050761421,0.01562942630237079,197,36,0,102335,84.54935622317596,100.0,0.03516620918033427,197,65,0,102306,75.19083969465649,100.0,0.06349454435338132,197,1795,0,100576,9.889558232931726,100.0,1.7534262632972228
102323,201,96.19891676597679,99.9937691214189,0.018568650254585966,12.8125,141,367,/home/jasongao/Data/STU/val/141/velodyne/000367.bin,201,267,0,102056,42.94871794871795,100.0,0.2609384009460239,-4.375,15.9375,196,20,5,102303,90.74074074074075,97.51243781094527,0.019545947636406283,201,41,0,102282,83.05785123966942,100.0,0.04006919265463288,201,86,0,102237,70.03484320557492,100.0,0.08404757483654701,201,2122,0,100201,8.65260439087387,100.0,2.0738250442227066
102243,216,91.74254202634842,99.99124498607348,0.012714806881644709,10.75,141,368,/home/jasongao/Data/STU/val/141/velodyne/000368.bin,216,581,0,101662,27.101631116687578,100.0,0.5682540614027366,4.03125,14.6875,209,13,7,102230,94.14414414414415,96.75925925925925,0.012714806881644709,216,126,0,102117,63.1578947368421,100.0,0.12323582054517179,216,387,0,101856,35.82089552238806,100.0,0.3785100202458848,216,2164,0,100079,9.07563025210084,100.0,2.1165263147599345
102197,220,96.24496917857877,99.99296590275289,0.023484055304950242,12.0,141,369,/home/jasongao/Data/STU/val/141/velodyne/000369.bin,220,716,0,101481,23.504273504273506,100.0,0.7006076499310155,6.75,16.125,213,25,7,102172,89.49579831932773,96.81818181818181,0.02446255760932317,220,337,0,101860,39.497307001795335,100.0,0.3297552765736763,220,536,0,101661,29.1005291005291,100.0,0.5244772351438888,220,2339,0,99858,8.597108245408362,100.0,2.288716889928276
102049,239,73.7170604163918,99.93303733693278,0.23910082411390607,10.875,141,370,/home/jasongao/Data/STU/val/141/velodyne/000370.bin,239,773,0,101276,23.616600790513836,100.0,0.7574792501641369,12.875,14.25,232,274,7,101775,45.8498023715415,97.07112970711297,0.26849846642299285,239,585,0,101464,29.00485436893204,100.0,0.5732540250271928,239,651,0,101398,26.853932584269664,100.0,0.6379288381071838,239,2875,0,99174,7.675016056518946,100.0,2.8172740546208193
101713,250,99.22052469988441,99.9979628955984,0.01474737742471464,10.875,141,371,/home/jasongao/Data/STU/val/141/velodyne/000371.bin,250,746,0,100967,25.100401606425702,100.0,0.733436237255808,5.78125,15.5625,242,16,8,101697,93.7984496124031,96.8,0.015730535919695615,250,374,0,101339,40.06410256410256,100.0,0.367701277122885,250,630,0,101083,28.40909090909091,100.0,0.6193898518380148,250,2863,0,98850,8.030838419531,100.0,2.8147827711305338
101535,256,98.69917058069547,99.99673565457724,0.024622051509331756,11.1875,141,372,/home/jasongao/Data/STU/val/141/velodyne/000372.bin,256,876,0,100659,22.614840989399294,100.0,0.8627566848869848,6.78125,16.25,250,30,6,101505,89.28571428571429,97.65625,0.029546461811198108,256,444,0,101091,36.57142857142857,100.0,0.437287634805732,256,669,0,100866,27.675675675675677,100.0,0.6588860983897178,256,2467,0,99068,9.401395519647448,100.0,2.4297040429408576
101380,275,53.05121655201649,99.80569952832725,0.4271059380548432,10.4375,141,373,/home/jasongao/Data/STU/val/141/velodyne/000373.bin,275,772,0,100608,26.26552053486151,100.0,0.761491418425725,14.0,13.375,262,448,13,100932,36.901408450704224,95.27272727272727,0.4419017557703689,275,559,0,100821,32.97362110311751,100.0,0.5513908068652594,275,620,0,100760,30.726256983240223,100.0,0.6115604655750642,275,2325,0,99055,10.576923076923077,100.0,2.2933517459064903
101175,296,39.11434627435556,99.71442476575908,0.4665184086978008,10.375,141,374,/home/jasongao/Data/STU/val/141/velodyne/000374.bin,296,697,0,100478,29.808660624370596,100.0,0.6889053619965406,17.375,15.875,286,472,10,100703,37.73087071240106,96.62162162162163,0.4665184086978008,296,530,0,100645,35.83535108958838,100.0,0.5238448233259204,296,596,0,100579,33.18385650224215,100.0,0.5890783296268841,296,2028,0,99147,12.736660929432015,100.0,2.004447739065975
101026,308,24.385731052808616,99.57783305621982,0.45631817551917325,9.875,141,375,/home/jasongao/Data/STU/val/141/velodyne/000375.bin,308,761,0,100265,28.81197380729654,100.0,0.753271435076119,19.625,14.1875,291,459,17,100567,38.8,94.48051948051948,0.454338487122127,308,489,0,100537,38.64491844416562,100.0,0.48403381307782156,308,547,0,100479,36.0233918128655,100.0,0.5414447765921644,308,2905,0,98121,9.586056644880175,100.0,2.8754973967097577
100871,325,28.458236149444833,99.63946792666644,0.3846497011033895,8.4375,141,376,/home/jasongao/Data/STU/val/141/velodyne/000376.bin,325,687,0,100184,32.11462450592885,100.0,0.6810678986031664,20.875,14.3125,299,374,26,100497,44.42793462109955,92.0,0.3707705881769785,324,415,1,100456,43.843031123139376,99.6923076923077,0.41141656174718205,325,502,0,100369,39.29866989117291,100.0,0.49766533493273585,325,2871,0,98000,10.168961201501878,100.0,2.8462095151232765
100755,331,34.27740256063444,99.73274136762909,0.30469951863431094,9.1875,141,377,/home/jasongao/Data/STU/val/141/velodyne/000377.bin,331,578,0,100177,36.41364136413642,100.0,0.5736688005558037,20.75,13.3125,299,298,32,100457,50.083752093802346,90.33232628398791,0.29576695945610637,331,355,0,100400,48.25072886297376,100.0,0.3523398342514019,331,430,0,100325,43.49540078843627,100.0,0.42677782740310655,331,2618,0,98137,11.224143777551712,100.0,2.5983822142821698
100611,361,57.15206697417955,99.85106924668116,0.2127004005526235,6.875,141,378,/home/jasongao/Data/STU/val/141/velodyne/000378.bin,361,368,0,100243,49.519890260631,100.0,0.3657651747820815,16.0,12.6875,314,184,47,100427,63.05220883534137,86.98060941828255,0.18288258739104074,359,231,2,100380,60.847457627118644,99.44598337950139,0.229597161344187,361,262,0,100349,57.9454253611557,100.0,0.2604089016111558,361,2139,0,98472,14.44,100.0,2.1260100784208484
100409,374,70.34716937993079,99.91987184181403,0.11054785925564442,7.625,141,379,/home/jasongao/Data/STU/val/141/velodyne/000379.bin,374,225,0,100184,62.43739565943239,100.0,0.22408349849117112,13.5625,13.0,299,109,75,100300,73.2843137254902,79.94652406417113,0.1085560059357229,374,119,0,100290,75.86206896551724,100.0,0.1185152725353305,374,159,0,100250,70.1688555347092,100.0,0.1583523389337609,374,1881,0,98528,16.585365853658537,100.0,1.8733380473861905
100393,316,72.83170520433076,99.95356067111946,0.05279252537527517,0.6640625,141,380,/home/jasongao/Data/STU/val/141/velodyne/000380.bin,315,138,1,100255,69.5364238410596,99.68354430379746,0.13745978305260326,-5.5625,8.0625,112,50,204,100343,69.1358024691358,35.44303797468354,0.04980426922195771,290,52,26,100341,84.7953216374269,91.77215189873418,0.05179643999083602,315,71,1,100322,81.60621761658031,99.68354430379746,0.07072206229517994,316,1030,0,99363,23.476968796433876,100.0,1.0259679459723288
100267,244,99.50556325948381,99.99868588573428,0.0029920113297495685,5.84375,141,381,/home/jasongao/Data/STU/val/141/velodyne/000381.bin,244,157,0,100110,60.84788029925187,100.0,0.1565819262568941,-4.3125,13.4375,189,0,55,100267,100.0,77.45901639344262,0.0,241,31,3,100236,88.6029411764706,98.77049180327869,0.03091745040741221,244,92,0,100175,72.61904761904762,100.0,0.09175501411232011,244,1438,0,98829,14.50653983353151,100.0,1.43417076405996
100553,149,84.44171865638708,99.9846853610941,0.02187900907978877,5.09375,141,382,/home/jasongao/Data/STU/val/141/velodyne/000382.bin,149,139,0,100414,51.736111111111114,100.0,0.1382355573677563,-6.84375,17.5,120,22,29,100531,84.50704225352112,80.53691275167785,0.021879009079788767,147,26,2,100527,84.97109826589596,98.65771812080537,0.025857010730659453,149,59,0,100494,71.63461538461539,100.0,0.05867552435034261,149,1852,0,98701,7.446276861569215,100.0,1.8418147643531273
100616,60,40.53472894635974,99.96263019798045,0.042736741671304763,4.15625,141,383,/home/jasongao/Data/STU/val/141/velodyne/000383.bin,60,150,0,100466,28.571428571428573,100.0,0.14908165699292358,-6.03125,16.25,36,41,24,100575,46.753246753246756,60.0,0.04074898624473245,59,44,1,100572,57.28155339805825,98.33333333333333,0.04373061938459092,60,65,0,100551,48.0,100.0,0.06460205136360023,60,1327,0,99289,4.325883201153569,100.0,1.3188757255307306
100655,37,45.027734902009925,99.97784779961522,0.05265510903581541,-2.8125,141,384,/home/jasongao/Data/STU/val/141/velodyne/000384.bin,37,195,0,100460,15.948275862068966,100.0,0.193731061546868,-5.5625,6.78125,2,17,35,100638,10.526315789473685,5.405405405405405,0.01688937459639362,32,18,5,100637,64.0,86.48648648648648,0.017882867219710892,36,66,1,100589,35.294117647058826,97.29729729729729,0.06557051313893994,37,1867,0,98788,1.9432773109243697,100.0,1.8548507277333466
