normal,anomaly,AP,AUROC,FPR95,threshold,sequence,frame,scan,global95_TP,global95_FP,global95_FN,global95_TN,global95_precision_pct,global95_recall_pct,global95_fpr_pct,normal_p99_9,anomaly_p50,global50_TP,global50_FP,global50_FN,global50_TN,global50_precision_pct,global50_recall_pct,global50_fpr_pct,global75_TP,global75_FP,global75_FN,global75_TN,global75_precision_pct,global75_recall_pct,global75_fpr_pct,global90_TP,global90_FP,global90_FN,global90_TN,global90_precision_pct,global90_recall_pct,global90_fpr_pct,global99_TP,global99_FP,global99_FN,global99_TN,global99_precision_pct,global99_recall_pct,global99_fpr_pct
102310,24,13.368779979471283,99.59679324275893,1.1289219040172027,-5.875,125,13,/home/jasongao/Data/STU/val/125/velodyne/000013.bin,24,1458,0,100852,1.6194331983805668,100.0,1.4250806372788585,5.25,4.34375,0,0,24,102310,,0.0,0.0,13,277,11,102033,4.482758620689655,54.166666666666664,0.2707457726517447,21,920,3,101390,2.2316684378320937,87.5,0.8992278369660834,24,4426,0,97884,0.5393258426966292,100.0,4.326067833056397
102281,24,37.32334924931388,99.60806503651705,1.1595506496807815,-6.59375,125,14,/home/jasongao/Data/STU/val/125/velodyne/000014.bin,23,1415,1,100866,1.599443671766342,95.83333333333333,1.3834436503358396,4.53125,3.859375,1,0,23,102281,100.0,4.166666666666667,0.0,13,246,11,102035,5.019305019305019,54.166666666666664,0.24051387843294453,22,885,2,101396,2.4255788313120177,91.66666666666667,0.8652633431429102,24,4286,0,97995,0.5568445475638051,100.0,4.19041659741301
102275,24,24.205366932924427,99.61543632363725,0.9513566365191884,-3.9375,125,15,/home/jasongao/Data/STU/val/125/velodyne/000015.bin,23,1474,1,100801,1.5364061456245826,95.83333333333333,1.4412124175018333,7.0625,4.59375,9,16,15,102259,36.0,37.5,0.015644096797848936,14,494,10,101781,2.7559055118110236,58.333333333333336,0.4830114886335859,22,955,2,101320,2.2517911975435005,91.66666666666667,0.9337570276216084,24,4145,0,98130,0.5756776205325018,100.0,4.05279882669274
102284,24,86.40571282999974,99.91524823041728,0.10558836181611983,2.1875,125,16,/home/jasongao/Data/STU/val/125/velodyne/000016.bin,23,1233,1,101051,1.8312101910828025,95.83333333333333,1.2054671307340346,2.203125,7.625,11,0,13,102284,100.0,45.833333333333336,0.0,21,52,3,102232,28.767123287671232,87.5,0.05083884087442806,23,702,1,101582,3.1724137931034484,95.83333333333333,0.6863243518047788,24,4263,0,98021,0.5598320503848845,100.0,4.167807281686286
102270,25,48.367344980723615,99.64998533294221,0.8946905250806688,-4.4375,125,17,/home/jasongao/Data/STU/val/125/velodyne/000017.bin,24,1369,1,100901,1.722900215362527,96.0,1.338613474137088,5.125,4.28125,10,1,15,102269,90.9090909090909,40.0,0.000977803852547179,15,280,10,101990,5.084745762711864,60.0,0.2737850787132101,23,853,2,101417,2.625570776255708,92.0,0.8340666862227437,25,4214,0,98056,0.5897617362585515,100.0,4.120465434633813
102308,25,85.74851831194896,99.88479884271025,0.09578918559643429,0.19140625,125,18,/home/jasongao/Data/STU/val/125/velodyne/000018.bin,24,1045,1,101263,2.245088868101029,96.0,1.021425499472182,0.1142578125,7.3125,4,0,21,102308,100.0,16.0,0.0,22,14,3,102294,61.111111111111114,88.0,0.013684169370919185,24,508,1,101800,4.511278195488722,96.0,0.49653986003049616,25,4366,0,97942,0.5693463903438852,100.0,4.267505962388083
102324,25,33.49698008206058,99.614342676205,0.9196278487940268,-3.859375,125,19,/home/jasongao/Data/STU/val/125/velodyne/000019.bin,24,1419,1,100905,1.6632016632016633,96.0,1.3867714319221298,6.3125,4.25,5,2,20,102322,71.42857142857143,20.0,0.0019545756616238617,14,404,11,101920,3.349282296650718,56.0,0.39482428364802,23,929,2,101395,2.4159663865546217,92.0,0.9079003948242836,25,4049,0,98275,0.6136475208640157,100.0,3.9570384269575074
102316,25,60.74635751444959,99.90240040658352,0.30982446538175845,0.006561279296875,125,20,/home/jasongao/Data/STU/val/125/velodyne/000020.bin,24,1166,1,101150,2.0168067226890756,96.0,1.1396067086281716,1.84375,5.9375,3,0,22,102316,100.0,12.0,0.0,16,40,9,102276,28.571428571428573,64.0,0.03909456976425974,24,747,1,101569,3.11284046692607,96.0,0.7300910903475507,25,4666,0,97650,0.5329354082285227,100.0,4.560381563000899
102305,24,41.0652782909241,99.59856556375544,1.3068764967499145,-6.90625,125,21,/home/jasongao/Data/STU/val/125/velodyne/000021.bin,23,1479,1,100826,1.5312916111850865,95.83333333333333,1.4456771418796734,5.59375,4.53125,6,2,18,102303,75.0,25.0,0.0019549386637994232,16,384,8,101921,4.0,66.66666666666667,0.37534822344948926,22,1016,2,101289,2.1194605009633913,91.66666666666667,0.993108841210107,24,4453,0,97852,0.5360732633459906,100.0,4.352670934949416
102311,24,52.874499694955446,99.55320053562178,1.0663565012559744,-6.875,125,22,/home/jasongao/Data/STU/val/125/velodyne/000022.bin,23,1236,1,101075,1.8268467037331215,95.83333333333333,1.2080812424861451,2.984375,4.875,7,0,17,102311,100.0,29.166666666666668,0.0,14,105,10,102206,11.764705882352942,58.333333333333336,0.10262826089081331,21,814,3,101497,2.5149700598802394,87.5,0.7956133749059241,23,4633,1,97678,0.49398625429553267,95.83333333333333,4.528349835306076
102265,25,48.71180801344456,99.5392558548868,1.7884906859629395,-10.125,125,23,/home/jasongao/Data/STU/val/125/velodyne/000023.bin,23,1321,2,100944,1.7113095238095237,92.0,1.2917420427321176,5.03125,3.875,7,0,18,102265,100.0,28.0,0.0,13,275,12,101990,4.513888888888889,52.0,0.268909206473378,20,815,5,101450,2.395209580838323,80.0,0.796949102821102,25,4344,0,97921,0.5722133211261158,100.0,4.247787610619469
102302,24,37.905513367392146,99.46740614390073,1.847471212684014,-9.375,125,24,/home/jasongao/Data/STU/val/125/velodyne/000024.bin,22,1586,2,100716,1.3681592039800996,91.66666666666667,1.5503118218607652,6.375,1.6015625,9,4,15,102298,69.23076923076923,37.5,0.003909991984516432,12,447,12,101855,2.6143790849673203,50.0,0.43694160426971124,20,1006,4,101296,1.949317738791423,83.33333333333333,0.9833629841058826,24,4544,0,97758,0.5253940455341506,100.0,4.441750894410666
102326,24,4.659741418017596,99.62165448338317,1.1111545452768603,-5.71875,125,25,/home/jasongao/Data/STU/val/125/velodyne/000025.bin,24,1426,0,100900,1.6551724137931034,100.0,1.3935852080605124,6.65625,3.84375,0,2,24,102324,0.0,0.0,0.001954537458710396,14,390,10,101936,3.4653465346534653,58.333333333333336,0.38113480444852726,22,946,2,101380,2.272727272727273,91.66666666666667,0.9244962179700174,24,4439,0,97887,0.5377548734035402,100.0,4.338095889607724
102278,24,2.963110960375285,99.42562590847169,1.2681123995385128,-6.65625,125,26,/home/jasongao/Data/STU/val/125/velodyne/000026.bin,23,1464,1,100814,1.546738399462004,95.83333333333333,1.4313928704120142,7.0625,3.03125,0,6,24,102272,0.0,0.0,0.005866364223000058,13,462,11,101816,2.736842105263158,54.166666666666664,0.4517100451710045,20,964,4,101314,2.032520325203252,83.33333333333333,0.9425291851620095,24,4430,0,97848,0.5388414907947912,100.0,4.331332251315043
102298,24,34.663253368893194,99.34511183014331,2.4242898199378287,-11.875,125,27,/home/jasongao/Data/STU/val/125/velodyne/000027.bin,21,1468,3,100830,1.4103425117528543,87.5,1.4350231676083598,5.28125,2.671875,2,0,22,102298,100.0,8.333333333333334,0.0,12,314,12,101984,3.6809815950920246,50.0,0.3069463723630961,16,962,8,101336,1.6359918200408998,66.66666666666667,0.9403898414436255,24,4367,0,97931,0.5465725347301298,100.0,4.268900662769556
102298,25,7.283279636732855,99.61960155623764,0.8856478132514809,-4.25,125,28,/home/jasongao/Data/STU/val/125/velodyne/000028.bin,24,1370,1,100928,1.721664275466284,96.0,1.339224618272107,6.625,4.46875,1,4,24,102294,20.0,4.0,0.003910144870867466,14,441,11,101857,3.076923076923077,56.0,0.4310934720131381,23,864,2,101434,2.593010146561443,92.0,0.8445912921073726,25,4199,0,98099,0.5918560606060606,100.0,4.104674578193122
102265,24,90.40220759325938,99.95750419661337,0.07333887449273944,1.25,125,29,/home/jasongao/Data/STU/val/125/velodyne/000029.bin,24,1146,0,101119,2.051282051282051,100.0,1.1206180022490588,0.314453125,6.625,4,0,20,102265,100.0,16.666666666666668,0.0,22,16,2,102249,57.89473684210526,91.66666666666667,0.015645626558451083,23,468,1,101797,4.684317718940937,95.83333333333333,0.45763457683469416,24,4653,0,97612,0.5131494547787043,100.0,4.549943773529556
102261,22,9.753028332921888,99.65549382995917,1.0453643128856553,-6.28125,125,30,/home/jasongao/Data/STU/val/125/velodyne/000030.bin,21,1328,1,100933,1.5567086730911786,95.45454545454545,1.2986377993565486,3.375,4.0,0,0,22,102261,,0.0,0.0,13,126,9,102135,9.352517985611511,59.09090909090909,0.12321412855340745,16,791,6,101470,1.982651796778191,72.72727272727273,0.7735109181408357,22,4175,0,98086,0.524183940910174,100.0,4.082690370718065
102282,17,97.18885448916409,99.9993673776192,0.007821513071703722,4.3125,125,31,/home/jasongao/Data/STU/val/125/velodyne/000031.bin,17,1049,0,101233,1.594746716697936,100.0,1.0255959015271505,2.375,8.6875,5,0,12,102282,100.0,29.41176470588235,0.0,17,62,0,102220,21.518987341772153,100.0,0.06061672630570384,17,652,0,101630,2.5411061285500747,100.0,0.6374533153438533,17,4004,0,98278,0.4227804028848545,100.0,3.9146672923877124
102357,16,78.2711721300065,99.96479845052122,0.278437234385533,2.046875,125,32,/home/jasongao/Data/STU/val/125/velodyne/000032.bin,16,1257,0,101100,1.2568735271013354,100.0,1.228054749553035,3.703125,7.875,4,0,12,102357,100.0,25.0,0.0,15,175,1,102182,7.894736842105263,93.75,0.17097023164023956,16,782,0,101575,2.0050125313283207,100.0,0.7639926922438133,16,3836,0,98521,0.4153686396677051,100.0,3.747667477554051
102443,19,68.19229954625764,99.8164062479931,2.6971096121745752,-12.6875,125,33,/home/jasongao/Data/STU/val/125/velodyne/000033.bin,18,1350,1,101093,1.3157894736842106,94.73684210526316,1.3178059994338316,4.5,9.25,6,0,13,102443,100.0,31.57894736842105,0.0,18,246,1,102197,6.818181818181818,94.73684210526316,0.2401335376746093,18,912,1,101531,1.935483870967742,94.73684210526316,0.8902511640619661,19,4206,0,98237,0.44970414201183434,100.0,4.105697802680515
102490,22,50.21346355223319,99.97095060271958,0.15903990633232512,2.078125,125,34,/home/jasongao/Data/STU/val/125/velodyne/000034.bin,22,1180,0,101310,1.8302828618968385,100.0,1.1513318372524148,2.9375,7.78125,4,3,18,102487,57.142857142857146,18.181818181818183,0.002927114840472241,20,101,2,102389,16.52892561983471,90.9090909090909,0.09854619962923213,22,755,0,101735,2.831402831402831,100.0,0.7366572348521807,22,4190,0,98300,0.5223171889838556,100.0,4.088203727192897
102599,22,19.414264895136814,99.91456145682794,0.24171775553367963,1.1328125,125,35,/home/jasongao/Data/STU/val/125/velodyne/000035.bin,22,1078,0,101521,2.0,100.0,1.0506925018762365,2.890625,4.75,0,0,22,102599,,0.0,0.0,13,101,9,102498,11.403508771929825,59.09090909090909,0.09844150527782922,22,611,0,101988,3.4755134281200633,100.0,0.5955223735124124,22,3915,0,98684,0.5588011176022352,100.0,3.8158266649772417
102705,25,5.143898788772072,99.58623241322233,0.8548756146244098,-3.625,125,36,/home/jasongao/Data/STU/val/125/velodyne/000036.bin,24,1329,1,101376,1.7738359201773837,96.0,1.2939973711114356,2.796875,1.3046875,0,1,25,102704,0.0,0.0,0.0009736624312350907,8,95,17,102610,7.766990291262136,32.0,0.09249793096733362,24,882,1,101823,2.6490066225165565,96.0,0.8587702643493501,25,3893,0,98812,0.6380806533945891,100.0,3.7904678447982083
102691,24,7.969405728720909,99.62855800410941,0.8842060161065722,-6.65625,125,37,/home/jasongao/Data/STU/val/125/velodyne/000037.bin,23,1078,1,101613,2.089009990917348,95.83333333333333,1.0497511953335736,2.015625,1.0078125,0,10,24,102681,0.0,0.0,0.009737951719235376,10,48,14,102643,17.24137931034483,41.666666666666664,0.046742168252329803,18,594,6,102097,2.9411764705882355,75.0,0.5784343321225813,24,3802,0,98889,0.6272869837950863,100.0,3.70236924365329
102909,23,1.8586212800694688,99.43071274029778,1.024205851771954,-8.125,125,38,/home/jasongao/Data/STU/val/125/velodyne/000038.bin,21,1037,2,101872,1.9848771266540643,91.30434782608695,1.0076864025498256,2.65625,-2.5625,0,9,23,102900,0.0,0.0,0.008745590764656152,0,76,23,102833,0.0,0.0,0.07385165534598528,13,591,10,102318,2.152317880794702,56.52173913043478,0.574293793545754,23,4139,0,98770,0.5526189332051898,100.0,4.022000019434646
103064,19,11.966697520469037,99.93394497849064,0.12710548785220835,-1.875,125,39,/home/jasongao/Data/STU/val/125/velodyne/000039.bin,19,604,0,102460,3.0497592295345104,100.0,0.5860436233796475,-1.5078125,0.65234375,0,6,19,103058,0.0,0.0,0.005821625397811069,3,30,16,103034,9.090909090909092,15.789473684210526,0.029108126989055343,19,224,0,102840,7.818930041152264,100.0,0.2173406815182799,19,3935,0,99129,0.4805260495700556,100.0,3.818015990064426
103242,19,10.430274424036867,99.86324924882672,0.6915790085430349,-7.21875,125,40,/home/jasongao/Data/STU/val/125/velodyne/000040.bin,19,825,0,102417,2.251184834123223,100.0,0.7990933922240948,1.5703125,3.3125,0,10,19,103232,0.0,0.0,0.00968598051180721,12,64,7,103178,15.789473684210526,63.1578947368421,0.061990275275566144,16,393,3,102849,3.9119804400977993,84.21052631578948,0.38065903411402335,19,3876,0,99366,0.4878048780487805,100.0,3.7542860463764747
103130,26,0.9521257494037045,98.66082017468617,3.617763987200621,-14.1875,125,41,/home/jasongao/Data/STU/val/125/velodyne/000041.bin,18,1373,8,101757,1.2940330697340043,69.23076923076923,1.3313293900901775,4.5,-6.3125,0,0,26,103130,,0.0,0.0,1,241,25,102889,0.4132231404958678,3.8461538461538463,0.23368563948414622,6,907,20,102223,0.6571741511500547,23.076923076923077,0.8794725104237371,26,4273,0,98857,0.6047918120493138,100.0,4.143314263550858
103566,25,2.818120739256738,99.5578085472066,0.7869377981190738,-4.09375,125,42,/home/jasongao/Data/STU/val/125/velodyne/000042.bin,24,1232,1,102334,1.910828025477707,96.0,1.1895795917579128,4.1875,0.98828125,0,0,25,103566,,0.0,0.0,4,231,21,103335,1.702127659574468,16.0,0.22304617345460864,23,775,2,102791,2.882205513784461,92.0,0.7483150841009598,25,4283,0,99283,0.5803156917363046,100.0,4.135527103489562
103639,26,0.4529471747727114,96.88376517007632,8.372330879302194,-17.125,125,43,/home/jasongao/Data/STU/val/125/velodyne/000043.bin,9,1376,17,102263,0.6498194945848376,34.61538461538461,1.327685523789307,7.1875,-12.0625,0,11,26,103628,0.0,0.0,0.01061376508843196,0,456,26,103183,0.0,0.0,0.43998880730227036,5,978,21,102661,0.508646998982706,19.23076923076923,0.9436602051351325,18,4495,8,99144,0.3988477730999335,69.23076923076923,4.337170370227424
103700,20,0.2182870587291115,95.06383799421408,13.286403085824494,-18.625,125,44,/home/jasongao/Data/STU/val/125/velodyne/000044.bin,0,1272,20,102428,0.0,0.0,1.2266152362584377,1.046875,-13.6875,0,2,20,103698,0.0,0.0,0.0019286403085824494,0,61,20,103639,0.0,0.0,0.058823529411764705,0,479,20,103221,0.0,0.0,0.46190935390549664,13,4531,7,99169,0.2860915492957746,65.0,4.369334619093539
103741,26,5.474883972810437,99.60912271907925,2.229591000665118,-12.25,125,45,/home/jasongao/Data/STU/val/125/velodyne/000045.bin,24,1051,2,102690,2.2325581395348837,92.3076923076923,1.0130999315603282,2.859375,1.2265625,0,0,26,103741,,0.0,0.0,4,95,22,103646,4.040404040404041,15.384615384615385,0.09157420884703252,22,576,4,103165,3.678929765886288,84.61538461538461,0.5552288873251655,26,4288,0,99453,0.602688919796013,100.0,4.133370605642899
103706,27,13.44856640512421,99.88944887648915,0.3066360673442231,-4.625,125,46,/home/jasongao/Data/STU/val/125/velodyne/000046.bin,26,649,1,103057,3.8518518518518516,96.29629629629629,0.6258075714037761,0.240234375,1.5859375,0,1,27,103705,0.0,0.0,0.0009642643627176827,7,57,20,103649,10.9375,25.925925925925927,0.05496306867490791,24,265,3,103441,8.304498269896193,88.88888888888889,0.2555300561201859,27,3860,0,99846,0.6946231026498585,100.0,3.7220604400902553
103786,22,3.5052821655252155,99.72235263820835,0.4200951958838379,-4.90625,125,47,/home/jasongao/Data/STU/val/125/velodyne/000047.bin,22,823,0,102963,2.603550295857988,100.0,0.7929778582853179,1.6171875,-2.265625,0,0,22,103786,,0.0,0.0,0,63,22,103723,0.0,0.0,0.06070182876303162,16,363,6,103423,4.221635883905013,72.72727272727273,0.34975815620603934,22,3975,0,99811,0.5504128096072054,100.0,3.8299963386198526
103879,29,36.85637261191539,99.96951028235436,0.10781774949701094,-0.875,125,48,/home/jasongao/Data/STU/val/125/velodyne/000048.bin,29,586,0,103293,4.715447154471545,100.0,0.5641178679040036,-0.33984375,6.28125,0,2,29,103877,0.0,0.0,0.001925316955303767,22,39,7,103840,36.0655737704918,75.86206896551724,0.037543680628423455,29,198,0,103681,12.775330396475772,100.0,0.19060637857507293,29,3658,0,100221,0.7865473284513155,100.0,3.5214047112505895
104070,25,10.115313446334143,99.87621793023926,0.4103007591044489,-7.6875,125,49,/home/jasongao/Data/STU/val/125/velodyne/000049.bin,25,451,0,103619,5.2521008403361344,100.0,0.43336216008455847,-0.4453125,-0.83984375,0,0,25,104070,,0.0,0.0,3,25,22,104045,10.714285714285714,12.0,0.024022292687614105,22,217,3,103853,9.205020920502092,88.0,0.20851350052849044,25,3275,0,100795,0.7575757575757576,100.0,3.146920342077448
104185,23,4.8976954136646,99.71422073193378,0.8321735374574075,-8.8125,125,50,/home/jasongao/Data/STU/val/125/velodyne/000050.bin,21,746,2,103439,2.7379400260756195,91.30434782608695,0.7160339780198685,2.46875,1.8125,0,0,23,104185,,0.0,0.0,1,80,22,104105,1.2345679012345678,4.3478260869565215,0.07678648557853818,16,424,7,103761,3.6363636363636362,69.56521739130434,0.4069683735662523,23,3399,0,100786,0.6721215663354764,100.0,3.262465806018141
103757,27,4.2894163483866095,99.70906023654274,0.6968204554873406,-9.0625,125,51,/home/jasongao/Data/STU/val/125/velodyne/000051.bin,24,555,3,103202,4.1450777202072535,88.88888888888889,0.5349036691500333,1.0390625,-4.03125,0,5,27,103752,0.0,0.0,0.004818951974324624,0,71,27,103686,0.0,0.0,0.06842911803540966,13,245,14,103512,5.038759689922481,48.148148148148145,0.23612864674190656,27,3728,0,100029,0.7190412782956058,100.0,3.5930105920564395
104379,25,18.5511504312198,99.8177411165081,0.6294369557094818,-4.6875,125,52,/home/jasongao/Data/STU/val/125/velodyne/000052.bin,24,888,1,103491,2.6315789473684212,96.0,0.8507458396803955,3.0625,5.34375,2,8,23,104371,20.0,8.0,0.007664376934057617,18,108,7,104271,14.285714285714286,72.0,0.10346908860977783,23,584,2,103795,3.7891268533772653,92.0,0.5594995161862061,25,3429,0,100950,0.7237984944991315,100.0,3.285143563360446
104336,27,4.285185030309602,99.70249251705316,0.6795353473393652,-8.5,125,53,/home/jasongao/Data/STU/val/125/velodyne/000053.bin,25,623,2,103713,3.8580246913580245,92.5925925925926,0.5971093390584267,1.6328125,-1.75,0,0,27,104336,,0.0,0.0,0,65,27,104271,0.0,0.0,0.06229872718908143,19,300,8,104036,5.956112852664577,70.37037037037037,0.2875325870265297,27,3757,0,100579,0.7135306553911205,100.0,3.6008664315289067
104305,25,4.110670098352891,99.7314222712238,0.5014141220459231,-8.25,125,54,/home/jasongao/Data/STU/val/125/velodyne/000054.bin,23,480,2,103825,4.572564612326044,92.0,0.4601888691817267,1.4921875,-4.0625,0,18,25,104287,0.0,0.0,0.01725708259431475,0,83,25,104222,0.0,0.0,0.0795743252960069,12,237,13,104068,4.819277108433735,48.0,0.22721825415847755,25,3656,0,100649,0.6791632708503124,100.0,3.5051052202674846
104393,26,63.111263563914086,99.96582809486931,0.17434119145919744,-6.03125,125,55,/home/jasongao/Data/STU/val/125/velodyne/000055.bin,25,283,1,104110,8.116883116883116,96.15384615384616,0.2710909735327081,-3.734375,4.5625,0,0,26,104393,,0.0,0.0,20,11,6,104382,64.51612903225806,76.92307692307692,0.010537104978303144,23,102,3,104291,18.4,88.46153846153847,0.09770770070790187,26,3655,0,100738,0.7063298016843249,100.0,3.501192608699817
104421,32,12.99008286313461,99.89287655260915,0.22313519311249652,-4.125,125,56,/home/jasongao/Data/STU/val/125/velodyne/000056.bin,31,415,1,104006,6.95067264573991,96.875,0.3974296358012277,-0.035400390625,0.49609375,0,1,32,104420,0.0,0.0,0.0009576617730150066,4,55,28,104366,6.779661016949152,12.5,0.05267139751582536,30,221,2,104200,11.952191235059761,93.75,0.21164325183631644,32,3422,0,100999,0.9264620729588883,100.0,3.2771185872573523
104368,31,40.99882901799799,99.94639006888777,0.12647554806070826,-3.296875,125,57,/home/jasongao/Data/STU/val/125/velodyne/000057.bin,30,314,1,104054,8.720930232558139,96.7741935483871,0.30085850068986664,-2.234375,2.859375,0,0,31,104368,,0.0,0.0,14,22,17,104346,38.888888888888886,45.16129032258065,0.021079258010118045,30,143,1,104225,17.341040462427745,96.7741935483871,0.1370151770657673,31,2760,0,101608,1.1107130060910069,100.0,2.6444887321784454
