anomaly,normal,AP_loss
P151:1,N143:94,0.003605660749261886
P144:2,N125:30,0.003598581277034598
P150:2,N143:94,0.0035960397993455764
P125:1,N153:357,0.0035914796488855107
P125:1,N125:378,0.0035813604091862353
P145:1,N149:56,0.0035760181496986418
P125:1,N138:1184,0.003569367181523328
P150:2,N152:190,0.003554112698933534
P169:1,N142:718,0.003553950659371368
P143:3,N149:1038,0.00352748229906465
P125:1,N141:1950,0.0035255758910684738
P169:1,N145:318,0.0035070019015545277
P137:3,N140:176,0.0035043803561086054
P149:3,N141:2035,0.0035033930200017026
P169:1,N153:362,0.0035015404973613327
P149:3,N139:514,0.003474206635274623
P145:1,N138:85,0.003444065831713363
P145:2,N140:176,0.003435057431716842
P141:4,N151:746,0.0034164373511394565
P125:1,N148:710,0.0033985342672733496
P125:1,N152:367,0.0033961167310301928
P137:3,N143:94,0.0033890202727640904
P143:3,N150:1557,0.0033743081103377176
P153:30550,N138:85,0.003353627636333974
P150:3,N141:1776,0.0033466491172990357
P150:2,N151:36,0.003329181760250912
P142:2,N143:306,0.003328263795023151
P151:1,N151:36,0.003326853380262953
P125:1,N152:414,0.003298769307054317
P144:3,N150:90,0.0032909708242413608
P125:1,N137:124,0.003286937609536947
P125:1,N125:1667,0.0032865429446299263
P150:4,N148:1395,0.0032641388642997413
P125:1,N140:768,0.0032630572709586086
P125:1,N140:773,0.0032571160556500336
P149:2,N146:67,0.0032475809030576425
P125:1,N151:386,0.003220655332932896
P152:1,N151:36,0.0032187667627751326
P169:1,N148:276,0.003217974269186045
P149:2,N141:1776,0.0032106594762747
P125:1,N141:1233,0.0032035283841317943
P169:1,N141:1232,0.003197797837364531
P125:1,N147:725,0.0031919513715856205
P125:1,N137:11,0.0031822134640866963
P142:3,N150:599,0.003176222145373774
P153:30550,N145:69,0.0031748027205689253
P153:30550,N149:56,0.0031696573754855465
P149:2,N150:90,0.0031687217384199396
P144:4,N141:75,0.003162728177274503
P169:1,N142:1230,0.0031322230135075696
P150:3,N146:67,0.003124297052971902
P139:7,N140:1774,0.0031017358769151854
P169:1,N125:1529,0.003100995046638541
P150:3,N150:90,0.0030928604282678593
P139:7,N138:1045,0.003091695374155272
