parent,fragment,AP_loss,points,world_cell,first_frame,last_frame,observations,profiled
N141:75,N141:75/40_-222_-15/314,0.41017645089738514,3200,"[40, -222, -15]",314,380,67,True
N141:75,N141:75/41_-222_-15/292,0.305438654394448,3460,"[41, -222, -15]",292,379,88,True
N141:75,N141:75/40_-225_-15/340,0.2954967021754993,3762,"[40, -225, -15]",340,405,66,True
N141:75,N141:75/40_-222_-15/461,0.2779504941078678,1064,"[40, -222, -15]",461,497,37,True
N141:75,N141:75/41_-222_-15/461,0.2054568111515144,922,"[41, -222, -15]",461,497,37,True
N141:75,N141:75/40_-224_-15/329,0.11137184056562315,3549,"[40, -224, -15]",329,397,69,True
N141:75,N141:75/39_-225_-15/331,0.09290880508752104,4638,"[39, -225, -15]",331,405,75,True
N141:75,N141:75/40_-224_-15/466,0.09254077244244549,616,"[40, -224, -15]",466,491,26,True
N141:75,N141:75/40_-225_-15/468,0.04592997062484596,1104,"[40, -225, -15]",468,499,32,True
N141:75,N141:75/41_-223_-15/321,0.044599215762632385,2048,"[41, -223, -15]",321,386,66,True
N141:75,N141:75/39_-224_-15/465,0.04411213915399248,953,"[39, -224, -15]",465,501,37,True
N141:75,N141:75/40_-221_-15/461,0.030020946858310686,367,"[40, -221, -15]",461,490,30,True
N141:75,N141:75/39_-225_-15/467,0.029729274878824572,942,"[39, -225, -15]",467,509,43,True
N141:75,N141:75/41_-221_-15/459,0.027032001375640376,510,"[41, -221, -15]",459,487,29,True
N141:75,N141:75/39_-224_-15/322,0.022122971442939458,3865,"[39, -224, -15]",322,397,76,True
N141:75,N141:75/39_-223_-15/463,0.01957636531521062,937,"[39, -223, -15]",463,503,41,True
N141:75,N141:75/40_-225_-15/529,0.015363788901105855,101,"[40, -225, -15]",529,560,32,True
N141:75,N141:75/46_-280_-21/556,0.015257984213192655,710,"[46, -280, -21]",556,595,40,True
N141:75,N141:75/41_-225_-15/340,0.014699984271468016,5235,"[41, -225, -15]",340,405,66,True
N141:75,N141:75/40_-223_-15/323,0.014611823919976131,1049,"[40, -223, -15]",323,386,64,True
N141:75,N141:75/39_-222_-15/461,0.013588831100242204,941,"[39, -222, -15]",461,498,38,True
N141:75,N141:75/39_-221_-15/458,0.011328627602722364,1098,"[39, -221, -15]",458,497,40,True
N141:75,N141:75/46_-280_-21/455,0.010388256934483586,766,"[46, -280, -21]",455,553,99,True
N141:75,N141:75/39_-223_-15/319,0.01037671606688215,3392,"[39, -223, -15]",319,386,68,True
N141:75,N141:75/40_-226_-15/338,0.009308957326447773,4207,"[40, -226, -15]",338,405,68,True
N141:75,N141:75/40_-222_-15/516,0.00904845181917097,26,"[40, -222, -15]",516,527,12,True
N141:75,N141:75/41_-222_-15/516,0.008098114815963566,37,"[41, -222, -15]",516,527,12,True
N141:75,N141:75/39_-220_-15/455,0.007259626948606838,1208,"[39, -220, -15]",455,496,42,True
N141:75,N141:75/43_-204_-12/325,0.006933114383414006,6929,"[43, -204, -12]",325,405,81,True
N141:75,N141:75/43_-202_-11/323,0.006543422720664401,5624,"[43, -202, -11]",323,405,83,True
N141:75,N141:75/43_-203_-12/324,0.006193318451473988,4897,"[43, -203, -12]",324,405,82,True
N141:75,N141:75/39_-222_-15/314,0.006189270606727603,3273,"[39, -222, -15]",314,380,67,True
N141:75,N141:75/41_-224_-15/333,0.005620187937038993,3775,"[41, -224, -15]",333,395,63,True
N141:75,N141:75/41_-225_-15/468,0.005475669999900355,702,"[41, -225, -15]",468,494,27,True
N141:75,N141:75/41_-220_-15/456,0.005361098008780197,723,"[41, -220, -15]",456,484,29,True
N141:75,N141:75/42_-223_-15/307,0.005312716016313601,3840,"[42, -223, -15]",307,386,80,True
N141:75,N141:75/41_-222_-15/558,0.005238884147024665,17,"[41, -222, -15]",558,565,8,True
N141:75,N141:75/40_-222_-15/558,0.004878875915506261,14,"[40, -222, -15]",558,564,7,True
N141:75,N141:75/40_-225_-15/567,0.004652558910628313,46,"[40, -225, -15]",567,580,14,True
N141:75,N141:75/38_-237_-16/455,0.004642102528107589,1264,"[38, -237, -16]",455,469,15,True
N141:75,N141:75/41_-224_-15/466,0.004105771664586853,775,"[41, -224, -15]",466,491,26,True
N141:75,N141:75/40_-221_-15/316,0.004093614291103147,3004,"[40, -221, -15]",316,374,59,True
N141:75,N141:75/35_-274_-20/492,0.003922580401927369,1231,"[35, -274, -20]",492,594,103,True
N141:75,N141:75/36_-273_-20/480,0.003862455934880788,1506,"[36, -273, -20]",480,574,95,True
N141:75,N141:75/40_-223_-15/464,0.0038612399582221,950,"[40, -223, -15]",464,496,33,True
N141:75,N141:75/40_-222_-15/502,0.0037681464111844554,8,"[40, -222, -15]",502,504,3,True
N141:75,N141:75/40_-220_-15/460,0.0037247549115895615,103,"[40, -220, -15]",460,484,25,True
N141:75,N141:75/42_-201_-11/292,0.0032867435362798287,5304,"[42, -201, -11]",292,385,94,True
N141:75,N141:75/47_-173_-11/296,0.0031874239598141275,61,"[47, -173, -11]",296,302,7,True
N141:75,N141:75/46_-281_-21/517,0.0031208759503418265,94,"[46, -281, -21]",517,553,37,True
N141:75,N141:75/43_-201_-12/300,0.003073871755811866,3617,"[43, -201, -12]",300,405,106,True
N141:75,N141:75/41_-222_-15/502,0.003002298640600164,10,"[41, -222, -15]",502,504,3,True
N141:75,N141:75/42_-202_-11/301,0.0029971968077145074,5685,"[42, -202, -11]",301,405,105,True
N141:75,N141:75/39_-226_-15/325,0.0028702011658041956,3742,"[39, -226, -15]",325,405,81,True
N141:75,N141:75/40_-222_-15/499,0.0026620596902973536,5,"[40, -222, -15]",499,500,2,True
N141:75,N141:75/43_-200_-11/295,0.002660394937455422,2721,"[43, -200, -11]",295,341,47,True
N141:75,N141:75/40_-222_-15/567,0.0026508948192531545,10,"[40, -222, -15]",567,570,4,True
N141:75,N141:75/36_-274_-20/493,0.002509761200478243,1325,"[36, -274, -20]",493,594,102,True
N141:75,N141:75/40_-224_-15/497,0.0024966910809987083,14,"[40, -224, -15]",497,500,4,True
N141:75,N141:75/42_-221_-15/462,0.002494983242084356,741,"[42, -221, -15]",462,490,29,True
N141:75,N141:75/36_-275_-20/511,0.002416451999171306,2992,"[36, -275, -20]",511,618,108,True
N141:75,N141:75/43_-201_-11/293,0.0023881991236312265,1766,"[43, -201, -11]",293,349,57,True
N141:75,N141:75/41_-223_-15/486,0.0023712048638748944,89,"[41, -223, -15]",486,496,11,True
N141:75,N141:75/42_-222_-15/463,0.0023500425187659843,822,"[42, -222, -15]",463,495,33,True
N141:75,N141:75/46_-271_-20/568,0.002245318484009742,2401,"[46, -271, -20]",568,600,33,True
N141:75,N141:75/37_-201_-13/279,0.0022293296921454923,1894,"[37, -201, -13]",279,317,39,True
N141:75,N141:75/38_-161_-10/275,0.0022258514815424457,537,"[38, -161, -10]",275,298,24,True
N141:75,N141:75/38_-160_-10/274,0.0021499213485933768,545,"[38, -160, -10]",274,299,26,True
N141:75,N141:75/39_-226_-15/470,0.0020745180717265297,847,"[39, -226, -15]",470,501,32,True
N141:75,N141:75/38_-179_-12/299,0.00205139310955405,830,"[38, -179, -12]",299,352,54,True
N141:75,N141:75/38_-224_-15/465,0.0020241551581871697,1142,"[38, -224, -15]",465,505,41,True
N141:75,N141:75/40_-224_-15/493,0.0019992161051746605,6,"[40, -224, -15]",493,493,1,True
N141:75,N141:75/41_-223_-15/464,0.001905459860029759,790,"[41, -223, -15]",464,484,21,True
N141:75,N141:75/41_-226_-15/345,0.001870728353230563,4544,"[41, -226, -15]",345,405,61,True
N141:75,N141:75/41_-222_-15/499,0.0018166002112394127,8,"[41, -222, -15]",499,500,2,True
N141:75,N141:75/43_-202_-12/324,0.0018132849778836938,4549,"[43, -202, -12]",324,405,82,True
N141:75,N141:75/39_-219_-15/455,0.0017919392938320479,890,"[39, -219, -15]",455,494,40,True
N141:75,N141:75/41_-221_-15/314,0.0017796778599789734,3106,"[41, -221, -15]",314,374,61,True
N141:75,N141:75/36_-245_-17/485,0.001747191753794915,1240,"[36, -245, -17]",485,496,12,True
N141:75,N141:75/39_-224_-15/528,0.0017415917866765228,104,"[39, -224, -15]",528,558,31,True
N141:75,N141:75/38_-223_-15/461,0.0017210201900607382,1301,"[38, -223, -15]",461,500,40,True
N141:75,N141:75/39_-221_-15/316,0.0017012630231290936,2825,"[39, -221, -15]",316,375,60,True
N141:75,N141:75/35_-273_-20/505,0.0016328850539416837,824,"[35, -273, -20]",505,592,88,True
N141:75,N141:75/36_-291_-21/532,0.001569984241858598,311,"[36, -291, -21]",532,618,87,True
N141:75,N141:75/40_-225_-15/331,0.0015654118980897229,22,"[40, -225, -15]",331,338,8,True
N141:75,N141:75/40_-222_-15/513,0.0015342716040515,4,"[40, -222, -15]",513,514,2,True
N141:75,N141:75/38_-224_-15/307,0.0015274866990117942,5102,"[38, -224, -15]",307,404,98,True
N141:75,N141:75/41_-222_-15/513,0.0014882231034999225,7,"[41, -222, -15]",513,514,2,True
N141:75,N141:75/40_-225_-15/324,0.0014289436213558828,3,"[40, -225, -15]",324,324,1,True
N141:75,N141:75/43_-200_-12/301,0.00140044672646528,2284,"[43, -200, -12]",301,344,44,True
N141:75,N141:75/47_-260_-19/508,0.0013872080251702936,6204,"[47, -260, -19]",508,570,63,True
N141:75,N141:75/40_-225_-15/516,0.0013843601712115207,23,"[40, -225, -15]",516,520,5,True
N141:75,N141:75/38_-273_-20/481,0.001361014038060689,1425,"[38, -273, -20]",481,573,93,True
N141:75,N141:75/41_-242_-17/455,0.0013411765777822091,1513,"[41, -242, -17]",455,476,22,True
N141:75,N141:75/40_-224_-15/533,0.0013296421306739697,50,"[40, -224, -15]",533,557,25,True
N141:75,N141:75/38_-225_-15/299,0.0013054960343077333,5691,"[38, -225, -15]",299,405,107,True
N141:75,N141:75/43_-199_-12/302,0.0012860397883999713,3323,"[43, -199, -12]",302,337,36,True
N141:75,N141:75/40_-250_-18/519,0.0012731067314465062,8124,"[40, -250, -18]",519,618,100,True
N141:75,N141:75/33_-280_-20/592,0.0012721762062108065,621,"[33, -280, -20]",592,618,27,True
N141:75,N141:75/40_-222_-15/506,0.0012679652026630038,9,"[40, -222, -15]",506,509,4,True
N141:75,N141:75/40_-222_-15/303,0.001254032968034034,11,"[40, -222, -15]",303,306,4,True
N141:75,N141:75/39_-274_-20/486,0.0012229330489915223,3762,"[39, -274, -20]",486,608,123,True
N141:75,N141:75/40_-221_-15/499,0.001214447219261308,1,"[40, -221, -15]",499,499,1,True
N141:75,N141:75/41_-222_-15/506,0.00121119060617541,19,"[41, -222, -15]",506,511,6,True
N141:75,N141:75/44_-287_-21/611,0.0012097870209196438,29,"[44, -287, -21]",611,618,8,True
N141:75,N141:75/40_-222_-15/578,0.0012078844789631448,14,"[40, -222, -15]",578,583,6,True
N141:75,N141:75/36_-272_-20/495,0.0011659370197219714,493,"[36, -272, -20]",495,540,46,True
N141:75,N141:75/38_-274_-20/486,0.0011613871151197979,3600,"[38, -274, -20]",486,611,126,True
N141:75,N141:75/42_-200_-12/295,0.001158869680284216,943,"[42, -200, -12]",295,330,36,True
N141:75,N141:75/42_-224_-15/309,0.0011544403739075337,4648,"[42, -224, -15]",309,395,87,True
N141:75,N141:75/37_-291_-21/599,0.001153850998742289,49,"[37, -291, -21]",599,618,20,False
N141:75,N141:75/35_-275_-20/510,0.0011445127973957702,596,"[35, -275, -20]",510,603,94,False
N141:75,N141:75/44_-287_-21/622,0.0011082459271411318,12,"[44, -287, -21]",622,622,1,False
N141:75,N141:75/46_-272_-20/565,0.0011020317547318734,2866,"[46, -272, -20]",565,603,39,False
N141:75,N141:75/38_-236_-16/455,0.001094029533530429,1855,"[38, -236, -16]",455,468,14,False
N141:75,N141:75/49_-260_-19/572,0.001087851041744761,2217,"[49, -260, -19]",572,595,24,False
N141:75,N141:75/42_-200_-11/299,0.001086174741448542,893,"[42, -200, -11]",299,330,32,False
N141:75,N141:75/36_-274_-20/484,0.0010544843156453211,18,"[36, -274, -20]",484,490,7,False
N141:75,N141:75/49_-261_-19/534,0.001048702960319919,1948,"[49, -261, -19]",534,587,54,False
N141:75,N141:75/40_-224_-15/495,0.0010169983077829901,4,"[40, -224, -15]",495,495,1,False
N141:75,N141:75/34_-292_-21/455,0.001000381434586294,110,"[34, -292, -21]",455,501,47,False
N141:75,N141:75/36_-292_-21/473,0.0009783784684414092,108,"[36, -292, -21]",473,509,37,False
N141:75,N141:75/40_-222_-15/602,0.0009743813531472624,2,"[40, -222, -15]",602,602,1,False
N141:75,N141:75/38_-225_-15/466,0.0009731507419508649,1040,"[38, -225, -15]",466,517,52,False
N141:75,N141:75/41_-222_-15/568,0.0009681562480970904,4,"[41, -222, -15]",568,569,2,False
N141:75,N141:75/39_-225_-15/557,0.0009592180084647016,21,"[39, -225, -15]",557,564,8,False
N141:75,N141:75/39_-238_-16/492,0.0009558874085649639,1359,"[39, -238, -16]",492,600,109,False
N141:75,N141:75/46_-279_-21/557,0.0009544169357010834,2617,"[46, -279, -21]",557,618,62,False
N141:75,N141:75/45_-224_-15/462,0.0009457638705258386,727,"[45, -224, -15]",462,480,19,False
N141:75,N141:75/45_-220_-15/455,0.0009360812630268103,971,"[45, -220, -15]",455,496,42,False
N141:75,N141:75/39_-218_-14/455,0.0009341510452233765,669,"[39, -218, -14]",455,488,34,False
N141:75,N141:75/38_-222_-15/460,0.0009339899513586929,1306,"[38, -222, -15]",460,499,40,False
N141:75,N141:75/46_-281_-21/566,0.0009141415709847551,261,"[46, -281, -21]",566,606,41,False
N141:75,N141:75/45_-280_-21/485,0.0009073105190941481,2117,"[45, -280, -21]",485,618,134,False
N141:75,N141:75/41_-222_-15/593,0.0008816918653831977,3,"[41, -222, -15]",593,594,2,False
N141:75,N141:75/41_-222_-15/578,0.0008715928308087834,10,"[41, -222, -15]",578,583,6,False
N141:75,N141:75/46_-280_-21/369,0.0008696714560887663,62,"[46, -280, -21]",369,405,37,False
N141:75,N141:75/32_-280_-20/606,0.0008459622578891529,294,"[32, -280, -20]",606,618,13,False
N141:75,N141:75/40_-224_-15/502,0.0008434416696035277,9,"[40, -224, -15]",502,503,2,False
N141:75,N141:75/36_-274_-20/398,0.000842905363318271,5,"[36, -274, -20]",398,402,5,False
N141:75,N141:75/42_-203_-12/320,0.0008259062590902335,2674,"[42, -203, -12]",320,405,86,False
N141:75,N141:75/46_-284_-22/528,0.0008240483814470974,25,"[46, -284, -22]",528,552,25,False
N141:75,N141:75/39_-237_-16/490,0.0008081750697455799,1320,"[39, -237, -16]",490,599,110,False
N141:75,N141:75/45_-171_-11/271,0.0008050381423232357,85,"[45, -171, -11]",271,275,5,False
N141:75,N141:75/42_-201_-12/310,0.0008034025963539193,1586,"[42, -201, -12]",310,348,39,False
N141:75,N141:75/46_-278_-21/522,0.0008011818271001943,147,"[46, -278, -21]",522,554,33,False
N141:75,N141:75/45_-225_-15/467,0.0007751064085041716,152,"[45, -225, -15]",467,475,9,False
N141:75,N141:75/46_-281_-21/487,0.0007674232901633728,14,"[46, -281, -21]",487,495,9,False
N141:75,N141:75/37_-271_-19/606,0.0007451478524582627,110,"[37, -271, -19]",606,611,6,False
N141:75,N141:75/36_-201_-13/308,0.0007408689231285654,262,"[36, -201, -13]",308,318,11,False
N141:75,N141:75/42_-202_-12/317,0.0007403677019346637,2828,"[42, -202, -12]",317,405,89,False
N141:75,N141:75/40_-225_-15/326,0.0007213425449162131,9,"[40, -225, -15]",326,329,4,False
N141:75,N141:75/40_-225_-15/584,0.00072012880812174,16,"[40, -225, -15]",584,589,6,False
N141:75,N141:75/45_-220_-15/329,0.0007136042641119608,1064,"[45, -220, -15]",329,365,37,False
N141:75,N141:75/46_-283_-22/539,0.0007122078084500529,14,"[46, -283, -22]",539,552,14,False
N141:75,N141:75/41_-221_-15/525,0.000712005195337686,6,"[41, -221, -15]",525,527,3,False
N141:75,N141:75/39_-250_-18/517,0.000709887898727835,7291,"[39, -250, -18]",517,618,102,False
N141:75,N141:75/41_-221_-15/558,0.0007094780816577512,18,"[41, -221, -15]",558,564,7,False
N141:75,N141:75/39_-182_-12/306,0.0006973182222659878,921,"[39, -182, -12]",306,342,37,False
N141:75,N141:75/47_-261_-19/595,0.0006958729400138339,1158,"[47, -261, -19]",595,608,14,False
N141:75,N141:75/37_-275_-20/503,0.0006934592762853782,3067,"[37, -275, -20]",503,616,114,False
N141:75,N141:75/36_-274_-20/461,0.0006909702865360635,13,"[36, -274, -20]",461,470,10,False
N141:75,N141:75/41_-224_-15/529,0.000683953327999619,141,"[41, -224, -15]",529,557,29,False
N141:75,N141:75/37_-155_-10/271,0.0006823099231571056,352,"[37, -155, -10]",271,290,20,False
N141:75,N141:75/37_-160_-10/273,0.0006638680963325414,598,"[37, -160, -10]",273,295,23,False
N141:75,N141:75/44_-256_-18/590,0.0006617387474517738,997,"[44, -256, -18]",590,618,29,False
N141:75,N141:75/38_-223_-15/527,0.0006541380978792382,90,"[38, -223, -15]",527,557,31,False
N141:75,N141:75/46_-261_-19/467,0.0006519110401802991,3628,"[46, -261, -19]",467,563,97,False
N141:75,N141:75/36_-273_-20/396,0.0006460132201818268,2,"[36, -273, -20]",396,397,2,False
N141:75,N141:75/48_-252_-18/495,0.0006457443232197826,1520,"[48, -252, -18]",495,518,24,False
N141:75,N141:75/40_-243_-17/455,0.0006414588051179592,1521,"[40, -243, -17]",455,479,25,False
N141:75,N141:75/39_-239_-16/494,0.0006306851174959302,1416,"[39, -239, -16]",494,592,99,False
N141:75,N141:75/46_-282_-22/528,0.0006282962583911648,60,"[46, -282, -22]",528,552,25,False
N141:75,N141:75/48_-260_-19/516,0.0006129807596831612,1907,"[48, -260, -19]",516,578,63,False
N141:75,N141:75/39_-236_-16/488,0.0006128684703153948,1292,"[39, -236, -16]",488,605,118,False
N141:75,N141:75/37_-245_-17/485,0.0006116576396457934,235,"[37, -245, -17]",485,490,6,False
N141:75,N141:75/36_-274_-20/455,0.0006102141950462367,6,"[36, -274, -20]",455,458,4,False
N141:75,N141:75/47_-260_-19/594,0.0006095438463797586,1755,"[47, -260, -19]",594,608,15,False
N141:75,N141:75/37_-202_-13/273,0.000595876058644128,2121,"[37, -202, -13]",273,319,47,False
N141:75,N141:75/43_-287_-22/564,0.000580216592715876,452,"[43, -287, -22]",564,618,55,False
N141:75,N141:75/48_-260_-19/590,0.0005772165430822063,851,"[48, -260, -19]",590,618,29,False
N141:75,N141:75/36_-274_-20/472,0.0005745650596552207,22,"[36, -274, -20]",472,482,11,False
N141:75,N141:75/39_-221_-15/517,0.0005740092158602922,16,"[39, -221, -15]",517,526,10,False
N141:75,N141:75/43_-158_-10/271,0.000568486607048647,1289,"[43, -158, -10]",271,353,83,False
N141:75,N141:75/40_-222_-15/590,0.0005680259675981466,4,"[40, -222, -15]",590,591,2,False
N141:75,N141:75/38_-159_-10/272,0.0005666662705531777,528,"[38, -159, -10]",272,298,27,False
N141:75,N141:75/44_-225_-15/467,0.0005624718676972096,980,"[44, -225, -15]",467,494,28,False
N141:75,N141:75/38_-236_-16/487,0.0005607212491902764,2015,"[38, -236, -16]",487,599,113,False
N141:75,N141:75/36_-176_-11/369,0.0005583796410345376,16,"[36, -176, -11]",369,378,10,False
N141:75,N141:75/40_-222_-15/292,0.0005325582318285075,34,"[40, -222, -15]",292,301,10,False
N141:75,N141:75/42_-204_-12/323,0.0005266015888254308,601,"[42, -204, -12]",323,332,10,False
N141:75,N141:75/37_-274_-20/488,0.0005247013133789506,1484,"[37, -274, -20]",488,593,106,False
N141:75,N141:75/42_-222_-15/311,0.0005245070384023831,3396,"[42, -222, -15]",311,379,69,False
N141:75,N141:75/40_-222_-15/593,0.0005207522858112748,2,"[40, -222, -15]",593,593,1,False
N141:75,N141:75/36_-292_-21/455,0.000512731747396738,27,"[36, -292, -21]",455,468,14,False
N141:75,N141:75/39_-270_-20/459,0.0005079833808703372,6411,"[39, -270, -20]",459,596,138,False
N141:75,N141:75/39_-213_-14/455,0.0005072219374301632,301,"[39, -213, -14]",455,484,30,False
N141:75,N141:75/33_-292_-21/458,0.0005022395539518661,86,"[33, -292, -21]",458,494,37,False
N141:75,N141:75/44_-224_-15/466,0.000499745555882576,1191,"[44, -224, -15]",466,500,35,False
N141:75,N141:75/35_-292_-21/484,0.0004946559393863982,48,"[35, -292, -21]",484,500,17,False
N141:75,N141:75/48_-261_-19/516,0.0004891419025717668,8861,"[48, -261, -19]",516,582,67,False
N141:75,N141:75/46_-286_-22/526,0.0004882391520277974,57,"[46, -286, -22]",526,552,27,False
N141:75,N141:75/40_-221_-15/560,0.00048658807122544626,2,"[40, -221, -15]",560,561,2,False
N141:75,N141:75/39_-273_-20/487,0.0004812202502338901,4121,"[39, -273, -20]",487,606,120,False
N141:75,N141:75/37_-158_-10/271,0.00047950145648105463,603,"[37, -158, -10]",271,298,28,False
N141:75,N141:75/39_-225_-15/323,0.0004792752996505819,8,"[39, -225, -15]",323,324,2,False
N141:75,N141:75/43_-157_-10/271,0.00047900907750911975,811,"[43, -157, -10]",271,315,45,False
N141:75,N141:75/43_-156_-10/271,0.0004788391816350623,624,"[43, -156, -10]",271,308,38,False
N141:75,N141:75/37_-200_-13/287,0.00047870943216033916,1014,"[37, -200, -13]",287,315,29,False
N141:75,N141:75/39_-223_-15/505,0.000477932053025795,10,"[39, -223, -15]",505,508,4,False
N141:75,N141:75/40_-242_-17/455,0.00047637836411044385,1481,"[40, -242, -17]",455,477,23,False
N141:75,N141:75/36_-274_-20/610,0.00047286853822567604,2235,"[36, -274, -20]",610,618,9,False
N141:75,N141:75/38_-275_-20/486,0.00046874488478504194,4020,"[38, -275, -20]",486,613,128,False
N141:75,N141:75/35_-292_-21/455,0.0004665180516817864,9,"[35, -292, -21]",455,457,3,False
N141:75,N141:75/37_-197_-13/334,0.00046609398643868995,2325,"[37, -197, -13]",334,405,72,False
N141:75,N141:75/39_-217_-14/455,0.00046596359420431207,715,"[39, -217, -14]",455,495,41,False
N141:75,N141:75/39_-224_-15/566,0.0004581623862900847,30,"[39, -224, -15]",566,580,15,False
N141:75,N141:75/40_-221_-15/502,0.00045589804601205375,2,"[40, -221, -15]",502,503,2,False
N141:75,N141:75/39_-221_-15/557,0.0004552718069210864,17,"[39, -221, -15]",557,564,8,False
N141:75,N141:75/39_-228_-15/474,0.00045229891145410605,813,"[39, -228, -15]",474,508,35,False
N141:75,N141:75/41_-222_-15/590,0.00045224164435814717,3,"[41, -222, -15]",590,591,2,False
N141:75,N141:75/39_-225_-15/326,0.0004504595022840744,24,"[39, -225, -15]",326,329,4,False
N141:75,N141:75/39_-216_-14/455,0.00044670790327607434,540,"[39, -216, -14]",455,493,39,False
N141:75,N141:75/45_-243_-17/347,0.000445119447045733,205,"[45, -243, -17]",347,401,55,False
N141:75,N141:75/36_-154_-10/271,0.0004440149766552891,198,"[36, -154, -10]",271,307,37,False
N141:75,N141:75/38_-221_-15/457,0.0004359483032092291,1474,"[38, -221, -15]",457,498,42,False
N141:75,N141:75/40_-221_-15/495,0.00043167122399249703,2,"[40, -221, -15]",495,496,2,False
N141:75,N141:75/35_-293_-21/493,0.00042994829444596347,28,"[35, -293, -21]",493,506,14,False
N141:75,N141:75/39_-244_-17/502,0.00042707320773104605,2836,"[39, -244, -17]",502,618,117,False
N141:75,N141:75/40_-252_-18/574,0.00042488924363154405,2060,"[40, -252, -18]",574,618,45,False
N141:75,N141:75/38_-223_-15/311,0.00042324655417260576,3953,"[38, -223, -15]",311,392,82,False
N141:75,N141:75/33_-178_-11/281,0.00042261516369351853,2651,"[33, -178, -11]",281,291,11,False
N141:75,N141:75/39_-215_-14/455,0.0004224613599758354,389,"[39, -215, -14]",455,486,32,False
N141:75,N141:75/39_-235_-16/487,0.0004208923565999867,1177,"[39, -235, -16]",487,592,106,False
N141:75,N141:75/37_-161_-10/274,0.00042069732793728403,640,"[37, -161, -10]",274,301,28,False
N141:75,N141:75/40_-251_-18/564,0.0004206673755007317,2566,"[40, -251, -18]",564,618,55,False
N141:75,N141:75/39_-220_-15/313,0.0004205509231316891,2703,"[39, -220, -15]",313,370,58,False
N141:75,N141:75/40_-222_-15/611,0.0004177855503373027,5,"[40, -222, -15]",611,612,2,False
N141:75,N141:75/46_-262_-19/471,0.0004152760370709008,11420,"[46, -262, -19]",471,572,102,False
N141:75,N141:75/40_-224_-15/569,0.0004125566912560707,9,"[40, -224, -15]",569,573,5,False
N141:75,N141:75/44_-255_-18/587,0.00041227513179318285,1280,"[44, -255, -18]",587,618,32,False
N141:75,N141:75/40_-224_-15/508,0.0004102345892878223,2,"[40, -224, -15]",508,508,1,False
N141:75,N141:75/46_-281_-21/556,0.00040284530368947156,13,"[46, -281, -21]",556,563,8,False
N141:75,N141:75/39_-219_-15/537,0.00040192423257636074,27,"[39, -219, -15]",537,558,22,False
N141:75,N141:75/39_-219_-14/455,0.00040055954045683145,165,"[39, -219, -14]",455,468,14,False
N141:75,N141:75/45_-246_-17/384,0.0003987046426662582,30,"[45, -246, -17]",384,394,11,False
N141:75,N141:75/37_-204_-13/275,0.0003883591569285326,2212,"[37, -204, -13]",275,324,50,False
N141:75,N141:75/41_-221_-15/492,0.00038249401279391576,7,"[41, -221, -15]",492,493,2,False
N141:75,N141:75/41_-223_-15/505,0.00038160994970767766,6,"[41, -223, -15]",505,505,1,False
N141:75,N141:75/47_-261_-19/508,0.00038092171705328306,13918,"[47, -261, -19]",508,576,69,False
N141:75,N141:75/44_-228_-15/329,0.0003784025295299793,2041,"[44, -228, -15]",329,405,77,False
N141:75,N141:75/38_-213_-14/455,0.00037295501126685654,112,"[38, -213, -14]",455,477,23,False
N141:75,N141:75/40_-220_-15/497,0.00037119086638875477,2,"[40, -220, -15]",497,498,2,False
N141:75,N141:75/39_-222_-15/292,0.00036879816759177617,21,"[39, -222, -15]",292,297,6,False
N141:75,N141:75/39_-224_-15/506,0.0003684033706912994,12,"[39, -224, -15]",506,510,5,False
N141:75,N141:75/40_-226_-15/470,0.00036570820943330947,1024,"[40, -226, -15]",470,496,27,False
N141:75,N141:75/43_-155_-10/271,0.0003618679344511988,428,"[43, -155, -10]",271,300,30,False
N141:75,N141:75/39_-179_-12/300,0.0003565740613892983,786,"[39, -179, -12]",300,329,30,False
N141:75,N141:75/39_-185_-12/311,0.0003553638694569545,978,"[39, -185, -12]",311,355,45,False
N141:75,N141:75/35_-291_-21/570,0.00035446805951486085,258,"[35, -291, -21]",570,618,49,False
N141:75,N141:75/36_-273_-20/388,0.0003525921389612205,3,"[36, -273, -20]",388,390,3,False
N141:75,N141:75/39_-264_-19/339,0.00035089216936758886,2,"[39, -264, -19]",339,340,2,False
N141:75,N141:75/36_-292_-21/513,0.00034736236489183245,533,"[36, -292, -21]",513,618,106,False
N141:75,N141:75/36_-155_-10/340,0.0003468301745498676,16,"[36, -155, -10]",340,349,10,False
N141:75,N141:75/39_-234_-16/485,0.0003430400018320455,1110,"[39, -234, -16]",485,588,104,False
N141:75,N141:75/37_-203_-13/278,0.0003383371567846618,2122,"[37, -203, -13]",278,322,45,False
N141:75,N141:75/46_-287_-22/502,0.00033678521559155273,87,"[46, -287, -22]",502,550,49,False
N141:75,N141:75/45_-281_-21/494,0.0003325838268893679,141,"[45, -281, -21]",494,549,56,False
N141:75,N141:75/45_-249_-18/514,0.0003306149053286047,7914,"[45, -249, -18]",514,618,105,False
N141:75,N141:75/41_-205_-13/361,0.0003265485247578091,2150,"[41, -205, -13]",361,405,45,False
N141:75,N141:75/37_-179_-12/299,0.00032605877083969215,1094,"[37, -179, -12]",299,344,46,False
N141:75,N141:75/43_-198_-12/314,0.00032594255354711897,4470,"[43, -198, -12]",314,351,38,False
N141:75,N141:75/38_-162_-10/276,0.000324320365985637,541,"[38, -162, -10]",276,301,26,False
