parent,fragment,AP_loss,points,world_cell,first_frame,last_frame,observations,profiled
N125:30,N125:30/8_4_-3/218,8.283747985107918e-08,8,"[8, 4, -3]",218,218,1,False
N125:30,N125:30/60_-1_-1/235,8.28254115312695e-08,7,"[60, -1, -1]",235,238,4,False
N125:30,N125:30/20_24_-2/69,8.281825796080398e-08,2,"[20, 24, -2]",69,70,2,False
N125:30,N125:30/4_0_-3/219,8.280043305274756e-08,4,"[4, 0, -3]",219,219,1,False
N125:30,N125:30/5_-1_-3/222,8.278475954324004e-08,6,"[5, -1, -3]",222,222,1,False
N125:30,N125:30/30_-5_-3/139,8.27274008024865e-08,21,"[30, -5, -3]",139,139,1,False
N125:30,N125:30/14_29_-2/131,8.272686535388176e-08,2,"[14, 29, -2]",131,131,1,False
N125:30,N125:30/1_21_-2/67,8.268198275338076e-08,2,"[1, 21, -2]",67,67,1,False
N125:30,N125:30/52_0_-1/163,8.268198275338076e-08,2,"[52, 0, -1]",163,164,2,False
N125:30,N125:30/5_-25_-4/132,8.26255579542147e-08,3,"[5, -25, -4]",132,132,1,False
N125:30,N125:30/-5_-3_-3/227,8.260936343672861e-08,7,"[-5, -3, -3]",227,229,3,False
N125:30,N125:30/7_29_-2/69,8.253313052736857e-08,3,"[7, 29, -2]",69,69,1,False
N125:30,N125:30/8_3_-2/139,8.253039852422665e-08,24,"[8, 3, -2]",139,140,2,False
N125:30,N125:30/10_-26_-3/61,8.250206089796193e-08,2,"[10, -26, -3]",61,61,1,False
N125:30,N125:30/17_-30_-3/99,8.248551196900216e-08,12,"[17, -30, -3]",99,103,5,False
N125:30,N125:30/59_-5_-1/161,8.246895996337171e-08,5,"[59, -5, -1]",161,162,2,False
N125:30,N125:30/1_-7_-3/220,8.244044364616605e-08,8,"[1, -7, -3]",220,222,3,False
N125:30,N125:30/57_-2_-1/103,8.23956892961546e-08,9,"[57, -2, -1]",103,105,3,False
N125:30,N125:30/4_10_-2/214,8.236118688522936e-08,24,"[4, 10, -2]",214,219,6,False
N125:30,N125:30/64_-5_-1/239,8.235764420194407e-08,3,"[64, -5, -1]",239,240,2,False
N125:30,N125:30/45_-6_-2/61,8.235620801742719e-08,2,"[45, -6, -2]",61,61,1,False
N125:30,N125:30/26_-4_-3/33,8.235098645337075e-08,22,"[26, -4, -3]",33,38,6,False
N125:30,N125:30/0_-1_-3/222,8.23354835980554e-08,10,"[0, -1, -3]",222,223,2,False
N125:30,N125:30/25_-4_-2/65,8.233282146735799e-08,26,"[25, -4, -2]",65,71,7,False
N125:30,N125:30/4_-14_-3/136,8.231741263671948e-08,26,"[4, -14, -3]",136,138,3,False
N125:30,N125:30/28_-6_-3/72,8.230907361518273e-08,2,"[28, -6, -3]",72,73,2,False
N125:30,N125:30/42_0_-2/104,8.230467807407572e-08,6,"[42, 0, -2]",104,105,2,False
N125:30,N125:30/9_-2_-3/214,8.23017185040291e-08,26,"[9, -2, -3]",214,217,4,False
N125:30,N125:30/48_-6_-2/56,8.22857381895014e-08,2,"[48, -6, -2]",56,57,2,False
N125:30,N125:30/45_-2_-2/48,8.227412391834631e-08,4,"[45, -2, -2]",48,48,1,False
N125:30,N125:30/5_29_-1/125,8.225300485295026e-08,2,"[5, 29, -1]",125,126,2,False
N125:30,N125:30/40_-5_-2/45,8.225175984950751e-08,7,"[40, -5, -2]",45,46,2,False
N125:30,N125:30/7_-29_-3/136,8.225018961259728e-08,5,"[7, -29, -3]",136,136,1,False
N125:30,N125:30/56_-3_-1/14,8.22199381179179e-08,1,"[56, -3, -1]",14,14,1,False
N125:30,N125:30/61_-2_-1/42,8.22199381179179e-08,1,"[61, -2, -1]",42,42,1,False
N125:30,N125:30/54_-4_-1/52,8.22199381179179e-08,1,"[54, -4, -1]",52,52,1,False
N125:30,N125:30/3_19_-2/63,8.22199381179179e-08,1,"[3, 19, -2]",63,63,1,False
N125:30,N125:30/60_-6_-1/68,8.22199381179179e-08,1,"[60, -6, -1]",68,68,1,False
N125:30,N125:30/12_19_-1/79,8.22199381179179e-08,1,"[12, 19, -1]",79,79,1,False
N125:30,N125:30/55_-6_-1/79,8.22199381179179e-08,1,"[55, -6, -1]",79,79,1,False
N125:30,N125:30/0_8_-2/81,8.22199381179179e-08,1,"[0, 8, -2]",81,81,1,False
N125:30,N125:30/20_21_0/81,8.22199381179179e-08,1,"[20, 21, 0]",81,81,1,False
N125:30,N125:30/60_-1_-1/84,8.22199381179179e-08,1,"[60, -1, -1]",84,84,1,False
N125:30,N125:30/4_-25_-4/86,8.22199381179179e-08,1,"[4, -25, -4]",86,86,1,False
N125:30,N125:30/32_-6_-3/92,8.22199381179179e-08,1,"[32, -6, -3]",92,92,1,False
N125:30,N125:30/14_-27_-3/109,8.22199381179179e-08,1,"[14, -27, -3]",109,109,1,False
N125:30,N125:30/13_22_0/112,8.22199381179179e-08,1,"[13, 22, 0]",112,112,1,False
N125:30,N125:30/21_20_-2/120,8.22199381179179e-08,1,"[21, 20, -2]",120,120,1,False
N125:30,N125:30/58_-4_-1/132,8.22199381179179e-08,1,"[58, -4, -1]",132,132,1,False
N125:30,N125:30/4_30_-1/161,8.22199381179179e-08,1,"[4, 30, -1]",161,161,1,False
N125:30,N125:30/12_20_-2/167,8.22199381179179e-08,1,"[12, 20, -2]",167,167,1,False
N125:30,N125:30/-6_-4_-3/214,8.22199381179179e-08,1,"[-6, -4, -3]",214,214,1,False
N125:30,N125:30/0_15_-2/231,8.22199381179179e-08,1,"[0, 15, -2]",231,231,1,False
N125:30,N125:30/-2_1_-3/232,8.22199381179179e-08,1,"[-2, 1, -3]",232,232,1,False
N125:30,N125:30/20_-20_-3/124,8.221764535617829e-08,162,"[20, -20, -3]",124,140,17,False
N125:30,N125:30/6_24_-2/136,8.221255985992802e-08,3,"[6, 24, -2]",136,137,2,False
N125:30,N125:30/-6_-1_-3/223,8.219975066700826e-08,9,"[-6, -1, -3]",223,224,2,False
N125:30,N125:30/5_22_-2/57,8.218519891012254e-08,3,"[5, 22, -2]",57,58,2,False
N125:30,N125:30/51_-1_-2/229,8.208244308597199e-08,3,"[51, -1, -2]",229,229,1,False
N125:30,N125:30/0_7_-3/0,8.205844811974003e-08,111,"[0, 7, -3]",0,4,5,False
N125:30,N125:30/48_-1_-2/78,8.205679529587777e-08,4,"[48, -1, -2]",78,78,1,False
N125:30,N125:30/34_-5_-2/49,8.19658384629807e-08,7,"[34, -5, -2]",49,50,2,False
N125:30,N125:30/7_13_-2/32,8.194728580857033e-08,23,"[7, 13, -2]",32,38,7,False
N125:30,N125:30/9_23_-1/62,8.194295305071713e-08,40,"[9, 23, -1]",62,70,9,False
N125:30,N125:30/2_-9_-3/214,8.192527104800974e-08,10,"[2, -9, -3]",214,217,4,False
N125:30,N125:30/21_10_-2/110,8.190658553380375e-08,23,"[21, 10, -2]",110,111,2,False
N125:30,N125:30/16_26_-1/63,8.185256388888812e-08,4,"[16, 26, -1]",63,63,1,False
N125:30,N125:30/21_18_-2/37,8.181259082419016e-08,4,"[21, 18, -2]",37,39,3,False
N125:30,N125:30/7_-25_-3/50,8.178365494989112e-08,5,"[7, -25, -3]",50,50,1,False
N125:30,N125:30/4_28_-2/111,8.175739614155833e-08,3,"[4, 28, -2]",111,112,2,False
N125:30,N125:30/1_14_-2/121,8.174808373733398e-08,3,"[1, 14, -2]",121,121,1,False
N125:30,N125:30/-7_3_-3/227,8.16902628340073e-08,3,"[-7, 3, -3]",227,229,3,False
N125:30,N125:30/10_-25_-3/89,8.163945780775065e-08,13,"[10, -25, -3]",89,90,2,False
N125:30,N125:30/-4_-27_-4/63,8.160604687391922e-08,7,"[-4, -27, -4]",63,63,1,False
N125:30,N125:30/58_-5_-1/89,8.157021789290046e-08,4,"[58, -5, -1]",89,89,1,False
N125:30,N125:30/12_-10_-3/118,8.155788364692796e-08,606,"[12, -10, -3]",118,126,9,False
N125:30,N125:30/-2_5_-3/222,8.146860955061623e-08,11,"[-2, 5, -3]",222,224,3,False
N125:30,N125:30/-4_0_-3/214,8.146564880971735e-08,11,"[-4, 0, -3]",214,217,4,False
N125:30,N125:30/49_-5_-2/100,8.139613787803335e-08,7,"[49, -5, -2]",100,101,2,False
N125:30,N125:30/38_-5_-2/72,8.137725400940984e-08,5,"[38, -5, -2]",72,72,1,False
N125:30,N125:30/1_31_-2/54,8.128790850096421e-08,2,"[1, 31, -2]",54,54,1,False
N125:30,N125:30/-6_-20_-4/140,8.127851845621531e-08,3,"[-6, -20, -4]",140,141,2,False
N125:30,N125:30/61_-4_-1/131,8.124917722595263e-08,4,"[61, -4, -1]",131,131,1,False
N125:30,N125:30/18_13_-2/110,8.124237267968333e-08,23,"[18, 13, -2]",110,110,1,False
N125:30,N125:30/26_5_-2/117,8.120798970548729e-08,15,"[26, 5, -2]",117,117,1,False
N125:30,N125:30/-4_4_-3/217,8.113130181504342e-08,82,"[-4, 4, -3]",217,229,13,False
N125:30,N125:30/12_-30_-3/36,8.112390049662272e-08,19,"[12, -30, -3]",36,42,7,False
N125:30,N125:30/7_-27_-4/71,8.111763820572692e-08,2,"[7, -27, -4]",71,71,1,False
N125:30,N125:30/62_-4_-1/83,8.111763820572692e-08,2,"[62, -4, -1]",83,83,1,False
N125:30,N125:30/58_-5_-1/162,8.111763820572692e-08,2,"[58, -5, -1]",162,162,1,False
N125:30,N125:30/49_-2_-2/214,8.102104417460223e-08,163,"[49, -2, -2]",214,229,16,False
N125:30,N125:30/15_29_-1/95,8.1005658608106e-08,2,"[15, 29, -1]",95,95,1,False
N125:30,N125:30/-6_0_-3/223,8.097965979006765e-08,8,"[-6, 0, -3]",223,225,3,False
N125:30,N125:30/43_-2_-2/75,8.091030956957411e-08,10,"[43, -2, -2]",75,76,2,False
N125:30,N125:30/40_-3_-2/76,8.088475000624457e-08,14,"[40, -3, -2]",76,78,3,False
N125:30,N125:30/12_-20_-3/31,8.087988628823e-08,51,"[12, -20, -3]",31,40,10,False
N125:30,N125:30/8_-26_-3/68,8.082983612011658e-08,8,"[8, -26, -3]",68,70,3,False
N125:30,N125:30/51_-6_-2/87,8.081354333923549e-08,2,"[51, -6, -2]",87,87,1,False
N125:30,N125:30/15_0_-3/53,8.077901218807364e-08,123,"[15, 0, -3]",53,61,9,False
N125:30,N125:30/50_-2_-2/89,8.075488993818209e-08,4,"[50, -2, -2]",89,89,1,False
N125:30,N125:30/14_6_-2/254,8.071502949045457e-08,5,"[14, 6, -2]",254,254,1,False
N125:30,N125:30/12_26_-1/107,8.068673672418774e-08,2,"[12, 26, -1]",107,107,1,False
N125:30,N125:30/6_-26_-3/95,8.066823917299494e-08,34,"[6, -26, -3]",95,103,9,False
N125:30,N125:30/16_25_-1/82,8.061263434650713e-08,12,"[16, 25, -1]",82,83,2,False
N125:30,N125:30/8_12_-3/110,8.060992569927423e-08,4,"[8, 12, -3]",110,110,1,False
N125:30,N125:30/39_-3_-2/73,8.053787631697765e-08,13,"[39, -3, -2]",73,75,3,False
N125:30,N125:30/41_-1_-2/61,8.042502608927039e-08,6,"[41, -1, -2]",61,62,2,False
N125:30,N125:30/0_-18_-3/125,8.040434274682152e-08,159,"[0, -18, -3]",125,153,29,False
N125:30,N125:30/7_15_-1/68,8.029438219468236e-08,62,"[7, 15, -1]",68,79,12,False
N125:30,N125:30/11_-27_-3/95,8.021930682878058e-08,10,"[11, -27, -3]",95,96,2,False
N125:30,N125:30/5_-24_-3/11,8.018499722847666e-08,5,"[5, -24, -3]",11,15,5,False
N125:30,N125:30/44_-2_-2/61,8.017710332890871e-08,4,"[44, -2, -2]",61,61,1,False
N125:30,N125:30/39_-5_-2/88,8.002476639069583e-08,5,"[39, -5, -2]",88,88,1,False
N125:30,N125:30/7_14_-2/146,7.996123426779631e-08,7,"[7, 14, -2]",146,150,5,False
N125:30,N125:30/-1_6_-3/66,7.993714757532996e-08,519,"[-1, 6, -3]",66,73,8,False
N125:30,N125:30/50_-3_-2/129,7.989226168792677e-08,8,"[50, -3, -2]",129,132,4,False
N125:30,N125:30/59_-7_-1/226,7.987219105537971e-08,4,"[59, -7, -1]",226,226,1,False
N125:30,N125:30/51_-1_-1/214,7.985464413447831e-08,20,"[51, -1, -1]",214,217,4,False
N125:30,N125:30/64_-4_-1/43,7.982873937262194e-08,2,"[64, -4, -1]",43,43,1,False
N125:30,N125:30/51_-1_-1/113,7.982873937262194e-08,2,"[51, -1, -1]",113,113,1,False
N125:30,N125:30/9_18_-1/122,7.982873937262194e-08,2,"[9, 18, -1]",122,122,1,False
N125:30,N125:30/4_-3_-3/218,7.980481050929107e-08,6,"[4, -3, -3]",218,218,1,False
N125:30,N125:30/33_-2_-2/75,7.978128901557731e-08,27,"[33, -2, -2]",75,79,5,False
N125:30,N125:30/5_-27_-3/80,7.977245745559495e-08,11,"[5, -27, -3]",80,82,3,False
N125:30,N125:30/10_-22_-3/67,7.975817531476588e-08,20,"[10, -22, -3]",67,69,3,False
N125:30,N125:30/62_-4_-2/139,7.975092894847176e-08,2,"[62, -4, -2]",139,139,1,False
N125:30,N125:30/7_5_-3/238,7.974936027919057e-08,12,"[7, 5, -3]",238,240,3,False
N125:30,N125:30/47_-1_-2/58,7.971487480492604e-08,3,"[47, -1, -2]",58,58,1,False
N125:30,N125:30/42_0_-2/111,7.964346134262197e-08,3,"[42, 0, -2]",111,111,1,False
N125:30,N125:30/9_-4_-3/231,7.957259910469721e-08,31,"[9, -4, -3]",231,235,5,False
N125:30,N125:30/40_-5_-2/86,7.95706599498088e-08,8,"[40, -5, -2]",86,87,2,False
N125:30,N125:30/17_-25_-3/95,7.951511131279149e-08,11,"[17, -25, -3]",95,97,3,False
N125:30,N125:30/24_21_-1/136,7.945388437891265e-08,5,"[24, 21, -1]",136,138,3,False
N125:30,N125:30/-5_-28_-4/60,7.943676793046101e-08,2,"[-5, -28, -4]",60,60,1,False
N125:30,N125:30/50_-5_-1/133,7.943676793046101e-08,2,"[50, -5, -1]",133,133,1,False
N125:30,N125:30/41_-3_-2/79,7.941631596907171e-08,5,"[41, -3, -2]",79,79,1,False
N125:30,N125:30/60_-3_-1/137,7.937102864278579e-08,4,"[60, -3, -1]",137,138,2,False
N125:30,N125:30/16_-9_-3/48,7.93666368672941e-08,13,"[16, -9, -3]",48,49,2,False
N125:30,N125:30/46_-1_-2/108,7.929597433354667e-08,5,"[46, -1, -2]",108,108,1,False
N125:30,N125:30/45_-7_-2/241,7.928233947419389e-08,512,"[45, -7, -2]",241,250,10,False
N125:30,N125:30/2_-6_-3/83,7.927690382855158e-08,825,"[2, -6, -3]",83,87,5,False
N125:30,N125:30/2_-10_-3/40,7.927190237411513e-08,949,"[2, -10, -3]",40,51,12,False
N125:30,N125:30/3_18_-3/110,7.927155219735531e-08,6,"[3, 18, -3]",110,110,1,False
N125:30,N125:30/3_-18_-3/124,7.923987291586937e-08,78,"[3, -18, -3]",124,136,13,False
N125:30,N125:30/19_-18_-3/68,7.923768437766791e-08,31,"[19, -18, -3]",68,76,9,False
N125:30,N125:30/21_22_-2/52,7.9227387713998e-08,5,"[21, 22, -2]",52,53,2,False
N125:30,N125:30/27_-4_-3/249,7.92170113014608e-08,19,"[27, -4, -3]",249,252,4,False
N125:30,N125:30/36_-5_-2/55,7.921646175783755e-08,14,"[36, -5, -2]",55,58,4,False
N125:30,N125:30/16_25_-1/90,7.917616776966163e-08,13,"[16, 25, -1]",90,92,3,False
N125:30,N125:30/57_-5_-1/68,7.916783278070513e-08,3,"[57, -5, -1]",68,68,1,False
N125:30,N125:30/-4_-27_-4/68,7.916117669570645e-08,5,"[-4, -27, -4]",68,68,1,False
N125:30,N125:30/17_-28_-3/106,7.914528056602272e-08,3,"[17, -28, -3]",106,108,3,False
N125:30,N125:30/-6_-14_-3/146,7.914147611081617e-08,23,"[-6, -14, -3]",146,152,7,False
N125:30,N125:30/46_-6_-2/43,7.911200421148551e-08,3,"[46, -6, -2]",43,44,2,False
N125:30,N125:30/20_9_-1/122,7.910507228913748e-08,11,"[20, 9, -1]",122,122,1,False
N125:30,N125:30/-2_-1_-3/233,7.908049440393144e-08,16,"[-2, -1, -3]",233,236,4,False
N125:30,N125:30/9_3_-2/216,7.906893668344728e-08,11,"[9, 3, -2]",216,217,2,False
N125:30,N125:30/16_0_-2/54,7.903487807907886e-08,8,"[16, 0, -2]",54,56,3,False
N125:30,N125:30/3_5_-3/249,7.902341579463147e-08,10,"[3, 5, -3]",249,253,5,False
N125:30,N125:30/18_21_-1/105,7.900448175321856e-08,2,"[18, 21, -1]",105,106,2,False
N125:30,N125:30/3_19_-3/110,7.900084633154797e-08,5,"[3, 19, -3]",110,110,1,False
N125:30,N125:30/9_7_-3/131,7.900012143527249e-08,11,"[9, 7, -3]",131,131,1,False
N125:30,N125:30/-5_-8_-4/110,7.899848723200789e-08,6,"[-5, -8, -4]",110,110,1,False
N125:30,N125:30/16_2_-3/33,7.899589155981219e-08,9,"[16, 2, -3]",33,36,4,False
N125:30,N125:30/3_20_-2/93,7.89358512961172e-08,29,"[3, 20, -2]",93,98,6,False
N125:30,N125:30/6_12_-3/110,7.890010339009383e-08,8,"[6, 12, -3]",110,110,1,False
N125:30,N125:30/-5_-23_-4/87,7.887603252576708e-08,6,"[-5, -23, -4]",87,87,1,False
N125:30,N125:30/-6_-9_-3/101,7.885734071502788e-08,9,"[-6, -9, -3]",101,104,4,False
N125:30,N125:30/15_23_-2/51,7.885349346430483e-08,11,"[15, 23, -2]",51,52,2,False
N125:30,N125:30/-1_-24_-3/0,7.881880840192573e-08,2,"[-1, -24, -3]",0,1,2,False
N125:30,N125:30/47_-1_-2/64,7.881880840192573e-08,2,"[47, -1, -2]",64,64,1,False
N125:30,N125:30/54_-2_-1/65,7.881880840192573e-08,2,"[54, -2, -1]",65,65,1,False
N125:30,N125:30/18_24_-1/101,7.87088166142688e-08,8,"[18, 24, -1]",101,102,2,False
N125:30,N125:30/0_7_-3/110,7.870118356644522e-08,5,"[0, 7, -3]",110,110,1,False
N125:30,N125:30/47_-7_-2/143,7.869643175782273e-08,12,"[47, -7, -2]",143,152,10,False
N125:30,N125:30/46_1_-1/84,7.868502046048013e-08,2,"[46, 1, -1]",84,85,2,False
N125:30,N125:30/33_-3_-2/55,7.864668810509381e-08,11,"[33, -3, -2]",55,57,3,False
N125:30,N125:30/17_2_-3/238,7.864398705371922e-08,6,"[17, 2, -3]",238,240,3,False
N125:30,N125:30/26_14_-2/93,7.864346949891734e-08,2,"[26, 14, -2]",93,94,2,False
N125:30,N125:30/48_-2_-2/150,7.86075436678617e-08,53,"[48, -2, -2]",150,160,11,False
N125:30,N125:30/54_-3_-1/84,7.858294552258412e-08,4,"[54, -3, -1]",84,84,1,False
N125:30,N125:30/-1_6_-3/223,7.85687520521292e-08,2,"[-1, 6, -3]",223,224,2,False
N125:30,N125:30/2_7_-2/227,7.850441008068677e-08,8,"[2, 7, -2]",227,228,2,False
N125:30,N125:30/43_-2_-2/62,7.847917238352691e-08,5,"[43, -2, -2]",62,63,2,False
N125:30,N125:30/1_0_-3/221,7.844346740052811e-08,4,"[1, 0, -3]",221,221,1,False
N125:30,N125:30/-6_-1_-4/110,7.844102863331501e-08,7,"[-6, -1, -4]",110,110,1,False
N125:30,N125:30/45_-3_-2/60,7.842155838443233e-08,3,"[45, -3, -2]",60,60,1,False
N125:30,N125:30/7_12_-1/125,7.838612397709542e-08,3,"[7, 12, -1]",125,125,1,False
N125:30,N125:30/0_-2_-3/214,7.83452496915975e-08,10,"[0, -2, -3]",214,215,2,False
N125:30,N125:30/49_-5_-2/80,7.834263946367972e-08,3,"[49, -5, -2]",80,80,1,False
N125:30,N125:30/0_18_-2/131,7.831934216574992e-08,5,"[0, 18, -2]",131,131,1,False
N125:30,N125:30/62_-2_-1/237,7.829954725542283e-08,25,"[62, -2, -1]",237,243,7,False
N125:30,N125:30/17_26_-1/68,7.82335722634328e-08,5,"[17, 26, -1]",68,68,1,False
N125:30,N125:30/63_-5_-1/231,7.822639888573618e-08,8,"[63, -5, -1]",231,232,2,False
N125:30,N125:30/-6_-28_-4/88,7.81849176472e-08,3,"[-6, -28, -4]",88,88,1,False
N125:30,N125:30/13_-24_-3/50,7.817395769156532e-08,8,"[13, -24, -3]",50,51,2,False
N125:30,N125:30/16_24_-2/68,7.815748801759064e-08,6,"[16, 24, -2]",68,68,1,False
N125:30,N125:30/21_23_-2/46,7.81532980406311e-08,2,"[21, 23, -2]",46,46,1,False
N125:30,N125:30/25_14_-1/142,7.81532980406311e-08,2,"[25, 14, -1]",142,142,1,False
N125:30,N125:30/2_31_-2/54,7.814786909735603e-08,2,"[2, 31, -2]",54,54,1,False
N125:30,N125:30/-3_0_-3/214,7.807627190392396e-08,7,"[-3, 0, -3]",214,215,2,False
N125:30,N125:30/18_-12_-3/161,7.807418648432733e-08,646,"[18, -12, -3]",161,168,8,False
N125:30,N125:30/6_-22_-3/52,7.800090520224771e-08,14,"[6, -22, -3]",52,55,4,False
N125:30,N125:30/64_-3_-1/225,7.797783767834504e-08,8,"[64, -3, -1]",225,226,2,False
N125:30,N125:30/50_-1_-2/27,7.794946508662811e-08,1,"[50, -1, -2]",27,27,1,False
N125:30,N125:30/1_9_-2/37,7.794946508662811e-08,1,"[1, 9, -2]",37,37,1,False
N125:30,N125:30/57_-5_-2/37,7.794946508662811e-08,1,"[57, -5, -2]",37,37,1,False
N125:30,N125:30/55_-5_-1/47,7.794946508662811e-08,1,"[55, -5, -1]",47,47,1,False
N125:30,N125:30/55_-4_-2/61,7.794946508662811e-08,1,"[55, -4, -2]",61,61,1,False
N125:30,N125:30/10_20_-1/65,7.794946508662811e-08,1,"[10, 20, -1]",65,65,1,False
N125:30,N125:30/45_1_-1/71,7.794946508662811e-08,1,"[45, 1, -1]",71,71,1,False
N125:30,N125:30/51_-5_-2/74,7.794946508662811e-08,1,"[51, -5, -2]",74,74,1,False
N125:30,N125:30/55_-5_-1/79,7.794946508662811e-08,1,"[55, -5, -1]",79,79,1,False
N125:30,N125:30/47_0_-1/84,7.794946508662811e-08,1,"[47, 0, -1]",84,84,1,False
N125:30,N125:30/51_-3_-2/90,7.794946508662811e-08,1,"[51, -3, -2]",90,90,1,False
N125:30,N125:30/66_-4_-1/93,7.794946508662811e-08,1,"[66, -4, -1]",93,93,1,False
N125:30,N125:30/11_-30_-4/105,7.794946508662811e-08,1,"[11, -30, -4]",105,105,1,False
N125:30,N125:30/55_-1_-1/115,7.794946508662811e-08,1,"[55, -1, -1]",115,115,1,False
N125:30,N125:30/62_0_-1/115,7.794946508662811e-08,1,"[62, 0, -1]",115,115,1,False
N125:30,N125:30/23_24_-1/120,7.794946508662811e-08,1,"[23, 24, -1]",120,120,1,False
N125:30,N125:30/-3_-20_-3/123,7.794946508662811e-08,1,"[-3, -20, -3]",123,123,1,False
N125:30,N125:30/12_20_-2/125,7.794946508662811e-08,1,"[12, 20, -2]",125,125,1,False
N125:30,N125:30/44_1_-2/127,7.794946508662811e-08,1,"[44, 1, -2]",127,127,1,False
N125:30,N125:30/21_25_-2/131,7.794946508662811e-08,1,"[21, 25, -2]",131,131,1,False
N125:30,N125:30/50_0_-1/134,7.794946508662811e-08,1,"[50, 0, -1]",134,134,1,False
N125:30,N125:30/21_22_-2/135,7.794946508662811e-08,1,"[21, 22, -2]",135,135,1,False
N125:30,N125:30/9_18_-1/141,7.794946508662811e-08,1,"[9, 18, -1]",141,141,1,False
N125:30,N125:30/13_29_-1/143,7.794946508662811e-08,1,"[13, 29, -1]",143,143,1,False
N125:30,N125:30/15_21_-2/167,7.794946508662811e-08,1,"[15, 21, -2]",167,167,1,False
N125:30,N125:30/9_9_-2/242,7.794946508662811e-08,1,"[9, 9, -2]",242,242,1,False
N125:30,N125:30/-8_-2_-4/103,7.794579158560188e-08,2,"[-8, -2, -4]",103,103,1,False
N125:30,N125:30/5_21_-2/60,7.788354695331184e-08,7,"[5, 21, -2]",60,63,4,False
N125:30,N125:30/-5_-8_-3/99,7.78561987538859e-08,97,"[-5, -8, -3]",99,117,19,False
N125:30,N125:30/7_13_-2/43,7.778658294610801e-08,10,"[7, 13, -2]",43,47,5,False
N125:30,N125:30/49_-2_-2/80,7.774798616730794e-08,3,"[49, -2, -2]",80,80,1,False
N125:30,N125:30/18_25_-2/61,7.770183856302849e-08,3,"[18, 25, -2]",61,61,1,False
N125:30,N125:30/16_-18_-3/30,7.768094869253249e-08,96,"[16, -18, -3]",30,39,10,False
N125:30,N125:30/22_1_-3/43,7.764111458564127e-08,11,"[22, 1, -3]",43,44,2,False
N125:30,N125:30/0_22_-2/108,7.762332414420157e-08,5,"[0, 22, -2]",108,109,2,False
N125:30,N125:30/34_-3_-2/61,7.761334753607553e-08,15,"[34, -3, -2]",61,64,4,False
N125:30,N125:30/3_-28_-4/137,7.760642291982832e-08,7,"[3, -28, -4]",137,138,2,False
N125:30,N125:30/-7_0_-3/214,7.760209604584116e-08,6,"[-7, 0, -3]",214,215,2,False
N125:30,N125:30/7_-27_-4/33,7.759681340609339e-08,6,"[7, -27, -4]",33,35,3,False
N125:30,N125:30/9_4_-3/162,7.75907711227124e-08,13,"[9, 4, -3]",162,164,3,False
N125:30,N125:30/9_14_-2/214,7.754396811042946e-08,44,"[9, 14, -2]",214,218,5,False
N125:30,N125:30/1_22_-2/97,7.752110191213817e-08,5,"[1, 22, -2]",97,97,1,False
N125:30,N125:30/8_20_-2/140,7.75119800090197e-08,2,"[8, 20, -2]",140,140,1,False
N125:30,N125:30/-1_18_-2/52,7.750049053755528e-08,10,"[-1, 18, -2]",52,52,1,False
N125:30,N125:30/6_-27_-4/9,7.74943804371997e-08,8,"[6, -27, -4]",9,16,8,False
N125:30,N125:30/20_27_0/31,7.748916101113225e-08,26,"[20, 27, 0]",31,39,9,False
N125:30,N125:30/24_-4_-2/112,7.746133120982493e-08,21,"[24, -4, -2]",112,113,2,False
N125:30,N125:30/9_20_-2/118,7.745174297294069e-08,11,"[9, 20, -2]",118,123,6,False
N125:30,N125:30/35_-4_-2/68,7.744845801995525e-08,6,"[35, -4, -2]",68,69,2,False
N125:30,N125:30/8_-23_-3/107,7.742746695466961e-08,21,"[8, -23, -3]",107,110,4,False
N125:30,N125:30/11_-28_-4/98,7.742600306850053e-08,4,"[11, -28, -4]",98,99,2,False
N125:30,N125:30/51_-2_-1/227,7.739498655240896e-08,243,"[51, -2, -1]",227,249,23,False
N125:30,N125:30/-2_5_-3/233,7.738037014891046e-08,10,"[-2, 5, -3]",233,236,4,False
N125:30,N125:30/-2_-3_-4/110,7.737979789522943e-08,8,"[-2, -3, -4]",110,110,1,False
N125:30,N125:30/15_-22_-3/135,7.732610306403965e-08,3,"[15, -22, -3]",135,137,3,False
N125:30,N125:30/2_18_-3/110,7.731839129510806e-08,6,"[2, 18, -3]",110,110,1,False
N125:30,N125:30/8_4_-2/223,7.730845629010395e-08,7,"[8, 4, -2]",223,223,1,False
N125:30,N125:30/1_2_-4/110,7.729377826889948e-08,4,"[1, 2, -4]",110,110,1,False
N125:30,N125:30/17_25_-1/87,7.728886226456096e-08,5,"[17, 25, -1]",87,87,1,False
N125:30,N125:30/38_-1_-2/72,7.724172768256248e-08,2,"[38, -1, -2]",72,72,1,False
N125:30,N125:30/7_-27_-3/148,7.724172768256248e-08,2,"[7, -27, -3]",148,148,1,False
N125:30,N125:30/58_-2_-1/218,7.722237157194464e-08,22,"[58, -2, -1]",218,223,6,False
N125:30,N125:30/5_12_-1/111,7.721555472687298e-08,3,"[5, 12, -1]",111,111,1,False
N125:30,N125:30/0_-12_-3/214,7.721555472687298e-08,3,"[0, -12, -3]",214,215,2,False
N125:30,N125:30/53_-5_-1/80,7.720545019231237e-08,4,"[53, -5, -1]",80,81,2,False
