index,group,unit,frame,geometry_sources,visit1,visit2,update1,update2,label,points,wrong_both,corrected,newly_wrong,correct_both,bce_improved,score_change_mean,bce1,score1,wrong1,rank_error1,AP1,bce2,score2,wrong2,rank_error2,AP2,rank_inverted_both,rank_corrected,rank_newly_inverted,rank_improved,rank_worsened,point_examples,persistent_ranges,persistent_source_classes
1652,anomaly_nuscenes,scene-0347,8210,"[""8474018041d56ba7bc14854f1dc82bfbe1f5a7daf9c385586e70589f4abd134e"",""84bc37e7e4161f81f6e64c76426b65f9af58f8012db0499bfa916005951f7497"",""856d3d2ad40252e69ad3d341b82ffef6ae6a7b5d0526beeda63174d3176ad594"",""86a98651a3fd385a8be0e1983ce53189b3f5de17784c0499917ed5c9e7f4ca08""]",2061,7017,258,878,0,22845,40,408,13,22384,22700,-3.518925259665917,0.15590523596769454,-4.218279651250273,448,0.0048505498275688685,45.76510207408617,0.005513981230600456,-7.737204910916191,53,0.0050055308098643616,45.97201458362995,162,130,378,218,432,"[{""slot"":29494,""score1"":5.03125,""score2"":2.359375,""bce1"":5.037759409910152,""bce2"":2.4496536832840947,""rank1"":0.05405405405405406,""rank2"":0.6216216216216216},{""slot"":29462,""score1"":4.1875,""score2"":2.3125,""bce1"":4.202570071848551,""bce2"":2.4069128758600944,""rank1"":0.02702702702702703,""rank2"":0.6216216216216216},{""slot"":19368,""score1"":3.9375,""score2"":1.4921875,""bce1"":3.9568092665045387,""bce2"":1.695030536506889,""rank1"":0.02702702702702703,""rank2"":0.6216216216216216}]","[0,32,4,4]","{""2"":1,""24"":14,""27"":22,""28"":2,""30"":1}"
1652,anomaly_nuscenes,scene-0347,8210,"[""8474018041d56ba7bc14854f1dc82bfbe1f5a7daf9c385586e70589f4abd134e"",""84bc37e7e4161f81f6e64c76426b65f9af58f8012db0499bfa916005951f7497"",""856d3d2ad40252e69ad3d341b82ffef6ae6a7b5d0526beeda63174d3176ad594"",""86a98651a3fd385a8be0e1983ce53189b3f5de17784c0499917ed5c9e7f4ca08""]",2061,7017,258,878,1,37,0,0,23,14,14,0.14885979729729729,0.003198755639337169,12.069256756756756,0,0.004850549827568869,45.76510207408617,1.3893582748122846,12.218116554054054,23,0.0050055308098643616,45.97201458362995,23,0,0,17,6,"[{""slot"":29166,""score1"":4.9375,""score2"":-5.21875,""bce1"":0.007146907153260184,""bce2"":5.224149489001343,""rank1"":0.008842197417377982,""rank2"":0.023528124316042898},{""slot"":28494,""score1"":9.3125,""score2"":-3.734375,""bce1"":9.028446567002875e-05,""bce2"":3.7579822398492166,""rank1"":0.007266360253884876,""rank2"":0.01282556358065222},{""slot"":28462,""score1"":9.125,""score2"":-3.71875,""bce1"":0.00010890283972554895,""bce2"":3.742724578520404,""rank1"":0.007310133508426351,""rank2"":0.01282556358065222}]","[0,0,0,0]",{}
1653,normal_nuscenes,scene-0348,8214,[],73,9094,10,1137,0,24080,23,12747,11,11299,24045,-7.789412664733455,0.6950440777873087,-0.009244744281634144,12770,,,0.0047096429110434854,-7.798657409059645,34,,,,,,,,"[{""slot"":9590,""score1"":0.0576171875,""score2"":4.53125,""bce1"":0.7223706844602196,""bce2"":4.541959655014929,""rank1"":null,""rank2"":null},{""slot"":9846,""score1"":0.2158203125,""score2"":4.25,""bce1"":0.8068683729562527,""bce2"":4.264163456931505,""rank1"":null,""rank2"":null},{""slot"":9814,""score1"":0.1796875,""score2"":3.6875,""bce1"":0.7870214622957141,""bce2"":3.7122262804625876,""rank1"":null,""rank2"":null}]","[0,0,14,9]","{""24"":19,""27"":1,""28"":2,""30"":1}"
1654,anomaly_nuscenes,scene-0348,8225,"[""8706d7de12229b1a44328cf1b3e874b2986f6e8aa41912e7e9e9b41d46216ae9"",""87514bbf090c0a4873553dd07a45f2789cd4008461420ac567ef561c65db4a6d"",""8796fd357408636bccd9fa4c3ee5fca42f91112b68c4a1c939bf4e3df3b1182c"",""8925edf915c365cd484c82ebe0377e03524979d333de6e58d5bb59968bfa8e9e""]",3126,9979,391,1248,0,24455,30,57,12,24356,23732,-1.8096861307958814,0.02058521307803712,-6.743224608476506,87,0.0001486961208899463,88.00991317333747,0.005305268399631013,-8.552910739272388,42,0.0,100.0,0,12,0,12,0,"[{""slot"":22613,""score1"":10.3125,""score2"":5.375,""bce1"":10.312533214746551,""bce2"":5.379620229018804,""rank1"":0.0,""rank2"":0.0},{""slot"":16680,""score1"":3.515625,""score2"":4.53125,""bce1"":3.5449208709656785,""bce2"":4.541959655014929,""rank1"":0.0,""rank2"":0.0},{""slot"":16712,""score1"":3.09375,""score2"":4.03125,""bce1"":3.1380841954625653,""bce2"":4.0488463972434054,""rank1"":0.0,""rank2"":0.0}]","[0,11,10,9]","{""24"":11,""25"":8,""27"":2,""28"":9}"
1654,anomaly_nuscenes,scene-0348,8225,"[""8706d7de12229b1a44328cf1b3e874b2986f6e8aa41912e7e9e9b41d46216ae9"",""87514bbf090c0a4873553dd07a45f2789cd4008461420ac567ef561c65db4a6d"",""8796fd357408636bccd9fa4c3ee5fca42f91112b68c4a1c939bf4e3df3b1182c"",""8925edf915c365cd484c82ebe0377e03524979d333de6e58d5bb59968bfa8e9e""]",3126,9979,391,1248,1,22,0,0,0,22,22,19.71875,3.0901864219428737e-06,18.985795454545453,0,0.0001486961208899463,88.00991317333747,7.782415838325567e-12,38.70454545454545,0,0.0,100.0,0,7,0,7,0,"[{""slot"":16360,""score1"":12.1875,""score2"":22.875,""bce1"":5.09371797618937e-06,""bce2"":1.162823302954489e-10,""rank1"":0.0004498057656920875,""rank2"":0.0},{""slot"":16392,""score1"":12.0,""score2"":23.625,""bce1"":6.144193477732806e-06,""bce2"":5.4927883508038296e-11,""rank1"":0.0004498057656920875,""rank2"":0.0},{""slot"":16648,""score1"":12.9375,""score2"":33.5,""bce1"":2.4061052343869025e-06,""bce2"":2.825757287115607e-15,""rank1"":0.0004498057656920875,""rank2"":0.0}]","[0,0,0,0]",{}
1655,normal_nuscenes,scene-0348,8228,[],189,9219,24,1153,0,24446,24,164,38,24220,24332,-6.265581730548678,0.15222617423130014,-1.868518592897203,188,,,0.017486984637607724,-8.134100323445882,62,,,,,,,,"[{""slot"":31599,""score1"":1.71875,""score2"":15.75,""bce1"":1.883662664693908,""bce2"":15.750000144498014,""rank1"":null,""rank2"":null},{""slot"":31214,""score1"":1.9921875,""score2"":14.5625,""bce1"":2.1200499943820894,""bce2"":14.56250047379067,""rank1"":null,""rank2"":null},{""slot"":31278,""score1"":1.96875,""score2"":14.5,""bce1"":2.0994547770041505,""bce2"":14.500000504347536,""rank1"":null,""rank2"":null}]","[0,20,3,1]","{""26"":23,""28"":1}"
1656,anomaly_nuscenes,scene-0348,8221,"[""8706d7de12229b1a44328cf1b3e874b2986f6e8aa41912e7e9e9b41d46216ae9"",""87514bbf090c0a4873553dd07a45f2789cd4008461420ac567ef561c65db4a6d"",""8796fd357408636bccd9fa4c3ee5fca42f91112b68c4a1c939bf4e3df3b1182c"",""8925edf915c365cd484c82ebe0377e03524979d333de6e58d5bb59968bfa8e9e""]",4964,10868,621,1359,0,23768,41,89,8,23630,21248,-0.6820539229247595,0.01645968939090409,-7.52123639817111,130,0.0,100.0,0.007215417208974575,-8.20329032109587,49,0.0,100.0,0,0,0,0,0,"[{""slot"":8375,""score1"":6.0,""score2"":11.375,""bce1"":6.00247568513773,""bce2"":11.375011478834008,""rank1"":0.0,""rank2"":0.0},{""slot"":8311,""score1"":5.6875,""score2"":9.3125,""bce1"":5.690882326002742,""bce2"":9.31259028446567,""rank1"":0.0,""rank2"":0.0},{""slot"":8247,""score1"":5.625,""score2"":8.8125,""bce1"":5.628600075082226,""bce2"":8.81264884956012,""rank1"":0.0,""rank2"":0.0}]","[0,17,0,24]","{""17"":4,""24"":21,""27"":7,""28"":9}"
1656,anomaly_nuscenes,scene-0348,8221,"[""8706d7de12229b1a44328cf1b3e874b2986f6e8aa41912e7e9e9b41d46216ae9"",""87514bbf090c0a4873553dd07a45f2789cd4008461420ac567ef561c65db4a6d"",""8796fd357408636bccd9fa4c3ee5fca42f91112b68c4a1c939bf4e3df3b1182c"",""8925edf915c365cd484c82ebe0377e03524979d333de6e58d5bb59968bfa8e9e""]",4964,10868,621,1359,1,14,0,0,0,14,13,3.1875,2.392626244668786e-16,37.107142857142854,0,0.0,100.0,1.443347762490931e-12,40.294642857142854,0,0.0,100.0,0,0,0,0,0,"[{""slot"":30571,""score1"":34.0,""score2"":24.625,""bce1"":1.7139084315420116e-15,""bce2"":2.0206839090018012e-11,""rank1"":0.0,""rank2"":0.0},{""slot"":30570,""score1"":34.75,""score2"":39.0,""bce1"":8.095930175212598e-16,""bce2"":1.1548224173015786e-17,""rank1"":0.0,""rank2"":0.0},{""slot"":30539,""score1"":37.0,""score2"":39.75,""bce1"":8.533047625744066e-17,""bce2"":5.454994842887922e-18,""rank1"":0.0,""rank2"":0.0}]","[0,0,0,0]",{}
1657,normal_nuscenes,scene-0348,8227,[],1231,7232,154,905,0,24974,7,32,1,24934,24907,-3.2816783214308507,0.015211916565341835,-5.254090362375308,39,,,0.0015655265977697628,-8.53576868380616,8,,,,,,,,"[{""slot"":25844,""score1"":2.953125,""score2"":5.0625,""bce1"":3.0039857805499173,""bce2"":5.068809766913481,""rank1"":null,""rank2"":null},{""slot"":25812,""score1"":2.859375,""score2"":4.40625,""bce1"":2.9150978058077164,""bce2"":4.418377015424524,""rank1"":null,""rank2"":null},{""slot"":25876,""score1"":4.0,""score2"":3.46875,""bce1"":4.0181499279178094,""bce2"":3.4994304557391174,""rank1"":null,""rank2"":null}]","[0,0,0,7]","{""17"":7}"
1658,anomaly_nuscenes,scene-0348,8237,"[""8706d7de12229b1a44328cf1b3e874b2986f6e8aa41912e7e9e9b41d46216ae9"",""87514bbf090c0a4873553dd07a45f2789cd4008461420ac567ef561c65db4a6d"",""8796fd357408636bccd9fa4c3ee5fca42f91112b68c4a1c939bf4e3df3b1182c"",""8925edf915c365cd484c82ebe0377e03524979d333de6e58d5bb59968bfa8e9e""]",1725,8664,216,1084,0,24856,12,23,12,24809,24708,-3.2098644540207846,0.011884164111443253,-5.126424936147837,35,4.657457586327879e-05,98.93366661232952,0.0035215535335852855,-8.336289390168622,24,0.0,100.0,0,15,0,15,0,"[{""slot"":23763,""score1"":1.046875,""score2"":5.34375,""bce1"":1.3477444961619363,""bce2"":5.348516541842647,""rank1"":0.009009009009009009,""rank2"":0.0},{""slot"":23795,""score1"":0.36328125,""score2"":5.21875,""bce1"":0.8911945408455052,""bce2"":5.224149489001343,""rank1"":0.0,""rank2"":0.0},{""slot"":23731,""score1"":1.8515625,""score2"":5.09375,""bce1"":1.9973857529231065,""bce2"":5.099866228241868,""rank1"":0.009009009009009009,""rank2"":0.0}]","[0,6,0,6]","{""4"":2,""24"":10}"
1658,anomaly_nuscenes,scene-0348,8237,"[""8706d7de12229b1a44328cf1b3e874b2986f6e8aa41912e7e9e9b41d46216ae9"",""87514bbf090c0a4873553dd07a45f2789cd4008461420ac567ef561c65db4a6d"",""8796fd357408636bccd9fa4c3ee5fca42f91112b68c4a1c939bf4e3df3b1182c"",""8925edf915c365cd484c82ebe0377e03524979d333de6e58d5bb59968bfa8e9e""]",1725,8664,216,1084,1,111,0,0,0,111,111,21.93559966216216,0.01514625054170562,11.692778716216216,0,4.657457586327879e-05,98.93366661232952,5.3805659182912225e-08,33.62837837837838,0,0.0,100.0,0,31,0,31,0,"[{""slot"":5589,""score1"":2.765625,""score2"":13.1875,""bce1"":0.061035597668058585,""bce2"":1.8738771393578673e-06,""rank1"":0.000321853878339234,""rank2"":0.0},{""slot"":5621,""score1"":3.21875,""score2"":13.5,""bce1"":0.03922555286404993,""bce2"":1.3709581466205352e-06,""rank1"":6.034760218860637e-05,""rank2"":0.0},{""slot"":5941,""score1"":2.859375,""score2"":14.0625,""bce1"":0.05572280580771635,""bce2"":7.811486357337741e-07,""rank1"":0.000321853878339234,""rank2"":0.0}]","[0,0,0,0]",{}
1659,normal_nuscenes,scene-0348,8246,[],444,11200,56,1401,0,24945,20,243,9,24673,24847,-4.110731698114758,0.04624087783944191,-3.7878913229466153,263,,,0.0035522091058182337,-7.898623021061374,29,,,,,,,,"[{""slot"":27317,""score1"":4.15625,""score2"":5.3125,""bce1"":4.171794748066693,""bce2"":5.317417476699886,""rank1"":null,""rank2"":null},{""slot"":16344,""score1"":2.15625,""score2"":3.515625,""bce1"":2.265784354981759,""bce2"":3.5449208709656785,""rank1"":null,""rank2"":null},{""slot"":16279,""score1"":2.5625,""score2"":3.328125,""bce1"":2.6367831253555125,""bce2"":3.3633572699705665,""rank1"":null,""rank2"":null}]","[0,0,0,20]","{""4"":6,""27"":7,""28"":4,""30"":3}"
1660,anomaly_nuscenes,scene-0348,8252,"[""8706d7de12229b1a44328cf1b3e874b2986f6e8aa41912e7e9e9b41d46216ae9"",""87514bbf090c0a4873553dd07a45f2789cd4008461420ac567ef561c65db4a6d"",""8796fd357408636bccd9fa4c3ee5fca42f91112b68c4a1c939bf4e3df3b1182c"",""8925edf915c365cd484c82ebe0377e03524979d333de6e58d5bb59968bfa8e9e""]",377,10315,48,1290,0,24171,33,181,18,23939,23992,-3.9507420292747346,0.040740359345108446,-4.147487108049806,214,0.00014641771130693808,98.6696309968701,0.005872644890135403,-8.098229137324541,51,0.0,100.0,0,163,0,163,0,"[{""slot"":5526,""score1"":1.7890625,""score2"":4.8125,""bce1"":1.9435989067566652,""bce2"":4.820594665109888,""rank1"":0.0078125,""rank2"":0.0},{""slot"":29973,""score1"":2.421875,""score2"":4.09375,""bce1"":2.5069098835127894,""bce2"":4.110289051723505,""rank1"":0.01171875,""rank2"":0.0},{""slot"":3148,""score1"":4.375,""score2"":2.75,""bce1"":4.3875095702761735,""bce2"":2.8119675890031988,""rank1"":0.193359375,""rank2"":0.0}]","[0,29,1,3]","{""17"":4,""24"":1,""26"":22,""27"":5,""28"":1}"
1660,anomaly_nuscenes,scene-0348,8252,"[""8706d7de12229b1a44328cf1b3e874b2986f6e8aa41912e7e9e9b41d46216ae9"",""87514bbf090c0a4873553dd07a45f2789cd4008461420ac567ef561c65db4a6d"",""8796fd357408636bccd9fa4c3ee5fca42f91112b68c4a1c939bf4e3df3b1182c"",""8925edf915c365cd484c82ebe0377e03524979d333de6e58d5bb59968bfa8e9e""]",377,10315,48,1290,1,256,0,0,0,256,256,35.7574462890625,0.013188334951314147,4.4398193359375,0,0.00014641771130693808,98.6696309968701,2.135553056804383e-13,40.197265625,0,0.0,100.0,0,153,0,153,0,"[{""slot"":33162,""score1"":4.09375,""score2"":23.75,""bce1"":0.016539051723505217,""bce2"":4.847368706152771e-11,""rank1"":0.0008688097306689834,""rank2"":0.0},{""slot"":33130,""score1"":4.0625,""score2"":26.5,""bce1"":0.017059604357851726,""bce2"":3.098819138717024e-12,""rank1"":0.0010756691903520748,""rank2"":0.0},{""slot"":33200,""score1"":4.3125,""score2"":27.0,""bce1"":0.013311021623458404,""bce2"":1.879528816537317e-12,""rank1"":0.00022754540565140044,""rank2"":0.0}]","[0,0,0,0]",{}
1661,normal_nuscenes,scene-0349,8255,[],6136,10886,768,1361,0,26966,14,24,12,26916,22531,-0.3859142509154323,0.004840758357775424,-7.82595084493878,38,,,0.003372309297813088,-8.211865095854213,26,,,,,,,,"[{""slot"":8023,""score1"":4.65625,""score2"":3.296875,""bce1"":4.6657071679614655,""bce2"":3.333205586508498,""rank1"":null,""rank2"":null},{""slot"":8055,""score1"":4.40625,""score2"":3.203125,""bce1"":4.418377015424524,""bce2"":3.242956123851266,""rank1"":null,""rank2"":null},{""slot"":8119,""score1"":4.40625,""score2"":2.78125,""bce1"":4.418377015424524,""bce2"":2.8413672062234148,""rank1"":null,""rank2"":null}]","[0,0,6,8]","{""17"":9,""24"":2,""30"":3}"
1662,anomaly_nuscenes,scene-0349,8256,"[""896c5650e7fe85f5340951a7409627322a0dfe8a5c22aaf1aa17baf201571304"",""8c0a8a26e5489ad1887756420885d34681a4bcb6a1fd96c29227f796b1bdddac"",""8cb6dc963c603b6e7ca460c4364552f7b8d67444ef70800db286e790a89fff37"",""8e5bae4fcb0fccf588ed34dd633de276d6037dedea9b1ae64cead2c583947779""]",1457,12234,183,1530,0,25991,32,337,49,25573,24738,-1.9241628552550905,0.044333637619251555,-5.776035707318252,369,0.025578335644612767,66.66120256028272,0.017485447539010053,-7.700198562573343,81,2.6542075043813944e-05,99.90818613706709,101,3102,27,3202,28,"[{""slot"":12456,""score1"":0.41015625,""score2"":5.53125,""bce1"":0.9191080569987005,""bce2"":5.535203210456515,""rank1"":0.4652173913043478,""rank2"":0.008695652173913044},{""slot"":12488,""score1"":0.419921875,""score2"":5.5,""bce1"":0.9249898474191207,""bce2"":5.504078443270571,""rank1"":0.4652173913043478,""rank2"":0.008695652173913044},{""slot"":12552,""score1"":0.384765625,""score2"":5.46875,""bce1"":0.903922528383384,""bce2"":5.4729576349650575,""rank1"":0.4652173913043478,""rank2"":0.008695652173913044}]","[0,10,6,16]","{""12"":5,""24"":11,""26"":15,""27"":1}"
1662,anomaly_nuscenes,scene-0349,8256,"[""896c5650e7fe85f5340951a7409627322a0dfe8a5c22aaf1aa17baf201571304"",""8c0a8a26e5489ad1887756420885d34681a4bcb6a1fd96c29227f796b1bdddac"",""8cb6dc963c603b6e7ca460c4364552f7b8d67444ef70800db286e790a89fff37"",""8e5bae4fcb0fccf588ed34dd633de276d6037dedea9b1ae64cead2c583947779""]",1457,12234,183,1530,1,690,0,320,1,369,686,35.19959522192029,1.5126938395296534,2.9054829030797102,320,0.02557833564461277,66.66120256028272,0.0046090137191346385,38.105078125,1,2.6542075043813944e-05,99.90818613706709,17,361,2,377,3,"[{""slot"":12136,""score1"":0.51953125,""score2"":-1.0078125,""bce1"":0.46674789433988884,""bce2"":1.3189790755576243,""rank1"":0.01077295987072448,""rank2"":0.004924781655188335},{""slot"":12200,""score1"":0.67578125,""score2"":0.32421875,""bce1"":0.4112873243956707,""bce2"":0.5441203796199034,""rank1"":0.010272786733869416,""rank2"":0.002577815397637644},{""slot"":11561,""score1"":3.28125,""score2"":0.345703125,""bce1"":0.036892284148855974,""bce2"":0.5351606471942973,""rank1"":0.00438613366165211,""rank2"":0.002539340540956485}]","[0,0,0,0]",{}
1663,normal_nuscenes,scene-0349,8263,[],6045,11604,756,1451,0,26610,18,40,10,26542,10417,0.23134928935902857,0.009590026274816177,-7.890092455072987,58,,,0.004910582786923673,-7.658743165713958,28,,,,,,,,"[{""slot"":406,""score1"":9.6875,""score2"":7.4375,""bce1"":9.687562052421235,""bce2"":7.438088581998963,""rank1"":null,""rank2"":null},{""slot"":438,""score1"":2.921875,""score2"":5.53125,""bce1"":2.9743086674785344,""bce2"":5.535203210456515,""rank1"":null,""rank2"":null},{""slot"":27246,""score1"":6.90625,""score2"":4.4375,""bce1"":6.907251005239527,""bce2"":4.449256090832453,""rank1"":null,""rank2"":null}]","[0,10,0,8]","{""12"":8,""24"":3,""28"":3,""30"":4}"
1664,anomaly_nuscenes,scene-0349,8271,"[""896c5650e7fe85f5340951a7409627322a0dfe8a5c22aaf1aa17baf201571304"",""8c0a8a26e5489ad1887756420885d34681a4bcb6a1fd96c29227f796b1bdddac"",""8cb6dc963c603b6e7ca460c4364552f7b8d67444ef70800db286e790a89fff37"",""8e5bae4fcb0fccf588ed34dd633de276d6037dedea9b1ae64cead2c583947779""]",2397,11531,300,1442,0,25726,115,167,159,25285,22617,-0.9999427767978025,0.0389509113208087,-6.613904697809973,282,0.00012304546473992383,99.12511190663321,0.06555103956760078,-7.613847474607776,274,3.7286504466643583e-07,99.99713967718512,3,54,0,57,0,"[{""slot"":33829,""score1"":9.0,""score2"":19.375,""bce1"":9.000123402189724,""bce2"":19.37500000385074,""rank1"":0.013189448441247002,""rank2"":0.004796163069544364},{""slot"":33765,""score1"":8.875,""score2"":19.0,""bce1"":8.875139831851666,""bce2"":19.000000005602796,""rank1"":0.011990407673860911,""rank2"":0.0035971223021582736},{""slot"":33797,""score1"":8.9375,""score2"":18.75,""bce1"":8.937631360424469,""bce2"":18.75000000719413,""rank1"":0.011990407673860911,""rank2"":0.001199040767386091}]","[48,52,4,11]","{""12"":5,""17"":6,""24"":4,""26"":96,""27"":3,""28"":1}"
1664,anomaly_nuscenes,scene-0349,8271,"[""896c5650e7fe85f5340951a7409627322a0dfe8a5c22aaf1aa17baf201571304"",""8c0a8a26e5489ad1887756420885d34681a4bcb6a1fd96c29227f796b1bdddac"",""8cb6dc963c603b6e7ca460c4364552f7b8d67444ef70800db286e790a89fff37"",""8e5bae4fcb0fccf588ed34dd633de276d6037dedea9b1ae64cead2c583947779""]",2397,11531,300,1442,1,417,0,0,0,417,417,17.694319544364507,6.059656203993834e-05,16.50831834532374,0,0.00012304546473992383,99.12511190663321,9.89207829550405e-11,34.20263788968825,0,3.7286504466643583e-07,99.99713967718512,2,194,0,196,0,"[{""slot"":28654,""score1"":10.0,""score2"":18.75,""bce1"":4.539889921686465e-05,""bce2"":7.194133004447609e-09,""rank1"":0.0005441965326906631,""rank2"":9.717795226618985e-05},{""slot"":28362,""score1"":10.375,""score2"":19.0,""bce1"":3.12023981837297e-05,""bce2"":5.602796421841604e-09,""rank1"":0.00042758298997123533,""rank2"":5.830677135971391e-05},{""slot"":28462,""score1"":9.9375,""score2"":19.5,""bce1"":4.83268059085292e-05,""bce2"":3.398267813720959e-09,""rank1"":0.0005441965326906631,""rank2"":0.0}]","[0,0,0,0]",{}
1665,normal_nuscenes,scene-0349,8282,[],347,9970,44,1247,0,25180,1,711,13,24455,25122,-4.9270529571272625,0.07784393096101362,-3.6175371270789523,712,,,0.0019335314997521347,-8.544590084206215,14,,,,,,,,"[{""slot"":25431,""score1"":0.345703125,""score2"":0.55859375,""bce1"":0.8808637721942973,""bce2"":1.0109506447709782,""rank1"":null,""rank2"":null}]","[0,0,0,1]","{""30"":1}"
1666,anomaly_nuscenes,scene-0349,8278,"[""896c5650e7fe85f5340951a7409627322a0dfe8a5c22aaf1aa17baf201571304"",""8c0a8a26e5489ad1887756420885d34681a4bcb6a1fd96c29227f796b1bdddac"",""8cb6dc963c603b6e7ca460c4364552f7b8d67444ef70800db286e790a89fff37"",""8e5bae4fcb0fccf588ed34dd633de276d6037dedea9b1ae64cead2c583947779""]",5574,9582,697,1198,0,25718,55,16,12,25635,24975,-1.5544344691932086,0.009621987717204027,-6.749514590378395,71,6.965420742183762e-05,98.92428585498658,0.0113042334836866,-8.303949059571604,67,5.4548475691800546e-06,99.89541956577487,3,45,0,47,0,"[{""slot"":10126,""score1"":7.0,""score2"":12.625,""bce1"":7.000911466453775,""bce2"":12.625003288754474,""rank1"":0.06474820143884892,""rank2"":0.06474820143884892},{""slot"":9076,""score1"":5.28125,""score2"":10.125,""bce1"":5.286323178869939,""bce2"":10.1250400644948,""rank1"":0.06474820143884892,""rank2"":0.06115107913669065},{""slot"":26741,""score1"":4.65625,""score2"":8.9375,""bce1"":4.6657071679614655,""bce2"":8.937631360424469,""rank1"":0.06474820143884892,""rank2"":0.014388489208633094}]","[0,23,2,30]","{""2"":3,""17"":20,""24"":32}"
1666,anomaly_nuscenes,scene-0349,8278,"[""896c5650e7fe85f5340951a7409627322a0dfe8a5c22aaf1aa17baf201571304"",""8c0a8a26e5489ad1887756420885d34681a4bcb6a1fd96c29227f796b1bdddac"",""8cb6dc963c603b6e7ca460c4364552f7b8d67444ef70800db286e790a89fff37"",""8e5bae4fcb0fccf588ed34dd633de276d6037dedea9b1ae64cead2c583947779""]",5574,9582,697,1198,1,139,0,0,0,139,126,3.5243648830935252,0.00796561938634263,30.4841782823741,0,6.965420742183763e-05,98.92428585498658,5.625453208553853e-06,34.00854316546763,0,5.454847569180055e-06,99.89541956577487,9,0,0,9,0,"[{""slot"":26998,""score1"":4.0625,""score2"":8.75,""bce1"":0.017059604357851726,""bce2"":0.00015844877144613578,""rank1"":0.0006026907224512015,""rank2"":0.00011664981724861965},{""slot"":27030,""score1"":4.375,""score2"":8.875,""bce1"":0.012509570276173273,""bce2"":0.0001398318516650276,""rank1"":0.0004665992689944786,""rank2"":0.00011664981724861965},{""slot"":26774,""score1"":2.578125,""score2"":9.125,""bce1"":0.07317259026918155,""bce2"":0.00010890283972554895,""rank1"":0.0010109650828213702,""rank2"":7.77665448324131e-05}]","[0,0,0,0]",{}
1667,normal_nuscenes,scene-0349,8281,[],5109,7533,639,942,0,26543,32,7,6,26498,26403,-1.8358352937645548,0.0057610622189517005,-7.042089224499441,39,,,0.005614497853427725,-8.877924518263995,38,,,,,,,,"[{""slot"":26741,""score1"":2.421875,""score2"":7.5625,""bce1"":2.5069098835127894,""bce2"":7.563019439749966,""rank1"":null,""rank2"":null},{""slot"":26645,""score1"":2.03125,""score2"":6.625,""bce1"":2.1545037809674685,""bce2"":6.626325901035628,""rank1"":null,""rank2"":null},{""slot"":26613,""score1"":1.9453125,""score2"":6.34375,""bce1"":2.078918618292877,""bce2"":6.345506155548963,""rank1"":null,""rank2"":null}]","[0,0,0,32]","{""17"":19,""24"":5,""26"":1,""30"":7}"
1668,anomaly_nuscenes,scene-0349,8291,"[""896c5650e7fe85f5340951a7409627322a0dfe8a5c22aaf1aa17baf201571304"",""8c0a8a26e5489ad1887756420885d34681a4bcb6a1fd96c29227f796b1bdddac"",""8cb6dc963c603b6e7ca460c4364552f7b8d67444ef70800db286e790a89fff37"",""8e5bae4fcb0fccf588ed34dd633de276d6037dedea9b1ae64cead2c583947779""]",5182,10884,648,1361,0,27412,46,72,10,27284,26532,-1.1355191549036463,0.02092638950494197,-7.166493185241779,118,3.279725892085443e-05,99.23792391379644,0.01163343918317746,-8.302012340145426,56,5.1914377757074385e-05,99.33682765453113,33,0,102,25,102,"[{""slot"":7402,""score1"":20.375,""score2"":27.25,""bce1"":20.37500000141661,""bce2"":27.250000000001464,""rank1"":0.1346153846153846,""rank2"":0.057692307692307696},{""slot"":7434,""score1"":20.0,""score2"":26.125,""bce1"":20.000000002061153,""bce2"":26.12500000000451,""rank1"":0.11057692307692307,""rank2"":0.04807692307692308},{""slot"":7466,""score1"":19.75,""score2"":26.0,""bce1"":19.750000002646573,""bce2"":26.00000000000511,""rank1"":0.09615384615384616,""rank2"":0.04807692307692308}]","[0,37,2,7]","{""17"":6,""24"":28,""28"":12}"
1668,anomaly_nuscenes,scene-0349,8291,"[""896c5650e7fe85f5340951a7409627322a0dfe8a5c22aaf1aa17baf201571304"",""8c0a8a26e5489ad1887756420885d34681a4bcb6a1fd96c29227f796b1bdddac"",""8cb6dc963c603b6e7ca460c4364552f7b8d67444ef70800db286e790a89fff37"",""8e5bae4fcb0fccf588ed34dd633de276d6037dedea9b1ae64cead2c583947779""]",5182,10884,648,1361,1,104,0,0,1,103,103,6.172175480769231,7.562187231956515e-05,31.461838942307693,0,3.279725892085443e-05,99.23792391379644,0.01888186494740877,37.63401442307692,1,5.1914377757074385e-05,99.33682765453113,6,8,0,13,1,"[{""slot"":25555,""score1"":18.875,""score2"":-1.8125,""bce1"":6.348800095890049e-09,""bce2"":1.9637139539694013,""rank1"":0.00010944112067707574,""rank2"":0.004924850430468408},{""slot"":25490,""score1"":13.4375,""score2"":21.5,""bce1"":1.4593772859673993e-06,""bce2"":4.599055377594751e-10,""rank1"":0.00014592149423610097,""rank2"":0.00010944112067707574},{""slot"":25522,""score1"":13.875,""score2"":23.875,""bce1"":9.422450378198525e-07,""bce2"":4.277787868877501e-11,""rank1"":0.00014592149423610097,""rank2"":0.00010944112067707574}]","[0,0,0,0]",{}
