case,kind,AP_loss,gap_share,points,matched_local_AP,unmatched_local_AP,query_count,distinct_nearest_materials,failure_query,success_query,actual_error_points,material,material_index,material_updates,material_bce,material_wrong,material_rank,within_rank,cross_rank,cross_only_AP,supported,excluded,missing,change,causal_status,score_derivative_updates,training_boundary,validation_boundary
N146:392,normal,0.00013220679027709412,6.925884892299931e-06,15,0.00011650634893662852,1.57004413404656e-05,1,1,37487,,"{""index"":5023,""frame"":306,""points"":[{""slot"":101489,""score"":1.1796875,""AP_loss"":1.6647184416694377e-05,""within_rank"":0.6,""semantic"":40},{""slot"":103519,""score"":0.97265625,""AP_loss"":1.3850424696883599e-05,""within_rank"":0.6,""semantic"":40},{""slot"":102487,""score"":0.7109375,""AP_loss"":1.1085605836970492e-05,""within_rank"":0.4,""semantic"":40}]}",43584,5445,"[682,786]","[1.1268442904057923,2.3072762128670616]","[28,30]","[0.010416666666666666,0.0]",,,,相关候选存在两次访问均分类错误的点；素材关联仍待核验,排除该候选未进入训练；不能认定预算或模型容量不足,近邻是否对应实际失败机制；同权重推理及有效梯度方向,先核验候选观测；确认关联后检查固定状态的局部计算与监督，暂不重复全量训练,未完成因果区分,[],,
N153:346,normal,0.00013209864978418952,6.920219762661097e-06,4416,1.9082933400126674e-06,0.00013019035644417685,1,1,43547,,"{""index"":8035,""frame"":247,""points"":[{""slot"":94225,""score"":-2.390625,""AP_loss"":5.262426806850396e-07,""within_rank"":0.0,""semantic"":40},{""slot"":96289,""score"":-2.40625,""AP_loss"":5.215026245103181e-07,""within_rank"":0.0,""semantic"":40},{""slot"":95257,""score"":-2.53125,""AP_loss"":4.664985122379944e-07,""within_rank"":0.0,""semantic"":40}]}",40490,5058,"[223,1541]","[9.616437088190954,0.9147122542700298]","[21,10]","[0.32234432234432236,0.0]",,,,相关候选存在两次访问均分类错误的点；素材关联仍待核验,排除该候选未进入训练；不能认定预算或模型容量不足,近邻是否对应实际失败机制；同权重推理及有效梯度方向,先核验候选观测；确认关联后检查固定状态的局部计算与监督，暂不重复全量训练,未完成因果区分,[],,
N144:309,normal,0.0001318807658338051,6.908805529269006e-06,15,0.00011605496292474952,1.5825802909055585e-05,1,1,36437,,"{""index"":4321,""frame"":264,""points"":[{""slot"":108692,""score"":3.78125,""AP_loss"":5.8138339280943466e-05,""within_rank"":0.0,""semantic"":40},{""slot"":107660,""score"":3.765625,""AP_loss"":5.7916623643806064e-05,""within_rank"":0.0,""semantic"":40}]}",46527,5825,"[678,1371]","[0.3037274059632812,0.0013195599392059885]","[0,0]","[null,null]",,,,相关候选第二次训练访问分类正确；验证错误尚不能区分观测泛化与运行状态差异,该候选不能支持普遍未训练或分类完全没学会；不证明素材覆盖等价,形态、响应、背景关系的等价核验；当前同权重素材推理,优先核验泛化与观测差异；不据此增加该候选重复次数或指定点权重,未完成因果区分,[],,
N125:1084,normal,0.00013176270904141353,6.902620916866387e-06,1650,8.905254583594976e-06,0.00012285745445781855,1,1,9749,,"{""index"":82,""frame"":82,""points"":[{""slot"":65804,""score"":-0.92578125,""AP_loss"":2.353460553682755e-06,""within_rank"":0.018867924528301886,""semantic"":40},{""slot"":65805,""score"":-0.98828125,""AP_loss"":2.25467687239142e-06,""within_rank"":0.018867924528301886,""semantic"":40},{""slot"":65806,""score"":-1.0078125,""AP_loss"":2.215394910351786e-06,""within_rank"":0.018867924528301886,""semantic"":40}]}",43856,5479,"[456,1371]","[0.002001108790157778,0.004000680204460138]","[0,0]","[0.0,0.0]",,,,相关候选第二次训练访问分类正确；验证错误尚不能区分观测泛化与运行状态差异,该候选不能支持普遍未训练或分类完全没学会；不证明素材覆盖等价,形态、响应、背景关系的等价核验；当前同权重素材推理,优先核验泛化与观测差异；不据此增加该候选重复次数或指定点权重,未完成因果区分,[],,
N149:594,normal,0.00013169126879801206,6.898878394251327e-06,91217,1.5826485189539757e-05,0.0001158647836084723,1,1,40296,,"{""index"":6345,""frame"":251,""points"":[{""slot"":106376,""score"":-1.5546875,""AP_loss"":1.2884578888457806e-06,""within_rank"":0.0,""semantic"":40},{""slot"":107375,""score"":-1.578125,""AP_loss"":1.2477878712696609e-06,""within_rank"":0.0,""semantic"":40},{""slot"":106377,""score"":-1.6953125,""AP_loss"":1.0626514365934044e-06,""within_rank"":0.0,""semantic"":40}]}",42633,5326,"[151,1473]","[0.00590016982021826,0.02332446892585936]","[0,0]","[0.047619047619047616,0.0]",,,,相关候选第二次训练访问分类正确；验证错误尚不能区分观测泛化与运行状态差异,该候选不能支持普遍未训练或分类完全没学会；不证明素材覆盖等价,形态、响应、背景关系的等价核验；当前同权重素材推理,优先核验泛化与观测差异；不据此增加该候选重复次数或指定点权重,未完成因果区分,[],,
N125:1737,normal,0.00013148140780094123,6.887884457358604e-06,209,9.69561883577646e-07,0.0001305118459173636,1,1,20132,,"{""index"":156,""frame"":156,""points"":[{""slot"":70095,""score"":-1.7734375,""AP_loss"":9.69561883577646e-07,""within_rank"":0.0,""semantic"":40}]}",48414,6095,"[446,1312]","[0.004290420304758025,0.0026468562050885125]","[0,0]","[null,null]",,,,相关候选第二次训练访问分类正确；验证错误尚不能区分观测泛化与运行状态差异,该候选不能支持普遍未训练或分类完全没学会；不证明素材覆盖等价,形态、响应、背景关系的等价核验；当前同权重素材推理,优先核验泛化与观测差异；不据此增加该候选重复次数或指定点权重,未完成因果区分,[],,
N125:1221,normal,0.00013127701789994936,6.877177133442401e-06,6880,3.745256616289906e-06,0.00012753176128365944,1,1,21537,,"{""index"":168,""frame"":168,""points"":[{""slot"":89879,""score"":-1.3828125,""AP_loss"":1.547206278906983e-06,""within_rank"":0.0,""semantic"":40},{""slot"":90878,""score"":-1.5546875,""AP_loss"":1.2884578888457806e-06,""within_rank"":0.0,""semantic"":40},{""slot"":90879,""score"":-1.8359375,""AP_loss"":9.095924485371426e-07,""within_rank"":0.0,""semantic"":40}]}",41202,5147,"[5,839]","[0.7245706445676748,0.00034247921200214937]","[62,0]","[0.9747474747474748,0.0]",,,,相关候选第二次训练访问分类正确；验证错误尚不能区分观测泛化与运行状态差异,该候选不能支持普遍未训练或分类完全没学会；不证明素材覆盖等价,形态、响应、背景关系的等价核验；当前同权重素材推理,优先核验泛化与观测差异；不据此增加该候选重复次数或指定点权重,未完成因果区分,[],,
N145:592,normal,0.00013090686104246947,6.85778581638805e-06,75,6.770968900144605e-06,0.00012413589214232488,1,1,37247,,"{""index"":4669,""frame"":289,""points"":[{""slot"":73243,""score"":0.2041015625,""AP_loss"":6.770968900144605e-06,""within_rank"":0.0,""semantic"":40}]}",48400,6093,"[115,1335]","[0.2703221635027142,0.03337313401052087]","[6,0]","[null,null]",,,,相关候选第二次训练访问分类正确；验证错误尚不能区分观测泛化与运行状态差异,该候选不能支持普遍未训练或分类完全没学会；不证明素材覆盖等价,形态、响应、背景关系的等价核验；当前同权重素材推理,优先核验泛化与观测差异；不据此增加该候选重复次数或指定点权重,未完成因果区分,[],,
N144:63,normal,0.00012995469401818157,6.807904874610098e-06,67,7.214304551871438e-05,5.7811648499467186e-05,1,1,36337,,"{""index"":4311,""frame"":254,""points"":[{""slot"":77833,""score"":4.5,""AP_loss"":7.214304551871438e-05,""within_rank"":0.0,""semantic"":40}]}",48855,6158,"[81,818]","[0.00706368979858448,0.02245500931363757]","[0,0]","[null,null]",,,,相关候选第二次训练访问分类正确；验证错误尚不能区分观测泛化与运行状态差异,该候选不能支持普遍未训练或分类完全没学会；不证明素材覆盖等价,形态、响应、背景关系的等价核验；当前同权重素材推理,优先核验泛化与观测差异；不据此增加该候选重复次数或指定点权重,未完成因果区分,[],,
N138:298,normal,0.0001297561540055751,6.797504007370631e-06,53730,7.837242152308392e-05,5.1383732482491185e-05,1,1,24151,,"{""index"":1218,""frame"":403,""points"":[{""slot"":127653,""score"":0.34765625,""AP_loss"":7.902894626396337e-06,""within_rank"":0.0,""semantic"":40},{""slot"":128686,""score"":-0.019775390625,""AP_loss"":5.488337028981673e-06,""within_rank"":0.0,""semantic"":40},{""slot"":128687,""score"":-0.0615234375,""AP_loss"":5.250985435315433e-06,""within_rank"":0.0,""semantic"":40}]}",40427,5050,"[705,1493]","[0.0008797699036320331,0.02217328923939403]","[0,0]","[0.0,0.0]",,,,相关候选第二次训练访问分类正确；验证错误尚不能区分观测泛化与运行状态差异,该候选不能支持普遍未训练或分类完全没学会；不证明素材覆盖等价,形态、响应、背景关系的等价核验；当前同权重素材推理,优先核验泛化与观测差异；不据此增加该候选重复次数或指定点权重,未完成因果区分,[],,
N145:424,normal,0.00012961300439903256,6.79000486383032e-06,187298,1.2540599963768206e-05,0.00011707240443526435,1,1,36918,,"{""index"":4627,""frame"":247,""points"":[{""slot"":67079,""score"":0.2080078125,""AP_loss"":6.7935778841328125e-06,""within_rank"":0.0,""semantic"":40},{""slot"":68111,""score"":0.0194091796875,""AP_loss"":5.687564448507573e-06,""within_rank"":0.0,""semantic"":40},{""slot"":70145,""score"":-4.75,""AP_loss"":5.945763112782147e-08,""within_rank"":0.0,""semantic"":40}]}",42481,5307,"[593,787]","[0.0022003219865978016,4.9519818174178605]","[0,24]","[0.005208333333333333,0.0035342261904761905]",,,,相关候选第二次访问仍有分类错误；不能直接称为没学够,排除该候选未获正常访问；两次权重不同，不能认定模式差异,候选相关性；时间、随机层及表示的区分证据,核对两次困难点位置和观测，必要时对保存状态做小量固定输入前向,未完成因果区分,[],,
N142:880,normal,0.00012830379669463485,6.721419718984384e-06,2650,0.00012436074310938347,3.943053585251375e-06,1,1,34905,,"{""index"":3336,""frame"":285,""points"":[{""slot"":126173,""score"":2.359375,""AP_loss"":3.519150883733766e-05,""within_rank"":0.25,""semantic"":40},{""slot"":127173,""score"":1.9921875,""AP_loss"":2.9112364350832323e-05,""within_rank"":0.25,""semantic"":40},{""slot"":129237,""score"":1.734375,""AP_loss"":2.5066101857731295e-05,""within_rank"":0.25,""semantic"":40}]}",44876,5607,"[342,1312]","[0.0007802812702725023,0.21365971115229665]","[0,0]","[0.0,0.0]",,,,相关候选第二次训练访问分类正确；验证错误尚不能区分观测泛化与运行状态差异,该候选不能支持普遍未训练或分类完全没学会；不证明素材覆盖等价,形态、响应、背景关系的等价核验；当前同权重素材推理,优先核验泛化与观测差异；不据此增加该候选重复次数或指定点权重,未完成因果区分,[],,
N146:471,normal,0.00012706877296760833,6.6567208320761e-06,2943,9.767697955955054e-05,2.939179340805779e-05,1,1,37891,,"{""index"":5083,""frame"":366,""points"":[{""slot"":125217,""score"":5.75,""AP_loss"":9.767697955955054e-05,""within_rank"":0.1206896551724138,""semantic"":40}]}",47721,5996,"[446,928]","[0.006099934298102823,0.003918768240266985]","[0,0]","[null,null]",,,,相关候选第二次训练访问分类正确；验证错误尚不能区分观测泛化与运行状态差异,该候选不能支持普遍未训练或分类完全没学会；不证明素材覆盖等价,形态、响应、背景关系的等价核验；当前同权重素材推理,优先核验泛化与观测差异；不据此增加该候选重复次数或指定点权重,未完成因果区分,[],,
N153:317,normal,0.00012620770824781639,6.611612444514461e-06,772,8.839984159188598e-05,3.780786665593041e-05,1,1,43513,,"{""index"":8030,""frame"":242,""points"":[{""slot"":112723,""score"":4.03125,""AP_loss"":6.274434599324739e-05,""within_rank"":0.0,""semantic"":40},{""slot"":113755,""score"":1.7734375,""AP_loss"":2.5655495598638582e-05,""within_rank"":0.0,""semantic"":40}]}",42105,5260,"[507,891]","[1.3377447593084666,0.14483339822421612]","[86,0]","[0.9829545454545454,0.02051767676767677]",,,,相关候选第二次训练访问分类正确；验证错误尚不能区分观测泛化与运行状态差异,该候选不能支持普遍未训练或分类完全没学会；不证明素材覆盖等价,形态、响应、背景关系的等价核验；当前同权重素材推理,优先核验泛化与观测差异；不据此增加该候选重复次数或指定点权重,未完成因果区分,[],,
N139:872,normal,0.00012580946728612036,6.590749892339004e-06,21110,8.581227274130095e-06,0.00011722824001199027,1,1,26174,,"{""index"":1731,""frame"":400,""points"":[{""slot"":78842,""score"":0.435546875,""AP_loss"":8.581227274130095e-06,""within_rank"":0.0,""semantic"":40}]}",40490,5058,"[223,1541]","[9.616437088190954,0.9147122542700298]","[21,10]","[0.32234432234432236,0.0]",,,,相关候选存在两次访问均分类错误的点；素材关联仍待核验,排除该候选未进入训练；不能认定预算或模型容量不足,近邻是否对应实际失败机制；同权重推理及有效梯度方向,先核验候选观测；确认关联后检查固定状态的局部计算与监督，暂不重复全量训练,未完成因果区分,[],,
N146:350,normal,0.0001257337345578943,6.58678250036788e-06,2604,1.0682696436194976e-06,0.0001246654649142748,1,1,37806,,"{""index"":5066,""frame"":349,""points"":[{""slot"":102423,""score"":-3.375,""AP_loss"":2.1880017962973804e-07,""within_rank"":0.0,""semantic"":40},{""slot"":102422,""score"":-3.828125,""AP_loss"":1.3946851972739854e-07,""within_rank"":0.0,""semantic"":40},{""slot"":99356,""score"":-4.46875,""AP_loss"":7.996047136833757e-08,""within_rank"":0.0,""semantic"":40}]}",48904,6165,"[318,1281]","[0.04236697545117942,0.03463072349124176]","[0,0]","[null,null]",,,,相关候选第二次训练访问分类正确；验证错误尚不能区分观测泛化与运行状态差异,该候选不能支持普遍未训练或分类完全没学会；不证明素材覆盖等价,形态、响应、背景关系的等价核验；当前同权重素材推理,优先核验泛化与观测差异；不据此增加该候选重复次数或指定点权重,未完成因果区分,[],,
N169:2556,normal,0.00012559400545257766,6.5794625457914255e-06,4433,9.86604680460577e-05,2.6933537406519955e-05,1,1,44319,,"{""index"":8393,""frame"":334,""points"":[{""slot"":122553,""score"":2.171875,""AP_loss"":3.2184736388305215e-05,""within_rank"":1.0,""semantic"":40},{""slot"":124584,""score"":1.265625,""AP_loss"":1.7764835026062213e-05,""within_rank"":1.0,""semantic"":40},{""slot"":125619,""score"":0.9375,""AP_loss"":1.3464837035080791e-05,""within_rank"":1.0,""semantic"":40}]}",48491,6106,"[693,1475]","[0.02160769106584432,0.008711300358924035]","[0,0]","[null,null]",,,,相关候选第二次训练访问分类正确；验证错误尚不能区分观测泛化与运行状态差异,该候选不能支持普遍未训练或分类完全没学会；不证明素材覆盖等价,形态、响应、背景关系的等价核验；当前同权重素材推理,优先核验泛化与观测差异；不据此增加该候选重复次数或指定点权重,未完成因果区分,[],,
N141:1742,normal,0.00012542668223920636,6.570697025403324e-06,137,5.2624349683611944e-05,7.280233255559442e-05,1,1,34515,,"{""index"":2969,""frame"":615,""points"":[{""slot"":113812,""score"":0.306640625,""AP_loss"":7.6038278998382946e-06,""within_rank"":0.0,""semantic"":40},{""slot"":113811,""score"":0.185546875,""AP_loss"":6.665871575353978e-06,""within_rank"":0.0,""semantic"":40},{""slot"":114812,""score"":-0.33203125,""AP_loss"":3.98007369496792e-06,""within_rank"":0.0,""semantic"":40}]}",43512,5436,"[271,875]","[5.0348372741468,0.0048787373777374856]","[68,0]","[0.002051983584131327,0.0]",,,,相关候选第二次训练访问分类正确；验证错误尚不能区分观测泛化与运行状态差异,该候选不能支持普遍未训练或分类完全没学会；不证明素材覆盖等价,形态、响应、背景关系的等价核验；当前同权重素材推理,优先核验泛化与观测差异；不据此增加该候选重复次数或指定点权重,未完成因果区分,[],,
N141:338,normal,0.00012514608577612296,6.5559974868967995e-06,57,1.9576367079762244e-05,0.00010556971869636072,1,1,34619,,"{""index"":2972,""frame"":618,""points"":[{""slot"":67184,""score"":1.0078125,""AP_loss"":1.4345852973103344e-05,""within_rank"":0.0,""semantic"":40},{""slot"":67183,""score"":-0.06591796875,""AP_loss"":5.2305141066589e-06,""within_rank"":0.0,""semantic"":40}]}",45991,5748,"[91,1417]","[5.3407812260020195,0.0024993067763030307]","[28,0]","[null,null]",,,,相关候选第二次训练访问分类正确；验证错误尚不能区分观测泛化与运行状态差异,该候选不能支持普遍未训练或分类完全没学会；不证明素材覆盖等价,形态、响应、背景关系的等价核验；当前同权重素材推理,优先核验泛化与观测差异；不据此增加该候选重复次数或指定点权重,未完成因果区分,[],,
N142:695,normal,0.00012481074255419754,6.5384299432812215e-06,2,6.274434599324739e-05,6.206639656095015e-05,1,1,34792,,"{""index"":3315,""frame"":264,""points"":[{""slot"":75784,""score"":4.03125,""AP_loss"":6.274434599324739e-05,""within_rank"":0.5,""semantic"":40}]}",44923,5613,"[490,830]","[0.8708843568589351,0.02269770074026572]","[25,0]","[0.0,0.0]",,,,相关候选第二次训练访问分类正确；验证错误尚不能区分观测泛化与运行状态差异,该候选不能支持普遍未训练或分类完全没学会；不证明素材覆盖等价,形态、响应、背景关系的等价核验；当前同权重素材推理,优先核验泛化与观测差异；不据此增加该候选重复次数或指定点权重,未完成因果区分,[],,
N142:446,normal,0.00012476007969164742,6.535775880251621e-06,32,6.33570446478067e-05,6.140303504384072e-05,1,1,35589,,"{""index"":3439,""frame"":388,""points"":[{""slot"":64036,""score"":4.0625,""AP_loss"":6.33570446478067e-05,""within_rank"":0.7,""semantic"":40}]}",42201,5272,"[44,1409]","[0.03184909495682936,28.137195121951997]","[0,41]","[0.006775067750677507,1.0]",,,,相关候选第二次访问仍有分类错误；不能直接称为没学够,排除该候选未获正常访问；两次权重不同，不能认定模式差异,候选相关性；时间、随机层及表示的区分证据,核对两次困难点位置和观测，必要时对保存状态做小量固定输入前向,未完成因果区分,[],,
N138:470,normal,0.00012440878158614016,6.517372512039392e-06,7497,5.5046582669984243e-05,6.936219891615592e-05,1,1,23936,,"{""index"":1182,""frame"":367,""points"":[{""slot"":76339,""score"":2.03125,""AP_loss"":2.987001138274638e-05,""within_rank"":0.0,""semantic"":40},{""slot"":75307,""score"":1.7421875,""AP_loss"":2.517657128723786e-05,""within_rank"":0.0,""semantic"":40}]}",48345,6085,"[149,1387]","[0.031230052889547475,0.0014590479883033118]","[0,0]","[null,null]",,,,相关候选第二次训练访问分类正确；验证错误尚不能区分观测泛化与运行状态差异,该候选不能支持普遍未训练或分类完全没学会；不证明素材覆盖等价,形态、响应、背景关系的等价核验；当前同权重素材推理,优先核验泛化与观测差异；不据此增加该候选重复次数或指定点权重,未完成因果区分,[],,
N137:873,normal,0.0001242664289049288,6.509915116832128e-06,37,9.540915619843668e-05,2.885727270649211e-05,1,1,22911,,"{""index"":589,""frame"":334,""points"":[{""slot"":102534,""score"":2.5,""AP_loss"":3.7334276621778745e-05,""within_rank"":0.0,""semantic"":70},{""slot"":99475,""score"":2.046875,""AP_loss"":3.016734669154692e-05,""within_rank"":0.0,""semantic"":70},{""slot"":100507,""score"":1.90625,""AP_loss"":2.7907532885111013e-05,""within_rank"":0.0,""semantic"":70}]}",46151,5771,"[404,1413]","[0.001608245107264009,0.00030533707373985643]","[0,0]","[null,null]",,,,相关候选第二次训练访问分类正确；验证错误尚不能区分观测泛化与运行状态差异,该候选不能支持普遍未训练或分类完全没学会；不证明素材覆盖等价,形态、响应、背景关系的等价核验；当前同权重素材推理,优先核验泛化与观测差异；不据此增加该候选重复次数或指定点权重,未完成因果区分,[],,
N125:816,normal,0.00012421857053098213,6.507407971863306e-06,3418,1.3911982068608093e-06,0.00012282737232412132,1,1,2579,,"{""index"":22,""frame"":22,""points"":[{""slot"":80229,""score"":-2.921875,""AP_loss"":3.1221730230131183e-07,""within_rank"":0.0,""semantic"":40},{""slot"":79196,""score"":-3.046875,""AP_loss"":2.872158149401366e-07,""within_rank"":0.0,""semantic"":40},{""slot"":80228,""score"":-3.34375,""AP_loss"":2.2551223090047154e-07,""within_rank"":0.0,""semantic"":40}]}",45990,5748,"[91,1417]","[5.021086507742214,0.003870203576329339]","[35,0]","[null,null]",,,,相关候选第二次训练访问分类正确；验证错误尚不能区分观测泛化与运行状态差异,该候选不能支持普遍未训练或分类完全没学会；不证明素材覆盖等价,形态、响应、背景关系的等价核验；当前同权重素材推理,优先核验泛化与观测差异；不据此增加该候选重复次数或指定点权重,未完成因果区分,[],,
N151:45,normal,0.00012410326131873718,6.501367296272012e-06,330,6.040701984595147e-05,6.369624147278572e-05,1,1,42168,,"{""index"":7211,""frame"":234,""points"":[{""slot"":77830,""score"":3.65625,""AP_loss"":5.5937112524804006e-05,""within_rank"":0.0,""semantic"":40},{""slot"":77831,""score"":-0.2021484375,""AP_loss"":4.469907321147462e-06,""within_rank"":0.0,""semantic"":40}]}",42074,5256,"[665,1465]","[0.0969151037470172,0.0026440119569022032]","[0,0]","[0.0,0.0]",,,,相关候选第二次训练访问分类正确；验证错误尚不能区分观测泛化与运行状态差异,该候选不能支持普遍未训练或分类完全没学会；不证明素材覆盖等价,形态、响应、背景关系的等价核验；当前同权重素材推理,优先核验泛化与观测差异；不据此增加该候选重复次数或指定点权重,未完成因果区分,[],,
N150:319,normal,0.000124101174122156,6.501257954813539e-06,31,9.148872599516458e-05,3.2612448126991426e-05,1,1,40661,,"{""index"":6621,""frame"":149,""points"":[{""slot"":98411,""score"":2.328125,""AP_loss"":3.463268831324654e-05,""within_rank"":0.0,""semantic"":40},{""slot"":98412,""score"":2.203125,""AP_loss"":3.2644077173870384e-05,""within_rank"":0.0,""semantic"":40},{""slot"":99443,""score"":1.1484375,""AP_loss"":1.6253598693372308e-05,""within_rank"":0.0,""semantic"":40}]}",40386,5045,"[517,1468]","[1.305347129496425,0.0012425868387345078]","[76,0]","[0.2410714285714285,0.0]",,,,相关候选第二次训练访问分类正确；验证错误尚不能区分观测泛化与运行状态差异,该候选不能支持普遍未训练或分类完全没学会；不证明素材覆盖等价,形态、响应、背景关系的等价核验；当前同权重素材推理,优先核验泛化与观测差异；不据此增加该候选重复次数或指定点权重,未完成因果区分,[],,
N140:984,normal,0.00012383490048203211,6.487308742541715e-06,73,2.1506052978459673e-05,0.00010232884750357245,1,1,27248,,"{""index"":2209,""frame"":336,""points"":[{""slot"":63993,""score"":1.5078125,""AP_loss"":2.1506052978459673e-05,""within_rank"":0.0,""semantic"":40}]}",42105,5260,"[507,891]","[1.3377447593084666,0.14483339822421612]","[86,0]","[0.9829545454545454,0.02051767676767677]",,,,相关候选第二次训练访问分类正确；验证错误尚不能区分观测泛化与运行状态差异,该候选不能支持普遍未训练或分类完全没学会；不证明素材覆盖等价,形态、响应、背景关系的等价核验；当前同权重素材推理,优先核验泛化与观测差异；不据此增加该候选重复次数或指定点权重,未完成因果区分,[],,
N140:866,normal,0.00012379587699423326,6.485264428599712e-06,511,7.242220679001459e-05,5.137367020421867e-05,1,1,26763,,"{""index"":2137,""frame"":264,""points"":[{""slot"":91180,""score"":2.125,""AP_loss"":3.139934309033311e-05,""within_rank"":0.0,""semantic"":40},{""slot"":92212,""score"":1.59375,""AP_loss"":2.2841817611494506e-05,""within_rank"":0.0,""semantic"":40},{""slot"":92211,""score"":1.296875,""AP_loss"":1.818104608818697e-05,""within_rank"":0.0,""semantic"":40}]}",46472,5817,"[487,1404]","[0.08216324860161264,0.03517474863091543]","[0,0]","[null,null]",,,,相关候选第二次训练访问分类正确；验证错误尚不能区分观测泛化与运行状态差异,该候选不能支持普遍未训练或分类完全没学会；不证明素材覆盖等价,形态、响应、背景关系的等价核验；当前同权重素材推理,优先核验泛化与观测差异；不据此增加该候选重复次数或指定点权重,未完成因果区分,[],,
N145:623,normal,0.00012374065949419334,6.482371762886283e-06,82,8.4929742462655e-05,3.881091703153834e-05,1,1,36984,,"{""index"":4633,""frame"":253,""points"":[{""slot"":122498,""score"":0.57421875,""AP_loss"":9.877008132366171e-06,""within_rank"":0.0,""semantic"":50},{""slot"":122497,""score"":0.298828125,""AP_loss"":7.502456035776865e-06,""within_rank"":0.0,""semantic"":50},{""slot"":113270,""score"":0.10009765625,""AP_loss"":6.141836604432236e-06,""within_rank"":0.0,""semantic"":50}]}",41627,5200,"[370,835]","[0.018676731095073614,0.0016331959894091144]","[0,0]","[0.0,0.0]",,,,相关候选第二次训练访问分类正确；验证错误尚不能区分观测泛化与运行状态差异,该候选不能支持普遍未训练或分类完全没学会；不证明素材覆盖等价,形态、响应、背景关系的等价核验；当前同权重素材推理,优先核验泛化与观测差异；不据此增加该候选重复次数或指定点权重,未完成因果区分,[],,
N141:1970,normal,0.00012336795014874445,6.462846729266957e-06,823,3.008636444115936e-06,0.00012035931370462851,1,1,34464,,"{""index"":2967,""frame"":613,""points"":[{""slot"":126217,""score"":-2.875,""AP_loss"":3.24295081610333e-07,""within_rank"":0.0,""semantic"":40},{""slot"":126218,""score"":-3.0625,""AP_loss"":2.863534581795022e-07,""within_rank"":0.0,""semantic"":40},{""slot"":125187,""score"":-3.140625,""AP_loss"":2.653094870839035e-07,""within_rank"":0.0,""semantic"":40}]}",43409,5423,"[688,910]","[0.2534839128833454,0.0020404225502900723]","[17,0]","[0.0,0.0]",,,,相关候选第二次训练访问分类正确；验证错误尚不能区分观测泛化与运行状态差异,该候选不能支持普遍未训练或分类完全没学会；不证明素材覆盖等价,形态、响应、背景关系的等价核验；当前同权重素材推理,优先核验泛化与观测差异；不据此增加该候选重复次数或指定点权重,未完成因果区分,[],,
N147:686,normal,0.00012326533502008525,6.457471055537849e-06,21764,1.1633505093576527e-07,0.00012314899996914948,1,1,38525,,"{""index"":5462,""frame"":371,""points"":[{""slot"":118154,""score"":-6.0,""AP_loss"":2.3022604971067032e-08,""within_rank"":0.0,""semantic"":40},{""slot"":118155,""score"":-6.0,""AP_loss"":2.3022604971067032e-08,""within_rank"":0.0,""semantic"":40},{""slot"":116095,""score"":-6.78125,""AP_loss"":9.265745740148498e-09,""within_rank"":0.0,""semantic"":40}]}",43576,5444,"[256,1350]","[0.012078201804800084,0.0005787604566894885]","[0,0]","[0.0,0.0]",,,,相关候选第二次训练访问分类正确；验证错误尚不能区分观测泛化与运行状态差异,该候选不能支持普遍未训练或分类完全没学会；不证明素材覆盖等价,形态、响应、背景关系的等价核验；当前同权重素材推理,优先核验泛化与观测差异；不据此增加该候选重复次数或指定点权重,未完成因果区分,[],,
N148:188,normal,0.0001224763676006737,6.416139611675045e-06,4773,6.7596748965965656e-06,0.00011571669270407712,1,1,38926,,"{""index"":5675,""frame"":183,""points"":[{""slot"":87035,""score"":0.201171875,""AP_loss"":6.7596748965965656e-06,""within_rank"":0.0,""semantic"":40}]}",40322,5037,"[243,1498]","[0.011356583646373744,0.0021901869917133688]","[0,0]","[0.0,0.0]",,,,相关候选第二次训练访问分类正确；验证错误尚不能区分观测泛化与运行状态差异,该候选不能支持普遍未训练或分类完全没学会；不证明素材覆盖等价,形态、响应、背景关系的等价核验；当前同权重素材推理,优先核验泛化与观测差异；不据此增加该候选重复次数或指定点权重,未完成因果区分,[],,
N138:219,normal,0.00012098559294649982,6.3380427632943655e-06,48056,1.6561240252341384e-05,0.00010442435269415844,1,1,23777,,"{""index"":1167,""frame"":352,""points"":[{""slot"":123431,""score"":-0.2041015625,""AP_loss"":4.447275642028153e-06,""within_rank"":0.0,""semantic"":40},{""slot"":123432,""score"":-0.224609375,""AP_loss"":4.3603359856847185e-06,""within_rank"":0.0,""semantic"":40},{""slot"":122432,""score"":-0.4921875,""AP_loss"":3.4836660246480486e-06,""within_rank"":0.0,""semantic"":40}]}",43817,5474,"[540,1075]","[0.0005465458622048567,0.0009737052814691837]","[0,0]","[0.0,0.0]",,,,相关候选第二次训练访问分类正确；验证错误尚不能区分观测泛化与运行状态差异,该候选不能支持普遍未训练或分类完全没学会；不证明素材覆盖等价,形态、响应、背景关系的等价核验；当前同权重素材推理,优先核验泛化与观测差异；不据此增加该候选重复次数或指定点权重,未完成因果区分,[],,
