threshold,tp,fp,precision,recall
0.12255859375,84232,228211,0.26959157350300694,0.9626624304277763
0.1220703125,84234,228278,0.26953844972353064,0.9626852878318609
0.12158203125,84235,228338,0.26948904735853707,0.9626967165339032
0.12109375,84235,228378,0.2694545652292131,0.9626967165339032
0.12060546875,84236,228429,0.2694129499624198,0.9627081452359455
0.1201171875,84236,228487,0.269362982575634,0.9627081452359455
0.11962890625,84236,228539,0.2693181999840141,0.9627081452359455
0.119140625,84237,228589,0.26927748972272125,0.9627195739379879
0.11865234375,84238,228650,0.2692273273503618,0.9627310026400302
0.1181640625,84238,228700,0.2691843112693249,0.9627310026400302
0.11767578125,84238,228750,0.26914130893197186,0.9627310026400302
0.1171875,84239,228811,0.26909119948889954,0.9627424313420725
0.11669921875,84239,228882,0.2690301832199054,0.9627424313420725
0.1162109375,84242,228934,0.26899251539070684,0.9627767174481994
0.11572265625,84242,228969,0.2689624566187011,0.9627767174481994
0.115234375,84242,229028,0.26891180132154374,0.9627767174481994
0.11474609375,84244,229085,0.26886754816821934,0.9627995748522841
0.1142578125,84246,229132,0.26883188992207496,0.9628224322563687
0.11376953125,84246,229190,0.26878214372312054,0.9628224322563687
0.11328125,84247,229246,0.26873646301512316,0.962833860958411
0.11279296875,84247,229303,0.2686876096316377,0.962833860958411
0.1123046875,84247,229355,0.2686430571233602,0.962833860958411
0.11181640625,84247,229415,0.26859166873896106,0.962833860958411
0.111328125,84248,229492,0.26852808057627336,0.9628452896604532
0.11083984375,84249,229537,0.26849190212437773,0.9628567183624955
0.1103515625,84250,229585,0.26845316806602193,0.9628681470645378
0.10986328125,84250,229634,0.2684112602107785,0.9628681470645378
0.109375,84250,229692,0.2683616719011792,0.9628681470645378
0.10888671875,84250,229763,0.2683009939078955,0.9628681470645378
0.1083984375,84251,229826,0.2682495056944635,0.9628795757665802
0.10791015625,84251,229889,0.26819570891959,0.9628795757665802
0.107421875,84251,229945,0.2681479076754637,0.9628795757665802
0.10693359375,84252,230006,0.2680981868401123,0.9628910044686225
0.1064453125,84253,230056,0.2680578666217003,0.9629024331706648
0.10595703125,84254,230109,0.26801500176547494,0.9629138618727071
0.10546875,84254,230168,0.2679647098485475,0.9629138618727071
0.10498046875,84255,230216,0.26792613627329703,0.9629252905747494
0.1044921875,84255,230259,0.2678895057135771,0.9629252905747494
0.10400390625,84257,230318,0.2678439163951363,0.962948147978834
0.103515625,84257,230372,0.26779794615245256,0.962948147978834
0.10302734375,84258,230426,0.2677543186180422,0.9629595766808764
0.1025390625,84258,230500,0.2676913692424021,0.9629595766808764
0.10205078125,84259,230544,0.26765628027687155,0.9629710053829187
0.1015625,84260,230599,0.2676118516542325,0.962982434084961
0.10107421875,84262,230656,0.26756806533764343,0.9630052914890456
0.1005859375,84262,230709,0.2675230418038486,0.9630052914890456
0.10009765625,84265,230772,0.2674765186311449,0.9630395775951726
0.099609375,84266,230816,0.2674414914212808,0.9630510062972149
0.09912109375,84266,230862,0.2674024523368282,0.9630510062972149
0.0986328125,84267,230931,0.26734623950659586,0.9630624349992571
0.09814453125,84268,230998,0.26729174728641847,0.9630738637012994
0.09765625,84269,231057,0.2672440585299024,0.9630852924033417
0.09716796875,84269,231112,0.2671974532390981,0.9630852924033417
0.0966796875,84270,231177,0.2671447184471559,0.963096721105384
0.09619140625,84271,231225,0.26710639754545223,0.9631081498074263
0.095703125,84272,231281,0.26706131775010855,0.9631195785094687
0.09521484375,84273,231355,0.2670010265248964,0.963131007211511
0.0947265625,84274,231412,0.2669551389672016,0.9631424359135533
0.09423828125,84275,231459,0.2669177218798102,0.9631538646155956
0.09375,84275,231517,0.2668686983837463,0.9631538646155956
0.09326171875,84275,231567,0.2668264512002837,0.9631538646155956
0.0927734375,84275,231626,0.26677661672486,0.9631538646155956
0.09228515625,84276,231680,0.26673334261732645,0.9631652933176379
0.091796875,84277,231739,0.2666858640068857,0.9631767220196802
0.09130859375,84280,231788,0.26665148006125267,0.9632110081258072
0.0908203125,84281,231858,0.266594757369385,0.9632224368278495
0.09033203125,84281,231909,0.2665517568550555,0.9632224368278495
0.08984375,84281,231961,0.26650792747326413,0.9632224368278495
0.08935546875,84281,231998,0.2664767499581066,0.9632224368278495
0.0888671875,84281,232059,0.26642536511348547,0.9632224368278495
0.08837890625,84281,232123,0.26637147444406517,0.9632224368278495
0.087890625,84283,232183,0.26632560843818925,0.9632452942319341
0.08740234375,84284,232241,0.2662791248716531,0.9632567229339764
0.0869140625,84286,232297,0.2662366583170922,0.963279580338061
0.08642578125,84286,232368,0.2661769628679884,0.963279580338061
0.0859375,84288,232432,0.2661278100530437,0.9633024377421456
0.08544921875,84289,232487,0.2660839204990277,0.9633138664441879
0.0849609375,84290,232545,0.2660375274196348,0.9633252951462302
0.08447265625,84290,232599,0.26599219284986225,0.9633252951462302
0.083984375,84292,232649,0.26595486226143034,0.9633481525503148
0.08349609375,84292,232689,0.2659213012767327,0.9633481525503148
0.0830078125,84292,232750,0.2658701370796298,0.9633481525503148
0.08251953125,84292,232805,0.2658240223023239,0.9633481525503148
0.08203125,84293,232852,0.26578694288101656,0.9633595812523572
0.08154296875,84293,232916,0.2657333177810213,0.9633595812523572
0.0810546875,84295,232984,0.2656809936995515,0.9633824386564418
0.08056640625,84296,233037,0.26563893449467907,0.9633938673584841
0.080078125,84297,233108,0.2655818276334651,0.9634052960605264
0.07958984375,84298,233154,0.26554565729622115,0.9634167247625687
0.0791015625,84298,233213,0.2654963135135476,0.9634167247625687
0.07861328125,84300,233257,0.2654641528922367,0.9634395821666534
0.078125,84300,233307,0.26542236159782373,0.9634395821666534
0.07763671875,84300,233361,0.26537724177661093,0.9634395821666534
0.0771484375,84301,233432,0.2653202531685409,0.9634510108686957
0.07666015625,84302,233496,0.2652691332229907,0.963462439570738
0.076171875,84302,233553,0.2652215632914379,0.963462439570738
0.07568359375,84303,233596,0.2651879999622522,0.9634738682727803
0.0751953125,84304,233656,0.2651402692162536,0.9634852969748225
0.07470703125,84305,233723,0.26508672192385574,0.9634967256768648
0.07421875,84305,233781,0.2650383858453374,0.9634967256768648
0.07373046875,84305,233827,0.265000062866986,0.9634967256768648
0.0732421875,84307,233881,0.26495970935421825,0.9635195830809495
0.07275390625,84307,233946,0.2649055939771188,0.9635195830809495
0.072265625,84307,233999,0.2648614854888064,0.9635195830809495
0.07177734375,84307,234042,0.26482571014829637,0.9635195830809495
0.0712890625,84309,234098,0.264783751613501,0.9635424404850341
0.07080078125,84309,234159,0.26473303440220053,0.9635424404850341
0.0703125,84310,234212,0.264691292909124,0.9635538691870764
0.06982421875,84310,234260,0.2646514109928744,0.9635538691870764
0.0693359375,84311,234312,0.26461052717474887,0.9635652978891187
0.06884765625,84311,234360,0.26457067006411,0.9635652978891187
0.068359375,84311,234431,0.26451173676515805,0.9635652978891187
0.06787109375,84313,234481,0.2644748646461351,0.9635881552932033
0.0673828125,84314,234543,0.26442574571045957,0.9635995839952457
0.06689453125,84315,234596,0.26438410716469485,0.963611012697288
0.06640625,84316,234643,0.26434745531557347,0.9636224413993303
0.06591796875,84319,234685,0.2643195696605685,0.9636567275054572
0.0654296875,84319,234740,0.2642740057481532,0.9636567275054572
0.06494140625,84320,234803,0.26422413928171895,0.9636681562074995
0.064453125,84321,234852,0.264185880384619,0.9636795849095419
0.06396484375,84323,234902,0.26414911112851436,0.9637024423136265
0.0634765625,84324,234957,0.2641059129732117,0.9637138710156687
0.06298828125,84324,235008,0.2640637330427267,0.9637138710156687
0.0625,84324,235044,0.2640339670849929,0.9637138710156687
0.062255859375,84324,235070,0.26401247362192154,0.9637138710156687
0.06201171875,84325,235090,0.26399824679492195,0.963725299717711
0.061767578125,84325,235117,0.2639759330332267,0.963725299717711
0.0615234375,84325,235149,0.2639494919774379,0.963725299717711
0.061279296875,84325,235167,0.2639346212111727,0.963725299717711
0.06103515625,84325,235194,0.26391231820329936,0.963725299717711
0.060791015625,84325,235217,0.263893322317567,0.963725299717711
0.060546875,84325,235241,0.2638735034390392,0.963725299717711
0.060302734375,84325,235262,0.2638561643621299,0.963725299717711
0.06005859375,84325,235285,0.2638371765589312,0.963725299717711
0.059814453125,84325,235314,0.26381323931059725,0.963725299717711
0.0595703125,84326,235341,0.2637932598610429,0.9637367284197533
0.059326171875,84326,235361,0.2637767566400886,0.9637367284197533
0.05908203125,84326,235396,0.2637478809715941,0.9637367284197533
0.058837890625,84327,235426,0.2637254380725122,0.9637481571217956
0.05859375,84328,235457,0.2637021748987601,0.963759585823838
0.058349609375,84328,235491,0.2636741406858254,0.963759585823838
0.05810546875,84329,235522,0.26365088744446635,0.9637710145258803
0.057861328125,84329,235562,0.2636179198539503,0.9637710145258803
0.0576171875,84329,235587,0.2635973192963153,0.9637710145258803
0.057373046875,84329,235612,0.26357672195811105,0.9637710145258803
0.05712890625,84329,235635,0.2635577752497156,0.9637710145258803
0.056884765625,84329,235654,0.2635421256754265,0.9637710145258803
0.056640625,84329,235678,0.2635223604483652,0.9637710145258803
0.056396484375,84329,235720,0.2634877784339273,0.9637710145258803
0.05615234375,84330,235747,0.26346785304786036,0.9637824432279226
0.055908203125,84331,235778,0.2634446391697828,0.9637938719299649
0.0556640625,84332,235798,0.2634304813669447,0.9638053006320072
0.055419921875,84332,235823,0.2634099108244444,0.9638053006320072
0.05517578125,84333,235852,0.26338835360807034,0.9638167293340495
0.054931640625,84333,235876,0.26336861237504255,0.9638167293340495
0.0546875,84335,235917,0.26333949514757127,0.9638395867381342
0.054443359375,84337,235941,0.26332436196054676,0.9638624441422188
0.05419921875,84338,235969,0.2633036430674322,0.9638738728442611
0.053955078125,84339,235993,0.26328621555136544,0.9638853015463034
0.0537109375,84339,236022,0.26326238212516506,0.9638853015463034
0.053466796875,84339,236050,0.2632393746352091,0.9638853015463034
0.05322265625,84339,236084,0.2632114423746111,0.9638853015463034
0.052978515625,84340,236108,0.2631940283602956,0.9638967302483457
0.052734375,84342,236138,0.26317398901647526,0.9639195876524304
0.052490234375,84342,236170,0.263147713658147,0.9639195876524304
0.05224609375,84342,236201,0.2631222644075834,0.9639195876524304
0.052001953125,84343,236232,0.26309911877095843,0.9639310163544726
0.0517578125,84343,236262,0.26307449977386504,0.9639310163544726
0.051513671875,84343,236292,0.26304988538369173,0.9639310163544726
0.05126953125,84343,236320,0.26302691610818835,0.9639310163544726
0.051025390625,84344,236345,0.26300870937263204,0.9639424450565149
0.05078125,84344,236377,0.2629824676276265,0.9639424450565149
0.050537109375,84345,236409,0.2629585289661236,0.9639538737585572
0.05029296875,84345,236442,0.2629314778965482,0.9639538737585572
0.050048828125,84346,236467,0.2629132859329267,0.9639653024605995
0.0498046875,84348,236490,0.2628990331569203,0.9639881598646841
0.049560546875,84348,236523,0.26287199528782595,0.9639881598646841
0.04931640625,84349,236551,0.2628513555624805,0.9639995885667265
0.049072265625,84350,236579,0.2628307195672563,0.9640110172687688
0.048828125,84350,236607,0.26280779045168046,0.9640110172687688
0.048583984375,84350,236641,0.26277995333202486,0.9640110172687688
0.04833984375,84350,236671,0.26275539606443193,0.9640110172687688
0.048095703125,84351,236696,0.26273723162029233,0.9640224459708111
0.0478515625,84352,236724,0.2627166153807821,0.9640338746728534
0.047607421875,84352,236755,0.2626912524485608,0.9640338746728534
0.04736328125,84352,236785,0.26266671233772504,0.9640338746728534
0.047119140625,84352,236826,0.26263318160023413,0.9640338746728534
0.046875,84352,236846,0.2626168282492419,0.9640338746728534
0.046630859375,84352,236884,0.2625857624923732,0.9640338746728534
0.04638671875,84353,236904,0.2625717104996934,0.9640453033748957
0.046142578125,84353,236941,0.26254147291888424,0.9640453033748957
0.0458984375,84354,236959,0.26252906044884583,0.964056732076938
0.045654296875,84355,236993,0.26250357867483226,0.9640681607789803
0.04541015625,84356,237028,0.26247728573917806,0.9640795894810227
0.045166015625,84356,237057,0.2624536033078936,0.9640795894810227
0.044921875,84358,237079,0.2624402293450972,0.9641024468851073
0.044677734375,84358,237101,0.26242226846969596,0.9641024468851073
0.04443359375,84358,237124,0.2624034938192496,0.9641024468851073
0.044189453125,84358,237147,0.2623847218550256,0.9641024468851073
0.0439453125,84358,237172,0.2623643205921687,0.9641024468851073
0.043701171875,84358,237194,0.2623463701049908,0.9641024468851073
0.04345703125,84359,237224,0.26232419002248253,0.9641138755871496
0.043212890625,84359,237259,0.2622956426568165,0.9641138755871496
0.04296875,84359,237285,0.26227444006417033,0.9641138755871496
0.042724609375,84359,237303,0.26225976335407974,0.9641138755871496
0.04248046875,84359,237330,0.2622377513685578,0.9641138755871496
0.042236328125,84359,237366,0.26220840780169397,0.9641138755871496
0.0419921875,84360,237398,0.2621846232261513,0.9641253042891919
0.041748046875,84360,237430,0.26215855060753906,0.9641253042891919
0.04150390625,84360,237461,0.2621332977027602,0.9641253042891919
0.041259765625,84361,237494,0.2621087135511333,0.9641367329912341
0.041015625,84361,237522,0.2620859132044873,0.9641367329912341
0.040771484375,84361,237547,0.2620655591038433,0.9641367329912341
0.04052734375,84361,237569,0.2620476501102724,0.9641367329912341
0.040283203125,84361,237591,0.262029743564258,0.9641367329912341
0.0400390625,84361,237623,0.2620037020473067,0.9641367329912341
0.039794921875,84361,237644,0.26198661511467214,0.9641367329912341
0.03955078125,84361,237674,0.2619622090766532,0.9641367329912341
0.039306640625,84361,237705,0.2619369942806754,0.9641367329912341
0.0390625,84361,237731,0.2619158501297766,0.9641367329912341
0.038818359375,84362,237764,0.2618913096117668,0.9641481616932764
0.03857421875,84362,237791,0.2618693602108315,0.9641481616932764
0.038330078125,84362,237815,0.26184985272070943,0.9641481616932764
0.0380859375,84364,237849,0.26182680400852854,0.9641710190973611
0.037841796875,84364,237876,0.261804865938431,0.9641710190973611
0.03759765625,84365,237910,0.2617795361104647,0.9641824477994034
0.037353515625,84365,237930,0.26176329139452986,0.9641824477994034
0.037109375,84365,237960,0.2617389281005197,0.9641824477994034
0.036865234375,84365,237993,0.2617121337146899,0.9641824477994034
0.03662109375,84366,238025,0.26168844663777835,0.9641938765014457
0.036376953125,84366,238047,0.2616705902057299,0.9641938765014457
0.0361328125,84368,238080,0.2616483898178931,0.9642167339055303
0.035888671875,84368,238106,0.2616272939833909,0.9642167339055303
0.03564453125,84368,238129,0.2616086351190864,0.9642167339055303
0.035400390625,84368,238161,0.26158267938696983,0.9642167339055303
0.03515625,84368,238187,0.2615615941467347,0.9642167339055303
0.034912109375,84368,238212,0.26154132308264616,0.9642167339055303
0.03466796875,84368,238237,0.2615210551603354,0.9642167339055303
0.034423828125,84368,238269,0.2614951168030945,0.9642167339055303
0.0341796875,84368,238304,0.26146675261565927,0.9642167339055303
0.033935546875,84368,238335,0.2614416351877733,0.9642167339055303
0.03369140625,84368,238356,0.26142462289758434,0.9642167339055303
0.033447265625,84368,238386,0.26140032346616926,0.9642167339055303
0.033203125,84368,238407,0.26138331655177754,0.9642167339055303
0.032958984375,84369,238437,0.2613613129867475,0.9642281626075726
0.03271484375,84369,238470,0.26133459712116563,0.9642281626075726
0.032470703125,84369,238495,0.26131436146488923,0.9642281626075726
0.0322265625,84369,238520,0.2612941289421442,0.9642281626075726
0.031982421875,84369,238554,0.26126661773859405,0.9642281626075726
0.03173828125,84371,238579,0.26125096764204986,0.9642510200116573
0.031494140625,84371,238620,0.26121780483047513,0.9642510200116573
0.03125,84371,238637,0.2612040568654646,0.9642510200116573
0.0311279296875,84371,238653,0.2611911189261479,0.9642510200116573
0.031005859375,84371,238674,0.26117413982572085,0.9642510200116573
0.0308837890625,84371,238691,0.26116039645640776,0.9642510200116573
0.03076171875,84371,238705,0.2611490794735604,0.9642510200116573
0.0306396484375,84371,238721,0.2611361469798076,0.9642510200116573
0.030517578125,84371,238739,0.26112159945529384,0.9642510200116573
0.0303955078125,84371,238753,0.2611102858345403,0.9642510200116573
0.0302734375,84371,238766,0.26109978120735167,0.9642510200116573
0.0301513671875,84371,238774,0.26109331724148604,0.9642510200116573
0.030029296875,84371,238785,0.2610844298109891,0.9642510200116573
0.0299072265625,84373,238797,0.2610793081040938,0.9642738774157419
0.02978515625,84373,238815,0.26106476725621003,0.9642738774157419
0.0296630859375,84373,238831,0.2610518434177795,0.9642738774157419
0.029541015625,84373,238847,0.26103892085885777,0.9642738774157419
0.0294189453125,84373,238869,0.2610211544291893,0.9642738774157419
0.029296875,84374,238881,0.26101375075404865,0.9642853061177842
0.0291748046875,84375,238899,0.2610015033686594,0.9642967348198265
0.029052734375,84376,238908,0.2609965231808565,0.9643081635218688
0.0289306640625,84376,238925,0.26098279931085894,0.9643081635218688
0.02880859375,84376,238950,0.2609626197707577,0.9643081635218688
0.0286865234375,84376,238966,0.2609497065027123,0.9643081635218688
0.028564453125,84376,238979,0.26093921541340015,0.9643081635218688
0.0284423828125,84376,238996,0.26092549756936284,0.9643081635218688
0.0283203125,84376,239008,0.26091581525369223,0.9643081635218688
0.0281982421875,84377,239024,0.260905192006209,0.9643195922239112
0.028076171875,84377,239039,0.26089309125089666,0.9643195922239112
0.0279541015625,84377,239051,0.26088341145479055,0.9643195922239112
0.02783203125,84377,239063,0.26087373237694783,0.9643195922239112
0.0277099609375,84378,239072,0.2608687586953161,0.9643310209259535
0.027587890625,84378,239088,0.2608558550203113,0.9643310209259535
0.0274658203125,84378,239104,0.2608429526217842,0.9643310209259535
0.02734375,84379,239118,0.26083394900107265,0.9643424496279958
0.0272216796875,84379,239130,0.2608242738223666,0.9643424496279958
0.027099609375,84379,239144,0.2608129870210155,0.9643424496279958
0.0269775390625,84379,239161,0.26079928293255855,0.9643424496279958
0.02685546875,84379,239174,0.2607888043071769,0.9643424496279958
0.0267333984375,84379,239184,0.2607807443990815,0.9643424496279958
0.026611328125,84379,239195,0.2607718790755747,0.9643424496279958
0.0264892578125,84380,239210,0.2607620754658673,0.964353878330038
0.0263671875,84380,239225,0.26074998841179836,0.964353878330038
0.0262451171875,84380,239241,0.2607370967891453,0.964353878330038
0.026123046875,84380,239251,0.260729040172295,0.964353878330038
0.0260009765625,84380,239266,0.2607169561805182,0.964353878330038
0.02587890625,84380,239281,0.2607048733088015,0.964353878330038
0.0257568359375,84380,239301,0.26068876455522566,0.964353878330038
0.025634765625,84380,239318,0.2606750736797879,0.964353878330038
0.0255126953125,84380,239333,0.2606629946897406,0.964353878330038
0.025390625,84381,239345,0.26065561616922955,0.9643653070320803
0.0252685546875,84381,239361,0.260642734028949,0.9643653070320803
0.025146484375,84382,239373,0.26063535698290374,0.9643767357341226
0.0250244140625,84382,239387,0.26062408692617267,0.9643767357341226
0.02490234375,84382,239396,0.2606168424043635,0.9643767357341226
0.0247802734375,84383,239409,0.260608662351139,0.9643881644361649
0.024658203125,84383,239423,0.26059739473635446,0.9643881644361649
0.0245361328125,84383,239439,0.2605845186553106,0.9643881644361649
0.0244140625,84384,239447,0.26058036444935784,0.9643995931382073
0.0242919921875,84384,239458,0.2605715132688163,0.9643995931382073
0.024169921875,84384,239468,0.26056346726282376,0.9643995931382073
0.0240478515625,84384,239482,0.2605522036891801,0.9643995931382073
0.02392578125,84384,239499,0.26053852780170617,0.9643995931382073
0.0238037109375,84384,239516,0.2605248533497993,0.9643995931382073
0.023681640625,84384,239532,0.26051198458859703,0.9643995931382073
0.0235595703125,84384,239539,0.2605063549053324,0.9643995931382073
0.0234375,84384,239553,0.2604950962687189,0.9643995931382073
0.0233154296875,84384,239569,0.2604822304470093,0.9643995931382073
0.023193359375,84384,239580,0.2604733859317702,0.9643995931382073
0.0230712890625,84384,239594,0.2604621301446394,0.9643995931382073
0.02294921875,84384,239610,0.26044926757902925,0.9643995931382073
0.0228271484375,84384,239625,0.26043721007749787,0.9643995931382073
0.022705078125,84384,239637,0.2604275648800541,0.9643995931382073
0.0225830078125,84385,239647,0.260421810191586,0.9644110218402496
0.0224609375,84385,239661,0.2604105589947106,0.9644110218402496
0.0223388671875,84385,239677,0.26039770167437093,0.9644110218402496
0.022216796875,84385,239692,0.26038564908956824,0.9644110218402496
0.0220947265625,84385,239711,0.26037038408372826,0.9644110218402496
0.02197265625,84386,239731,0.26035659962297564,0.9644224505422919
0.0218505859375,84386,239749,0.2603421413917041,0.9644224505422919
0.021728515625,84386,239770,0.2603252754846432,0.9644224505422919
0.0216064453125,84386,239782,0.2603156388045705,0.9644224505422919
0.021484375,84386,239796,0.26030439691284524,0.9644224505422919
0.0213623046875,84386,239806,0.2602963675846412,0.9644224505422919
0.021240234375,84386,239821,0.26028432452106215,0.9644224505422919
0.0211181640625,84386,239832,0.2602754936493347,0.9644224505422919
0.02099609375,84387,239850,0.2602633259004987,0.9644338792443342
0.0208740234375,84387,239865,0.2602512860367862,0.9644338792443342
0.020751953125,84387,239880,0.26023924728695796,0.9644338792443342
0.0206298828125,84387,239894,0.2602280121252864,0.9644338792443342
0.0205078125,84387,239917,0.2602095564655385,0.9644338792443342
0.0203857421875,84387,239936,0.2601943124601092,0.9644338792443342
0.020263671875,84387,239950,0.2601830811779106,0.9644338792443342
0.0201416015625,84387,239978,0.2601606215220508,0.9644338792443342
0.02001953125,84387,239992,0.26014939314813845,0.9644338792443342
0.0198974609375,84388,240003,0.26014285229861495,0.9644453079463765
0.019775390625,84388,240020,0.2601292199945747,0.9644453079463765
0.0196533203125,84389,240034,0.2601202750729757,0.9644567366484188
0.01953125,84389,240051,0.2601066452965109,0.9644567366484188
0.0194091796875,84389,240065,0.2600954218471648,0.9644567366484188
0.019287109375,84389,240079,0.26008419936634736,0.9644567366484188
0.0191650390625,84390,240087,0.2600800673083146,0.9644681653504611
0.01904296875,84390,240105,0.26006564045670966,0.9644681653504611
0.0189208984375,84390,240120,0.26005361930294907,0.9644681653504611
0.018798828125,84392,240134,0.2600469607982103,0.9644910227545458
0.0186767578125,84392,240153,0.2600317367391271,0.9644910227545458
0.0185546875,84392,240165,0.26002212246231016,0.9644910227545458
0.0184326171875,84392,240181,0.26000930453241644,0.9644910227545458
0.018310546875,84392,240193,0.25999969191429056,0.9644910227545458
0.0181884765625,84392,240202,0.25999248291712107,0.9644910227545458
0.01806640625,84393,240211,0.2599875540658772,0.9645024514565881
0.0179443359375,84393,240221,0.2599795449364476,0.9645024514565881
0.017822265625,84393,240228,0.25997393883944664,0.9645024514565881
0.0177001953125,84393,240250,0.25995632125134377,0.9645024514565881
0.017578125,84393,240261,0.259947513352677,0.9645024514565881
0.0174560546875,84393,240276,0.259935503543609,0.9645024514565881
0.017333984375,84393,240285,0.2599282981908229,0.9645024514565881
0.0172119140625,84393,240299,0.25991709065822377,0.9645024514565881
0.01708984375,84393,240311,0.25990748497092736,0.9645024514565881
0.0169677734375,84394,240331,0.25989375625529293,0.9645138801586304
0.016845703125,84395,240342,0.2598872318214432,0.9645253088606727
0.0167236328125,84395,240353,0.2598784288124946,0.9645253088606727
0.0166015625,84395,240367,0.2598672258453883,0.9645253088606727
0.0164794921875,84397,240388,0.25985498098742243,0.9645481662647573
0.016357421875,84397,240406,0.2598405802902067,0.9645481662647573
0.0162353515625,84397,240415,0.25983338054012783,0.9645481662647573
0.01611328125,84397,240439,0.25981418315703925,0.9645481662647573
0.0159912109375,84397,240451,0.25980458552923213,0.9645481662647573
0.015869140625,84397,240462,0.25979578832662786,0.9645481662647573
0.0157470703125,84397,240479,0.2597821938216427,0.9645481662647573
0.015625,84397,240490,0.25977339813535166,0.9645481662647573
0.01556396484375,84397,240498,0.25976700164668587,0.9645481662647573
0.0155029296875,84397,240508,0.2597590064788169,0.9645481662647573
0.01544189453125,84397,240517,0.259751811248515,0.9645481662647573
0.015380859375,84397,240526,0.2597446164168126,0.9645481662647573
0.01531982421875,84397,240536,0.25973662262681846,0.9645481662647573
0.0152587890625,84397,240542,0.2597318265889905,0.9645481662647573
0.01519775390625,84397,240551,0.2597246328643352,0.9645481662647573
0.01513671875,84397,240554,0.2597222350446683,0.9645481662647573
0.01507568359375,84397,240561,0.2597166403042855,0.9645481662647573
0.0150146484375,84397,240569,0.25971024661041464,0.9645481662647573
0.01495361328125,84397,240579,0.2597022549357491,0.9645481662647573
0.014892578125,84397,240582,0.25969985752925573,0.9645481662647573
0.01483154296875,84397,240586,0.2596966610561168,0.9645481662647573
0.0147705078125,84397,240596,0.25968867021751235,0.9645481662647573
0.01470947265625,84397,240601,0.25968467498261527,0.9645481662647573
0.0146484375,84398,240608,0.25968135972874345,0.9645595949667997
0.01458740234375,84398,240617,0.259674168884513,0.9645595949667997
0.0145263671875,84398,240625,0.25966777735729474,0.9645595949667997
0.01446533203125,84398,240636,0.25965898952109623,0.9645595949667997
0.014404296875,84398,240640,0.25965579409176776,0.9645595949667997
0.01434326171875,84399,240647,0.25965247995668306,0.964571023668842
0.0142822265625,84399,240659,0.2596428944988279,0.964571023668842
0.01422119140625,84399,240664,0.25963890076692825,0.964571023668842
0.01416015625,84399,240671,0.2596333097486695,0.964571023668842
0.01409912109375,84399,240673,0.25963171235910815,0.964571023668842
0.0140380859375,84399,240691,0.25961733673751886,0.964571023668842
0.01397705078125,84399,240697,0.2596125452174127,0.964571023668842
0.013916015625,84399,240707,0.2596045597435913,0.964571023668842
0.01385498046875,84399,240714,0.2595989702042059,0.964571023668842
0.0137939453125,84399,240716,0.25959737323716225,0.964571023668842
0.01373291015625,84399,240726,0.25958938869665515,0.964571023668842
0.013671875,84399,240735,0.2595822030301353,0.964571023668842
0.01361083984375,84399,240739,0.25957900952826185,0.964571023668842
0.0135498046875,84399,240747,0.25957262276023696,0.964571023668842
0.01348876953125,84399,240753,0.25956783289046353,0.964571023668842
0.013427734375,84399,240760,0.2595622449324792,0.964571023668842
0.01336669921875,84399,240767,0.259556657215084,0.964571023668842
0.0133056640625,84399,240775,0.25955027154692567,0.964571023668842
0.01324462890625,84399,240784,0.25954308804580806,0.964571023668842
0.01318359375,84399,240788,0.25953989550627793,0.964571023668842
0.01312255859375,84400,240798,0.25953419147719237,0.9645824523708842
0.0130615234375,84400,240811,0.25952381684506365,0.9645824523708842
0.01300048828125,84400,240816,0.25951982682278857,0.9645824523708842
0.012939453125,84401,240823,0.2595165178461614,0.9645938810729265
0.01287841796875,84401,240828,0.25951252809558806,0.9645938810729265
0.0128173828125,84402,240836,0.25950842152516,0.9646053097749688
0.01275634765625,84402,240840,0.2595052299518512,0.9646053097749688
0.0126953125,84402,240850,0.25949725136202084,0.9646053097749688
0.01263427734375,84402,240858,0.25949086884338685,0.9646053097749688
0.0125732421875,84402,240864,0.25948608216044716,0.9646053097749688
0.01251220703125,84403,240868,0.25948516775242797,0.9646167384770111
0.012451171875,84403,240876,0.25947878590379336,0.9646167384770111
0.01239013671875,84403,240881,0.25947479740780366,0.9646167384770111
0.0123291015625,84403,240887,0.25947001137446585,0.9646167384770111
0.01226806640625,84403,240895,0.25946363027132047,0.9646167384770111
0.01220703125,84404,240909,0.2594547405114459,0.9646281671790534
0.01214599609375,84404,240914,0.25945075280187385,0.9646281671790534
0.0120849609375,84404,240923,0.2594435752335343,0.9646281671790534
0.01202392578125,84404,240931,0.25943719550617056,0.9646281671790534
0.011962890625,84404,240937,0.259432410916546,0.9646281671790534
0.01190185546875,84404,240953,0.2594196528736127,0.9646281671790534
0.0118408203125,84404,240961,0.25941327432268374,0.9646281671790534
0.01177978515625,84404,240967,0.25940849061532834,0.9646281671790534
0.01171875,84404,240978,0.2593997209433835,0.9646281671790534
0.01165771484375,84404,240985,0.25939414055177035,0.9646281671790534
0.0115966796875,84404,240993,0.25938776325534657,0.9646281671790534
0.01153564453125,84404,240996,0.25938537185003074,0.9646281671790534
0.011474609375,84404,241002,0.25938058917168094,0.9646281671790534
0.01141357421875,84404,241009,0.25937500960318116,0.9646281671790534
0.0113525390625,84405,241013,0.2593740973148381,0.9646395958810958
0.01129150390625,84405,241018,0.25937011213098027,0.9646395958810958
