threshold,tp,fp,precision,recall
-3.4332275390625e-05,84418,242493,0.2582293040001713,0.9647881690076457
-3.933906555175781e-05,84418,242494,0.25822851409553643,0.9647881690076457
-4.076957702636719e-05,84418,242495,0.25822772419573403,0.9647881690076457
-5.054473876953125e-05,84418,242497,0.25822614441062663,0.9647881690076457
-5.173683166503906e-05,84418,242498,0.25822535452532147,0.9647881690076457
-6.437301635742188e-05,84418,242499,0.2582245646448487,0.9647881690076457
-8.153915405273438e-05,84418,242500,0.25822377476920816,0.9647881690076457
-8.630752563476562e-05,84418,242501,0.2582229848983999,0.9647881690076457
-8.869171142578125e-05,84418,242502,0.25822219503242383,0.9647881690076457
-0.00010347366333007812,84418,242503,0.2582214051712799,0.9647881690076457
-0.00010824203491210938,84418,242504,0.2582206153149681,0.9647881690076457
-0.00011110305786132812,84418,242505,0.2582198254634883,0.9647881690076457
-0.00011157989501953125,84418,242507,0.25821824577502483,0.9647881690076457
-0.00013256072998046875,84418,242508,0.258217455938041,0.9647881690076457
-0.00014019012451171875,84418,242509,0.25821666610588906,0.9647881690076457
-0.000141143798828125,84418,242510,0.25821587627856896,0.9647881690076457
-0.00014400482177734375,84418,242511,0.25821508645608066,0.9647881690076457
-0.00015163421630859375,84418,242512,0.2582142966384241,0.9647881690076457
-0.000164031982421875,84418,242513,0.2582135068255993,0.9647881690076457
-0.00017452239990234375,84418,242514,0.2582127170176061,0.9647881690076457
-0.00017642974853515625,84418,242515,0.2582119272144445,0.9647881690076457
-0.00018596649169921875,84418,242516,0.25821113741611457,0.9647881690076457
-0.0002079010009765625,84418,242517,0.25821034762261613,0.9647881690076457
-0.000213623046875,84418,242518,0.25820955783394917,0.9647881690076457
-0.000217437744140625,84418,242519,0.2582087680501136,0.9647881690076457
-0.00023555755615234375,84418,242520,0.25820797827110953,0.9647881690076457
-0.00023746490478515625,84418,242521,0.25820718849693675,0.9647881690076457
-0.0002422332763671875,84418,242522,0.25820639872759527,0.9647881690076457
-0.000247955322265625,84418,242523,0.2582056089630851,0.9647881690076457
-0.00025177001953125,84418,242524,0.2582048192034061,0.9647881690076457
-0.0002574920654296875,84418,242525,0.2582040294485583,0.9647881690076457
-0.00026702880859375,84418,242526,0.25820323969854164,0.9647881690076457
-0.0002727508544921875,84418,242527,0.25820244995335606,0.9647881690076457
-0.000274658203125,84418,242528,0.25820166021300156,0.9647881690076457
-0.000278472900390625,84418,242529,0.25820087047747803,0.9647881690076457
-0.0002841949462890625,84418,242530,0.2582000807467854,0.9647881690076457
-0.000286102294921875,84418,242531,0.25819929102092376,0.9647881690076457
-0.0002899169921875,84418,242532,0.25819850129989297,0.9647881690076457
-0.000293731689453125,84418,242533,0.258197711583693,0.9647881690076457
-0.000316619873046875,84418,242534,0.2581969218723238,0.9647881690076457
-0.000324249267578125,84418,242535,0.2581961321657853,0.9647881690076457
-0.000331878662109375,84418,242536,0.2581953424640775,0.9647881690076457
-0.000339508056640625,84418,242537,0.2581945527672004,0.9647881690076457
-0.0003528594970703125,84418,242538,0.25819376307515385,0.9647881690076457
-0.000362396240234375,84418,242539,0.25819297338793784,0.9647881690076457
-0.00037384033203125,84418,242541,0.2581913940279974,0.9647881690076457
-0.0003871917724609375,84418,242542,0.2581906043552728,0.9647881690076457
-0.00038909912109375,84418,242543,0.2581898146873786,0.9647881690076457
-0.0003948211669921875,84418,242544,0.25818902502431473,0.9647881690076457
-0.000400543212890625,84418,242545,0.25818823536608115,0.9647881690076457
-0.0004062652587890625,84418,242546,0.2581874457126778,0.9647881690076457
-0.0004215240478515625,84418,242547,0.25818665606410474,0.9647881690076457
-0.000438690185546875,84418,242548,0.25818586642036173,0.9647881690076457
-0.0004405975341796875,84418,242549,0.2581850767814489,0.9647881690076457
-0.0004425048828125,84418,242550,0.2581842871473661,0.9647881690076457
-0.00046539306640625,84418,242551,0.2581834975181133,0.9647881690076457
-0.000469207763671875,84418,242552,0.2581827078936906,0.9647881690076457
-0.0004749298095703125,84418,242553,0.2581819182740977,0.9647881690076457
-0.0004787445068359375,84418,242554,0.25818112865933474,0.9647881690076457
-0.000484466552734375,84418,242555,0.25818033904940163,0.9647881690076457
-0.000492095947265625,84418,242557,0.2581787598440248,0.9647881690076457
-0.000514984130859375,84418,242558,0.2581779702485809,0.9647881690076457
-0.000518798828125,84418,242561,0.25817560149122726,0.9647881690076457
-0.00052642822265625,84418,242564,0.25817323277733945,0.9647881690076457
-0.0005340576171875,84418,242565,0.2581724432157023,0.9647881690076457
-0.00054168701171875,84418,242566,0.2581716536588946,0.9647881690076457
-0.000553131103515625,84418,242567,0.2581708641069162,0.9647881690076457
-0.000568389892578125,84418,242568,0.2581700745597671,0.9647881690076457
-0.000576019287109375,84418,242569,0.2581692850174472,0.9647881690076457
-0.00058746337890625,84418,242570,0.25816849547995646,0.9647881690076457
-0.000598907470703125,84418,242571,0.2581677059472949,0.9647881690076457
-0.000606536865234375,84418,242572,0.2581669164194624,0.9647881690076457
-0.00061798095703125,84418,242573,0.2581661268964589,0.9647881690076457
-0.000621795654296875,84418,242574,0.2581653373782845,0.9647881690076457
-0.00063323974609375,84418,242575,0.25816454786493903,0.9647881690076457
-0.000637054443359375,84418,242576,0.25816375835642247,0.9647881690076457
-0.000644683837890625,84418,242578,0.25816217935387586,0.9647881690076457
-0.00064849853515625,84418,242579,0.2581613898598458,0.9647881690076457
-0.000675201416015625,84418,242580,0.2581606003706445,0.9647881690076457
-0.000682830810546875,84418,242581,0.2581598108862718,0.9647881690076457
-0.00069427490234375,84418,242582,0.2581590214067278,0.9647881690076457
-0.000705718994140625,84418,242584,0.25815744246212563,0.9647881690076457
-0.00070953369140625,84418,242585,0.2581566529970673,0.9647881690076457
-0.000720977783203125,84418,242587,0.25815507408143606,0.9647881690076457
-0.000732421875,84418,242589,0.2581534951851184,0.9647881690076457
-0.00074005126953125,84418,242590,0.25815270574420196,0.9647881690076457
-0.000743865966796875,84418,242591,0.25815191630811385,0.9647881690076457
-0.000762939453125,84418,242592,0.25815112687685393,0.9647881690076457
-0.00077056884765625,84419,242592,0.25815339545152916,0.9647995977096882
-0.000789642333984375,84419,242594,0.2581518165944473,0.9647995977096882
-0.00080108642578125,84419,242595,0.25815102717314853,0.9647995977096882
-0.0008087158203125,84419,242596,0.25815023775667784,0.9647995977096882
-0.000812530517578125,84419,242597,0.2581494483450351,0.9647995977096882
-0.000820159912109375,84419,242599,0.2581478695362335,0.9647995977096882
-0.00083160400390625,84419,242600,0.2581470801390745,0.9647995977096882
-0.00084686279296875,84419,242601,0.25814629074674333,0.9647995977096882
-0.000858306884765625,84419,242603,0.25814471197656425,0.9647995977096882
-0.00086212158203125,84419,242604,0.2581439225987163,0.9647995977096882
-0.000896453857421875,84419,242605,0.258143133225696,0.9647995977096882
-0.000904083251953125,84419,242606,0.25814234385750323,0.9647995977096882
-0.00090789794921875,84419,242607,0.25814155449413806,0.9647995977096882
-0.000911712646484375,84419,242608,0.2581407651356004,0.9647995977096882
-0.0009307861328125,84419,242609,0.25813997578189024,0.9647995977096882
-0.000934600830078125,84419,242610,0.2581391864330075,0.9647995977096882
-0.000946044921875,84419,242611,0.2581383970889521,0.9647995977096882
-0.000949859619140625,84419,242612,0.25813760774972405,0.9647995977096882
-0.000965118408203125,84419,242613,0.25813681841532327,0.9647995977096882
-0.0009918212890625,84419,242614,0.25813602908574973,0.9647995977096882
-0.00099945068359375,84419,242615,0.25813523976100344,0.9647995977096882
-0.001007080078125,84419,242616,0.2581344504410843,0.9647995977096882
-0.00101470947265625,84419,242619,0.25813208251028935,0.9647995977096882
-0.0010223388671875,84419,242621,0.2581305039138943,0.9647995977096882
-0.00102996826171875,84419,242622,0.2581297146229372,0.9647995977096882
-0.00103759765625,84419,242623,0.25812892533680687,0.9647995977096882
-0.00104522705078125,84419,242625,0.25812734677902666,0.9647995977096882
-0.0010528564453125,84419,242626,0.2581265575073767,0.9647995977096882
-0.00106048583984375,84419,242628,0.2581249789785566,0.9647995977096882
-0.0010833740234375,84419,242629,0.25812418972138645,0.9647995977096882
-0.00109100341796875,84419,242631,0.25812261122152574,0.9647995977096882
-0.0010986328125,84419,242633,0.25812103274097087,0.9647995977096882
-0.0011138916015625,84419,242634,0.25812024350793294,0.9647995977096882
-0.001129150390625,84419,242636,0.25811866505633607,0.9647995977096882
-0.0011444091796875,84419,242638,0.25811708662404415,0.9647995977096882
-0.00115966796875,84419,242639,0.25811629741513736,0.9647995977096882
-0.0011749267578125,84419,242641,0.2581147190118021,0.9647995977096882
-0.001190185546875,84419,242642,0.2581139298173735,0.9647995977096882
-0.00119781494140625,84419,242644,0.25811235144299416,0.9647995977096882
-0.0012054443359375,84419,242646,0.2581107730879183,0.9647995977096882
-0.0012359619140625,84419,242650,0.25810761643567565,0.9647995977096882
-0.00124359130859375,84419,242651,0.2581068272846791,0.9647995977096882
-0.001251220703125,84419,242652,0.25810603813850813,0.9647995977096882
-0.00128936767578125,84419,242653,0.2581052489971627,0.9647995977096882
-0.001312255859375,84419,242654,0.25810445986064273,0.9647995977096882
-0.00131988525390625,84419,242655,0.2581036707289482,0.9647995977096882
-0.0013275146484375,84419,242658,0.2581013033628167,0.9647995977096882
-0.0013427734375,84419,242660,0.2580997251428554,0.9647995977096882
-0.00135040283203125,84419,242661,0.2580989360401125,0.9647995977096882
-0.001373291015625,84419,242664,0.2580965687608344,0.9647995977096882
-0.0013885498046875,84419,242668,0.25809341245601325,0.9647995977096882
-0.00140380859375,84419,242670,0.2580918343325517,0.9647995977096882
-0.00141143798828125,84420,242671,0.25809331348156933,0.9648110264117304
-0.0014190673828125,84420,242673,0.2580917353780118,0.9648110264117304
-0.00142669677734375,84420,242674,0.2580909463334699,0.9648110264117304
-0.001434326171875,84420,242675,0.25809015729375256,0.9648110264117304
-0.00144195556640625,84420,242678,0.25808779020354755,0.9648110264117304
-0.00146484375,84420,242680,0.25808621216753286,0.9648110264117304
-0.0014801025390625,84420,242683,0.2580838451496929,0.9648110264117304
-0.00148773193359375,84420,242685,0.2580822671619205,0.9648110264117304
-0.001495361328125,84420,242687,0.25808068919344435,0.9648110264117304
-0.00150299072265625,84420,242688,0.2580799002164423,0.9648110264117304
-0.0015106201171875,84420,242690,0.2580783222769099,0.9648110264117304
-0.00151824951171875,84420,242691,0.25807753331437955,0.9648110264117304
-0.00152587890625,84420,242692,0.25807674435667294,0.9648110264117304
-0.00153350830078125,84420,242694,0.25807516645573103,0.9648110264117304
-0.0015411376953125,84420,242695,0.2580743775124956,0.9648110264117304
-0.00154876708984375,84420,242696,0.2580735885740838,0.9648110264117304
-0.0015716552734375,84420,242697,0.2580727996404956,0.9648110264117304
-0.00157928466796875,84420,242699,0.25807122178778974,0.9648110264117304
-0.0015869140625,84420,242701,0.25806964395437776,0.9648110264117304
-0.00159454345703125,84420,242703,0.2580680661402592,0.9648110264117304
-0.0016021728515625,84420,242704,0.2580672772404348,0.9648110264117304
-0.001617431640625,84420,242705,0.2580664883454337,0.9648110264117304
-0.00162506103515625,84420,242706,0.25806569945525576,0.9648110264117304
-0.0016326904296875,84420,242707,0.258064910569901,0.9648110264117304
-0.00164031982421875,84420,242709,0.2580633328136607,0.9648110264117304
-0.00164794921875,84420,242710,0.25806254394277506,0.9648110264117304
-0.00165557861328125,84420,242712,0.25806096621547264,0.9648110264117304
-0.0016632080078125,84420,242713,0.2580601773590558,0.9648110264117304
-0.001678466796875,84420,242714,0.2580593885074618,0.9648110264117304
-0.00168609619140625,84420,242715,0.25805859966069056,0.9648110264117304
-0.0016937255859375,84420,242717,0.2580570219816163,0.9648110264117304
-0.001708984375,84420,242718,0.25805623314931314,0.9648110264117304
-0.00171661376953125,84420,242719,0.25805544432183264,0.9648110264117304
-0.0017242431640625,84420,242721,0.25805386668133923,0.9648110264117304
-0.00173187255859375,84420,242722,0.2580530778683263,0.9648110264117304
-0.001739501953125,84420,242723,0.2580522890601358,0.9648110264117304
-0.00176239013671875,84420,242724,0.25805150025676765,0.9648110264117304
-0.00177001953125,84420,242725,0.2580507114582219,0.9648110264117304
-0.0017852783203125,84420,242726,0.25804992266449844,0.9648110264117304
-0.00179290771484375,84420,242727,0.2580491338755972,0.9648110264117304
-0.00180816650390625,84420,242728,0.2580483450915182,0.9648110264117304
-0.0018310546875,84420,242730,0.2580467675378267,0.9648110264117304
-0.0018463134765625,84420,242732,0.25804519000342346,0.9648110264117304
-0.001861572265625,84420,242733,0.2580444012434549,0.9648110264117304
-0.00186920166015625,84420,242735,0.25804282373798354,0.9648110264117304
-0.00188446044921875,84420,242736,0.25804203499248063,0.9648110264117304
-0.00189208984375,84420,242739,0.25803966878490275,0.9648110264117304
-0.00189971923828125,84420,242741,0.25803809133729266,0.9648110264117304
-0.0019073486328125,84420,242742,0.25803730262072,0.9648110264117304
-0.00191497802734375,84420,242744,0.2580357252020393,0.9648110264117304
-0.001922607421875,84420,242746,0.25803414780264455,0.9648110264117304
-0.00193023681640625,84420,242748,0.2580325704225352,0.9648110264117304
-0.00194549560546875,84420,242750,0.258030993061711,0.9648110264117304
-0.001953125,84420,242751,0.25803020438853075,0.9648110264117304
-0.0019683837890625,84420,242752,0.25802941572017163,0.9648110264117304
-0.001983642578125,84420,242754,0.2580278383979167,0.9648110264117304
-0.0019989013671875,84420,242756,0.25802626109494586,0.9648110264117304
-0.0020294189453125,84420,242759,0.2580238951766464,0.9648110264117304
-0.002044677734375,84420,242761,0.25802231792188424,0.9648110264117304
-0.0020599365234375,84420,242762,0.2580215293017342,0.9648110264117304
-0.0020751953125,84420,242765,0.258019163470208,0.9648110264117304
-0.0020904541015625,84420,242767,0.25801758627329324,0.9648110264117304
-0.002105712890625,84420,242768,0.2580167976820666,0.9648110264117304
-0.00213623046875,84420,242770,0.2580152205140744,0.9648110264117304
-0.0021514892578125,84420,242772,0.2580136433653635,0.9648110264117304
-0.002166748046875,84420,242774,0.2580120662359334,0.9648110264117304
-0.002197265625,84420,242775,0.2580112776784486,0.9648110264117304
-0.0022125244140625,84420,242779,0.25800812349670993,0.9648110264117304
-0.002227783203125,84420,242780,0.2580073349633252,0.9648110264117304
-0.0022430419921875,84420,242784,0.2580041808779844,0.9648110264117304
-0.00225830078125,84420,242786,0.2580026038642323,0.9648110264117304
-0.0022735595703125,84420,242787,0.2580018153645857,0.9648110264117304
-0.002288818359375,84420,242790,0.25799944989456314,0.9648110264117304
-0.0023040771484375,84420,242791,0.25799866141419453,0.9648110264117304
-0.0023193359375,84420,242793,0.2579970844679154,0.9648110264117304
-0.0023345947265625,84420,242794,0.2579962960020048,0.9648110264117304
-0.002349853515625,84420,242795,0.2579955075409135,0.9648110264117304
-0.0023651123046875,84420,242796,0.25799471908464133,0.9648110264117304
-0.0023956298828125,84420,242799,0.2579923537447398,0.9648110264117304
-0.002410888671875,84420,242800,0.25799156530774403,0.9648110264117304
-0.0024261474609375,84420,242806,0.2579868347869668,0.9648110264117304
-0.00244140625,84420,242809,0.25798446959163157,0.9648110264117304
-0.0024566650390625,84420,242810,0.2579836812028237,0.9648110264117304
-0.002471923828125,84420,242813,0.2579813160653113,0.9648110264117304
-0.0024871826171875,84420,242814,0.25798052769577734,0.9648110264117304
-0.00250244140625,84420,242815,0.2579797393310618,0.9648110264117304
-0.002532958984375,84420,242816,0.2579789509711645,0.9648110264117304
-0.0025482177734375,84420,242817,0.2579781626160856,0.9648110264117304
-0.0025634765625,84420,242819,0.25797658592038236,0.9648110264117304
-0.0025787353515625,84420,242822,0.2579742209129635,0.9648110264117304
-0.002593994140625,84420,242825,0.25797185594890676,0.9648110264117304
-0.0026092529296875,84420,242828,0.25796949102821104,0.9648110264117304
-0.00262451171875,84420,242831,0.257967126150875,0.9648110264117304
-0.0026397705078125,84420,242832,0.257966337868065,0.9648110264117304
-0.002655029296875,84420,242836,0.25796318478500013,0.9648110264117304
-0.0026702880859375,84420,242838,0.25796160827237224,0.9648110264117304
-0.002685546875,84420,242840,0.2579600317790136,0.9648110264117304
-0.0027008056640625,84420,242842,0.2579584553049239,0.9648110264117304
-0.002716064453125,84420,242843,0.25795766707510476,0.9648110264117304
-0.0027313232421875,84420,242847,0.25795451420399856,0.9648110264117304
-0.0027618408203125,84420,242853,0.2579497850418458,0.9648110264117304
-0.002777099609375,84420,242855,0.2579482086929952,0.9648110264117304
-0.0028076171875,84420,242859,0.2579450560530923,0.9648110264117304
-0.0028228759765625,84420,242861,0.25794347976203935,0.9648110264117304
-0.002838134765625,84420,242865,0.2579403272377286,0.9648110264117304
-0.0028533935546875,84420,242869,0.2579371747904757,0.9648110264117304
-0.00286865234375,84420,242871,0.25793559859574505,0.9648110264117304
-0.0028839111328125,84420,242872,0.2579348105056036,0.9648110264117304
-0.002899169921875,84420,242873,0.25793402242027785,0.9648110264117304
-0.0029144287109375,84420,242876,0.25793165819319513,0.9648110264117304
-0.0029296875,84420,242877,0.25793087012713223,0.9648110264117304
-0.0029449462890625,84420,242880,0.25792850595783684,0.9648110264117304
-0.0029754638671875,84420,242881,0.257927717911036,0.9648110264117304
-0.00299072265625,84420,242884,0.2579253537995258,0.9648110264117304
-0.0030059814453125,84420,242885,0.25792456577198636,0.9648110264117304
-0.003021240234375,84420,242889,0.25792141370998045,0.9648110264117304
-0.0030364990234375,84420,242892,0.25791904971403434,0.9648110264117304
-0.0030670166015625,84420,242895,0.25791668576142246,0.9648110264117304
-0.003082275390625,84420,242897,0.25791510981708865,0.9648110264117304
-0.0030975341796875,84420,242899,0.2579135338920136,0.9648110264117304
-0.00311279296875,84420,242900,0.25791274593669805,0.9648110264117304
-0.0031280517578125,84420,242902,0.25791117004051056,0.9648110264117304
-0.003143310546875,84420,242906,0.2579080183059091,0.9648110264117304
-0.0031585693359375,84420,242907,0.2579072303842946,0.9648110264117304
-0.003173828125,84420,242908,0.2579064424674944,0.9648110264117304
-0.0031890869140625,84420,242909,0.25790565455550835,0.9648110264117304
-0.003204345703125,84420,242911,0.2579040787459788,0.9648110264117304
-0.00323486328125,84421,242912,0.25790555794863335,0.9648224551137727
-0.0032501220703125,84421,242913,0.25790477005138485,0.9648224551137727
-0.003265380859375,84421,242914,0.25790398215895033,0.9648224551137727
-0.0032958984375,84421,242915,0.25790319427132974,0.9648224551137727
-0.0033111572265625,84421,242916,0.25790240638852313,0.9648224551137727
-0.0033416748046875,84421,242917,0.2579016185105304,0.9648224551137727
-0.00335693359375,84422,242919,0.25790230982370066,0.964833883815815
-0.0033721923828125,84422,242920,0.2579015219556305,0.964833883815815
-0.003387451171875,84422,242921,0.2579007340923741,0.964833883815815
-0.0034027099609375,84422,242923,0.25789915838030214,0.964833883815815
-0.00341796875,84422,242924,0.25789837053148656,0.964833883815815
-0.0034332275390625,84422,242925,0.25789758268748453,0.964833883815815
-0.003448486328125,84422,242928,0.25789521918435926,0.964833883815815
-0.0034637451171875,84422,242930,0.2578936435396759,0.964833883815815
-0.00347900390625,84422,242933,0.25789128010875045,0.964833883815815
-0.0034942626953125,84422,242934,0.25789049230806826,0.964833883815815
-0.003509521484375,84422,242936,0.2578889167211432,0.964833883815815
-0.0035247802734375,84422,242938,0.2578873411534702,0.964833883815815
-0.0035400390625,84422,242940,0.25788576560504883,0.964833883815815
-0.0035552978515625,84422,242941,0.25788497783805747,0.964833883815815
-0.0035858154296875,84422,242943,0.257883402318513,0.964833883815815
-0.00360107421875,84422,242946,0.2578810390752914,0.964833883815815
-0.0036163330078125,84422,242948,0.2578794636038733,0.964833883815815
-0.003662109375,84422,242952,0.25787631271878647,0.964833883815815
-0.0036773681640625,84422,242954,0.25787473730511706,0.964833883815815
-0.003692626953125,84422,242955,0.2578739496055007,0.964833883815815
-0.0037078857421875,84422,242958,0.25787158653552444,0.964833883815815
-0.00372314453125,84422,242960,0.25787001117960057,0.964833883815815
-0.0037384033203125,84422,242961,0.2578692235088566,0.964833883815815
-0.003753662109375,84422,242963,0.2578676481818043,0.964833883815815
-0.0037689208984375,84422,242964,0.2578668605254959,0.964833883815815
-0.0037841796875,84422,242967,0.25786449758544117,0.964833883815815
-0.0037994384765625,84422,242971,0.25786134706606434,0.964833883815815
-0.003814697265625,84422,242974,0.2578589842270523,0.964833883815815
-0.0038604736328125,84423,242975,0.25786046341150526,0.9648453125178573
-0.003875732421875,84423,242976,0.25785967580841723,0.9648453125178573
-0.0038909912109375,84423,242977,0.2578588882101405,0.9648453125178573
-0.00390625,84423,242978,0.25785810061667497,0.9648453125178573
-0.003936767578125,84423,242981,0.2578557378651452,0.9648453125178573
-0.00396728515625,84423,242984,0.2578533751569148,0.9648453125178573
-0.003997802734375,84423,242988,0.25785022494662674,0.9648453125178573
-0.0040283203125,84423,242989,0.2578494374060816,0.9648453125178573
-0.004058837890625,84423,242990,0.2578486498703472,0.9648453125178573
-0.00408935546875,84423,242994,0.25784549977551563,0.9648453125178573
-0.004119873046875,84423,242998,0.25784234975765147,0.9648453125178573
-0.004150390625,84423,242999,0.25784156226521127,0.9648453125178573
-0.004180908203125,84423,243004,0.25783762487516304,0.9648453125178573
-0.00421142578125,84423,243010,0.25783290016583543,0.9648453125178573
-0.004241943359375,84423,243013,0.25783053787610405,0.9648453125178573
-0.0042724609375,84423,243016,0.25782817562965926,0.9648453125178573
-0.004302978515625,84423,243023,0.25782266388961844,0.9648453125178573
-0.00433349609375,84423,243029,0.2578179397285709,0.9648453125178573
-0.004364013671875,84423,243032,0.2578155777129682,0.9648453125178573
-0.00439453125,84424,243038,0.25781312030098147,0.9648567412198996
-0.004425048828125,84424,243043,0.25780918382615653,0.9648567412198996
-0.00445556640625,84424,243047,0.2578060347328466,0.9648567412198996
-0.004486083984375,84424,243052,0.257802098474392,0.9648567412198996
-0.0045166015625,84424,243056,0.25779894955417126,0.9648567412198996
-0.004547119140625,84424,243065,0.2577918647649234,0.9648567412198996
-0.00457763671875,84424,243071,0.25778714178842427,0.9648567412198996
-0.004608154296875,84424,243073,0.2577855675013817,0.9648567412198996
-0.004638671875,84424,243077,0.2577824189849802,0.9648567412198996
-0.004669189453125,84424,243083,0.25777769635458175,0.9648567412198996
-0.00469970703125,84424,243086,0.25777533510427164,0.9648567412198996
-0.004730224609375,84424,243090,0.25777218683781455,0.9648567412198996
-0.0047607421875,84424,243099,0.2577651035194475,0.9648567412198996
-0.004791259765625,84424,243103,0.2577619555029051,0.9648567412198996
-0.00482177734375,84424,243111,0.25775565970049,0.9648567412198996
-0.004852294921875,84424,243114,0.25775329885387344,0.9648567412198996
-0.0048828125,84424,243123,0.2577462165734994,0.9648567412198996
-0.004913330078125,84424,243126,0.2577438558998626,0.9648567412198996
-0.00494384765625,84424,243129,0.2577414952694678,0.9648567412198996
-0.004974365234375,84424,243133,0.2577383478295381,0.9648567412198996
-0.0050048828125,84424,243139,0.2577336268137732,0.9648567412198996
-0.005035400390625,84424,243141,0.2577320531802848,0.9648567412198996
-0.00506591796875,84424,243146,0.25772811918063315,0.9648567412198996
-0.005096435546875,84424,243149,0.2577257588384879,0.9648567412198996
-0.005126953125,84424,243151,0.2577241853010761,0.9648567412198996
-0.005157470703125,84424,243156,0.25772025154160816,0.9648567412198996
-0.00518798828125,84424,243159,0.2577178913435679,0.9648567412198996
-0.005218505859375,84424,243160,0.2577171046204943,0.9648567412198996
-0.0052490234375,84424,243164,0.25771395777623113,0.9648567412198996
-0.005279541015625,84424,243170,0.2577092376539253,0.9648567412198996
-0.00531005859375,84424,243173,0.2577068776576098,0.9648567412198996
-0.005340576171875,84424,243174,0.25770609100177655,0.9648567412198996
-0.00537109375,84424,243178,0.2577029444264687,0.9648567412198996
-0.005401611328125,84424,243182,0.25769979792799885,0.9648567412198996
-0.00543212890625,84424,243184,0.25769822470757736,0.9648567412198996
-0.005462646484375,84424,243187,0.2576958649129608,0.9648567412198996
-0.0054931640625,84424,243188,0.2576950783243593,0.9648567412198996
-0.005523681640625,84424,243193,0.25769114545338,0.9648567412198996
-0.00555419921875,84424,243195,0.2576895723386006,0.9648567412198996
-0.005584716796875,84424,243202,0.2576840665881218,0.9648567412198996
-0.005615234375,84424,243208,0.25767934756067784,0.9648567412198996
-0.005645751953125,84424,243211,0.2576769881117707,0.9648567412198996
-0.00567626953125,84424,243214,0.25767462870607194,0.9648567412198996
-0.005706787109375,84424,243215,0.2576738422471073,0.9648567412198996
-0.0057373046875,84424,243219,0.25767069645925594,0.9648567412198996
-0.00579833984375,84424,243225,0.25766597792149526,0.9648567412198996
-0.005828857421875,84424,243227,0.257664405113978,0.9648567412198996
-0.005859375,84424,243230,0.2576620459387036,0.9648567412198996
-0.005889892578125,84424,243231,0.25766125955654573,0.9648567412198996
-0.00592041015625,84424,243233,0.2576596868066301,0.9648567412198996
-0.005950927734375,84424,243237,0.257656541364398,0.9648567412198996
-0.0059814453125,84424,243241,0.25765339599896236,0.9648567412198996
-0.006011962890625,84424,243246,0.2576494644001587,0.9648567412198996
-0.00604248046875,84424,243251,0.25764553292133974,0.9648567412198996
-0.006072998046875,84424,243254,0.2576431740916387,0.9648567412198996
-0.006103515625,84424,243257,0.25764081530512906,0.9648567412198996
-0.006134033203125,84424,243261,0.257637670323634,0.9648567412198996
-0.00616455078125,84424,243264,0.2576353116378995,0.9648567412198996
-0.006195068359375,84424,243271,0.2576298082058011,0.9648567412198996
-0.0062255859375,84424,243277,0.25762509116542215,0.9648567412198996
-0.006256103515625,84424,243280,0.2576227327100066,0.9648567412198996
-0.00628662109375,84424,243286,0.25761801592871747,0.9648567412198996
-0.006317138671875,84424,243293,0.25761251323550505,0.9648567412198996
-0.00634765625,84424,243296,0.2576101550103747,0.9648567412198996
-0.006378173828125,84424,243301,0.2576062247311008,0.9648567412198996
-0.00640869140625,84424,243306,0.25760229457175116,0.9648567412198996
-0.006439208984375,84424,243310,0.2575991505306132,0.9648567412198996
-0.0064697265625,84424,243316,0.25759443461280285,0.9648567412198996
-0.006500244140625,84424,243320,0.2575912907635228,0.9648567412198996
-0.00653076171875,84424,243331,0.25758264557367544,0.9648567412198996
-0.006561279296875,84424,243332,0.25758185967610053,0.9648567412198996
-0.006591796875,84424,243334,0.25758028789533743,0.9648567412198996
-0.00665283203125,84424,243339,0.25757635852735056,0.9648567412198996
-0.0067138671875,84424,243346,0.2575708576135705,0.9648567412198996
-0.006744384765625,84424,243348,0.2575692859670747,0.9648567412198996
-0.00677490234375,84424,243352,0.2575661427316216,0.9648567412198996
-0.006805419921875,84424,243355,0.25756378535537666,0.9648567412198996
-0.0068359375,84424,243363,0.2575574992296827,0.9648567412198996
-0.006866455078125,84424,243368,0.25755357055693856,0.9648567412198996
-0.00689697265625,84424,243373,0.2575496420040452,0.9648567412198996
-0.006927490234375,84424,243375,0.25754807061644486,0.9648567412198996
-0.0069580078125,84424,243381,0.25754335656869176,0.9648567412198996
-0.006988525390625,84425,243384,0.2575432645229387,0.964868169921942
-0.00701904296875,84425,243388,0.2575401219597758,0.964868169921942
-0.007049560546875,84425,243392,0.25753697947330373,0.964868169921942
-0.007080078125,84425,243395,0.25753462265877614,0.964868169921942
-0.007110595703125,84425,243397,0.2575330514730555,0.964868169921942
-0.00714111328125,84425,243400,0.2575306947304202,0.964868169921942
-0.007171630859375,84425,243404,0.2575275524740032,0.964868169921942
-0.0072021484375,84425,243410,0.25752283923315084,0.964868169921942
-0.007232666015625,84425,243411,0.2575220537097817,0.964868169921942
-0.00726318359375,84425,243414,0.2575196971684272,0.964868169921942
-0.007293701171875,84425,243418,0.257516555180376,0.964868169921942
-0.00732421875,84425,243419,0.2575157696953429,0.964868169921942
-0.007354736328125,84425,243424,0.2575118423420538,0.964868169921942
-0.00738525390625,84426,243429,0.2575101798050968,0.9648795986239843
-0.007415771484375,84426,243431,0.257508608936213,0.9648795986239843
-0.0074462890625,84426,243433,0.2575070380864945,0.9648795986239843
