anomaly,normal,AP_loss
P142:2,N147:49,0.014695880041143554
P141:5,N149:56,0.014659920016418233
P148:2,N147:49,0.014640850439518198
P145:1,N141:75,0.014553516418383492
P151:1,N141:75,0.014499600501770135
P147:2,N153:73,0.014209241096734547
P144:5,N150:90,0.014205574962567082
P144:5,N138:85,0.014201922901697512
P142:3,N151:36,0.014201489729302639
P142:2,N148:46,0.014179678859142623
P139:7,N146:67,0.014060395102055555
P144:5,N144:47,0.01397912583181126
P141:5,N146:67,0.013804572926041545
P139:7,N141:2035,0.013619139364333606
P148:2,N150:90,0.013617577102973023
P148:2,N144:47,0.013526296970587208
P150:4,N141:2035,0.013504462680963718
P150:4,N151:36,0.013329258127777707
P125:1,N142:637,0.0127804921954041
P152:1,N125:30,0.012749905252953865
P139:7,N140:176,0.01271961917086472
P141:5,N140:176,0.012576190866756383
P151:1,N141:1,0.012566824386132878
P148:2,N125:30,0.012550892011677877
P153:30551,N141:1,0.012496821521513496
P143:3,N141:2038,0.01231788302595908
P150:4,N152:190,0.012204418971566749
P141:4,N143:94,0.012183616901833127
P142:2,N145:69,0.01199139769018595
P148:2,N138:85,0.011959030183177996
P125:1,N143:550,0.011951211953808454
P149:2,N141:75,0.011920636350631635
P147:2,N147:49,0.011893530919269587
P142:2,N138:85,0.011673143623213617
P150:4,N139:514,0.011596727265063477
P146:2,N153:73,0.011573139463136291
P139:7,N151:36,0.011440314096408702
P125:1,N147:322,0.011376977559338936
P141:5,N141:1,0.011327167010707491
P125:1,N148:311,0.011305088691349835
P149:3,N153:73,0.011285095876061918
P138:5,N125:30,0.011261163487749647
P141:5,N151:36,0.011242731147814154
P147:2,N144:47,0.011028497935085752
P148:2,N148:46,0.011016061761224046
P147:2,N150:90,0.011003756986981828
P144:5,N148:46,0.010812132616410924
P125:1,N150:1564,0.010787152231199639
P142:2,N149:56,0.010639430771453982
P138:5,N153:73,0.010518790537243493
P139:7,N152:190,0.010495623056733063
P144:3,N141:75,0.010454612631072195
P142:3,N137:45,0.010421446961403805
P147:2,N125:30,0.010261144592810694
P141:5,N152:190,0.010230869285156026
P146:2,N147:49,0.010178179455372475
P146:2,N150:90,0.010106427263470436
P139:7,N141:1,0.010016358496458499
P144:5,N141:1,0.010006067766657838
P153:30550,N141:75,0.009987126996104113
P143:3,N141:1776,0.009980109303514496
P125:1,N147:367,0.009917733494834737
P146:2,N144:47,0.009914094172174986
P150:2,N125:30,0.009853085874464637
P147:2,N138:85,0.00974926118927863
P142:3,N169:144,0.009636433317968597
P140:1,N153:73,0.00949560987574252
P145:2,N153:73,0.009457349987664255
P149:3,N147:49,0.00944239867340157
P125:1,N125:1389,0.009420818382925212
P150:3,N141:75,0.009395318703498433
P153:30551,N153:73,0.009348634241484412
P144:5,N146:67,0.009336038576059597
P142:2,N140:176,0.009319657129629939
P145:2,N125:30,0.009237962271527045
P138:5,N147:49,0.009185660627419026
P139:7,N139:514,0.009105425019445328
P147:2,N148:46,0.009074442388425431
P169:1,N141:1776,0.009061421391418245
P150:4,N137:45,0.008982959587635548
P152:1,N153:73,0.008976336194907135
P141:5,N139:514,0.0089619518684276
P148:2,N145:69,0.008960229977126432
P138:5,N150:90,0.008869225981015237
P148:2,N141:2035,0.008773372242022667
P138:5,N144:47,0.00873100631785914
P146:2,N148:46,0.008696663686809988
P137:3,N125:30,0.008688576870726068
P125:1,N148:1395,0.008652371798013883
P149:3,N144:47,0.00857137070073541
P149:3,N150:90,0.008544083430295633
P153:30550,N141:1,0.008504593549875207
P148:2,N146:67,0.008494425251254299
P150:2,N153:73,0.008479971049633111
P144:5,N145:69,0.00836836595116335
P149:3,N125:30,0.00830943283778341
P125:1,N137:184,0.008291556883736274
P144:5,N149:56,0.008223878652544347
P146:2,N138:85,0.008213032760348528
P143:3,N169:144,0.008183712669616271
P142:2,N146:67,0.008163008189719363
P152:1,N147:49,0.008073154838116992
P152:1,N150:90,0.008060518560318086
P148:2,N149:56,0.008057399209347765
P145:2,N147:49,0.00805156752307392
P141:4,N141:1776,0.008012772890089578
P125:1,N143:306,0.007949946327860202
P152:1,N144:47,0.0078791605387639
P137:3,N153:73,0.007864922757263304
P140:1,N141:1,0.00785455874275288
P142:2,N139:514,0.007851808602441043
P153:30551,N147:49,0.007840685689020247
P140:1,N147:49,0.007839217300622833
P149:3,N138:85,0.007742298129057562
P145:2,N150:90,0.007739298167453058
P145:2,N141:1,0.007726051915930137
P142:2,N152:190,0.00771544480084996
P145:2,N144:47,0.007673768870018578
