update,stu_fraction,source_switches,recent_stu,bn_shift,gradient_norm,clipped,bce,normal_bce,anomaly_bce,lr,ranking_weight
137,0.125,2,0.17788221844757185,0.0054612700229315185,0.7088714838027954,False,0.07445575206789842,0.14572913764101378,0.003182366494783064,0.0001992129739401939,0.0
138,0.25,4,0.18306648688463514,0.005778779760630593,0.40121132135391235,False,0.035317062439736695,0.0671941116403669,0.003440013239106492,0.00019918610592345305,0.0
139,0.375,4,0.19794528297942537,0.007533313596062944,0.6253573298454285,False,0.035988413663407534,0.03338576458204592,0.038591062744769145,0.00019915878884500354,0.0
140,0.125,2,0.19245395965629805,0.006353568172774672,0.20372235774993896,False,0.026308638062164436,0.029156474002181323,0.023460802122147545,0.0001991310228297822,0.0
141,0.125,2,0.18709577069349403,0.0077882705963697955,1.12516188621521,True,0.04142115156746104,0.03649538863163487,0.0463469145032872,0.00019910280800477896,0.0
142,0.125,2,0.18244262975732436,0.007476727357212549,0.25494447350502014,False,0.021014087874121998,0.02678036187402362,0.015247813874220372,0.00019907414449903655,0.0
143,0.0,0,0.16834796864604845,0.010433928427308089,4.792884349822998,True,0.21514424540946722,0.05729088041101695,0.3729976104079175,0.00019904503244364973,0.0
144,0.25,4,0.17436295647986905,0.006971520105854537,0.20857147872447968,False,0.01931171918371282,0.028636419703406565,0.009987018664019078,0.00019901547197176465,0.0
145,0.25,2,0.1805934929965655,0.0072611868061092655,0.1464497596025467,False,0.01699568323520032,0.029044922718010634,0.0049464437523900045,0.0001989854632185785,0.0
146,0.0,0,0.1666416875107865,0.00800595192791971,0.2178943157196045,False,0.020683076342665068,0.037969342697684115,0.0033968099876460203,0.00019895500632133853,0.0
147,0.25,4,0.17337072302109363,0.00673184574477722,3.063211679458618,True,0.07741318651668784,0.01874101970679276,0.13608535332658292,0.00019892410141934174,0.0
148,0.125,2,0.16977791483684662,0.006899554652782285,3.760651111602783,True,0.07878050720374762,0.03464424503983035,0.12291676936766488,0.0001988927486539341,0.0
149,0.125,2,0.16656167014673545,0.006896570221166897,0.35051536560058594,False,0.026699044481273096,0.03620839234589355,0.017189696616652646,0.00019886094816850983,0.0
150,0.25,4,0.17310085752295343,0.00601744421702544,14.351643562316895,True,0.27451735674026234,0.025226102727595574,0.5238086107529291,0.00019882870010851097,0.0
151,0.125,2,0.16914269937423856,0.0066277324857814445,0.33899837732315063,False,0.04315567196907298,0.03373713193552856,0.05257421200261741,0.00019879600462142648,0.0
152,0.25,4,0.17538642894779535,0.005740731392366814,0.378014475107193,False,0.05157931479809438,0.029795226636819223,0.07336340295936955,0.00019876286185679167,0.0
153,0.375,4,0.19017831185931744,0.005895243063842741,0.35551002621650696,False,0.03601147509627623,0.026999096022354865,0.045023854170197594,0.00019872927196618753,0.0
154,0.25,4,0.19431658224151346,0.004670497762294818,0.23442907631397247,False,0.026372964509736994,0.03374646026346557,0.018999468756008425,0.00019869523510324005,0.0
155,0.125,1,0.18930459530272317,0.004549077146936484,0.37859803438186646,False,0.048457719780156915,0.07209607448107307,0.024819365079240766,0.00019866075142361932,0.0019392372333548735
156,0.25,3,0.19360451293942238,0.004372123402267888,0.29421934485435486,False,0.03240084388613294,0.057712839631679363,0.00708884814058653,0.00019862582108503925,0.008403361344537785
157,0.125,2,0.18835052713215364,0.004238519282687189,0.3328116536140442,False,0.03499983060890432,0.06780932582871106,0.0021903353890975756,0.0001985904442472563,0.014867485455720697
158,0.125,2,0.1835024396038968,0.004857027286271876,0.3249063193798065,False,0.03344426196308769,0.06345553992573823,0.0034329840004371547,0.0001985546210720693,0.02133160956690361
159,0.125,2,0.17883580305807564,0.0042914240547606486,0.2460700422525406,False,0.02211605788920924,0.0408175096203345,0.0034146061580839792,0.00019851835172331815,0.02779573367808652
160,0.0,0,0.1650197884455957,0.005597098725532769,0.14928942918777466,False,0.022183991493442863,0.029936412179329634,0.014431570807556094,0.00019848163636688364,0.03425985778926943
161,0.125,2,0.16197412426379124,0.004136572304431908,2.1994433403015137,True,0.04366239599019748,0.009437359512340968,0.07788743246805399,0.00019844447517068618,0.04072398190045248
162,0.25,4,0.168676565293032,0.005118717676991254,1.1664988994598389,True,0.03648494642205704,0.008129483651323169,0.06484040919279091,0.0001984068683046854,0.047188106011635395
163,0.25,4,0.1746690491775398,0.003913884746033245,16.10332489013672,True,0.178865860008386,0.01141708455423955,0.34631463546253244,0.00019836881594087916,0.053652230122818306
164,0.125,2,0.17068483890834435,0.004042010539494795,0.20084428787231445,False,0.013324806345275624,0.018778310707708447,0.007871301982842801,0.00019833031825330292,0.06011635423400122
165,0.0,0,0.15749852952195895,0.004307511680424687,0.36594635248184204,False,0.025751262506836153,0.03295318634422062,0.018549338669451687,0.0001982913754180288,0.06658047834518413
166,0.125,2,0.1548408329955868,0.0033452581021127577,0.23169802129268646,False,0.011516118500868387,0.019084199823698213,0.003948037178038561,0.00019825198761316484,0.07304460245636704
167,0.0,0,0.14287855712747732,0.004895652770833449,0.7855692505836487,False,0.05348183126959266,0.045563513278556546,0.06140014926062878,0.00019821215501885422,0.07950872656755009
168,0.125,2,0.14144639063689618,0.0044094858299591295,0.2628561854362488,False,0.0532390369839917,0.023990818555724627,0.08248725541225876,0.00019817187781727432,0.085972850678733
169,0.25,4,0.14963669800018498,0.0045134550884446374,1.3272494077682495,True,0.05886706574119241,0.015732027771096384,0.10200210371128843,0.00019813115619263613,0.09243697478991592
170,0.25,4,0.15748342927138365,0.004152687787765584,0.33711665868759155,False,0.022686620029774014,0.02312917800172636,0.022244062057821673,0.000198089990331183,0.09890109890109883
171,0.5,3,0.18414170081349387,0.007416318680717885,0.6189652681350708,False,0.06834208895799582,0.020487300551500012,0.11619687736449162,0.00019804838042119025,0.10536522301228174
172,0.25,5,0.18923057894259487,0.0038558647520005084,0.7239086627960205,False,0.021324620262983682,0.010817901464344679,0.031831339061622686,0.00019800632665296396,0.11182934712346465
173,0.125,2,0.1841214132418031,0.0038296420740775846,0.3113393783569336,False,0.01972595086724553,0.021486316819204883,0.017965584915286183,0.00019796382921884032,0.1182934712346477
174,0.25,4,0.18892070067851433,0.004469795764219331,0.4218975305557251,False,0.022336256082751103,0.01782567114163099,0.026846841023871214,0.0001979208883131846,0.12475759534583061
