profile,index,group,unit,frame,geometry_sources,visit1,visit2,update1,update2,kind,points,selector,wrong_both,bce1,wrong1,score1,rank1,worst_slot1,bce2,wrong2,score2,rank2,worst_slot2
0,0,normal_nuscenes,scene-0001,0,[],955,11552,120,1445,normal,29,"{""cell"":[-7,5,-3]}",0,0.009088109688613398,0,"[-5.0375,-4.75,-4.39375]",,3819,0.0054554495033902325,0,"[-8.125,-7.5,-4.021875]",,4075
1,0,normal_nuscenes,scene-0001,0,[],955,11552,120,1445,normal,9,"{""cell"":[-11,9,-3]}",0,0.575193851078525,2,"[-4.38125,-3.875,2.15625]",,4208,0.04885367558081963,0,"[-7.9375,-4.03125,-1.8890624999999999]",,4240
2,0,normal_nuscenes,scene-0001,0,[],955,11552,120,1445,normal,178,"{""cell"":[-5,-1,-3]}",0,0.012048379425555021,0,"[-4.65625,-4.484375,-4.125]",,129,0.0003557771328900248,0,"[-8.125,-7.96875,-7.75]",,65
3,0,normal_nuscenes,scene-0001,0,[],955,11552,120,1445,normal,68,"{""cell"":[-5,-6,-3]}",0,0.07456972729617299,0,"[-4.728125,-3.65625,-1.5054687499999992]",,29608,0.0004387306700224369,0,"[-8.26875,-7.765625,-7.34375]",,29512
4,0,normal_nuscenes,scene-0001,0,[],955,11552,120,1445,normal,26,"{""cell"":[12,-7,-2]}",0,0.008881985930184353,0,"[-4.875,-4.78125,-4.578125]",,19794,0.0005483142960081859,0,"[-7.625,-7.5625,-7.453125]",,19697
5,0,normal_nuscenes,scene-0001,0,[],955,11552,120,1445,normal,9,"{""cell"":[-14,24,0]}",0,0.1199718202064608,0,"[-4.9375,-4.5,-1.1976562499999999]",,5848,0.0014598960601760478,0,"[-7.34375,-7.125,-6.20625]",,5944
6,0,normal_nuscenes,scene-0001,0,[],955,11552,120,1445,normal,5,"{""cell"":[-25,32,0]}",0,0.2408581316304356,0,"[-2.26875,-1.75,-0.6640625]",,5080,0.0007391308903118506,0,"[-7.6375,-7.5,-6.825]",,4984
7,1,anomaly_nuscenes,scene-0001,6,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4825,9817,604,1228,anomaly,22,"{""instance"":1}",0,1.1878586760998929e-07,0,"[14.4375,20.8125,32.725]",0.0,23210,2.1589879116829226e-14,0,"[30.2,35.125,39.25]",0.0,23210
8,1,anomaly_nuscenes,scene-0001,6,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4825,9817,604,1228,normal,47,"{""cell"":[3,-7,-3]}",3,0.40658656719149283,14,"[-5.3375,-2.203125,0.6757812499999998]",0.0,23305,0.14139741002171738,3,"[-8.525,-8.25,-0.6921875]",0.0,23241
9,1,anomaly_nuscenes,scene-0001,6,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4825,9817,604,1228,normal,21,"{""cell"":[4,-8,-3]}",3,1.0125704489240708,9,"[-4.0625,-0.08740234375,3.203125]",0.0,23114,0.8870221191259617,3,"[-4.4375,-2.5,4.71875]",0.0,23146
10,1,anomaly_nuscenes,scene-0001,6,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4825,9817,604,1228,normal,253,"{""cell"":[-5,-1,-3]}",0,0.0006045794469623753,0,"[-7.5,-7.4375,-7.34375]",0.0,34277,0.00011750354531636286,0,"[-9.125,-9.0625,-8.9375]",0.0,34277
11,1,anomaly_nuscenes,scene-0001,6,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4825,9817,604,1228,normal,79,"{""cell"":[6,5,-2]}",0,0.0009304874060095159,0,"[-7.2875,-7.125,-6.90625]",0.0,13134,0.0003781465264582208,0,"[-8.4375,-8.0,-7.36875]",0.0,13166
12,1,anomaly_nuscenes,scene-0001,6,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4825,9817,604,1228,normal,36,"{""cell"":[-17,4,-1]}",0,0.0004749374914317254,0,"[-7.734375,-7.65625,-7.5625]",0.0,1398,0.00011079123202896622,0,"[-9.1875,-9.125,-9.0]",0.0,1430
13,1,anomaly_nuscenes,scene-0001,6,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4825,9817,604,1228,normal,13,"{""cell"":[-8,26,1]}",0,0.0005110546915112801,0,"[-7.80625,-7.53125,-7.40625]",0.0,7065,0.00011089639494984995,0,"[-9.1875,-9.125,-9.0]",0.0,7226
14,1,anomaly_nuscenes,scene-0001,6,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4825,9817,604,1228,normal,6,"{""cell"":[-34,27,8]}",0,0.0007390242099780934,0,"[-7.546875,-7.125,-7.03125]",0.0,3775,0.00011506232884891833,0,"[-9.125,-9.125,-8.96875]",0.0,3871
15,2,normal_nuscenes,scene-0001,10,[],2547,7050,319,882,normal,31,"{""cell"":[-6,-2,-1]}",0,0.0448129914068656,0,"[-5.40625,-5.125,-1.7578125]",,32882,0.00021589942956628925,0,"[-8.5625,-8.5,-8.1875]",,32912
16,2,normal_nuscenes,scene-0001,10,[],2547,7050,319,882,normal,53,"{""cell"":[-5,-3,-1]}",0,0.004417262301843544,0,"[-5.68125,-5.5,-5.25]",,32243,0.008572626798443207,0,"[-8.6875,-8.625,-6.074999999999988]",,32243
17,2,normal_nuscenes,scene-0001,10,[],2547,7050,319,882,normal,259,"{""cell"":[-5,-1,-3]}",0,0.001727023176606684,0,"[-6.625,-6.375,-6.15625]",,33926,0.00018825437705166949,0,"[-8.625,-8.625,-8.5]",,33606
18,2,normal_nuscenes,scene-0001,10,[],2547,7050,319,882,normal,129,"{""cell"":[6,2,-2]}",0,0.0032009703850807637,0,"[-6.1875,-5.71875,-5.43125]",,15180,0.0013751618079451714,0,"[-8.325,-7.75,-7.375]",,15213
19,2,normal_nuscenes,scene-0001,10,[],2547,7050,319,882,normal,44,"{""cell"":[-12,7,-1]}",0,0.0009046070618872357,0,"[-7.0625,-7.03125,-6.90625]",,3285,0.00018130140058448757,0,"[-8.6875,-8.625,-8.5625]",,3414
20,2,normal_nuscenes,scene-0001,10,[],2547,7050,319,882,normal,10,"{""cell"":[-14,30,3]}",0,0.001709121351147793,0,"[-6.690625,-6.578125,-6.075]",,6300,0.0004022932044513758,0,"[-8.275,-7.953125,-7.659375000000001]",,6396
21,2,normal_nuscenes,scene-0001,10,[],2547,7050,319,882,normal,6,"{""cell"":[-37,19,4]}",0,0.0030216880614740826,0,"[-6.640625,-6.484375,-5.109375]",,2652,0.0005457905331291282,0,"[-8.171875,-7.5625,-7.125]",,2812
22,3,anomaly_nuscenes,scene-0001,12,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4968,9025,622,1129,anomaly,146,"{""instance"":2}",0,3.771290400212117e-12,0,"[33.0,35.5,37.25]",0.0,5415,2.555956399101624e-16,0,"[39.75,41.25,42.5]",0.0,5415
23,3,anomaly_nuscenes,scene-0001,12,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4968,9025,622,1129,normal,31,"{""cell"":[-8,-4,-3]}",0,3.3287385470372666,19,"[-2.921875,1.3671875,7.03125]",0.0,32045,0.0031014367330009286,0,"[-7.5625,-6.40625,-4.28125]",0.0,31948
24,3,anomaly_nuscenes,scene-0001,12,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4968,9025,622,1129,normal,30,"{""cell"":[-4,4,-3]}",11,2.442849359325044,24,"[-7.034375,1.2421875,7.315625]",0.0,5255,2.279772945756756,11,"[-7.878125,-0.5693359375,10.38125]",0.0,5223
25,3,anomaly_nuscenes,scene-0001,12,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4968,9025,622,1129,normal,245,"{""cell"":[-5,-1,-3]}",0,0.00042843912996059884,0,"[-8.0,-7.875,-7.45]",0.0,321,0.00023669290385245045,0,"[-8.625,-8.4375,-7.96875]",0.0,34306
26,3,anomaly_nuscenes,scene-0001,12,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4968,9025,622,1129,normal,73,"{""cell"":[-6,-5,-3]}",0,0.0011337747515915973,0,"[-7.2125,-6.8125,-6.5]",0.0,31178,0.000328156848789738,0,"[-8.8125,-8.375,-7.46875]",0.0,30986
27,3,anomaly_nuscenes,scene-0001,12,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4968,9025,622,1129,normal,40,"{""cell"":[-12,7,-1]}",0,0.00032866994978875564,0,"[-8.125,-8.0625,-7.90625]",0.0,3412,0.00015555079694865357,0,"[-8.94375,-8.875,-8.4375]",0.0,3412
28,3,anomaly_nuscenes,scene-0001,12,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4968,9025,622,1129,normal,9,"{""cell"":[-17,31,5]}",0,0.0003776648687807886,0,"[-7.9125,-7.875,-7.8375]",0.0,6142,0.00019016287806652432,0,"[-8.6375,-8.5625,-8.5]",0.0,6013
29,3,anomaly_nuscenes,scene-0001,12,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4968,9025,622,1129,normal,5,"{""cell"":[35,-26,3]}",0,0.00031533445558905207,0,"[-8.1,-8.0625,-8.025]",0.0,20826,0.00014231956219745698,0,"[-8.9375,-8.9375,-8.7375]",0.0,20858
30,4,normal_nuscenes,scene-0001,20,[],3305,8072,414,1010,normal,121,"{""cell"":[-4,2,-2]}",0,0.02245974837567815,0,"[-5.28125,-4.71875,-3.21875]",,4198,0.0005693147924940383,0,"[-8.1875,-7.75,-7.0625]",,3396
31,4,normal_nuscenes,scene-0001,20,[],3305,8072,414,1010,normal,61,"{""cell"":[-7,-3,-3]}",0,0.0033375639992292592,0,"[-6.4375,-6.03125,-5.125]",,32937,0.0064154765000163354,0,"[-8.4375,-7.5625,-3.375]",,32777
32,4,normal_nuscenes,scene-0001,20,[],3305,8072,414,1010,normal,159,"{""cell"":[-5,-1,-3]}",0,0.002277185997949116,0,"[-6.28125,-6.125,-5.9375]",,33537,0.0002554773942669512,0,"[-8.375,-8.25,-8.1875]",,33537
33,4,normal_nuscenes,scene-0001,20,[],3305,8072,414,1010,normal,76,"{""cell"":[6,2,-3]}",0,0.0026548554994568316,0,"[-6.28125,-6.0,-5.5]",,15497,0.00020244331762927308,0,"[-8.75,-8.46875,-8.375]",,15111
34,4,normal_nuscenes,scene-0001,20,[],3305,8072,414,1010,normal,41,"{""cell"":[-14,3,-1]}",0,0.0015087090622254043,0,"[-6.625,-6.5,-6.375]",,1396,0.0001899357213104806,0,"[-8.8125,-8.625,-8.3125]",,1429
35,4,normal_nuscenes,scene-0001,20,[],3305,8072,414,1010,normal,13,"{""cell"":[-7,-27,1]}",0,0.0013370056044877847,0,"[-6.6875,-6.59375,-6.56875]",,27385,0.00020125045463730034,0,"[-8.6875,-8.625,-8.3125]",,27386
36,4,normal_nuscenes,scene-0001,20,[],3305,8072,414,1010,normal,5,"{""cell"":[24,-43,-3]}",0,0.0013880622233334021,0,"[-6.64375,-6.59375,-6.50625]",,23157,0.0002467306979986517,0,"[-8.4375,-8.25,-8.2125]",,23157
37,5,anomaly_nuscenes,scene-0001,32,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4763,8579,596,1073,anomaly,78,"{""instance"":3}",0,5.403830929141401e-14,0,"[32.5,35.875,37.075]",1.5225678942493103e-05,23370,8.90597790977339e-12,0,"[26.3875,38.25,39.75]",0.0,23370
38,5,anomaly_nuscenes,scene-0001,32,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4763,8579,596,1073,normal,38,"{""cell"":[-9,2,-3]}",0,0.009248650473209795,0,"[-7.446875,-6.84375,-4.699999999999999]",0.0,1452,0.0045450784902898505,0,"[-8.20625,-5.421875,-4.59375]",0.0,1965
39,5,anomaly_nuscenes,scene-0001,32,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4763,8579,596,1073,normal,23,"{""cell"":[3,-8,-3]}",12,12.234003614479327,12,"[-1.8828125,14.3125,29.4]",0.017279821627647716,23690,6.511151238211941,12,"[-2.6625,5.34375,18.375]",0.0,23274
40,5,anomaly_nuscenes,scene-0001,32,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4763,8579,596,1073,normal,155,"{""cell"":[4,-1,-3]}",0,0.001662160709126405,0,"[-6.76875,-6.5625,-5.875]",0.0,17217,0.0003771128138028569,0,"[-8.25,-8.125,-7.5]",0.0,17056
41,5,anomaly_nuscenes,scene-0001,32,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4763,8579,596,1073,normal,107,"{""cell"":[6,-2,-3]}",0,0.0006920789014317413,0,"[-7.46875,-7.25,-7.15625]",0.0,17962,0.0001824340185508141,0,"[-8.7125,-8.625,-8.5]",0.0,18023
42,5,anomaly_nuscenes,scene-0001,32,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4763,8579,596,1073,normal,43,"{""cell"":[-14,-1,-2]}",0,0.0004845094105167957,0,"[-7.71875,-7.65625,-7.5625]",0.0,81,0.00014560640060592116,0,"[-9.0,-8.8125,-8.7]",0.0,34321
43,5,anomaly_nuscenes,scene-0001,32,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4763,8579,596,1073,normal,8,"{""cell"":[-36,7,5]}",0,0.0005212728059132628,0,"[-7.696875,-7.59375,-7.41875]",0.0,1245,0.00015931578035543363,0,"[-8.875,-8.75,-8.60625]",0.0,1181
44,5,anomaly_nuscenes,scene-0001,32,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4763,8579,596,1073,normal,5,"{""cell"":[-43,15,1]}",0,0.0005006568440954273,0,"[-7.64375,-7.59375,-7.5625]",0.0,1944,0.0001686669774640997,0,"[-8.6875,-8.6875,-8.6875]",0.0,1880
45,6,normal_nuscenes,scene-0001,34,[],2917,6603,365,826,normal,78,"{""cell"":[-4,5,-2]}",0,0.03687326726177352,0,"[-4.5,-3.453125,-2.629687500000002]",,5772,0.06176693649526834,0,"[-4.59375,-3.390625,-2.2562500000000036]",,5772
46,6,normal_nuscenes,scene-0001,34,[],2917,6603,365,826,normal,44,"{""cell"":[-4,5,-3]}",0,0.2399697166313547,2,"[-3.640625,-1.58984375,-0.5777343749999999]",,5897,0.1260856391619075,0,"[-3.6890625,-2.15625,-1.3078124999999998]",,5610
47,6,normal_nuscenes,scene-0001,34,[],2917,6603,365,826,normal,251,"{""cell"":[-3,2,-1]}",0,0.0038418036851070128,0,"[-5.65625,-5.5625,-5.5]",,4176,0.000996740049537054,0,"[-7.125,-6.96875,-6.625]",,4306
48,6,normal_nuscenes,scene-0001,34,[],2917,6603,365,826,normal,106,"{""cell"":[6,-2,-3]}",0,0.004691107118063377,0,"[-5.4375,-5.40625,-5.21875]",,18311,0.0009354271194374495,0,"[-7.421875,-7.0,-6.625]",,18567
49,6,normal_nuscenes,scene-0001,34,[],2917,6603,365,826,normal,23,"{""cell"":[-6,-13,-2]}",0,0.007189504140798759,0,"[-5.21875,-5.0,-4.60625]",,28337,0.04590315615225089,0,"[-4.93125,-2.984375,-2.7375]",,28337
50,6,normal_nuscenes,scene-0001,34,[],2917,6603,365,826,normal,11,"{""cell"":[8,-27,3]}",0,0.0033929659337653853,0,"[-5.71875,-5.6875,-5.65625]",,24253,0.00047351145972527806,0,"[-7.84375,-7.71875,-7.375]",,24317
51,6,normal_nuscenes,scene-0001,34,[],2917,6603,365,826,normal,4,"{""cell"":[-51,10,4]}",0,0.0035447902619237387,0,"[-5.65625,-5.640625,-5.625]",,1115,0.0015717880830126184,0,"[-7.103125,-6.640625,-6.046875]",,1211
52,7,anomaly_nuscenes,scene-0001,37,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4471,11245,559,1406,anomaly,70,"{""instance"":4}",0,1.961536732572088e-09,0,"[22.8625,26.625,29.3875]",1.775674893049735e-05,11500,1.2268887531649707e-12,0,"[27.4875,38.25,40.0]",1.6390845166612941e-06,12108
53,7,anomaly_nuscenes,scene-0001,37,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4471,11245,559,1406,normal,30,"{""cell"":[-7,4,-2]}",0,1.326119449094734,22,"[-2.6125,0.7734375,3.4265625]",0.0,3468,0.02762463822932628,0,"[-5.875,-3.7578125,-2.6781249999999996]",0.0,3468
54,7,anomaly_nuscenes,scene-0001,37,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4471,11245,559,1406,normal,28,"{""cell"":[-7,3,-2]}",0,1.9744827337121345,15,"[-2.0515625,0.646484375,8.009375]",0.0,3308,0.16035506689488396,0,"[-3.38125,-1.61328125,-1.0390625]",0.0,3372
55,7,anomaly_nuscenes,scene-0001,37,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4471,11245,559,1406,normal,219,"{""cell"":[-6,-1,-3]}",0,0.003933810556913074,0,"[-6.65625,-5.875,-4.5874999999999995]",0.0,33864,0.0006311423063265064,0,"[-8.1375,-7.75,-6.625]",0.0,33767
56,7,anomaly_nuscenes,scene-0001,37,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4471,11245,559,1406,normal,83,"{""cell"":[-12,-1,-2]}",0,0.0011441501446552667,0,"[-6.875,-6.78125,-6.6875]",0.0,34673,0.0002076134663910811,0,"[-8.5625,-8.5,-8.375]",0.0,145
57,7,anomaly_nuscenes,scene-0001,37,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4471,11245,559,1406,normal,33,"{""cell"":[-13,-7,-2]}",0,0.0010561408055056833,0,"[-6.99375,-6.90625,-6.6875]",0.0,31889,0.00016702682241398812,0,"[-8.875,-8.75,-8.4375]",0.0,31889
58,7,anomaly_nuscenes,scene-0001,37,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4471,11245,559,1406,normal,14,"{""cell"":[-29,-12,5]}",0,0.0009925466127847032,0,"[-7.0,-6.953125,-6.76875]",0.0,32543,0.00022873748965186145,0,"[-8.6875,-8.3125,-8.20625]",0.0,32607
59,7,anomaly_nuscenes,scene-0001,37,"[""059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d"",""05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0"",""064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36"",""080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8""]",4471,11245,559,1406,normal,8,"{""cell"":[-19,-37,0]}",0,0.0028696346975482095,0,"[-6.31875,-6.140625,-5.4281250000000005]",0.0,28567,0.00057268156177372,0,"[-7.765625,-7.453125,-7.23125]",0.0,28663
