profile,index,group,unit,frame,geometry_sources,visit1,visit2,update1,update2,kind,points,selector,wrong_both,bce1,wrong1,score1,rank1,worst_slot1,bce2,wrong2,score2,rank2,worst_slot2
7168,907,normal_nuscenes,scene-0195,4514,[],2477,8401,310,1051,normal,53,"{""cell"":[-3,3,-3]}",0,0.17366669008771998,3,"[-3.0375,-2.1875,-1.5046875]",,6181,0.00042960550308644957,0,"[-8.25,-7.90625,-7.2875]",,5702
7169,907,normal_nuscenes,scene-0195,4514,[],2477,8401,310,1051,normal,96,"{""cell"":[-3,4,-3]}",0,0.055025715721271184,1,"[-6.625,-6.25,-2.02734375]",,6310,0.0002940123291759941,0,"[-8.5625,-8.3125,-7.765625]",,6185
7170,907,normal_nuscenes,scene-0195,4514,[],2477,8401,310,1051,normal,243,"{""cell"":[-5,-1,-3]}",0,0.001976366019463784,0,"[-6.375,-6.28125,-6.06875]",,34402,0.00019810149150072804,0,"[-8.6875,-8.5,-8.3875]",,451
7171,907,normal_nuscenes,scene-0195,4514,[],2477,8401,310,1051,normal,95,"{""cell"":[5,-4,-3]}",0,0.002417882262370974,0,"[-6.5,-6.09375,-5.6875]",,19878,0.0008824836260394614,0,"[-8.6,-8.375,-7.949999999999999]",,20006
7172,907,normal_nuscenes,scene-0195,4514,[],2477,8401,310,1051,normal,24,"{""cell"":[-14,-4,-1]}",0,0.0013224257419959017,0,"[-6.75,-6.65625,-6.478125]",,33494,0.00023005145016594567,0,"[-8.5,-8.40625,-8.20625]",,33206
7173,907,normal_nuscenes,scene-0195,4514,[],2477,8401,310,1051,normal,10,"{""cell"":[26,-5,3]}",0,0.001210872869197134,0,"[-6.90625,-6.75,-6.546875]",,18204,0.00019222524991999892,0,"[-8.69375,-8.5,-8.4375]",,18204
7174,907,normal_nuscenes,scene-0195,4514,[],2477,8401,310,1051,normal,6,"{""cell"":[36,20,-1]}",0,0.0021740950729360396,0,"[-6.234375,-6.171875,-6.0]",,14454,0.0002883658248182277,0,"[-8.3125,-8.15625,-8.015625]",,14422
7175,908,anomaly_nuscenes,scene-0195,4520,"[""e9e9fae20081db599a3e3fbd3b7dcd5c49366684ecd0c6954d7663bd55085cd1"",""ea32eaa84e1ddec22b3e35669565255f1f756ad36def9e2de3c1ff86db23d182"",""ebb1f026e13826974ddb827eead97f614a40621fbeb683c11355fc9b77b0cd02"",""edcff280b884f84519a77878893f67c932b47b50ffea24e62920591c259810b5""]",304,11745,39,1469,anomaly,130,"{""instance"":4}",0,0.019557703497023255,0,"[3.828125,3.9375,3.96875]",1.843227722144941e-05,9420,3.486371908319529e-18,0,"[39.5,42.0,42.75]",0.0,9388
7176,908,anomaly_nuscenes,scene-0195,4520,"[""e9e9fae20081db599a3e3fbd3b7dcd5c49366684ecd0c6954d7663bd55085cd1"",""ea32eaa84e1ddec22b3e35669565255f1f756ad36def9e2de3c1ff86db23d182"",""ebb1f026e13826974ddb827eead97f614a40621fbeb683c11355fc9b77b0cd02"",""edcff280b884f84519a77878893f67c932b47b50ffea24e62920591c259810b5""]",304,11745,39,1469,normal,83,"{""cell"":[-8,-2,-2]}",0,0.6007010432642552,15,"[-2.984375,-2.25,2.6718749999999987]",0.0014365152919369787,33422,0.007676150688443808,0,"[-7.93125,-6.25,-3.7125000000000004]",0.0,33390
7177,908,anomaly_nuscenes,scene-0195,4520,"[""e9e9fae20081db599a3e3fbd3b7dcd5c49366684ecd0c6954d7663bd55085cd1"",""ea32eaa84e1ddec22b3e35669565255f1f756ad36def9e2de3c1ff86db23d182"",""ebb1f026e13826974ddb827eead97f614a40621fbeb683c11355fc9b77b0cd02"",""edcff280b884f84519a77878893f67c932b47b50ffea24e62920591c259810b5""]",304,11745,39,1469,normal,31,"{""cell"":[1,7,-3]}",8,1.9263844219887758,21,"[-2.65625,2.53125,3.109375]",0.0,9708,0.5636366694798093,8,"[-1.4453125,-0.6015625,0.890625]",0.0,9803
7178,908,anomaly_nuscenes,scene-0195,4520,"[""e9e9fae20081db599a3e3fbd3b7dcd5c49366684ecd0c6954d7663bd55085cd1"",""ea32eaa84e1ddec22b3e35669565255f1f756ad36def9e2de3c1ff86db23d182"",""ebb1f026e13826974ddb827eead97f614a40621fbeb683c11355fc9b77b0cd02"",""edcff280b884f84519a77878893f67c932b47b50ffea24e62920591c259810b5""]",304,11745,39,1469,normal,235,"{""cell"":[-5,-1,-3]}",0,0.03310590904241045,0,"[-3.40625,-3.390625,-3.375]",0.0,34435,0.00027301886399709813,0,"[-8.4375,-8.25,-7.96875]",0.0,709
7179,908,anomaly_nuscenes,scene-0195,4520,"[""e9e9fae20081db599a3e3fbd3b7dcd5c49366684ecd0c6954d7663bd55085cd1"",""ea32eaa84e1ddec22b3e35669565255f1f756ad36def9e2de3c1ff86db23d182"",""ebb1f026e13826974ddb827eead97f614a40621fbeb683c11355fc9b77b0cd02"",""edcff280b884f84519a77878893f67c932b47b50ffea24e62920591c259810b5""]",304,11745,39,1469,normal,148,"{""cell"":[-8,-1,-2]}",0,0.03373931612012945,0,"[-3.390625,-3.375,-3.34375]",0.0,45,0.0003657174927163088,0,"[-8.0625,-8.0,-7.71875]",0.0,34189
7180,908,anomaly_nuscenes,scene-0195,4520,"[""e9e9fae20081db599a3e3fbd3b7dcd5c49366684ecd0c6954d7663bd55085cd1"",""ea32eaa84e1ddec22b3e35669565255f1f756ad36def9e2de3c1ff86db23d182"",""ebb1f026e13826974ddb827eead97f614a40621fbeb683c11355fc9b77b0cd02"",""edcff280b884f84519a77878893f67c932b47b50ffea24e62920591c259810b5""]",304,11745,39,1469,normal,21,"{""cell"":[-10,-11,-1]}",0,0.03434859298889322,0,"[-3.375,-3.359375,-3.328125]",0.0,29941,0.00023332459807228856,0,"[-8.5,-8.375,-8.1875]",0.0,30068
7181,908,anomaly_nuscenes,scene-0195,4520,"[""e9e9fae20081db599a3e3fbd3b7dcd5c49366684ecd0c6954d7663bd55085cd1"",""ea32eaa84e1ddec22b3e35669565255f1f756ad36def9e2de3c1ff86db23d182"",""ebb1f026e13826974ddb827eead97f614a40621fbeb683c11355fc9b77b0cd02"",""edcff280b884f84519a77878893f67c932b47b50ffea24e62920591c259810b5""]",304,11745,39,1469,normal,10,"{""cell"":[28,-18,-1]}",0,0.03401190989149724,0,"[-3.375,-3.3671875,-3.34375]",0.0,20246,0.000283723647665306,0,"[-8.4375,-8.1875,-8.034375]",0.0,20246
7182,908,anomaly_nuscenes,scene-0195,4520,"[""e9e9fae20081db599a3e3fbd3b7dcd5c49366684ecd0c6954d7663bd55085cd1"",""ea32eaa84e1ddec22b3e35669565255f1f756ad36def9e2de3c1ff86db23d182"",""ebb1f026e13826974ddb827eead97f614a40621fbeb683c11355fc9b77b0cd02"",""edcff280b884f84519a77878893f67c932b47b50ffea24e62920591c259810b5""]",304,11745,39,1469,normal,6,"{""cell"":[28,-31,0]}",0,0.03523636958289425,0,"[-3.34375,-3.328125,-3.3125]",0.0,21816,0.00030883916823185926,0,"[-8.21875,-8.0625,-7.984375]",0.0,21815
7183,909,normal_nuscenes,scene-0196,4522,[],2160,10893,271,1362,normal,53,"{""cell"":[-6,4,-2]}",0,0.01498906657487346,0,"[-5.525,-4.875,-3.30625]",,4525,0.00038372457935287476,0,"[-8.3625,-8.0625,-7.206249999999997]",,4045
7184,909,normal_nuscenes,scene-0196,4522,[],2160,10893,271,1362,normal,7,"{""cell"":[-28,-1,-1]}",0,0.2987712109967061,0,"[-1.3328125,-1.2890625,-0.7660156249999996]",,34582,0.028474965784094343,0,"[-3.821875,-3.71875,-3.14375]",,54
7185,909,normal_nuscenes,scene-0196,4522,[],2160,10893,271,1362,normal,306,"{""cell"":[-6,-1,-3]}",0,0.0034221528115171646,0,"[-5.9375,-5.75,-5.4375]",,33795,0.00015599069672174895,0,"[-8.9375,-8.8125,-8.625]",,325
7186,909,normal_nuscenes,scene-0196,4522,[],2160,10893,271,1362,normal,139,"{""cell"":[-6,-4,-3]}",0,0.004417715456133518,0,"[-5.90625,-5.40625,-5.09375]",,31719,0.00014611898075666635,0,"[-9.0,-8.875,-8.6875]",,31461
7187,909,normal_nuscenes,scene-0196,4522,[],2160,10893,271,1362,normal,24,"{""cell"":[13,-3,-3]}",0,0.004760705439190694,0,"[-5.78125,-5.6875,-5.3125]",,18350,0.0002690926455348773,0,"[-8.625,-8.4375,-7.70625]",,18062
7188,909,normal_nuscenes,scene-0196,4522,[],2160,10893,271,1362,normal,9,"{""cell"":[26,-4,4]}",0,0.0023371172347641214,0,"[-6.1,-6.09375,-5.99375]",,17950,0.00011852199504482056,0,"[-9.075,-9.0625,-8.9875]",,17951
7189,909,normal_nuscenes,scene-0196,4522,[],2160,10893,271,1362,normal,6,"{""cell"":[21,-37,-3]}",0,0.002702891837255262,0,"[-6.078125,-6.015625,-5.71875]",,22996,0.0001463165024899243,0,"[-8.9375,-8.8125,-8.75]",,22996
7190,910,anomaly_nuscenes,scene-0196,4529,"[""f23ca3e6df95cacd892c5fa7ffaf29ef85fea41f3ecb0ddf3855012219318bf6"",""f493b198b7229563c47b6b788135d425b23b50f033b3cc9aa694a0eaf178dabc"",""f4a749fbd0417c7e240bf94323b8cfde5fa46d0131a07ecefadfd08bb9a9b3a2"",""f9c13be90b0f696f1b2cb37a139a7dc498e84d0448cf902b251cdf6e827ef254""]",1108,11075,139,1385,anomaly,147,"{""instance"":1}",0,0.0038779296479741245,0,"[5.65625,5.96875,6.03125]",0.001223514971857494,32109,7.926958875545762e-16,0,"[35.1,41.25,42.5]",0.0,31948
7191,910,anomaly_nuscenes,scene-0196,4529,"[""f23ca3e6df95cacd892c5fa7ffaf29ef85fea41f3ecb0ddf3855012219318bf6"",""f493b198b7229563c47b6b788135d425b23b50f033b3cc9aa694a0eaf178dabc"",""f4a749fbd0417c7e240bf94323b8cfde5fa46d0131a07ecefadfd08bb9a9b3a2"",""f9c13be90b0f696f1b2cb37a139a7dc498e84d0448cf902b251cdf6e827ef254""]",1108,11075,139,1385,normal,27,"{""cell"":[-5,-12,-3]}",15,2.596728271103269,15,"[-0.519140625,2.15625,5.768750000000001]",0.056185437137818095,27887,9.399309910649723,25,"[0.403515625,1.5703125,22.675]",0.0,27919
7192,910,anomaly_nuscenes,scene-0196,4529,"[""f23ca3e6df95cacd892c5fa7ffaf29ef85fea41f3ecb0ddf3855012219318bf6"",""f493b198b7229563c47b6b788135d425b23b50f033b3cc9aa694a0eaf178dabc"",""f4a749fbd0417c7e240bf94323b8cfde5fa46d0131a07ecefadfd08bb9a9b3a2"",""f9c13be90b0f696f1b2cb37a139a7dc498e84d0448cf902b251cdf6e827ef254""]",1108,11075,139,1385,normal,60,"{""cell"":[-6,-4,-3]}",4,1.8375037151153384,23,"[-5.625,-1.8125,5.315625]",0.014229024943310657,31336,0.18959132257073294,4,"[-6.7875,-4.375,-0.06303710937499996]",0.0,31336
7193,910,anomaly_nuscenes,scene-0196,4529,"[""f23ca3e6df95cacd892c5fa7ffaf29ef85fea41f3ecb0ddf3855012219318bf6"",""f493b198b7229563c47b6b788135d425b23b50f033b3cc9aa694a0eaf178dabc"",""f4a749fbd0417c7e240bf94323b8cfde5fa46d0131a07ecefadfd08bb9a9b3a2"",""f9c13be90b0f696f1b2cb37a139a7dc498e84d0448cf902b251cdf6e827ef254""]",1108,11075,139,1385,normal,227,"{""cell"":[-5,-1,-3]}",0,0.003651468462491528,0,"[-5.65625,-5.625,-5.5625]",0.0,33,0.00021131783984639963,0,"[-8.625,-8.5625,-8.1875]",0.0,33
7194,910,anomaly_nuscenes,scene-0196,4529,"[""f23ca3e6df95cacd892c5fa7ffaf29ef85fea41f3ecb0ddf3855012219318bf6"",""f493b198b7229563c47b6b788135d425b23b50f033b3cc9aa694a0eaf178dabc"",""f4a749fbd0417c7e240bf94323b8cfde5fa46d0131a07ecefadfd08bb9a9b3a2"",""f9c13be90b0f696f1b2cb37a139a7dc498e84d0448cf902b251cdf6e827ef254""]",1108,11075,139,1385,normal,78,"{""cell"":[6,1,-3]}",0,2.1845881610968036,42,"[-5.625,0.3740234375,5.8125]",0.03139717425431711,16009,0.015709876777323762,0,"[-8.5625,-6.265625,-2.8296875000000004]",0.0,15785
7195,910,anomaly_nuscenes,scene-0196,4529,"[""f23ca3e6df95cacd892c5fa7ffaf29ef85fea41f3ecb0ddf3855012219318bf6"",""f493b198b7229563c47b6b788135d425b23b50f033b3cc9aa694a0eaf178dabc"",""f4a749fbd0417c7e240bf94323b8cfde5fa46d0131a07ecefadfd08bb9a9b3a2"",""f9c13be90b0f696f1b2cb37a139a7dc498e84d0448cf902b251cdf6e827ef254""]",1108,11075,139,1385,normal,23,"{""cell"":[-11,8,-1]}",0,0.0035871927217636184,0,"[-5.65625,-5.625,-5.59375]",0.0,3860,0.00021043143725743552,0,"[-8.6875,-8.5,-8.275]",0.0,3990
7196,910,anomaly_nuscenes,scene-0196,4529,"[""f23ca3e6df95cacd892c5fa7ffaf29ef85fea41f3ecb0ddf3855012219318bf6"",""f493b198b7229563c47b6b788135d425b23b50f033b3cc9aa694a0eaf178dabc"",""f4a749fbd0417c7e240bf94323b8cfde5fa46d0131a07ecefadfd08bb9a9b3a2"",""f9c13be90b0f696f1b2cb37a139a7dc498e84d0448cf902b251cdf6e827ef254""]",1108,11075,139,1385,normal,8,"{""cell"":[25,-29,-1]}",0,0.0037809921609152156,0,"[-5.625,-5.609375,-5.48125]",0.0,21942,0.0002667399405604319,0,"[-8.43125,-8.21875,-8.059375]",0.0,22007
7197,910,anomaly_nuscenes,scene-0196,4529,"[""f23ca3e6df95cacd892c5fa7ffaf29ef85fea41f3ecb0ddf3855012219318bf6"",""f493b198b7229563c47b6b788135d425b23b50f033b3cc9aa694a0eaf178dabc"",""f4a749fbd0417c7e240bf94323b8cfde5fa46d0131a07ecefadfd08bb9a9b3a2"",""f9c13be90b0f696f1b2cb37a139a7dc498e84d0448cf902b251cdf6e827ef254""]",1108,11075,139,1385,normal,8,"{""cell"":[-4,-41,-1]}",0,0.6237719245840383,3,"[-0.534375,-0.129150390625,0.17128906249999998]",0.0,26519,0.0005086601322823155,0,"[-7.978125,-7.640625,-7.26875]",0.0,26583
7198,911,normal_nuscenes,scene-0196,4535,[],4906,7709,614,964,normal,79,"{""cell"":[2,4,-3]}",0,0.00196281410074302,0,"[-7.625,-7.09375,-5.231249999999999]",,11334,0.08688464508237434,0,"[-5.4312499999999995,-4.125,-1.1953125]",,11750
7199,911,normal_nuscenes,scene-0196,4535,[],4906,7709,614,964,normal,40,"{""cell"":[2,6,-3]}",0,0.002597142242224393,0,"[-7.103125,-6.84375,-4.8625]",,10858,0.17322573192868207,3,"[-6.659375,-4.96875,-0.2272216796874997]",,10826
7200,911,normal_nuscenes,scene-0196,4535,[],4906,7709,614,964,normal,372,"{""cell"":[2,2,-1]}",0,0.0007880297266473073,0,"[-7.6875,-7.125,-6.90625]",,12589,0.000442398355223189,0,"[-8.0625,-7.84375,-7.409374999999999]",,12333
7201,911,normal_nuscenes,scene-0196,4535,[],4906,7709,614,964,normal,129,"{""cell"":[-6,-4,-3]}",0,0.0006751796994424918,0,"[-8.0,-7.90625,-6.6875]",,31303,0.00029235563282092804,0,"[-8.4375,-8.125,-7.9]",,31878
7202,911,normal_nuscenes,scene-0196,4535,[],4906,7709,614,964,normal,26,"{""cell"":[-11,-12,1]}",0,0.0003532434919370501,0,"[-8.0,-7.96875,-7.84375]",,30204,0.00020365828544387907,0,"[-8.5625,-8.5,-8.375]",,30076
7203,911,normal_nuscenes,scene-0196,4535,[],4906,7709,614,964,normal,9,"{""cell"":[-11,25,3]}",0,0.0003548636304744248,0,"[-8.0,-7.9375,-7.9]",,6461,0.00020526433810314477,0,"[-8.5625,-8.5,-8.425]",,6589
7204,911,normal_nuscenes,scene-0196,4535,[],4906,7709,614,964,normal,5,"{""cell"":[-27,-34,-2]}",0,0.0005836974761978572,0,"[-7.56875,-7.5,-7.3]",,29845,0.0006243172653264568,0,"[-7.51875,-7.375,-7.24375]",,29749
7205,912,anomaly_nuscenes,scene-0196,4540,"[""f23ca3e6df95cacd892c5fa7ffaf29ef85fea41f3ecb0ddf3855012219318bf6"",""f493b198b7229563c47b6b788135d425b23b50f033b3cc9aa694a0eaf178dabc"",""f4a749fbd0417c7e240bf94323b8cfde5fa46d0131a07ecefadfd08bb9a9b3a2"",""f9c13be90b0f696f1b2cb37a139a7dc498e84d0448cf902b251cdf6e827ef254""]",2773,7886,347,986,anomaly,1,"{""instance"":1}",0,0.4259838129696261,0,"[0.6328125,0.6328125,0.6328125]",0.005812555119057163,27605,0.12507823124401732,0,"[2.015625,2.015625,2.015625]",0.0011625110238114326,27605
7206,912,anomaly_nuscenes,scene-0196,4540,"[""f23ca3e6df95cacd892c5fa7ffaf29ef85fea41f3ecb0ddf3855012219318bf6"",""f493b198b7229563c47b6b788135d425b23b50f033b3cc9aa694a0eaf178dabc"",""f4a749fbd0417c7e240bf94323b8cfde5fa46d0131a07ecefadfd08bb9a9b3a2"",""f9c13be90b0f696f1b2cb37a139a7dc498e84d0448cf902b251cdf6e827ef254""]",2773,7886,347,986,anomaly,66,"{""instance"":2}",0,0.00021413236287774786,0,"[11.3125,14.71875,18.3125]",3.3101802924620204e-05,13450,1.894494058192138e-11,0,"[38.5,40.0,40.875]",2.4294901229079056e-06,12583
7207,912,anomaly_nuscenes,scene-0196,4540,"[""f23ca3e6df95cacd892c5fa7ffaf29ef85fea41f3ecb0ddf3855012219318bf6"",""f493b198b7229563c47b6b788135d425b23b50f033b3cc9aa694a0eaf178dabc"",""f4a749fbd0417c7e240bf94323b8cfde5fa46d0131a07ecefadfd08bb9a9b3a2"",""f9c13be90b0f696f1b2cb37a139a7dc498e84d0448cf902b251cdf6e827ef254""]",2773,7886,347,986,anomaly,4,"{""instance"":3}",0,0.027554333193026238,0,"[2.9390625,3.9921875,5.14375]",0.0015132686603062614,9047,0.00035431103388420464,0,"[7.6125,7.9375,8.56875]",0.00014531387797642908,9047
7208,912,anomaly_nuscenes,scene-0196,4540,"[""f23ca3e6df95cacd892c5fa7ffaf29ef85fea41f3ecb0ddf3855012219318bf6"",""f493b198b7229563c47b6b788135d425b23b50f033b3cc9aa694a0eaf178dabc"",""f4a749fbd0417c7e240bf94323b8cfde5fa46d0131a07ecefadfd08bb9a9b3a2"",""f9c13be90b0f696f1b2cb37a139a7dc498e84d0448cf902b251cdf6e827ef254""]",2773,7886,347,986,normal,20,"{""cell"":[-3,-7,-1]}",0,0.6485982206309397,5,"[-0.3171875,-0.15869140625,0.11640625000000035]",0.0007042253521126761,28149,0.22520873267955147,0,"[-2.078125,-1.390625,-0.8371093749999999]",0.0,28149
7209,912,anomaly_nuscenes,scene-0196,4540,"[""f23ca3e6df95cacd892c5fa7ffaf29ef85fea41f3ecb0ddf3855012219318bf6"",""f493b198b7229563c47b6b788135d425b23b50f033b3cc9aa694a0eaf178dabc"",""f4a749fbd0417c7e240bf94323b8cfde5fa46d0131a07ecefadfd08bb9a9b3a2"",""f9c13be90b0f696f1b2cb37a139a7dc498e84d0448cf902b251cdf6e827ef254""]",2773,7886,347,986,normal,61,"{""cell"":[2,4,-3]}",0,0.320544273312799,16,"[-3.59375,-2.375,0.65625]",0.0016162549064881089,11590,0.12451025927309078,0,"[-7.28125,-2.5,-0.83203125]",0.0,11685
7210,912,anomaly_nuscenes,scene-0196,4540,"[""f23ca3e6df95cacd892c5fa7ffaf29ef85fea41f3ecb0ddf3855012219318bf6"",""f493b198b7229563c47b6b788135d425b23b50f033b3cc9aa694a0eaf178dabc"",""f4a749fbd0417c7e240bf94323b8cfde5fa46d0131a07ecefadfd08bb9a9b3a2"",""f9c13be90b0f696f1b2cb37a139a7dc498e84d0448cf902b251cdf6e827ef254""]",2773,7886,347,986,normal,276,"{""cell"":[-6,-1,-3]}",0,0.019712862382472163,0,"[-5.3125,-3.796875,-3.3046875]",0.0,34149,0.000416697276060869,0,"[-8.125,-7.90625,-7.53125]",0.0,5
7211,912,anomaly_nuscenes,scene-0196,4540,"[""f23ca3e6df95cacd892c5fa7ffaf29ef85fea41f3ecb0ddf3855012219318bf6"",""f493b198b7229563c47b6b788135d425b23b50f033b3cc9aa694a0eaf178dabc"",""f4a749fbd0417c7e240bf94323b8cfde5fa46d0131a07ecefadfd08bb9a9b3a2"",""f9c13be90b0f696f1b2cb37a139a7dc498e84d0448cf902b251cdf6e827ef254""]",2773,7886,347,986,normal,116,"{""cell"":[3,-6,-2]}",0,0.05651209800494989,0,"[-4.640625,-3.078125,-2.0625]",0.0,22796,0.0011999078487690666,0,"[-7.1875,-6.8125,-6.40625]",0.0,22990
7212,912,anomaly_nuscenes,scene-0196,4540,"[""f23ca3e6df95cacd892c5fa7ffaf29ef85fea41f3ecb0ddf3855012219318bf6"",""f493b198b7229563c47b6b788135d425b23b50f033b3cc9aa694a0eaf178dabc"",""f4a749fbd0417c7e240bf94323b8cfde5fa46d0131a07ecefadfd08bb9a9b3a2"",""f9c13be90b0f696f1b2cb37a139a7dc498e84d0448cf902b251cdf6e827ef254""]",2773,7886,347,986,normal,24,"{""cell"":[4,-21,-1]}",0,0.06560346075426636,0,"[-5.6875,-2.4140625,-2.296875]",0.0,24695,0.00825339559523776,0,"[-6.115625,-5.15625,-3.9421875]",0.0,24917
7213,912,anomaly_nuscenes,scene-0196,4540,"[""f23ca3e6df95cacd892c5fa7ffaf29ef85fea41f3ecb0ddf3855012219318bf6"",""f493b198b7229563c47b6b788135d425b23b50f033b3cc9aa694a0eaf178dabc"",""f4a749fbd0417c7e240bf94323b8cfde5fa46d0131a07ecefadfd08bb9a9b3a2"",""f9c13be90b0f696f1b2cb37a139a7dc498e84d0448cf902b251cdf6e827ef254""]",2773,7886,347,986,normal,10,"{""cell"":[-9,-29,4]}",0,0.003341819780920507,0,"[-5.940625,-5.71875,-5.4625]",0.0,27550,0.0002882648652745217,0,"[-8.38125,-8.09375,-8.0]",0.0,27549
7214,912,anomaly_nuscenes,scene-0196,4540,"[""f23ca3e6df95cacd892c5fa7ffaf29ef85fea41f3ecb0ddf3855012219318bf6"",""f493b198b7229563c47b6b788135d425b23b50f033b3cc9aa694a0eaf178dabc"",""f4a749fbd0417c7e240bf94323b8cfde5fa46d0131a07ecefadfd08bb9a9b3a2"",""f9c13be90b0f696f1b2cb37a139a7dc498e84d0448cf902b251cdf6e827ef254""]",2773,7886,347,986,normal,6,"{""cell"":[-38,14,2]}",0,0.003491218349642434,0,"[-5.6875,-5.65625,-5.625]",0.0,2170,0.0004016338655854204,0,"[-7.9375,-7.921875,-7.640625]",0.0,2138
7215,913,normal_nuscenes,scene-0196,4544,[],1981,6454,248,807,normal,12,"{""cell"":[11,14,-2]}",0,0.019842767391880085,0,"[-4.21875,-4.171875,-3.5875]",,12244,0.10783430065200549,0,"[-3.03125,-2.5,-2.0390625]",,12244
7216,913,normal_nuscenes,scene-0196,4544,[],1981,6454,248,807,normal,12,"{""cell"":[1,12,-3]}",0,0.012485140652112323,0,"[-4.590625,-4.359375,-4.171875]",,9456,0.011125154042239875,0,"[-5.125,-4.515625,-4.034375]",,9264
7217,913,normal_nuscenes,scene-0196,4544,[],1981,6454,248,807,normal,337,"{""cell"":[-6,-1,-3]}",0,0.011314073364477383,0,"[-4.75,-4.53125,-4.21875]",,99,0.0004011943395843463,0,"[-8.0,-7.8125,-7.643749999999999]",,3
7218,913,normal_nuscenes,scene-0196,4544,[],1981,6454,248,807,normal,123,"{""cell"":[-6,-4,-3]}",0,0.01238750391099271,0,"[-4.65625,-4.34375,-4.21875]",,31783,0.00044073769876265117,0,"[-8.0,-7.78125,-7.40625]",,31589
7219,913,normal_nuscenes,scene-0196,4544,[],1981,6454,248,807,normal,49,"{""cell"":[13,1,-1]}",0,0.010700227379941139,0,"[-4.7875,-4.5625,-4.3375]",,16820,0.0003482427799170426,0,"[-8.075,-7.96875,-7.86875]",,16692
7220,913,normal_nuscenes,scene-0196,4544,[],1981,6454,248,807,normal,12,"{""cell"":[-6,29,2]}",0,0.014062332666474804,0,"[-4.553125,-4.25,-4.096875]",,7642,0.00040880837161941263,0,"[-7.96875,-7.890625,-7.65625]",,7642
7221,913,normal_nuscenes,scene-0196,4544,[],1981,6454,248,807,normal,7,"{""cell"":[25,-34,0]}",0,0.009366509633101452,0,"[-4.825,-4.65625,-4.5]",,22391,0.0002811067117240313,0,"[-8.25,-8.1875,-8.1]",,22359
7222,914,anomaly_nuscenes,scene-0196,4550,"[""f23ca3e6df95cacd892c5fa7ffaf29ef85fea41f3ecb0ddf3855012219318bf6"",""f493b198b7229563c47b6b788135d425b23b50f033b3cc9aa694a0eaf178dabc"",""f4a749fbd0417c7e240bf94323b8cfde5fa46d0131a07ecefadfd08bb9a9b3a2"",""f9c13be90b0f696f1b2cb37a139a7dc498e84d0448cf902b251cdf6e827ef254""]",4673,9859,585,1233,anomaly,370,"{""instance"":3}",0,2.2629716104164213e-16,0,"[36.5,37.75,38.0]",0.0,18475,6.007390685304945e-15,0,"[37.725,41.0,42.25]",0.0,18054
7223,914,anomaly_nuscenes,scene-0196,4550,"[""f23ca3e6df95cacd892c5fa7ffaf29ef85fea41f3ecb0ddf3855012219318bf6"",""f493b198b7229563c47b6b788135d425b23b50f033b3cc9aa694a0eaf178dabc"",""f4a749fbd0417c7e240bf94323b8cfde5fa46d0131a07ecefadfd08bb9a9b3a2"",""f9c13be90b0f696f1b2cb37a139a7dc498e84d0448cf902b251cdf6e827ef254""]",4673,9859,585,1233,normal,96,"{""cell"":[5,-1,-3]}",25,0.431901823553068,25,"[-5.859375,-2.6484375,1.28515625]",0.0,17604,0.41750182167971106,25,"[-6.96875,-2.046875,1.125]",0.0,17604
7224,914,anomaly_nuscenes,scene-0196,4550,"[""f23ca3e6df95cacd892c5fa7ffaf29ef85fea41f3ecb0ddf3855012219318bf6"",""f493b198b7229563c47b6b788135d425b23b50f033b3cc9aa694a0eaf178dabc"",""f4a749fbd0417c7e240bf94323b8cfde5fa46d0131a07ecefadfd08bb9a9b3a2"",""f9c13be90b0f696f1b2cb37a139a7dc498e84d0448cf902b251cdf6e827ef254""]",4673,9859,585,1233,normal,91,"{""cell"":[5,-2,-3]}",0,0.06624666912124341,0,"[-6.75,-3.9375,-1.3984375]",0.0,18052,0.1199337048888054,0,"[-8.75,-2.03125,-1.1484375]",0.0,18436
7225,914,anomaly_nuscenes,scene-0196,4550,"[""f23ca3e6df95cacd892c5fa7ffaf29ef85fea41f3ecb0ddf3855012219318bf6"",""f493b198b7229563c47b6b788135d425b23b50f033b3cc9aa694a0eaf178dabc"",""f4a749fbd0417c7e240bf94323b8cfde5fa46d0131a07ecefadfd08bb9a9b3a2"",""f9c13be90b0f696f1b2cb37a139a7dc498e84d0448cf902b251cdf6e827ef254""]",4673,9859,585,1233,normal,300,"{""cell"":[-6,-1,-3]}",0,0.0011795776857394765,0,"[-7.21875,-6.875,-6.34375]",0.0,260,0.0001799002674480871,0,"[-9.0,-8.6875,-8.4375]",0.0,134
7226,914,anomaly_nuscenes,scene-0196,4550,"[""f23ca3e6df95cacd892c5fa7ffaf29ef85fea41f3ecb0ddf3855012219318bf6"",""f493b198b7229563c47b6b788135d425b23b50f033b3cc9aa694a0eaf178dabc"",""f4a749fbd0417c7e240bf94323b8cfde5fa46d0131a07ecefadfd08bb9a9b3a2"",""f9c13be90b0f696f1b2cb37a139a7dc498e84d0448cf902b251cdf6e827ef254""]",4673,9859,585,1233,normal,152,"{""cell"":[-8,-1,-2]}",0,0.0008024968540657641,0,"[-7.25,-7.15625,-7.0]",0.0,34668,0.00011980930875263928,0,"[-9.1875,-9.0625,-8.875]",0.0,108
