kind,reference,normal_world,normal_frame,anomaly_world,anomaly_frame,normal_points,anomaly_points,normal_range_m,anomaly_range_m,sensor_xy_separation_m,normal_majority_semantic,normal_spread_m,normal_axis1_span_m,normal_axis2_span_m,normal_axis3_span_m,normal_linearity,normal_planarity,normal_scattering,normal_neighbor_m,normal_intensity,normal_other_nearest_m,normal_nonground_nearest_m,normal_nonground_nearest_semantic,normal_neighbors_0p5_m,normal_neighbors_2_m,anomaly_spread_m,anomaly_axis1_span_m,anomaly_axis2_span_m,anomaly_axis3_span_m,anomaly_linearity,anomaly_planarity,anomaly_scattering,anomaly_neighbor_m,anomaly_intensity,anomaly_other_nearest_m,anomaly_nonground_nearest_m,anomaly_nonground_nearest_semantic,anomaly_neighbors_0p5_m,anomaly_neighbors_2_m,spread_ratio,shape_difference,range_difference_m
count_range,206:10:78,train/branched_low_rough_3,174,train/branched_raised_sparse_6,274,32,32,20.29568862915039,20.422466278076172,4.931326866149902,10,1.103452971396114,3.6533399952443877,1.9687778503954245,1.5677259269456005,0.5695579418208819,0.2408203885315477,0.18962166964757035,0.1416549960118884,0.06585714221000671,0.48870112490902134,1.0072998880864084,1,0.0,2.0,0.31487605082860504,0.7876157492946716,0.7742623046583562,0.382396794457351,0.22290337322813178,0.5918382058823317,0.18525842088953645,0.12579405923575254,0.22857142984867096,0.31586013830346304,1.4237224258654184,50,0.0,46.0,3.5044042520615557,0.351017817350784,0.12677764892578125
count_range,206:10:78,train/branched_low_rough_3,175,train/sheet_low_sparse_4,130,23,23,20.5594425201416,20.57200813293457,4.893960952758789,10,1.34056711865661,3.5855650355798474,1.8116547405843715,1.817420266697786,0.6671653503145505,0.17542958778163248,0.15740506190381706,0.12760726064827194,0.06628571450710297,0.46071868307461533,1.2556671413612224,72,0.0,2.0,0.4926038083816119,1.5115962788001052,0.7482257573284236,0.07942430143504363,0.6783005344945044,0.319066843759468,0.0026326217460275535,0.12834639244985283,0.0714285746216774,0.1378691643576783,1.2219300539455937,80,6.0,75.0,2.7213900823480746,0.15477244015778951,0.01256561279296875
count_range,206:10:78,train/branched_low_rough_3,176,train/branched_raised_sparse_6,274,32,32,20.714038848876953,20.422466278076172,4.246453285217285,10,1.222143235683712,3.8186989624880683,1.6152407544299532,1.286753596827635,0.6811481070394778,0.21451111308288975,0.10434077987763248,0.13249256587650088,0.04714285582304001,0.7274301431255994,2.561002126256613,71,0.0,1.0,0.31487605082860504,0.7876157492946716,0.7742623046583562,0.382396794457351,0.22290337322813178,0.5918382058823317,0.18525842088953645,0.12579405923575254,0.22857142984867096,0.31586013830346304,1.4237224258654184,50,0.0,46.0,3.8813470648771426,0.458244733811346,0.29157257080078125
count_range,206:10:78,train/branched_low_rough_3,177,train/branched_raised_sparse_5,280,25,25,21.00844383239746,20.948619842529297,2.7788546085357666,10,1.0254789709456555,3.4472254320271474,2.353745986666911,1.2564134709644894,0.47261939889714005,0.25307901655322373,0.27430158454963616,0.13829034727041287,0.04942857101559639,0.6465030758973144,2.681622413414118,71,0.0,2.0,0.3706194864538525,1.1451176783464092,0.8699740955354506,0.27956003614422925,0.7373571518559662,0.18571100893011813,0.07693183921391569,0.13572652673255572,0.22828571498394012,0.2562714722918429,1.1672564411621527,50,0.0,61.0,2.766932145844799,0.2647377529588261,0.05982398986816406
count_range,206:10:78,train/branched_low_rough_3,178,train/branched_raised_sparse_3,114,22,22,21.16901397705078,21.141014099121094,41.85243225097656,10,0.8838202096785082,1.790489438707587,1.359011961367307,0.7583860058867931,0.5008479925859721,0.403096852964657,0.09605515444937088,0.1343813156531979,0.05171428620815277,1.0384807706649526,3.1486655086085715,70,0.0,0.0,0.3809349624597041,0.9657978367336051,0.8010982694167061,0.29076289621554363,0.3190895072873256,0.5485139372541937,0.13239655545848067,0.13111571399600025,0.15785714983940125,0.160450308229767,0.6149689799169372,51,4.0,119.0,2.3201341351596207,0.18175848529864652,0.0279998779296875
count_range,206:10:78,train/branched_low_rough_3,179,train/contacts_raised_rough_2,267,29,29,21.37310218811035,21.46977424621582,5.196778774261475,10,1.2523098735062246,3.7788561515608077,1.6296118054845885,1.3456220947290751,0.773385579760523,0.12618226357602688,0.1004321566634501,0.15503540971900037,0.04399999976158142,0.8889155175159595,2.4746676500685263,71,0.0,1.0,0.4166899624440752,1.323131645422336,0.2939636883739336,0.1540471109377436,0.9348991021962473,0.056773226377476275,0.008327671426276481,0.1308866884281426,0.18028570711612701,0.36661486583555003,1.3097958670836893,99,3.0,97.0,3.0053756662648183,0.16151352243572425,0.09667205810546875
count_range,206:10:78,train/branched_low_rough_3,180,train/branched_raised_sparse_6,277,28,28,21.484392166137695,21.334716796875,3.2201120853424072,10,1.1184712985213594,3.675828792764643,1.7453348109799853,1.2177177024690211,0.6107100657974603,0.27232542590418735,0.1169645082983522,0.13454669127019858,0.05542857199907303,0.9056427092421085,2.7695560582848446,71,0.0,0.5,0.3109961903505123,0.8447929870902828,0.6822036480138357,0.3038486332807234,0.25932396435806726,0.6066262774242989,0.13404975821763387,0.12764389926273972,0.21799999475479126,0.43338499730914243,1.306689705299295,50,0.0,65.5,3.5964147897142142,0.3513861014393931,0.1496753692626953
count_range,206:10:78,train/branched_low_rough_3,181,train/solid_raised_rough_7,393,20,20,21.65903091430664,21.642730712890625,5.349705219268799,10,1.0773807041623873,3.450758006139314,2.1098441960709637,1.3547875164301564,0.5961468564524497,0.18729871588116537,0.2165544276663849,0.17037328391307305,0.0535714291036129,0.7768271564432069,2.479885517205102,71,0.0,1.0,0.34902242343089995,1.238506303171539,0.3447899666954174,0.22868530982994584,0.8808862158507366,0.07463379787818504,0.04447998627107836,0.1424030017288686,0.03228571265935898,0.12867436704902768,1.0739832428962135,80,7.0,89.0,3.0868523963924885,0.2847393593982869,0.016300201416015625
count_range,206:10:78,train/branched_low_rough_3,182,train/contacts_low_sparse_2,417,14,14,21.7960262298584,21.79500961303711,7.00082540512085,10,1.31689178292546,3.538932275039651,1.6671114930946862,1.0710504051914036,0.6964256578169575,0.25043339053079544,0.053140951652247095,0.1785984795497802,0.05728571489453316,0.8504023985873769,1.990748483072327,71,0.0,1.0,0.4231505793704292,1.3373242242027663,0.24420827528996625,0.11242533807514604,0.9701754612966771,0.0255091544694407,0.004315384233882243,0.13591268185486532,0.1655714213848114,0.13569260901236763,1.265433817190667,50,4.0,39.0,3.1121114967743977,0.27374980347971956,0.0010166168212890625
count_range,206:10:78,train/branched_low_rough_3,183,train/branched_raised_rough_4,267,25,25,21.995361328125,22.000417709350586,1.3695849180221558,10,1.264856295062231,3.7489181280832615,1.890268089348727,1.2949842947983115,0.6711266614686604,0.210378667153902,0.11849467137743758,0.15256375446405204,0.051428571343421936,0.7114152017992079,2.3192616374832378,71,0.0,1.0,0.5039047574238714,1.6112415394202655,0.41112420375080133,0.14032095242320242,0.9351462600210613,0.04799063261999656,0.01686310735894225,0.1281069032096484,0.26914286613464355,0.13589002255409166,1.1814929020850002,99,4.0,180.0,2.5101098499815655,0.26401959855240087,0.0050563812255859375
count_range,206:10:78,train/branched_low_rough_3,184,train/solid_raised_rough_6,35,24,24,22.202617645263672,22.227577209472656,43.39112091064453,10,1.3442357004640788,3.8981360365837534,2.048012659243482,1.2750222692633384,0.6961600178018417,0.23312260413133418,0.0707173780668242,0.17998550322226553,0.06885714083909988,0.9329883830829824,0.9329883830829824,72,0.0,0.0,0.43602908091455017,1.4664314619313026,0.8005922261959455,0.28767684948191374,0.6031115288524576,0.34738093201700704,0.04950753913053544,0.13498608520926092,0.04557143151760101,1.3971164853848743,1.3971164853848743,10,0.0,5.0,3.0829037770705767,0.11425832788567286,0.024959564208984375
count_range,206:10:78,train/branched_low_rough_3,185,train/branched_raised_sparse_4,267,29,29,22.2403621673584,22.148653030395508,44.14777374267578,10,1.2444477367383806,3.970598648250557,1.6654154797770917,1.3274519274204668,0.7221858868552795,0.15822482766075988,0.1195892854839606,0.1763236869062174,0.05428571254014969,0.7283661872579944,1.9314882900471368,71,0.0,1.0,0.3144007566658379,0.8881761860317652,0.6656079331533945,0.4144401446560174,0.36241418033276734,0.4919184363666344,0.14566738330059828,0.13545718945042928,0.22657142579555511,0.18117059455206705,1.0118159194121013,51,3.0,56.0,3.958157575495427,0.35977170652251217,0.09170913696289062
count_range,206:10:78,train/branched_low_rough_3,186,train/elongated_low_sparse_5,295,23,23,22.504362106323242,22.500810623168945,44.801605224609375,10,1.3183200101857762,3.8445529882634557,1.5939655001265436,1.4002052584302769,0.7261242905653936,0.14507519654961754,0.12880051288498875,0.1541087451669671,0.05057142674922943,0.7225440887140256,2.258990460003436,71,0.0,1.0,0.5593542671594696,1.9720858335307,0.23057080581913317,0.06740183863477714,0.9749845001188262,0.024106880396004404,0.00090861948516936,0.15085536448468115,0.12200000137090683,0.3338688140377614,0.5131747730828979,51,0.0,66.0,2.3568605579439135,0.24886020955343258,0.003551483154296875
count_range,206:10:78,train/branched_low_rough_3,187,train/sheet_raised_sparse_7,310,22,22,22.596012115478516,22.598583221435547,45.159183502197266,10,1.2602138523478568,3.879664029648156,1.6554367153746137,1.6648824224768977,0.6838155210802439,0.1481522768900072,0.16803220202974883,0.1925382684248639,0.049000002443790436,0.46217803663301826,1.8842662407458186,71,0.0,2.0,0.26391182281737624,0.7158286632608377,0.5677969344243282,0.034853760564768715,0.47051121170215005,0.5273166898842822,0.0021720984135678825,0.13480316229376774,0.2549999952316284,0.15983760826777835,1.7290175553196523,50,3.5,47.0,4.775132235056818,0.37916441299427495,0.00257110595703125
count_range,206:10:78,train/branched_low_rough_3,188,train/solid_raised_rough_7,211,21,21,22.732440948486328,22.748794555664062,45.19407653808594,10,1.04302390320911,3.5469093588561544,2.195596172034449,1.130137928119811,0.557467358315117,0.3088220505611246,0.13371059112375835,0.17399872584361,0.07771428674459457,1.5270719472257759,2.090430794318295,71,0.0,0.0,0.36764949406766423,1.3033203780565605,0.36556068697730865,0.28754126450328227,0.8859327237786387,0.05403680831905666,0.06003046790230467,0.14585235876139616,0.050285715609788895,0.5469098063759755,0.6412437524319475,80,0.0,65.0,2.8370062247852466,0.3284653654635218,0.016353607177734375
count_range,206:10:78,train/branched_low_rough_3,189,train/contacts_raised_rough_2,272,24,24,22.97026824951172,23.053485870361328,3.42704701423645,10,1.317241883201331,3.867754742745678,1.5942915015398873,1.3738980792917657,0.7405597871565132,0.14003959362928392,0.11940061921420288,0.14511817758747433,0.06942857056856155,0.8086878531094788,1.7960049070753645,71,0.0,1.0,0.4074243734473255,1.2751364721403629,0.3377883453004372,0.31516827712518647,0.9203279667183561,0.04813223511371475,0.031539798167929005,0.14266445790418536,0.20528572797775269,0.16679030780194412,1.0132155234113003,99,4.5,88.0,3.233095438193348,0.179768179561843,0.08321762084960938
count_range,206:10:78,train/branched_low_rough_3,190,train/contacts_low_sparse_6,327,18,18,23.142637252807617,23.140666961669922,46.081146240234375,10,1.108759044880634,3.465847087747434,2.3676203361893116,1.3096971350556994,0.5256670224974666,0.32198560493486034,0.1523473725676731,0.14660585606673043,0.08542857319116592,1.0858510593172306,2.069541611728195,71,0.0,0.0,0.4898320899931914,1.4471670723199144,0.7765426567101759,0.10947204534053456,0.7164281409339942,0.27747947202196377,0.006092387044042172,0.14786829103808952,0.10328571498394012,0.3553450755340331,1.9113816104808858,72,0.0,41.5,2.2635492192764373,0.19076111843652765,0.0019702911376953125
count_range,206:10:78,train/branched_low_rough_3,191,train/sheet_low_sparse_8,138,15,15,23.238847732543945,23.26212501525879,1.721306324005127,10,0.8169865650959027,1.7639773284233051,1.339857949378518,0.8165660423836756,0.7413914561370926,0.15737104943627056,0.10123749442663678,0.14549030487645526,0.07428571581840515,1.5286737784672664,3.1810136917324647,51,0.0,0.0,0.6737052856562815,1.9795864750522685,0.8190318456716386,0.034809186048446496,0.8907394623018139,0.10898109811660409,0.0002794395815820845,0.14432321179867588,0.047428570687770844,0.14141004894198997,0.8578872512157911,51,5.0,62.0,1.2126764959251366,0.14934800616472133,0.02327728271484375
count_range,206:10:78,train/branched_low_rough_3,192,train/elongated_raised_sparse_6,148,18,18,23.317306518554688,23.298572540283203,46.451683044433594,10,0.7924970976361996,1.7645543585441688,1.2290943262157086,0.5669543415181195,0.7254838053766756,0.23685166010367514,0.037664534519649275,0.15265354747000232,0.05628571659326553,1.5682745087655867,3.1128232383372505,70,0.0,0.0,0.5705959136993755,2.167456787488398,0.4660295882481642,0.06711624687275765,0.9330734635420156,0.06557286367763349,0.001353672780350874,0.14904807656914434,0.29814285039901733,0.2046877097879328,3.672051499408821,70,0.0,17.0,1.3888937488145685,0.20758965816534003,0.018733978271484375
count_range,206:10:78,train/branched_low_rough_3,193,train/sheet_low_sparse_4,139,17,17,23.499847412109375,23.501903533935547,3.2421231269836426,10,1.0826317024446228,3.4514041101517012,1.8234848412743934,1.2814876817404892,0.5637369184461442,0.21790800109195044,0.21835508046190544,0.1827299429671407,0.06199999898672104,1.9533003715746162,2.2504521691744817,71,0.0,0.0,0.47143186346807175,1.3776971709172463,0.841126969716089,0.047608890761315886,0.5325899638082158,0.4662330180616956,0.001177018130088585,0.14639595437035988,0.07599999755620956,0.14894628678751734,1.4519526501143654,80,4.0,54.0,2.296475453483948,0.24832501696974515,0.002056121826171875
