model,kind,key,normal,anomaly,pooled_AP_credit,observations,fp50,fn50,fp75,fn75,fp90,fn90,fp95,fn95,fp99,fn99
ap,sequence,139,10201337,2844,2.583303057249386,99,133,1456,1100,267,4860,42,11448,0,95425,0
ap,sequence,140,8008759,1465,1.4488211607016566,75,189,392,1390,58,5066,0,10564,0,73395,0
ap,sequence,141,31991712,18389,18.526239199496477,307,3094,3835,9277,801,23495,258,45087,96,283977,1
ap,sequence,142,8365690,1596,0.7243694970107598,87,111,1440,890,1074,3923,777,8633,653,87389,193
ap,sequence,143,7571268,3085,1.9942728300917159,91,54,2616,715,1445,3782,637,9171,291,76055,58
ap,sequence,144,7455833,4508,4.359146027473904,79,250,1171,2280,73,7120,18,14476,11,101745,0
ap,sequence,145,8379629,3712,3.887368480738049,92,359,434,2302,57,6195,12,13263,5,104174,0
ap,sequence,146,5166306,1455,1.3556015682054932,57,167,499,1157,179,2894,64,5518,38,54389,22
ap,sequence,147,10820924,2811,2.9087183035667037,111,609,408,2935,61,8780,10,16872,7,113477,0
ap,sequence,148,11781979,3050,3.1100106297056405,115,380,561,2477,71,8851,20,17932,7,118298,0
ap,sequence,149,10115079,2800,2.8222971733772133,102,285,662,1779,83,6464,7,13285,0,99352,0
ap,sequence,150,15720518,5344,5.150349967068584,156,472,1624,3107,283,10276,82,20360,48,150308,1
ap,sequence,151,4798697,1054,1.0100742270496923,51,185,354,1054,98,2728,13,5085,7,47337,2
ap,sequence,152,5935012,1029,0.9862216612950601,61,159,282,1385,84,4939,28,10295,10,64640,0
ap,sequence,153,6498230,3149,3.2537979555728627,75,673,413,2815,54,8036,17,13357,15,76147,0
ap,sequence,169,6556876,2334,0.6895060309061196,63,82,2320,426,2094,1682,1587,3984,1230,50135,467
ap,unassigned_anomaly,149:0,0,1,0.0011192863077014727,1,0,0,0,0,0,0,0,0,0,0
b1547,distance,0,75329674,14929,11.787700058460418,1956,5234,8106,10043,3491,25123,731,39782,151,179219,0
b1547,distance,1,80729672,51218,40.918042873858404,1960,2219,23514,14529,12901,52658,6048,115806,3342,796699,665
b1547,distance,2,28526437,16191,13.813681477855233,1960,1864,7384,8540,2974,25784,1179,58001,575,370545,142
b1547,distance,3,6585100,4204,3.1474174706400944,1960,47,3512,894,1696,5286,443,15501,154,128958,35
b1547,distance,4,2621587,957,0.5108598209954411,1960,27,946,576,794,4006,348,11478,151,98145,28
b1547,normal_semantic,10,296404,0,0.0,526,77,0,87,0,104,0,191,0,1644,0
b1547,normal_semantic,11,1183,0,0.0,134,0,0,0,0,1,0,2,0,35,0
b1547,normal_semantic,15,29,0,0.0,11,0,0,0,0,0,0,0,0,0,0
b1547,normal_semantic,18,1186,0,0.0,91,0,0,0,0,0,0,0,0,0,0
b1547,normal_semantic,20,904,0,0.0,116,0,0,17,0,22,0,27,0,29,0
b1547,normal_semantic,30,13403,0,0.0,135,0,0,0,0,0,0,0,0,29,0
b1547,normal_semantic,31,6,0,0.0,2,0,0,0,0,0,0,0,0,0,0
b1547,normal_semantic,32,5,0,0.0,3,2,0,2,0,2,0,2,0,2,0
b1547,normal_semantic,40,188179854,0,0.0,1960,4698,0,25589,0,92809,0,213388,0,1505246,0
b1547,normal_semantic,48,259333,0,0.0,76,1,0,34,0,174,0,531,0,9757,0
b1547,normal_semantic,49,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
b1547,normal_semantic,50,3953975,0,0.0,732,4497,0,8564,0,18054,0,23815,0,47696,0
b1547,normal_semantic,51,175246,0,0.0,205,0,0,0,0,0,0,0,0,7,0
b1547,normal_semantic,70,905135,0,0.0,639,116,0,289,0,1691,0,2611,0,9116,0
b1547,normal_semantic,71,1070,0,0.0,88,0,0,0,0,0,0,1,0,2,0
b1547,normal_semantic,72,15,0,0.0,12,0,0,0,0,0,0,0,0,2,0
b1547,normal_semantic,80,4718,0,0.0,130,0,0,0,0,0,0,0,0,1,0
b1547,normal_semantic,81,3,0,0.0,2,0,0,0,0,0,0,0,0,0,0
b1547,object,125:1,0,25871,17.122289932839344,210,0,22375,0,14159,0,5756,0,2726,0,353
b1547,object,137:3,0,749,0.6535508173028035,46,0,352,0,108,0,45,0,17,0,2
b1547,object,138:4,0,175,0.15420649558566044,68,0,63,0,19,0,5,0,2,0,0
b1547,object,138:5,0,2079,1.8642318980517227,83,0,476,0,152,0,44,0,4,0,0
b1547,object,139:7,0,2844,2.51845721300899,99,0,1202,0,276,0,52,0,7,0,0
b1547,object,140:1,0,1465,1.3500259031594646,75,0,380,0,68,0,10,0,5,0,0
b1547,object,141:4,0,15929,13.976755064194071,285,0,3219,0,933,0,181,0,9,0,0
b1547,object,141:5,0,2460,2.100112642938382,267,0,1343,0,461,0,123,0,60,0,1
b1547,object,142:2,0,615,0.3007908894285813,59,0,572,0,460,0,280,0,189,0,85
b1547,object,142:3,0,981,0.3861966615334867,55,0,923,0,762,0,564,0,481,0,269
b1547,object,143:3,0,3085,2.3853400393388977,91,0,1927,0,827,0,390,0,250,0,52
b1547,object,144:2,0,531,0.5061497831990501,73,0,127,0,4,0,0,0,0,0,0
b1547,object,144:3,0,552,0.44545718843134846,60,0,340,0,147,0,56,0,26,0,3
b1547,object,144:4,0,144,0.11268122254960114,56,0,104,0,52,0,10,0,1,0,0
b1547,object,144:5,0,3281,3.0229654764842895,79,0,1458,0,102,0,1,0,1,0,0
b1547,object,145:1,0,2267,2.0295794020367213,92,0,338,0,102,0,8,0,3,0,0
b1547,object,145:2,0,1445,1.3154347039053595,92,0,454,0,155,0,23,0,3,0,0
b1547,object,146:2,0,1455,1.2738500110168494,57,0,539,0,191,0,44,0,25,0,9
b1547,object,147:2,0,2811,2.5961291527177974,111,0,608,0,131,0,16,0,2,0,0
b1547,object,148:2,0,3050,2.7721059387071447,115,0,805,0,182,0,15,0,2,0,0
b1547,object,149:2,0,455,0.38504176487466824,94,0,225,0,94,0,22,0,9,0,0
b1547,object,149:3,0,2344,2.1871169950761735,102,0,354,0,72,0,8,0,1,0,0
b1547,object,150:2,0,686,0.5911038320761489,125,0,384,0,108,0,39,0,10,0,0
b1547,object,150:3,0,545,0.4927919729131018,117,0,144,0,46,0,10,0,2,0,1
b1547,object,150:4,0,4113,3.640023361374014,156,0,1284,0,434,0,120,0,42,0,0
b1547,object,151:1,0,1054,0.9473236086885017,51,0,397,0,81,0,11,0,6,0,4
b1547,object,152:1,0,1029,0.8919414125448365,61,0,358,0,166,0,89,0,23,0,2
b1547,object,153:30550,0,1020,0.9323609649619611,75,0,183,0,31,0,7,0,2,0,0
b1547,object,153:30551,0,2129,1.8659040213790863,75,0,393,0,55,0,8,0,0,0,0
b1547,object,169:1,0,2334,1.3567957879763246,63,0,2135,0,1478,0,812,0,465,0,89
b1547,object_returns,0,0,1535,1.1372596869248277,705,0,1098,0,634,0,235,0,97,0,12
b1547,object_returns,1,0,4494,3.4361339291745208,676,0,2980,0,1621,0,581,0,247,0,82
b1547,object_returns,2,0,8579,7.195194877617357,612,0,4637,0,1746,0,607,0,401,0,137
b1547,object_returns,3,0,17036,14.41325682528583,551,0,6743,0,3004,0,1306,0,706,0,261
b1547,object_returns,4,0,18031,15.801728994601385,256,0,5830,0,1624,0,624,0,242,0,19
b1547,object_returns,5,0,14543,11.056979765538687,107,0,7285,0,4536,0,2224,0,1300,0,139
b1547,object_returns,6,0,23280,17.136160079151797,85,0,14889,0,8691,0,3172,0,1380,0,220
b1547,sequence,125,21450882,25871,17.122289932839344,210,1329,22375,7067,14159,24121,5756,60050,2726,404627,353
b1547,sequence,137,4652268,749,0.6535508173028035,46,43,352,455,108,1704,45,4130,17,30315,2
b1547,sequence,138,8321471,2254,2.0184383936373833,83,197,539,1733,171,4660,49,8537,6,50982,0
b1547,sequence,139,10201337,2844,2.51845721300899,99,72,1202,486,276,2605,52,7601,7,65332,0
b1547,sequence,140,8008759,1465,1.3500259031594646,75,404,380,1091,68,4208,10,8599,5,50908,0
b1547,sequence,141,31991712,18389,16.07686770713248,307,2756,4562,6983,1394,17904,304,34449,69,204665,1
b1547,sequence,142,8365690,1596,0.686987550962068,87,27,1495,309,1222,3140,844,6595,670,52158,354
b1547,sequence,143,7571268,3085,2.3853400393388977,91,102,1927,374,827,3579,390,8402,250,56428,52
b1547,sequence,144,7455833,4508,4.08725367066429,79,748,2029,2070,305,5965,67,11167,28,61048,3
b1547,sequence,145,8379629,3712,3.3450141059420817,92,135,792,1020,257,4087,31,8930,6,64004,0
b1547,sequence,146,5166306,1455,1.2738500110168494,57,103,539,980,191,3645,44,6490,25,34192,9
b1547,sequence,147,10820924,2811,2.596129152717798,111,520,608,1895,131,6638,16,13343,2,80967,0
b1547,sequence,148,11781979,3050,2.7721059387071447,115,856,805,2954,182,6636,15,13206,2,80425,0
b1547,sequence,149,10115079,2800,2.5731463034660647,102,852,579,1888,166,5043,30,9804,10,67953,0
b1547,sequence,150,15720518,5344,4.723919166363266,156,691,1812,1932,588,6641,169,14087,54,102100,1
b1547,sequence,151,4798697,1054,0.9473236086885017,51,59,397,585,81,3334,11,5333,6,29645,4
b1547,sequence,152,5935012,1029,0.8919414125448365,61,63,358,746,166,2891,89,6888,23,40549,2
b1547,sequence,153,6498230,3149,2.798264986341047,75,429,576,1887,86,4857,15,9332,2,48042,0
b1547,sequence,169,6556876,2334,1.3567957879763246,63,5,2135,127,1478,1199,812,3625,465,49226,89
b1547,unassigned_anomaly,149:0,0,1,0.0009875435152230108,1,0,0,0,0,0,0,0,0,0,0
lr,distance,0,75329674,14929,12.582887744304191,1956,177,9513,10931,4181,34391,778,69655,227,332102,5
lr,distance,1,80729672,51218,45.15360508877798,1960,3389,22087,20618,12881,56218,6206,101359,3262,426404,633
lr,distance,2,28526437,16191,14.731561856819214,1960,2004,7933,10270,2836,26111,1026,48982,483,272475,107
lr,distance,3,6585100,4204,3.2039641402724213,1960,200,3283,1396,1380,5794,545,14816,282,94207,70
lr,distance,4,2621587,957,0.5874740713291844,1960,23,902,975,569,6395,193,17153,106,91728,58
lr,normal_semantic,10,296404,0,0.0,526,77,0,91,0,573,0,1310,0,12100,0
lr,normal_semantic,11,1183,0,0.0,134,0,0,0,0,1,0,3,0,18,0
lr,normal_semantic,15,29,0,0.0,11,0,0,0,0,0,0,0,0,0,0
lr,normal_semantic,18,1186,0,0.0,91,0,0,0,0,0,0,0,0,1,0
lr,normal_semantic,20,904,0,0.0,116,0,0,17,0,17,0,22,0,31,0
lr,normal_semantic,30,13403,0,0.0,135,0,0,0,0,0,0,5,0,16,0
lr,normal_semantic,31,6,0,0.0,2,0,0,0,0,0,0,0,0,0,0
lr,normal_semantic,32,5,0,0.0,3,2,0,2,0,2,0,2,0,2,0
lr,normal_semantic,40,188179854,0,0.0,1960,5693,0,37582,0,108993,0,221808,0,1144550,0
lr,normal_semantic,48,259333,0,0.0,76,0,0,16,0,165,0,450,0,3466,0
lr,normal_semantic,49,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
lr,normal_semantic,50,3953975,0,0.0,732,21,0,6236,0,17479,0,25737,0,48291,0
lr,normal_semantic,51,175246,0,0.0,205,0,0,0,0,0,0,0,0,7,0
lr,normal_semantic,70,905135,0,0.0,639,0,0,246,0,1679,0,2628,0,8426,0
lr,normal_semantic,71,1070,0,0.0,88,0,0,0,0,0,0,0,0,2,0
lr,normal_semantic,72,15,0,0.0,12,0,0,0,0,0,0,0,0,1,0
lr,normal_semantic,80,4718,0,0.0,130,0,0,0,0,0,0,0,0,5,0
lr,normal_semantic,81,3,0,0.0,2,0,0,0,0,0,0,0,0,0,0
lr,object,125:1,0,25871,16.340066269500653,210,0,24431,0,14578,0,5323,0,2384,0,345
lr,object,137:3,0,749,0.7247505172681751,46,0,285,0,83,0,20,0,7,0,2
lr,object,138:4,0,175,0.17216102295002617,68,0,66,0,15,0,5,0,4,0,1
lr,object,138:5,0,2079,2.1124604629618178,83,0,563,0,126,0,33,0,15,0,1
lr,object,139:7,0,2844,2.8435208122798996,99,0,930,0,163,0,14,0,2,0,0
lr,object,140:1,0,1465,1.5322002385947684,75,0,266,0,32,0,9,0,4,0,0
lr,object,141:4,0,15929,16.403679282512616,285,0,3495,0,953,0,239,0,54,0,0
lr,object,141:5,0,2460,2.311886236324064,267,0,1135,0,301,0,91,0,36,0,1
lr,object,142:2,0,615,0.3335688468729768,59,0,564,0,414,0,237,0,126,0,32
lr,object,142:3,0,981,0.4886762378951178,55,0,839,0,581,0,478,0,409,0,211
lr,object,143:3,0,3085,2.156334680411715,91,0,2665,0,1435,0,557,0,191,0,29
lr,object,144:2,0,531,0.5743024336573961,73,0,40,0,3,0,0,0,0,0,0
lr,object,144:3,0,552,0.5400549819343872,60,0,167,0,45,0,39,0,19,0,0
lr,object,144:4,0,144,0.14288320944561203,56,0,57,0,5,0,0,0,0,0,0
lr,object,144:5,0,3281,3.5350661093703732,79,0,190,0,9,0,0,0,0,0,0
lr,object,145:1,0,2267,2.4682507436010144,92,0,178,0,21,0,3,0,3,0,0
lr,object,145:2,0,1445,1.519263602353724,92,0,284,0,34,0,6,0,3,0,0
lr,object,146:2,0,1455,1.4461229959648159,57,0,454,0,126,0,42,0,26,0,14
lr,object,147:2,0,2811,2.9761874964531665,111,0,411,0,71,0,21,0,6,0,0
lr,object,148:2,0,3050,3.2108986227600136,115,0,552,0,72,0,22,0,10,0,0
lr,object,149:2,0,455,0.4372665024104716,94,0,210,0,44,0,10,0,2,0,0
lr,object,149:3,0,2344,2.4697974057094707,102,0,461,0,42,0,2,0,0,0,0
lr,object,150:2,0,686,0.6315786680453093,125,0,410,0,76,0,14,0,2,0,0
lr,object,150:3,0,545,0.5386172008561911,117,0,189,0,37,0,10,0,3,0,1
lr,object,150:4,0,4113,4.022005207713278,156,0,1536,0,322,0,81,0,26,0,5
lr,object,151:1,0,1054,1.043413747649517,51,0,378,0,73,0,19,0,10,0,6
lr,object,152:1,0,1029,1.0124334042142242,61,0,298,0,128,0,47,0,21,0,0
lr,object,153:30550,0,1020,1.0764730840752808,75,0,163,0,26,0,3,0,2,0,0
lr,object,153:30551,0,2129,2.2894992075024105,75,0,204,0,29,0,4,0,1,0,0
lr,object,169:1,0,2334,0.9049489585444062,63,0,2297,0,2003,0,1419,0,994,0,225
lr,object_returns,0,0,1535,1.2258921994954173,705,0,1063,0,479,0,182,0,70,0,6
lr,object_returns,1,0,4494,3.690796905335573,676,0,2891,0,1252,0,460,0,274,0,124
lr,object_returns,2,0,8579,7.818690858174093,612,0,4207,0,1330,0,558,0,335,0,103
lr,object_returns,3,0,17036,15.972715881553464,551,0,6713,0,2603,0,1142,0,602,0,195
lr,object_returns,4,0,18031,17.998800521886686,256,0,4916,0,1654,0,617,0,329,0,57
lr,object_returns,5,0,14543,11.559344453791953,107,0,7423,0,5553,0,2954,0,1502,0,263
lr,object_returns,6,0,23280,17.99212736959572,85,0,16505,0,8976,0,2835,0,1248,0,125
lr,sequence,125,21450882,25871,16.340066269500653,210,573,24431,4796,14578,17040,5323,36980,2384,212206,345
lr,sequence,137,4652268,749,0.7247505172681751,46,63,285,555,83,2336,20,4843,7,25730,2
lr,sequence,138,8321471,2254,2.2846214859118423,83,273,629,2113,141,6255,38,9981,19,49240,2
lr,sequence,139,10201337,2844,2.8435208122799,99,136,930,817,163,3378,14,7681,2,50491,0
lr,sequence,140,8008759,1465,1.5322002385947682,75,176,266,1989,32,4805,9,9584,4,42227,0
lr,sequence,141,31991712,18389,18.71556551883668,307,1552,4630,8516,1254,19262,330,34820,90,151758,1
lr,sequence,142,8365690,1596,0.822245084768095,87,37,1403,617,995,3452,715,10011,535,49618,243
lr,sequence,143,7571268,3085,2.156334680411715,91,5,2665,3355,1435,8783,557,15673,191,64424,29
lr,sequence,144,7455833,4508,4.792306734407769,79,416,454,2657,62,6603,39,11299,19,52359,0
lr,sequence,145,8379629,3712,3.9875143459547386,92,234,462,1965,55,5909,9,11920,6,57249,0
lr,sequence,146,5166306,1455,1.4461229959648159,57,216,454,2500,126,5378,42,8343,26,33166,14
lr,sequence,147,10820924,2811,2.9761874964531665,111,489,411,2740,71,8948,21,15658,6,63771,0
lr,sequence,148,11781979,3050,3.2108986227600136,115,396,552,2681,72,7728,22,16021,10,73507,0
lr,sequence,149,10115079,2800,2.9081886197900086,102,198,671,1372,86,6563,12,12623,2,58998,0
lr,sequence,150,15720518,5344,5.192201076614776,156,249,2135,2154,435,7712,105,17935,31,85857,6
lr,sequence,151,4798697,1054,1.043413747649517,51,150,378,1228,73,3326,19,6631,10,35860,6
lr,sequence,152,5935012,1029,1.0124334042142242,61,133,298,1410,128,4400,47,8796,21,41150,0
lr,sequence,153,6498230,3149,3.365972291577691,75,490,367,2489,55,6144,7,10954,3,48106,0
lr,sequence,169,6556876,2334,0.9049489585444059,63,7,2297,236,2003,887,1419,2212,994,21199,225
lr,unassigned_anomaly,149:0,0,1,0.0011247116700644404,1,0,0,0,0,0,0,0,0,0,0
m1547,distance,0,75329674,14929,12.043467163976945,1956,4283,9787,13947,3720,36161,476,75246,104,333824,43
m1547,distance,1,80729672,51218,41.6629197292852,1960,2464,23413,17502,14311,57003,6805,142489,3475,981343,610
m1547,distance,2,28526437,16191,14.22022487669332,1960,1794,7169,10906,2407,29570,971,65306,469,453548,92
m1547,distance,3,6585100,4204,3.4123999913987313,1960,313,2528,2085,967,6774,355,17049,215,148833,78
m1547,distance,4,2621587,957,0.6513372396566316,1960,74,813,1843,381,8227,134,19212,98,107740,50
m1547,normal_semantic,10,296404,0,0.0,526,77,0,88,0,135,0,273,0,2676,0
m1547,normal_semantic,11,1183,0,0.0,134,0,0,1,0,4,0,4,0,22,0
m1547,normal_semantic,15,29,0,0.0,11,0,0,0,0,0,0,0,0,0,0
m1547,normal_semantic,18,1186,0,0.0,91,0,0,0,0,0,0,0,0,1,0
m1547,normal_semantic,20,904,0,0.0,116,17,0,22,0,22,0,23,0,30,0
m1547,normal_semantic,30,13403,0,0.0,135,0,0,0,0,0,0,4,0,161,0
m1547,normal_semantic,31,6,0,0.0,2,0,0,0,0,0,0,0,0,0,0
m1547,normal_semantic,32,5,0,0.0,3,2,0,2,0,2,0,2,0,2,0
m1547,normal_semantic,40,188179854,0,0.0,1960,4827,0,34453,0,112643,0,279687,0,1928871,0
m1547,normal_semantic,48,259333,0,0.0,76,0,0,34,0,219,0,1272,0,14982,0
m1547,normal_semantic,49,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
m1547,normal_semantic,50,3953975,0,0.0,732,3872,0,11097,0,22626,0,33772,0,65528,0
m1547,normal_semantic,51,175246,0,0.0,205,0,0,0,0,0,0,0,0,9,0
m1547,normal_semantic,70,905135,0,0.0,639,133,0,586,0,2084,0,4264,0,13000,0
m1547,normal_semantic,71,1070,0,0.0,88,0,0,0,0,0,0,0,0,0,0
m1547,normal_semantic,72,15,0,0.0,12,0,0,0,0,0,0,0,0,1,0
m1547,normal_semantic,80,4718,0,0.0,130,0,0,0,0,0,0,1,0,5,0
m1547,normal_semantic,81,3,0,0.0,2,0,0,0,0,0,0,0,0,0,0
m1547,object,125:1,0,25871,15.389112857548664,210,0,24954,0,15042,0,5354,0,2301,0,245
m1547,object,137:3,0,749,0.6794260196370724,46,0,294,0,84,0,34,0,8,0,0
m1547,object,138:4,0,175,0.16815800618057905,68,0,47,0,6,0,4,0,4,0,1
