threshold,recall,precision,tp,fp
37.25,5.714351021154527e-05,1.0,5,0
37.0,0.0005371489959885256,1.0,47,0
36.75,0.0010742979919770512,0.9791666666666666,94,2
36.5,0.001485731265500177,0.935251798561151,130,9
36.25,0.0019771654533194665,0.865,173,27
36.0,0.0025600292574772285,0.835820895522388,224,44
35.75,0.0032457513800157717,0.8402366863905325,284,54
35.5,0.003942902204596624,0.8518518518518519,345,60
35.25,0.004902913176150585,0.8773006134969326,429,60
35.0,0.006102926890593035,0.898989898989899,534,60
34.75,0.007428656327500885,0.9154929577464789,650,60
34.5,0.008731528360324118,0.9271844660194175,764,60
34.25,0.010605835495262802,0.9392712550607287,928,60
34.0,0.012845861095555378,0.9485232067510548,1124,61
33.75,0.015177316312186426,0.9560835133189345,1328,61
33.5,0.017623058549240563,0.9613466334164589,1542,62
33.25,0.020525948867987063,0.9661108122646584,1796,63
33.0,0.023543126207156654,0.9698681732580038,2060,64
32.75,0.026548874844283935,0.9727805695142379,2323,65
32.5,0.02974891141613047,0.9752716373173473,2603,66
32.25,0.03284608966959622,0.9775510204081632,2874,66
32.0,0.035726122584258106,0.9793233082706767,3126,66
31.875,0.03782900376004297,0.9801599052413384,3310,67
31.75,0.03980616921336244,0.9811267605633803,3483,67
31.625,0.04181762077280883,0.9817547625436007,3659,68
31.5,0.04405764637310141,0.9826663267907214,3855,68
31.375,0.04610338403867473,0.9834227206240859,4034,68
31.25,0.04840055314917885,0.9841970718103649,4235,68
31.125,0.050686293557640656,0.984898956251388,4435,68
31.0,0.05320060800694865,0.9856023713741267,4655,68
30.875,0.055566349329706624,0.9858069748580698,4862,70
30.75,0.05811494988514154,0.9862296353762606,5085,71
30.625,0.06093783928959188,0.9864939870490287,5332,73
30.5,0.06360072686544989,0.9867021276595744,5565,75
30.375,0.06596646818820787,0.9868353564711917,5772,77
30.25,0.06881221499674282,0.9872110181997049,6021,78
30.125,0.07132652944605081,0.9875,6241,79
30.0,0.07362369855655493,0.9877338239803741,6442,80
29.875,0.07577229454050903,0.9879302637460885,6630,81
29.75,0.07819517937347856,0.9878717874675137,6842,84
29.625,0.08068663641870193,0.9876888640179071,7060,88
29.5,0.08332666659047532,0.9879403794037941,7291,89
29.375,0.08609241248471411,0.9883232747310418,7533,89
29.25,0.08850386861564132,0.9882593159775396,7744,92
29.125,0.09098389695882239,0.988452942637199,7961,93
29.0,0.09394393078778043,0.9883371407959601,8220,97
28.875,0.09672110538406153,0.98843728100911,8463,99
28.75,0.09955542349055418,0.9885383567862006,8711,101
28.625,0.10265260174401993,0.9885538190622937,8982,104
28.5,0.1056354929770626,0.9885561497326203,9243,107
28.375,0.10852695459376678,0.9885488236518842,9496,110
28.25,0.11154413193293637,0.9885546439785273,9760,113
28.125,0.1147327398027406,0.988187813761197,10039,120
28.0,0.11773848843986788,0.9880118922029347,10302,125
27.875,0.12101852592601059,0.9881485628966032,10589,127
27.75,0.12413856158356096,0.9879934509732582,10862,132
27.625,0.12719002502885748,0.9879272081668886,11129,136
27.5,0.13048149121704247,0.987544330075253,11417,144
27.375,0.1336700990868467,0.9875042215467748,11696,148
27.25,0.13690442176482018,0.9873887240356083,11979,153
27.125,0.13986445559377822,0.9873336022589754,12238,157
27.0,0.14337306712076708,0.9869404452836126,12545,166
26.875,0.14656167499057132,0.9867651585103109,12824,172
26.75,0.14965885324403708,0.9865893166578769,13095,178
26.625,0.15279031760362977,0.9862781261527112,13369,186
26.5,0.15617321340815324,0.9859307359307359,13665,195
26.375,0.15975039714739597,0.9858241060723605,13978,201
26.25,0.16311043554783483,0.9856353591160221,14272,208
26.125,0.16613904158904674,0.985025071147852,14537,221
26.0,0.16956765220173944,0.9849963486689238,14837,226
25.875,0.1725162573286552,0.9844779234331181,15095,238
25.75,0.17565915039029018,0.9844991032539072,15370,242
25.625,0.17907633230094058,0.9844191744675505,15669,248
25.5,0.18224208276666018,0.9841994815454882,15946,256
25.375,0.185933553526326,0.9839724204669167,16269,265
25.25,0.18927073452268026,0.9836075310328444,16561,276
25.125,0.1927450599435422,0.9830380041967824,16865,291
25.0,0.19627652887461572,0.98260670557272,17174,304
24.875,0.19981942650773152,0.9818610658729713,17484,323
24.75,0.20336232414084732,0.9817379310344828,17794,331
24.625,0.20672236254128618,0.9814432989690721,18088,342
24.5,0.20992239911313273,0.9809869685964537,18368,356
24.375,0.21338529583195237,0.9803622998162247,18671,374
24.25,0.21691676476302588,0.979966955803387,18980,388
24.125,0.22028823186550703,0.9795700564110382,19275,402
24.0,0.2237511285843267,0.9786553361659585,19578,427
23.875,0.2271911678990617,0.9781528317669635,19879,444
23.75,0.23101978308323523,0.9779390420899855,20214,456
23.625,0.23473411124698568,0.9776751713632902,20539,469
23.5,0.23800272003108608,0.97705733320822,20825,489
23.375,0.2415799037703288,0.9765314607779728,21138,508
23.25,0.2453399467422485,0.9758614419492682,21467,531
23.125,0.2487571286528989,0.9753540060942821,21766,550
23.0,0.2520714522451685,0.9748077433041633,22056,570
22.875,0.2559686396415959,0.9741638032273499,22397,594
22.75,0.25982011222985407,0.9737439499721592,22734,613
22.625,0.26336300986296984,0.9731829891465011,23044,635
22.5,0.26704305192059336,0.9726107226107226,23366,658
22.375,0.27072309397821687,0.9722940524565941,23688,675
22.25,0.27434599252562886,0.9717443225519168,24005,698
