threshold,recall,precision,tp,fp
37.25,0.00010285831838078149,1.0,9,0
37.0,0.0005942925062000709,0.9811320754716981,52,1
36.75,0.0011657276083155237,0.9714285714285714,102,3
36.5,0.0017028766043040492,0.9197530864197531,149,13
36.25,0.002342883918673356,0.8577405857740585,205,34
36.0,0.0029828912330426634,0.8365384615384616,261,51
35.75,0.0038171864821312245,0.8498727735368957,334,59
35.5,0.004880055772065966,0.8767967145790554,427,60
35.25,0.005965782466085327,0.8969072164948454,522,60
35.0,0.007348655413204722,0.914651493598862,643,60
34.75,0.009040103315466463,0.9294947121034077,791,60
34.5,0.011085840981039784,0.941747572815534,970,60
34.25,0.013337295283374666,0.9503257328990228,1167,61
34.0,0.016023040263317294,0.9576502732240437,1402,62
33.75,0.018697356541217614,0.9634864546525324,1636,62
33.5,0.021348815415033313,0.9668737060041408,1868,64
33.25,0.024377421456245215,0.9708693673190715,2133,64
33.0,0.028148893130207204,0.9739027283511269,2463,66
32.75,0.03094892513057292,0.9762076423936553,2708,66
32.5,0.03472039680453491,0.9787371134020618,3038,66
32.25,0.038903301752020024,0.9806972054163066,3404,67
32.0,0.04211476702590887,0.9818811617372768,3685,68
31.875,0.04451479445479377,0.9828412818571789,3895,68
31.75,0.04666339043874787,0.9836184052035654,4083,68
31.625,0.04885770123087121,0.9838895281933256,4275,70
31.5,0.05145201659447537,0.9842588543944032,4502,72
31.375,0.053829186619275646,0.9847376123771692,4710,73
31.25,0.05641207328083749,0.9854262327809942,4936,73
31.125,0.05851495445662236,0.9857527916827108,5120,74
31.0,0.06120069943656499,0.9861878453038674,5355,75
30.875,0.06397787403284609,0.9866055692633063,5598,76
30.75,0.06629790054743483,0.9867324374893689,5801,78
30.625,0.06913221865392748,0.9872694630324792,6049,78
30.5,0.07197796546246243,0.9874568830354343,6298,80
30.375,0.07460656693219352,0.9878934624697336,6528,80
30.25,0.0772351684019246,0.9881561631817517,6758,81
30.125,0.07970376804306335,0.988238628312314,6974,83
30.0,0.08235522691687905,0.9882062534284147,7206,86
29.875,0.08486954136618705,0.9882885280809156,7426,88
29.75,0.08736099841141041,0.9882352941176471,7644,91
29.625,0.09001245728522611,0.9882057716436637,7876,94
29.5,0.09307534943256494,0.9885894634620054,8144,94
29.375,0.09611538417581915,0.9889463781749764,8410,94
29.25,0.09910970411090413,0.9892767510837326,8672,94
29.125,0.10196687962148139,0.9889159831522943,8922,100
29.0,0.10516691619332792,0.9890369733447979,9202,102
28.875,0.1087898147407399,0.9886788533444121,9519,109
28.75,0.11178413467582486,0.9886788638431214,9781,112
28.625,0.11481274071703676,0.9884876512840697,10046,117
28.5,0.11819563652156025,0.988718929254302,10342,118
28.375,0.12130424347706831,0.9885442861134395,10614,123
28.25,0.1245728522611687,0.98848281490886,10900,127
28.125,0.12825289431879222,0.9886353625231257,11222,129
28.0,0.13173864844169647,0.9886782742945364,11527,132
27.875,0.13485868409924684,0.9883574838763716,11800,139
27.75,0.13810443547926263,0.9881429389156922,12084,145
27.625,0.14132732945519377,0.9878574852212814,12366,152
27.5,0.1448930844923942,0.9877678223607324,12678,157
27.375,0.14796740534177533,0.9874914194188086,12947,164
27.25,0.15113315580749495,0.9870866611928043,13224,173
27.125,0.15455033771814536,0.9867921774664331,13523,181
27.0,0.15810466405330348,0.9864517969195664,13834,190
26.875,0.16176184870684238,0.9862727336074141,14154,197
26.75,0.16507617229911198,0.985938566552901,14444,206
26.625,0.16807049223419696,0.9858550646912918,14706,211
26.5,0.17161338986731278,0.9858840522618344,15016,215
26.375,0.17492771345958238,0.9857032457496137,15306,222
26.25,0.17829918056206356,0.9854092976250631,15601,231
26.125,0.1813506440073601,0.9852840732691711,15868,237
26.0,0.18469925370575663,0.985006399707442,16161,246
25.875,0.18805929210619549,0.9849165020650027,16455,252
25.75,0.19131647218825357,0.9845321413868141,16740,263
25.625,0.1948593698213694,0.9842406049760434,17050,273
25.5,0.1984136961565275,0.9839605531625482,17361,283
25.375,0.2016937336426702,0.98361386690447,17648,294
25.25,0.20527091738191294,0.9829794220665499,17961,311
25.125,0.2087452428027749,0.9825174825174825,18265,325
25.0,0.21225385432976376,0.9820739252287028,18572,339
24.875,0.21577389455879495,0.9816461290490303,18880,353
24.75,0.21945393661641846,0.9812458480249374,19202,367
24.625,0.2231568360781266,0.9810088424437299,19526,378
24.5,0.22685973553983474,0.9806343246714752,19850,392
24.375,0.2305969211076698,0.9804178814382896,20177,403
24.25,0.23423124835712408,0.9799187186229978,20495,420
24.125,0.23763700156573217,0.9795081967213115,20793,435
24.0,0.2413170436233557,0.9789058878071395,21115,455
23.875,0.24475708293809073,0.9784356725146199,21416,472
23.75,0.24836855278346037,0.9781698699194311,21732,485
23.625,0.2516371615675608,0.9776218808276352,22018,504
23.5,0.2553743471353958,0.9773005598320503,22345,519
23.375,0.2587686716419616,0.9767903364969801,22642,538
23.25,0.26208299523423123,0.9759543771545304,22932,565
23.125,0.2657858946959394,0.9754215250398457,23256,586
23.0,0.26926022011680134,0.9749234461640321,23560,606
22.875,0.27305454919484795,0.9746267439014441,23892,622
22.75,0.27696316529331766,0.9740353697749197,24234,646
22.625,0.2802089166733334,0.9735546378653113,24518,666
22.5,0.2840146744534223,0.9729846129752163,24851,690
22.375,0.2873632841518189,0.9723124516627997,25144,716
22.25,0.2908833243808501,0.9718955246677867,25452,736
22.125,0.29406050354861196,0.9710899758454107,25730,766
22.0,0.29762625858581243,0.9708108108108108,26042,783
21.875,0.3012834432393513,0.9699757156523658,26362,816
21.75,0.30499777140310175,0.9689565027957302,26687,855
21.625,0.30862066995051374,0.9679199971325138,27004,895
21.5,0.3122321397958834,0.9673535868564549,27320,922
21.375,0.31580932353512614,0.9666958194857442,27633,952
21.25,0.319317935062115,0.965979809155027,27940,984
21.125,0.3232265511605847,0.9651242151242151,28282,1022
21.0,0.3260037257568658,0.9642688121154757,28525,1057
20.875,0.32962662430427775,0.9639383710437486,28842,1079
20.75,0.3329295191945051,0.9633267195767196,29131,1109
20.625,0.33627812889290165,0.962166050815866,29424,1157
20.5,0.33956959508108664,0.961460052422095,29712,1191
20.375,0.3432153510325832,0.9607460490114531,30031,1227
20.25,0.346609675539149,0.959746835443038,30328,1272
20.125,0.34996971393958787,0.95900535529736,30622,1309
20.0,0.3535354689767883,0.957975906599362,30934,1357
19.875,0.35681550646293103,0.9571415432723259,31221,1398
19.75,0.3600726865449891,0.9563792004371187,31506,1437
19.625,0.363581298071978,0.955058540978685,31813,1497
19.5,0.3669641938765014,0.954233409610984,32109,1540
19.375,0.3704728054034903,0.9531034077210314,32416,1595
19.25,0.37379855769780224,0.9525016017240375,32707,1631
19.125,0.3773643127350027,0.9515561959654179,33019,1681
19.0,0.38063292151910305,0.9506750777838039,33305,1728
18.875,0.3841529617481343,0.9497880757276067,33613,1777
18.75,0.38753585755265774,0.9486627126230975,33909,1835
18.625,0.39133018663070435,0.9475592207217179,34241,1895
18.5,0.3948616555617778,0.9465494096052163,34550,1951
18.375,0.3980959782397513,0.9453928619894151,34833,2012
18.25,0.4019931656361787,0.9444966569103944,35174,2067
18.125,0.40569606509788686,0.9432428123505341,35498,2136
18.0,0.4088503868615641,0.9419912052031493,35774,2203
17.875,0.41227899747425684,0.9411427080615705,36074,2256
17.75,0.416130470062515,0.9402453195610071,36411,2314
17.625,0.4199133704385193,0.9391646643832114,36742,2380
17.5,0.42331912364712737,0.937982729367672,37040,2449
17.375,0.42666773334552394,0.936344711695217,37333,2538
17.25,0.42981062640715895,0.9352664693740519,37608,2603
17.125,0.4327592315340747,0.9337870829326034,37866,2685
17.0,0.43571926536303274,0.9323795549033994,38125,2765
16.875,0.43888501582875233,0.9307770614183916,38402,2856
16.75,0.4421764820169373,0.9291992891109083,38690,2948
16.625,0.4452165167601915,0.927545893949856,38956,3043
16.5,0.4485536977565458,0.9263595166163142,39248,3120
16.375,0.45214231019783085,0.9248644099495044,39562,3214
16.25,0.4555823495125659,0.9232889403590041,39863,3312
16.125,0.4589081018068778,0.9218089990817263,40154,3406
16.0,0.4612967005337204,0.920877917455682,40363,3468
15.9375,0.46286243271351674,0.9202035808415887,40500,3512
15.875,0.4642110195545092,0.9190840385572702,40618,3576
15.8125,0.465868181350644,0.9182510362227428,40763,3629
15.75,0.46753677184882114,0.9175713260362461,40909,3675
15.6875,0.46881678647755975,0.9167318479451136,41021,3726
15.625,0.47034823255122915,0.9157562137024098,41155,3786
15.5625,0.4718911073269409,0.9149732975823787,41290,3837
15.5,0.47327398027406026,0.9140895746418559,41411,3892
15.4375,0.47489685596406817,0.9131323341976882,41553,3953
15.375,0.47653116035611837,0.9120458472778179,41696,4021
15.3125,0.47783403238894157,0.9110520352131091,41810,4082
15.25,0.47941119327078024,0.9101126033281985,41948,4143
15.1875,0.48069120789951886,0.9090909090909091,42060,4206
15.125,0.48227979748339983,0.9082476001894021,42199,4263
15.0625,0.48358266951622303,0.9070505262706596,42313,4336
