first,second,target_recall,kind,key,new_fp,fixed_fp,new_fn,fixed_fn
lr,hard,0.99,normal_semantic,48,620,522,0,0
lr,hard,0.99,normal_semantic,49,0,0,0,0
lr,hard,0.99,normal_semantic,50,844,1638,0,0
lr,hard,0.99,normal_semantic,51,0,5,0,0
lr,hard,0.99,normal_semantic,70,275,677,0,0
lr,hard,0.99,normal_semantic,71,0,0,0,0
lr,hard,0.99,normal_semantic,72,0,1,0,0
lr,hard,0.99,normal_semantic,80,0,0,0,0
lr,hard,0.99,normal_semantic,81,0,0,0,0
lr,hard,0.99,object,125:1,0,0,42,31
lr,hard,0.99,object,137:3,0,0,0,0
lr,hard,0.99,object,138:4,0,0,0,0
lr,hard,0.99,object,138:5,0,0,0,0
lr,hard,0.99,object,139:7,0,0,0,0
lr,hard,0.99,object,140:1,0,0,0,0
lr,hard,0.99,object,141:4,0,0,0,0
lr,hard,0.99,object,141:5,0,0,0,1
lr,hard,0.99,object,142:2,0,0,0,17
lr,hard,0.99,object,142:3,0,0,6,29
lr,hard,0.99,object,143:3,0,0,3,2
lr,hard,0.99,object,144:2,0,0,0,0
lr,hard,0.99,object,144:3,0,0,0,0
lr,hard,0.99,object,144:4,0,0,0,0
lr,hard,0.99,object,144:5,0,0,0,0
lr,hard,0.99,object,145:1,0,0,0,0
lr,hard,0.99,object,145:2,0,0,0,0
lr,hard,0.99,object,146:2,0,0,0,3
lr,hard,0.99,object,147:2,0,0,0,0
lr,hard,0.99,object,148:2,0,0,0,0
lr,hard,0.99,object,149:2,0,0,0,0
lr,hard,0.99,object,149:3,0,0,0,0
lr,hard,0.99,object,150:2,0,0,0,0
lr,hard,0.99,object,150:3,0,0,0,0
lr,hard,0.99,object,150:4,0,0,0,1
lr,hard,0.99,object,151:1,0,0,0,6
lr,hard,0.99,object,152:1,0,0,0,0
lr,hard,0.99,object,153:30550,0,0,0,0
lr,hard,0.99,object,153:30551,0,0,0,0
lr,hard,0.99,object,169:1,0,0,50,16
lr,hard,0.99,object_returns,0,0,0,0,1
lr,hard,0.99,object_returns,1,0,0,4,18
lr,hard,0.99,object_returns,2,0,0,4,21
lr,hard,0.99,object_returns,3,0,0,5,33
lr,hard,0.99,object_returns,4,0,0,9,1
lr,hard,0.99,object_returns,5,0,0,48,25
lr,hard,0.99,object_returns,6,0,0,31,7
lr,hard,0.99,sequence,125,46653,14689,42,31
lr,hard,0.99,sequence,137,3049,2681,0,0
lr,hard,0.99,sequence,138,6342,4249,0,0
lr,hard,0.99,sequence,139,6788,5567,0,0
lr,hard,0.99,sequence,140,5177,4179,0,0
lr,hard,0.99,sequence,141,22723,14176,0,1
lr,hard,0.99,sequence,142,6575,4299,6,46
lr,hard,0.99,sequence,143,6786,3631,3,2
lr,hard,0.99,sequence,144,7196,3792,0,0
lr,hard,0.99,sequence,145,8087,4758,0,0
lr,hard,0.99,sequence,146,4663,3363,0,3
lr,hard,0.99,sequence,147,8455,5587,0,0
lr,hard,0.99,sequence,148,9661,7106,0,0
lr,hard,0.99,sequence,149,7532,5516,0,0
lr,hard,0.99,sequence,150,10804,7762,0,1
lr,hard,0.99,sequence,151,5517,2957,0,6
lr,hard,0.99,sequence,152,6707,3458,0,0
lr,hard,0.99,sequence,153,6858,3647,0,0
lr,hard,0.99,sequence,169,2689,5616,50,16
lr,hard,0.99,unassigned_anomaly,149:0,0,0,0,0
m500,ap,0.5,distance,0,998,36,505,595
m500,ap,0.5,distance,1,2068,840,3723,1748
m500,ap,0.5,distance,2,1619,1352,1883,1864
m500,ap,0.5,distance,3,715,18,132,1783
m500,ap,0.5,distance,4,166,0,0,204
m500,ap,0.5,normal_semantic,10,2,0,0,0
m500,ap,0.5,normal_semantic,11,0,0,0,0
m500,ap,0.5,normal_semantic,15,0,0,0,0
m500,ap,0.5,normal_semantic,18,0,0,0,0
m500,ap,0.5,normal_semantic,20,0,0,0,0
m500,ap,0.5,normal_semantic,30,0,0,0,0
m500,ap,0.5,normal_semantic,31,0,0,0,0
m500,ap,0.5,normal_semantic,32,0,0,0,0
m500,ap,0.5,normal_semantic,40,4585,2213,0,0
m500,ap,0.5,normal_semantic,48,10,0,0,0
m500,ap,0.5,normal_semantic,49,0,0,0,0
m500,ap,0.5,normal_semantic,50,942,33,0,0
m500,ap,0.5,normal_semantic,51,0,0,0,0
m500,ap,0.5,normal_semantic,70,27,0,0,0
m500,ap,0.5,normal_semantic,71,0,0,0,0
m500,ap,0.5,normal_semantic,72,0,0,0,0
m500,ap,0.5,normal_semantic,80,0,0,0,0
m500,ap,0.5,normal_semantic,81,0,0,0,0
m500,ap,0.5,object,125:1,0,0,714,794
m500,ap,0.5,object,137:3,0,0,25,141
m500,ap,0.5,object,138:4,0,0,19,27
m500,ap,0.5,object,138:5,0,0,138,162
m500,ap,0.5,object,139:7,0,0,761,362
m500,ap,0.5,object,140:1,0,0,251,90
m500,ap,0.5,object,141:4,0,0,749,2050
m500,ap,0.5,object,141:5,0,0,354,389
m500,ap,0.5,object,142:2,0,0,14,37
m500,ap,0.5,object,142:3,0,0,35,21
m500,ap,0.5,object,143:3,0,0,775,57
m500,ap,0.5,object,144:2,0,0,70,3
m500,ap,0.5,object,144:3,0,0,22,24
m500,ap,0.5,object,144:4,0,0,10,15
m500,ap,0.5,object,144:5,0,0,594,32
m500,ap,0.5,object,145:1,0,0,29,88
m500,ap,0.5,object,145:2,0,0,14,151
m500,ap,0.5,object,146:2,0,0,75,76
m500,ap,0.5,object,147:2,0,0,178,305
m500,ap,0.5,object,148:2,0,0,151,323
m500,ap,0.5,object,149:2,0,0,43,82
m500,ap,0.5,object,149:3,0,0,259,131
m500,ap,0.5,object,150:2,0,0,53,93
m500,ap,0.5,object,150:3,0,0,50,46
m500,ap,0.5,object,150:4,0,0,336,518
m500,ap,0.5,object,151:1,0,0,131,25
m500,ap,0.5,object,152:1,0,0,66,87
m500,ap,0.5,object,153:30550,0,0,55,16
m500,ap,0.5,object,153:30551,0,0,120,49
m500,ap,0.5,object,169:1,0,0,152,0
m500,ap,0.5,object_returns,0,0,0,116,282
m500,ap,0.5,object_returns,1,0,0,400,838
m500,ap,0.5,object_returns,2,0,0,889,1826
m500,ap,0.5,object_returns,3,0,0,1671,1536
m500,ap,0.5,object_returns,4,0,0,1619,982
m500,ap,0.5,object_returns,5,0,0,704,254
m500,ap,0.5,object_returns,6,0,0,844,476
m500,ap,0.5,sequence,125,808,830,714,794
m500,ap,0.5,sequence,137,57,6,25,141
m500,ap,0.5,sequence,138,304,57,157,189
m500,ap,0.5,sequence,139,100,69,761,362
m500,ap,0.5,sequence,140,120,75,251,90
m500,ap,0.5,sequence,141,1870,536,1103,2439
m500,ap,0.5,sequence,142,92,7,49,58
m500,ap,0.5,sequence,143,54,8,775,57
m500,ap,0.5,sequence,144,93,158,696,74
m500,ap,0.5,sequence,145,256,32,43,239
m500,ap,0.5,sequence,146,77,40,75,76
m500,ap,0.5,sequence,147,417,75,178,305
m500,ap,0.5,sequence,148,269,83,151,323
m500,ap,0.5,sequence,149,196,26,302,213
m500,ap,0.5,sequence,150,297,85,439,657
m500,ap,0.5,sequence,151,78,18,131,25
m500,ap,0.5,sequence,152,104,60,66,87
m500,ap,0.5,sequence,153,294,72,175,65
m500,ap,0.5,sequence,169,80,9,152,0
m500,ap,0.5,unassigned_anomaly,149:0,0,0,0,0
m500,ap,0.75,distance,0,479,7551,482,1721
m500,ap,0.75,distance,1,9097,4884,4043,973
m500,ap,0.75,distance,2,6040,4142,611,1347
m500,ap,0.75,distance,3,2378,261,163,956
m500,ap,0.75,distance,4,2428,5,2,300
m500,ap,0.75,normal_semantic,10,27,11,0,0
m500,ap,0.75,normal_semantic,11,0,0,0,0
m500,ap,0.75,normal_semantic,15,0,0,0,0
m500,ap,0.75,normal_semantic,18,0,0,0,0
m500,ap,0.75,normal_semantic,20,0,16,0,0
m500,ap,0.75,normal_semantic,30,0,0,0,0
m500,ap,0.75,normal_semantic,31,0,0,0,0
m500,ap,0.75,normal_semantic,32,0,0,0,0
m500,ap,0.75,normal_semantic,40,19966,11217,0,0
m500,ap,0.75,normal_semantic,48,69,6,0,0
m500,ap,0.75,normal_semantic,49,0,0,0,0
m500,ap,0.75,normal_semantic,50,296,5355,0,0
m500,ap,0.75,normal_semantic,51,0,0,0,0
m500,ap,0.75,normal_semantic,70,64,238,0,0
m500,ap,0.75,normal_semantic,71,0,0,0,0
m500,ap,0.75,normal_semantic,72,0,0,0,0
m500,ap,0.75,normal_semantic,80,0,0,0,0
m500,ap,0.75,normal_semantic,81,0,0,0,0
m500,ap,0.75,object,125:1,0,0,3398,2936
m500,ap,0.75,object,137:3,0,0,14,62
m500,ap,0.75,object,138:4,0,0,2,12
m500,ap,0.75,object,138:5,0,0,29,78
m500,ap,0.75,object,139:7,0,0,189,130
m500,ap,0.75,object,140:1,0,0,39,45
m500,ap,0.75,object,141:4,0,0,44,747
m500,ap,0.75,object,141:5,0,0,68,201
m500,ap,0.75,object,142:2,0,0,10,54
m500,ap,0.75,object,142:3,0,0,123,45
m500,ap,0.75,object,143:3,0,0,727,147
m500,ap,0.75,object,144:2,0,0,1,0
m500,ap,0.75,object,144:3,0,0,1,33
m500,ap,0.75,object,144:4,0,0,0,8
m500,ap,0.75,object,144:5,0,0,1,1
m500,ap,0.75,object,145:1,0,0,3,24
m500,ap,0.75,object,145:2,0,0,4,55
m500,ap,0.75,object,146:2,0,0,49,52
m500,ap,0.75,object,147:2,0,0,28,96
m500,ap,0.75,object,148:2,0,0,31,110
m500,ap,0.75,object,149:2,0,0,3,37
m500,ap,0.75,object,149:3,0,0,10,23
m500,ap,0.75,object,150:2,0,0,14,39
m500,ap,0.75,object,150:3,0,0,5,18
m500,ap,0.75,object,150:4,0,0,46,219
m500,ap,0.75,object,151:1,0,0,60,10
m500,ap,0.75,object,152:1,0,0,10,58
m500,ap,0.75,object,153:30550,0,0,5,9
m500,ap,0.75,object,153:30551,0,0,8,15
m500,ap,0.75,object,169:1,0,0,379,33
m500,ap,0.75,object_returns,0,0,0,37,227
m500,ap,0.75,object_returns,1,0,0,187,642
m500,ap,0.75,object_returns,2,0,0,326,781
m500,ap,0.75,object_returns,3,0,0,556,1153
m500,ap,0.75,object_returns,4,0,0,628,353
m500,ap,0.75,object_returns,5,0,0,1012,297
m500,ap,0.75,object_returns,6,0,0,2555,1844
m500,ap,0.75,sequence,125,2513,3258,3398,2936
m500,ap,0.75,sequence,137,452,175,14,62
m500,ap,0.75,sequence,138,914,920,31,90
m500,ap,0.75,sequence,139,771,453,189,130
m500,ap,0.75,sequence,140,712,1086,39,45
m500,ap,0.75,sequence,141,3106,1995,112,948
m500,ap,0.75,sequence,142,611,416,133,99
m500,ap,0.75,sequence,143,610,1377,727,147
m500,ap,0.75,sequence,144,921,697,3,42
m500,ap,0.75,sequence,145,1447,524,7,79
m500,ap,0.75,sequence,146,414,1098,49,52
m500,ap,0.75,sequence,147,1556,982,28,96
m500,ap,0.75,sequence,148,1280,877,31,110
m500,ap,0.75,sequence,149,917,452,13,60
m500,ap,0.75,sequence,150,1709,602,65,276
m500,ap,0.75,sequence,151,309,508,60,10
m500,ap,0.75,sequence,152,823,862,10,58
m500,ap,0.75,sequence,153,990,383,13,24
m500,ap,0.75,sequence,169,367,178,379,33
m500,ap,0.75,unassigned_anomaly,149:0,0,0,0,0
m500,ap,0.9,distance,0,2900,37424,93,930
m500,ap,0.9,distance,1,27512,21134,2242,819
m500,ap,0.9,distance,2,16629,21057,455,613
m500,ap,0.9,distance,3,8196,1745,123,338
m500,ap,0.9,distance,4,9999,222,7,189
m500,ap,0.9,normal_semantic,10,104,1074,0,0
m500,ap,0.9,normal_semantic,11,0,1,0,0
m500,ap,0.9,normal_semantic,15,0,0,0,0
m500,ap,0.9,normal_semantic,18,0,0,0,0
m500,ap,0.9,normal_semantic,20,0,1,0,0
m500,ap,0.9,normal_semantic,30,4,1,0,0
m500,ap,0.9,normal_semantic,31,0,0,0,0
m500,ap,0.9,normal_semantic,32,0,0,0,0
m500,ap,0.9,normal_semantic,40,63703,63732,0,0
m500,ap,0.9,normal_semantic,48,235,25,0,0
m500,ap,0.9,normal_semantic,49,0,0,0,0
m500,ap,0.9,normal_semantic,50,917,15291,0,0
m500,ap,0.9,normal_semantic,51,0,0,0,0
m500,ap,0.9,normal_semantic,70,273,1457,0,0
m500,ap,0.9,normal_semantic,71,0,0,0,0
m500,ap,0.9,normal_semantic,72,0,0,0,0
m500,ap,0.9,normal_semantic,80,0,0,0,0
m500,ap,0.9,normal_semantic,81,0,0,0,0
m500,ap,0.9,object,125:1,0,0,1551,1971
m500,ap,0.9,object,137:3,0,0,3,14
m500,ap,0.9,object,138:4,0,0,0,7
m500,ap,0.9,object,138:5,0,0,1,51
m500,ap,0.9,object,139:7,0,0,36,13
m500,ap,0.9,object,140:1,0,0,0,11
m500,ap,0.9,object,141:4,0,0,36,266
m500,ap,0.9,object,141:5,0,0,27,39
m500,ap,0.9,object,142:2,0,0,32,64
m500,ap,0.9,object,142:3,0,0,143,31
m500,ap,0.9,object,143:3,0,0,486,98
m500,ap,0.9,object,144:2,0,0,0,0
m500,ap,0.9,object,144:3,0,0,0,21
m500,ap,0.9,object,144:4,0,0,0,1
m500,ap,0.9,object,144:5,0,0,0,1
m500,ap,0.9,object,145:1,0,0,0,3
m500,ap,0.9,object,145:2,0,0,4,6
m500,ap,0.9,object,146:2,0,0,15,12
m500,ap,0.9,object,147:2,0,0,2,23
m500,ap,0.9,object,148:2,0,0,13,12
m500,ap,0.9,object,149:2,0,0,0,9
m500,ap,0.9,object,149:3,0,0,1,0
m500,ap,0.9,object,150:2,0,0,12,14
m500,ap,0.9,object,150:3,0,0,6,6
m500,ap,0.9,object,150:4,0,0,11,76
m500,ap,0.9,object,151:1,0,0,0,5
m500,ap,0.9,object,152:1,0,0,16,40
m500,ap,0.9,object,153:30550,0,0,2,1
m500,ap,0.9,object,153:30551,0,0,6,3
m500,ap,0.9,object,169:1,0,0,517,91
m500,ap,0.9,object_returns,0,0,0,30,112
m500,ap,0.9,object_returns,1,0,0,87,275
m500,ap,0.9,object_returns,2,0,0,217,216
m500,ap,0.9,object_returns,3,0,0,454,602
m500,ap,0.9,object_returns,4,0,0,342,108
m500,ap,0.9,object_returns,5,0,0,970,445
m500,ap,0.9,object_returns,6,0,0,820,1131
m500,ap,0.9,sequence,125,9118,11664,1551,1971
m500,ap,0.9,sequence,137,1603,1748,3,14
m500,ap,0.9,sequence,138,2728,3912,1,58
m500,ap,0.9,sequence,139,3104,2314,36,13
m500,ap,0.9,sequence,140,2562,2777,0,11
m500,ap,0.9,sequence,141,9511,8541,63,305
m500,ap,0.9,sequence,142,2291,3756,175,95
m500,ap,0.9,sequence,143,2320,8900,486,98
m500,ap,0.9,sequence,144,2590,2330,0,23
m500,ap,0.9,sequence,145,2895,3567,4,9
m500,ap,0.9,sequence,146,1008,4469,15,12
m500,ap,0.9,sequence,147,4478,5026,2,23
m500,ap,0.9,sequence,148,4011,3664,13,12
m500,ap,0.9,sequence,149,3554,4243,1,9
m500,ap,0.9,sequence,150,5375,5436,29,96
m500,ap,0.9,sequence,151,871,2691,0,5
m500,ap,0.9,sequence,152,2436,2951,16,40
m500,ap,0.9,sequence,153,3740,2739,8,4
m500,ap,0.9,sequence,169,1041,854,517,91
m500,ap,0.9,unassigned_anomaly,149:0,0,0,0,0
m500,ap,0.95,distance,0,2939,109731,19,355
m500,ap,0.95,distance,1,60819,66865,1119,721
m500,ap,0.95,distance,2,30342,103682,335,355
m500,ap,0.95,distance,3,15805,14491,98,80
m500,ap,0.95,distance,4,17921,2584,6,73
m500,ap,0.95,normal_semantic,10,140,3496,0,0
m500,ap,0.95,normal_semantic,11,0,6,0,0
m500,ap,0.95,normal_semantic,15,0,0,0,0
m500,ap,0.95,normal_semantic,18,0,1,0,0
m500,ap,0.95,normal_semantic,20,1,1,0,0
m500,ap,0.95,normal_semantic,30,11,3,0,0
m500,ap,0.95,normal_semantic,31,0,0,0,0
m500,ap,0.95,normal_semantic,32,0,0,0,0
m500,ap,0.95,normal_semantic,40,126032,269187,0,0
m500,ap,0.95,normal_semantic,48,566,116,0,0
m500,ap,0.95,normal_semantic,49,0,0,0,0
m500,ap,0.95,normal_semantic,50,720,21622,0,0
m500,ap,0.95,normal_semantic,51,0,0,0,0
m500,ap,0.95,normal_semantic,70,356,2916,0,0
m500,ap,0.95,normal_semantic,71,0,0,0,0
m500,ap,0.95,normal_semantic,72,0,0,0,0
m500,ap,0.95,normal_semantic,80,0,5,0,0
m500,ap,0.95,normal_semantic,81,0,0,0,0
m500,ap,0.95,object,125:1,0,0,448,1270
m500,ap,0.95,object,137:3,0,0,0,8
m500,ap,0.95,object,138:4,0,0,1,0
m500,ap,0.95,object,138:5,0,0,1,5
m500,ap,0.95,object,139:7,0,0,0,5
m500,ap,0.95,object,140:1,0,0,0,3
m500,ap,0.95,object,141:4,0,0,15,62
m500,ap,0.95,object,141:5,0,0,5,11
m500,ap,0.95,object,142:2,0,0,35,44
m500,ap,0.95,object,142:3,0,0,180,19
m500,ap,0.95,object,143:3,0,0,251,24
m500,ap,0.95,object,144:2,0,0,0,0
m500,ap,0.95,object,144:3,0,0,0,14
m500,ap,0.95,object,144:4,0,0,0,0
m500,ap,0.95,object,144:5,0,0,0,0
m500,ap,0.95,object,145:1,0,0,0,1
m500,ap,0.95,object,145:2,0,0,0,0
m500,ap,0.95,object,146:2,0,0,10,3
m500,ap,0.95,object,147:2,0,0,5,2
m500,ap,0.95,object,148:2,0,0,2,4
m500,ap,0.95,object,149:2,0,0,0,4
m500,ap,0.95,object,149:3,0,0,0,0
m500,ap,0.95,object,150:2,0,0,8,5
m500,ap,0.95,object,150:3,0,0,6,2
m500,ap,0.95,object,150:4,0,0,18,33
m500,ap,0.95,object,151:1,0,0,2,0
m500,ap,0.95,object,152:1,0,0,8,13
m500,ap,0.95,object,153:30550,0,0,3,0
m500,ap,0.95,object,153:30551,0,0,6,0
m500,ap,0.95,object,169:1,0,0,573,52
m500,ap,0.95,object_returns,0,0,0,23,44
m500,ap,0.95,object_returns,1,0,0,62,78
m500,ap,0.95,object_returns,2,0,0,181,80
m500,ap,0.95,object_returns,3,0,0,351,332
m500,ap,0.95,object_returns,4,0,0,181,67
m500,ap,0.95,object_returns,5,0,0,637,305
m500,ap,0.95,object_returns,6,0,0,142,678
m500,ap,0.95,sequence,125,20300,34168,448,1270
m500,ap,0.95,sequence,137,3981,7704,0,8
m500,ap,0.95,sequence,138,5369,12739,2,5
m500,ap,0.95,sequence,139,6229,10923,0,5
m500,ap,0.95,sequence,140,4691,10643,0,3
m500,ap,0.95,sequence,141,18616,30873,20,73
m500,ap,0.95,sequence,142,4069,15967,215,63
m500,ap,0.95,sequence,143,4622,24429,251,24
m500,ap,0.95,sequence,144,5975,10841,0,14
m500,ap,0.95,sequence,145,6233,16375,0,1
m500,ap,0.95,sequence,146,1966,12325,10,3
m500,ap,0.95,sequence,147,8181,16546,5,2
m500,ap,0.95,sequence,148,8193,17610,2,4
m500,ap,0.95,sequence,149,6457,15439,0,4
m500,ap,0.95,sequence,150,9007,21297,32,40
m500,ap,0.95,sequence,151,1875,13006,2,0
m500,ap,0.95,sequence,152,4487,11495,8,13
m500,ap,0.95,sequence,153,5508,11962,9,0
m500,ap,0.95,sequence,169,2067,3011,573,52
m500,ap,0.95,unassigned_anomaly,149:0,0,0,0,0
m500,ap,0.99,distance,0,42770,470469,0,34
m500,ap,0.99,distance,1,636801,440492,332,363
m500,ap,0.99,distance,2,166036,743761,76,43
m500,ap,0.99,distance,3,65886,160620,57,11
m500,ap,0.99,distance,4,62187,51507,7,23
m500,ap,0.99,normal_semantic,10,208,26045,0,0
m500,ap,0.99,normal_semantic,11,1,51,0,0
m500,ap,0.99,normal_semantic,15,0,0,0,0
m500,ap,0.99,normal_semantic,18,0,2,0,0
m500,ap,0.99,normal_semantic,20,1,5,0,0
m500,ap,0.99,normal_semantic,30,27,82,0,0
m500,ap,0.99,normal_semantic,31,0,0,0,0
m500,ap,0.99,normal_semantic,32,0,0,0,0
m500,ap,0.99,normal_semantic,40,964042,1811020,0,0
m500,ap,0.99,normal_semantic,48,5890,1403,0,0
m500,ap,0.99,normal_semantic,49,0,0,0,0
m500,ap,0.99,normal_semantic,50,2037,21666,0,0
m500,ap,0.99,normal_semantic,51,3,3,0,0
m500,ap,0.99,normal_semantic,70,1467,6089,0,0
m500,ap,0.99,normal_semantic,71,2,0,0,0
m500,ap,0.99,normal_semantic,72,2,0,0,0
m500,ap,0.99,normal_semantic,80,0,483,0,0
m500,ap,0.99,normal_semantic,81,0,0,0,0
m500,ap,0.99,object,125:1,0,0,26,358
m500,ap,0.99,object,137:3,0,0,0,0
m500,ap,0.99,object,138:4,0,0,0,0
m500,ap,0.99,object,138:5,0,0,0,0
m500,ap,0.99,object,139:7,0,0,0,0
m500,ap,0.99,object,140:1,0,0,0,0
m500,ap,0.99,object,141:4,0,0,0,5
m500,ap,0.99,object,141:5,0,0,1,4
m500,ap,0.99,object,142:2,0,0,8,46
m500,ap,0.99,object,142:3,0,0,76,12
m500,ap,0.99,object,143:3,0,0,54,8
m500,ap,0.99,object,144:2,0,0,0,0
m500,ap,0.99,object,144:3,0,0,0,4
m500,ap,0.99,object,144:4,0,0,0,0
m500,ap,0.99,object,144:5,0,0,0,0
m500,ap,0.99,object,145:1,0,0,0,0
m500,ap,0.99,object,145:2,0,0,0,1
m500,ap,0.99,object,146:2,0,0,11,0
m500,ap,0.99,object,147:2,0,0,0,0
m500,ap,0.99,object,148:2,0,0,0,0
m500,ap,0.99,object,149:2,0,0,0,0
m500,ap,0.99,object,149:3,0,0,0,0
m500,ap,0.99,object,150:2,0,0,0,1
m500,ap,0.99,object,150:3,0,0,0,0
m500,ap,0.99,object,150:4,0,0,0,4
m500,ap,0.99,object,151:1,0,0,2,0
m500,ap,0.99,object,152:1,0,0,0,1
m500,ap,0.99,object,153:30550,0,0,0,0
m500,ap,0.99,object,153:30551,0,0,0,0
m500,ap,0.99,object,169:1,0,0,294,30
m500,ap,0.99,object_returns,0,0,0,6,10
m500,ap,0.99,object_returns,1,0,0,37,19
m500,ap,0.99,object_returns,2,0,0,73,23
m500,ap,0.99,object_returns,3,0,0,96,77
m500,ap,0.99,object_returns,4,0,0,75,9
m500,ap,0.99,object_returns,5,0,0,185,158
m500,ap,0.99,object_returns,6,0,0,0,178
m500,ap,0.99,sequence,125,195704,203735,26,358
m500,ap,0.99,sequence,137,24787,40474,0,0
m500,ap,0.99,sequence,138,36520,74600,0,0
m500,ap,0.99,sequence,139,45159,85838,0,0
m500,ap,0.99,sequence,140,32864,73211,0,0
m500,ap,0.99,sequence,141,127427,247837,1,9
m500,ap,0.99,sequence,142,35975,92710,84,58
m500,ap,0.99,sequence,143,29573,110907,54,8
m500,ap,0.99,sequence,144,46765,72183,0,4
m500,ap,0.99,sequence,145,44953,97453,0,1
m500,ap,0.99,sequence,146,23758,67553,11,0
m500,ap,0.99,sequence,147,51987,96513,0,0
m500,ap,0.99,sequence,148,51940,110035,0,0
m500,ap,0.99,sequence,149,45905,96046,0,0
m500,ap,0.99,sequence,150,70652,137232,0,5
m500,ap,0.99,sequence,151,20775,77258,2,0
m500,ap,0.99,sequence,152,27370,69694,0,1
m500,ap,0.99,sequence,153,32741,83579,0,0
m500,ap,0.99,sequence,169,28825,29991,294,30
m500,ap,0.99,unassigned_anomaly,149:0,0,0,0,0
m500,b1547,0.5,distance,0,4680,9,202,1860
m500,b1547,0.5,distance,1,909,1247,4196,1717
m500,b1547,0.5,distance,2,622,1416,1027,1808
m500,b1547,0.5,distance,3,22,170,111,337
m500,b1547,0.5,distance,4,27,0,8,3
m500,b1547,0.5,normal_semantic,10,0,0,0,0
m500,b1547,0.5,normal_semantic,11,0,0,0,0
m500,b1547,0.5,normal_semantic,15,0,0,0,0
m500,b1547,0.5,normal_semantic,18,0,0,0,0
m500,b1547,0.5,normal_semantic,20,0,0,0,0
m500,b1547,0.5,normal_semantic,30,0,0,0,0
m500,b1547,0.5,normal_semantic,31,0,0,0,0
m500,b1547,0.5,normal_semantic,32,0,0,0,0
m500,b1547,0.5,normal_semantic,40,2070,2840,0,0
m500,b1547,0.5,normal_semantic,48,1,0,0,0
m500,b1547,0.5,normal_semantic,49,0,0,0,0
m500,b1547,0.5,normal_semantic,50,4073,2,0,0
m500,b1547,0.5,normal_semantic,51,0,0,0,0
m500,b1547,0.5,normal_semantic,70,116,0,0,0
m500,b1547,0.5,normal_semantic,71,0,0,0,0
m500,b1547,0.5,normal_semantic,72,0,0,0,0
m500,b1547,0.5,normal_semantic,80,0,0,0,0
m500,b1547,0.5,normal_semantic,81,0,0,0,0
m500,b1547,0.5,object,125:1,0,0,244,2448
m500,b1547,0.5,object,137:3,0,0,67,81
m500,b1547,0.5,object,138:4,0,0,19,14
m500,b1547,0.5,object,138:5,0,0,94,68
m500,b1547,0.5,object,139:7,0,0,385,240
m500,b1547,0.5,object,140:1,0,0,184,35
m500,b1547,0.5,object,141:4,0,0,475,1319
m500,b1547,0.5,object,141:5,0,0,375,140
m500,b1547,0.5,object,142:2,0,0,20,21
m500,b1547,0.5,object,142:3,0,0,62,15
m500,b1547,0.5,object,143:3,0,0,348,319
m500,b1547,0.5,object,144:2,0,0,88,2
m500,b1547,0.5,object,144:3,0,0,131,2
m500,b1547,0.5,object,144:4,0,0,27,3
m500,b1547,0.5,object,144:5,0,0,1281,40
m500,b1547,0.5,object,145:1,0,0,103,2
m500,b1547,0.5,object,145:2,0,0,83,22
m500,b1547,0.5,object,146:2,0,0,77,38
m500,b1547,0.5,object,147:2,0,0,205,132
m500,b1547,0.5,object,148:2,0,0,214,142
m500,b1547,0.5,object,149:2,0,0,22,19
m500,b1547,0.5,object,149:3,0,0,109,106
m500,b1547,0.5,object,150:2,0,0,59,46
m500,b1547,0.5,object,150:3,0,0,23,29
m500,b1547,0.5,object,150:4,0,0,229,266
m500,b1547,0.5,object,151:1,0,0,161,12
m500,b1547,0.5,object,152:1,0,0,76,21
m500,b1547,0.5,object,153:30550,0,0,72,7
m500,b1547,0.5,object,153:30551,0,0,231,23
m500,b1547,0.5,object,169:1,0,0,80,113
m500,b1547,0.5,object_returns,0,0,0,86,80
m500,b1547,0.5,object_returns,1,0,0,267,271
m500,b1547,0.5,object_returns,2,0,0,849,668
m500,b1547,0.5,object_returns,3,0,0,1090,1354
m500,b1547,0.5,object_returns,4,0,0,2282,755
m500,b1547,0.5,object_returns,5,0,0,507,767
m500,b1547,0.5,object_returns,6,0,0,463,1830
m500,b1547,0.5,sequence,125,621,890,244,2448
m500,b1547,0.5,sequence,137,20,12,67,81
m500,b1547,0.5,sequence,138,83,68,113,82
m500,b1547,0.5,sequence,139,33,63,385,240
m500,b1547,0.5,sequence,140,321,61,184,35
m500,b1547,0.5,sequence,141,1693,697,850,1459
m500,b1547,0.5,sequence,142,21,20,82,36
m500,b1547,0.5,sequence,143,101,7,348,319
m500,b1547,0.5,sequence,144,652,219,1527,47
m500,b1547,0.5,sequence,145,46,46,186,24
m500,b1547,0.5,sequence,146,40,67,77,38
m500,b1547,0.5,sequence,147,359,106,205,132
m500,b1547,0.5,sequence,148,757,95,214,142
m500,b1547,0.5,sequence,149,779,42,131,125
m500,b1547,0.5,sequence,150,527,96,311,341
m500,b1547,0.5,sequence,151,27,93,161,12
m500,b1547,0.5,sequence,152,19,71,76,21
m500,b1547,0.5,sequence,153,161,183,303,30
m500,b1547,0.5,sequence,169,0,6,80,113
m500,b1547,0.5,unassigned_anomaly,149:0,0,0,0,0
m500,b1547,0.75,distance,0,4461,4284,573,1632
m500,b1547,0.75,distance,1,4301,7652,2975,1266
