first,second,target_recall,kind,key,new_fp,fixed_fp,new_fn,fixed_fn
m500,hard,0.5,object,145:1,0,0,1,45
m500,hard,0.5,object,145:2,0,0,6,81
m500,hard,0.5,object,146:2,0,0,8,76
m500,hard,0.5,object,147:2,0,0,56,184
m500,hard,0.5,object,148:2,0,0,29,259
m500,hard,0.5,object,149:2,0,0,25,29
m500,hard,0.5,object,149:3,0,0,117,86
m500,hard,0.5,object,150:2,0,0,52,27
m500,hard,0.5,object,150:3,0,0,39,13
m500,hard,0.5,object,150:4,0,0,264,166
m500,hard,0.5,object,151:1,0,0,134,12
m500,hard,0.5,object,152:1,0,0,51,62
m500,hard,0.5,object,153:30550,0,0,22,14
m500,hard,0.5,object,153:30551,0,0,32,31
m500,hard,0.5,object,169:1,0,0,152,2
m500,hard,0.5,object_returns,0,0,0,30,90
m500,hard,0.5,object_returns,1,0,0,104,331
m500,hard,0.5,object_returns,2,0,0,408,799
m500,hard,0.5,object_returns,3,0,0,605,955
m500,hard,0.5,object_returns,4,0,0,1134,609
m500,hard,0.5,object_returns,5,0,0,247,259
m500,hard,0.5,object_returns,6,0,0,797,270
m500,hard,0.5,sequence,125,114,1045,673,404
m500,hard,0.5,sequence,137,20,4,14,67
m500,hard,0.5,sequence,138,118,34,114,130
m500,hard,0.5,sequence,139,30,19,82,173
m500,hard,0.5,sequence,140,48,32,75,48
m500,hard,0.5,sequence,141,531,251,482,1156
m500,hard,0.5,sequence,142,26,11,21,92
m500,hard,0.5,sequence,143,131,8,764,12
m500,hard,0.5,sequence,144,150,49,112,144
m500,hard,0.5,sequence,145,52,30,7,126
m500,hard,0.5,sequence,146,182,26,8,76
m500,hard,0.5,sequence,147,189,31,56,184
m500,hard,0.5,sequence,148,124,17,29,259
m500,hard,0.5,sequence,149,81,16,142,115
m500,hard,0.5,sequence,150,74,68,355,206
m500,hard,0.5,sequence,151,29,33,134,12
m500,hard,0.5,sequence,152,33,46,51,62
m500,hard,0.5,sequence,153,100,67,54,45
m500,hard,0.5,sequence,169,3,5,152,2
m500,hard,0.5,unassigned_anomaly,149:0,0,0,0,0
m500,hard,0.75,distance,0,10318,860,696,372
m500,hard,0.75,distance,1,7807,2934,2389,690
m500,hard,0.75,distance,2,2361,2667,239,1276
m500,hard,0.75,distance,3,704,241,15,680
m500,hard,0.75,distance,4,1114,3,0,308
m500,hard,0.75,normal_semantic,10,429,11,0,0
m500,hard,0.75,normal_semantic,11,0,0,0,0
m500,hard,0.75,normal_semantic,15,0,0,0,0
m500,hard,0.75,normal_semantic,18,0,0,0,0
m500,hard,0.75,normal_semantic,20,1,0,0,0
m500,hard,0.75,normal_semantic,30,0,0,0,0
m500,hard,0.75,normal_semantic,31,0,0,0,0
m500,hard,0.75,normal_semantic,32,0,0,0,0
m500,hard,0.75,normal_semantic,40,19708,6025,0,0
m500,hard,0.75,normal_semantic,48,20,0,0,0
m500,hard,0.75,normal_semantic,49,0,0,0,0
m500,hard,0.75,normal_semantic,50,1911,628,0,0
m500,hard,0.75,normal_semantic,51,0,0,0,0
m500,hard,0.75,normal_semantic,70,235,41,0,0
m500,hard,0.75,normal_semantic,71,0,0,0,0
m500,hard,0.75,normal_semantic,72,0,0,0,0
m500,hard,0.75,normal_semantic,80,0,0,0,0
m500,hard,0.75,normal_semantic,81,0,0,0,0
m500,hard,0.75,object,125:1,0,0,2189,1416
m500,hard,0.75,object,137:3,0,0,17,62
m500,hard,0.75,object,138:4,0,0,0,5
m500,hard,0.75,object,138:5,0,0,0,66
m500,hard,0.75,object,139:7,0,0,42,112
m500,hard,0.75,object,140:1,0,0,0,35
m500,hard,0.75,object,141:4,0,0,3,536
m500,hard,0.75,object,141:5,0,0,26,140
m500,hard,0.75,object,142:2,0,0,10,108
m500,hard,0.75,object,142:3,0,0,28,64
m500,hard,0.75,object,143:3,0,0,639,56
m500,hard,0.75,object,144:2,0,0,0,1
m500,hard,0.75,object,144:3,0,0,1,32
m500,hard,0.75,object,144:4,0,0,0,7
m500,hard,0.75,object,144:5,0,0,0,20
m500,hard,0.75,object,145:1,0,0,0,26
m500,hard,0.75,object,145:2,0,0,2,48
m500,hard,0.75,object,146:2,0,0,0,73
m500,hard,0.75,object,147:2,0,0,3,77
m500,hard,0.75,object,148:2,0,0,4,89
m500,hard,0.75,object,149:2,0,0,0,25
m500,hard,0.75,object,149:3,0,0,3,36
m500,hard,0.75,object,150:2,0,0,18,32
m500,hard,0.75,object,150:3,0,0,11,14
m500,hard,0.75,object,150:4,0,0,61,150
m500,hard,0.75,object,151:1,0,0,17,10
m500,hard,0.75,object,152:1,0,0,8,40
m500,hard,0.75,object,153:30550,0,0,1,14
m500,hard,0.75,object,153:30551,0,0,0,21
m500,hard,0.75,object,169:1,0,0,256,11
m500,hard,0.75,object_returns,0,0,0,8,227
m500,hard,0.75,object_returns,1,0,0,43,507
m500,hard,0.75,object_returns,2,0,0,114,660
m500,hard,0.75,object_returns,3,0,0,178,1120
m500,hard,0.75,object_returns,4,0,0,495,271
m500,hard,0.75,object_returns,5,0,0,718,135
m500,hard,0.75,object_returns,6,0,0,1783,406
m500,hard,0.75,sequence,125,1763,2886,2189,1416
m500,hard,0.75,sequence,137,696,48,17,62
m500,hard,0.75,sequence,138,1086,174,0,71
m500,hard,0.75,sequence,139,400,257,42,112
m500,hard,0.75,sequence,140,476,103,0,35
m500,hard,0.75,sequence,141,1865,826,29,676
m500,hard,0.75,sequence,142,602,280,38,172
m500,hard,0.75,sequence,143,3878,235,639,56
m500,hard,0.75,sequence,144,758,100,1,60
m500,hard,0.75,sequence,145,788,160,2,74
m500,hard,0.75,sequence,146,1466,112,0,73
m500,hard,0.75,sequence,147,2344,177,3,77
m500,hard,0.75,sequence,148,1115,172,4,89
m500,hard,0.75,sequence,149,1640,227,3,61
m500,hard,0.75,sequence,150,1177,296,90,196
m500,hard,0.75,sequence,151,705,204,17,10
m500,hard,0.75,sequence,152,707,179,8,40
m500,hard,0.75,sequence,153,683,171,1,35
m500,hard,0.75,sequence,169,155,98,256,11
m500,hard,0.75,unassigned_anomaly,149:0,0,0,0,0
m500,hard,0.9,distance,0,23979,6282,219,341
m500,hard,0.9,distance,1,22685,15471,1577,600
m500,hard,0.9,distance,2,5571,17862,187,548
m500,hard,0.9,distance,3,2616,1599,39,269
m500,hard,0.9,distance,4,4817,369,0,240
m500,hard,0.9,normal_semantic,10,354,467,0,0
m500,hard,0.9,normal_semantic,11,0,0,0,0
m500,hard,0.9,normal_semantic,15,0,0,0,0
m500,hard,0.9,normal_semantic,18,0,0,0,0
m500,hard,0.9,normal_semantic,20,0,0,0,0
m500,hard,0.9,normal_semantic,30,0,0,0,0
m500,hard,0.9,normal_semantic,31,0,0,0,0
m500,hard,0.9,normal_semantic,32,0,0,0,0
m500,hard,0.9,normal_semantic,40,56232,38654,0,0
m500,hard,0.9,normal_semantic,48,95,4,0,0
m500,hard,0.9,normal_semantic,49,0,0,0,0
m500,hard,0.9,normal_semantic,50,2575,2279,0,0
m500,hard,0.9,normal_semantic,51,0,0,0,0
m500,hard,0.9,normal_semantic,70,412,179,0,0
m500,hard,0.9,normal_semantic,71,0,0,0,0
m500,hard,0.9,normal_semantic,72,0,0,0,0
m500,hard,0.9,normal_semantic,80,0,0,0,0
m500,hard,0.9,normal_semantic,81,0,0,0,0
m500,hard,0.9,object,125:1,0,0,1139,1085
m500,hard,0.9,object,137:3,0,0,2,9
m500,hard,0.9,object,138:4,0,0,0,6
m500,hard,0.9,object,138:5,0,0,0,41
m500,hard,0.9,object,139:7,0,0,3,10
m500,hard,0.9,object,140:1,0,0,1,5
m500,hard,0.9,object,141:4,0,0,20,294
m500,hard,0.9,object,141:5,0,0,7,34
m500,hard,0.9,object,142:2,0,0,14,147
m500,hard,0.9,object,142:3,0,0,65,19
m500,hard,0.9,object,143:3,0,0,384,65
m500,hard,0.9,object,144:2,0,0,0,0
m500,hard,0.9,object,144:3,0,0,0,10
m500,hard,0.9,object,144:4,0,0,0,1
m500,hard,0.9,object,144:5,0,0,0,1
m500,hard,0.9,object,145:1,0,0,0,4
m500,hard,0.9,object,145:2,0,0,1,6
m500,hard,0.9,object,146:2,0,0,0,30
m500,hard,0.9,object,147:2,0,0,0,19
m500,hard,0.9,object,148:2,0,0,6,6
m500,hard,0.9,object,149:2,0,0,0,8
m500,hard,0.9,object,149:3,0,0,1,0
m500,hard,0.9,object,150:2,0,0,0,12
m500,hard,0.9,object,150:3,0,0,0,8
m500,hard,0.9,object,150:4,0,0,4,61
m500,hard,0.9,object,151:1,0,0,0,4
m500,hard,0.9,object,152:1,0,0,7,27
m500,hard,0.9,object,153:30550,0,0,0,4
m500,hard,0.9,object,153:30551,0,0,0,4
m500,hard,0.9,object,169:1,0,0,368,78
m500,hard,0.9,object_returns,0,0,0,3,122
m500,hard,0.9,object_returns,1,0,0,28,271
m500,hard,0.9,object_returns,2,0,0,78,185
m500,hard,0.9,object_returns,3,0,0,247,604
m500,hard,0.9,object_returns,4,0,0,248,110
m500,hard,0.9,object_returns,5,0,0,738,274
m500,hard,0.9,object_returns,6,0,0,680,432
m500,hard,0.9,sequence,125,7965,8666,1139,1085
m500,hard,0.9,sequence,137,1262,1002,2,9
m500,hard,0.9,sequence,138,1633,1369,0,47
m500,hard,0.9,sequence,139,1538,1375,3,10
m500,hard,0.9,sequence,140,2587,1214,1,5
m500,hard,0.9,sequence,141,6948,5012,27,328
m500,hard,0.9,sequence,142,3817,2586,79,166
m500,hard,0.9,sequence,143,4096,1975,384,65
m500,hard,0.9,sequence,144,2163,1441,0,12
m500,hard,0.9,sequence,145,2158,2079,1,10
m500,hard,0.9,sequence,146,1670,1362,0,30
m500,hard,0.9,sequence,147,4084,1786,0,19
m500,hard,0.9,sequence,148,5611,2469,6,6
m500,hard,0.9,sequence,149,3382,1489,1,8
m500,hard,0.9,sequence,150,4690,2805,4,81
m500,hard,0.9,sequence,151,1894,1401,0,4
m500,hard,0.9,sequence,152,1735,1395,7,27
m500,hard,0.9,sequence,153,2229,1392,0,8
m500,hard,0.9,sequence,169,206,765,368,78
m500,hard,0.9,unassigned_anomaly,149:0,0,0,0,0
m500,hard,0.95,distance,0,24390,33742,111,144
m500,hard,0.95,distance,1,38253,57959,813,499
m500,hard,0.95,distance,2,7792,101568,162,309
m500,hard,0.95,distance,3,4483,15784,45,72
m500,hard,0.95,distance,4,9072,4200,1,106
m500,hard,0.95,normal_semantic,10,619,2281,0,0
m500,hard,0.95,normal_semantic,11,0,3,0,0
m500,hard,0.95,normal_semantic,15,0,0,0,0
m500,hard,0.95,normal_semantic,18,0,1,0,0
m500,hard,0.95,normal_semantic,20,5,1,0,0
m500,hard,0.95,normal_semantic,30,4,2,0,0
m500,hard,0.95,normal_semantic,31,0,0,0,0
m500,hard,0.95,normal_semantic,32,0,0,0,0
m500,hard,0.95,normal_semantic,40,81165,204550,0,0
m500,hard,0.95,normal_semantic,48,226,107,0,0
m500,hard,0.95,normal_semantic,49,0,0,0,0
m500,hard,0.95,normal_semantic,50,1689,5235,0,0
m500,hard,0.95,normal_semantic,51,0,0,0,0
m500,hard,0.95,normal_semantic,70,282,1068,0,0
m500,hard,0.95,normal_semantic,71,0,0,0,0
m500,hard,0.95,normal_semantic,72,0,0,0,0
m500,hard,0.95,normal_semantic,80,0,5,0,0
m500,hard,0.95,normal_semantic,81,0,0,0,0
m500,hard,0.95,object,125:1,0,0,473,715
m500,hard,0.95,object,137:3,0,0,3,8
m500,hard,0.95,object,138:4,0,0,1,0
m500,hard,0.95,object,138:5,0,0,1,9
m500,hard,0.95,object,139:7,0,0,0,5
m500,hard,0.95,object,140:1,0,0,0,1
m500,hard,0.95,object,141:4,0,0,17,79
m500,hard,0.95,object,141:5,0,0,3,16
m500,hard,0.95,object,142:2,0,0,8,124
m500,hard,0.95,object,142:3,0,0,95,20
m500,hard,0.95,object,143:3,0,0,154,12
m500,hard,0.95,object,144:2,0,0,0,0
m500,hard,0.95,object,144:3,0,0,0,7
m500,hard,0.95,object,144:4,0,0,0,0
m500,hard,0.95,object,144:5,0,0,0,0
m500,hard,0.95,object,145:1,0,0,0,1
m500,hard,0.95,object,145:2,0,0,0,0
m500,hard,0.95,object,146:2,0,0,1,10
m500,hard,0.95,object,147:2,0,0,4,1
m500,hard,0.95,object,148:2,0,0,3,4
m500,hard,0.95,object,149:2,0,0,0,2
m500,hard,0.95,object,149:3,0,0,0,0
m500,hard,0.95,object,150:2,0,0,0,5
m500,hard,0.95,object,150:3,0,0,0,4
m500,hard,0.95,object,150:4,0,0,3,34
m500,hard,0.95,object,151:1,0,0,4,0
m500,hard,0.95,object,152:1,0,0,7,9
m500,hard,0.95,object,153:30550,0,0,0,1
m500,hard,0.95,object,153:30551,0,0,0,3
m500,hard,0.95,object,169:1,0,0,355,60
m500,hard,0.95,object_returns,0,0,0,10,58
m500,hard,0.95,object_returns,1,0,0,37,100
m500,hard,0.95,object_returns,2,0,0,86,62
m500,hard,0.95,object_returns,3,0,0,158,364
m500,hard,0.95,object_returns,4,0,0,120,68
m500,hard,0.95,object_returns,5,0,0,409,206
m500,hard,0.95,object_returns,6,0,0,312,272
m500,hard,0.95,sequence,125,15488,28361,473,715
m500,hard,0.95,sequence,137,2238,6744,3,8
m500,hard,0.95,sequence,138,2680,8570,2,9
m500,hard,0.95,sequence,139,3129,9530,0,5
m500,hard,0.95,sequence,140,3007,7455,0,1
m500,hard,0.95,sequence,141,10733,24626,20,95
m500,hard,0.95,sequence,142,4212,11580,103,144
m500,hard,0.95,sequence,143,2950,11366,154,12
m500,hard,0.95,sequence,144,3091,8983,0,7
m500,hard,0.95,sequence,145,2893,12325,0,1
m500,hard,0.95,sequence,146,1777,8324,1,10
m500,hard,0.95,sequence,147,4497,10331,4,1
m500,hard,0.95,sequence,148,8013,13505,3,4
m500,hard,0.95,sequence,149,5054,9461,0,2
m500,hard,0.95,sequence,150,6282,14666,3,43
m500,hard,0.95,sequence,151,2097,8437,4,0
m500,hard,0.95,sequence,152,2598,7755,7,9
m500,hard,0.95,sequence,153,2921,8431,0,4
m500,hard,0.95,sequence,169,330,2803,355,60
m500,hard,0.95,unassigned_anomaly,149:0,0,0,0,0
m500,hard,0.99,distance,0,35153,182668,0,36
m500,hard,0.99,distance,1,123581,546950,243,183
m500,hard,0.99,distance,2,18302,923258,37,39
m500,hard,0.99,distance,3,8921,217480,11,16
m500,hard,0.99,distance,4,18004,74439,2,15
m500,hard,0.99,normal_semantic,10,1677,15300,0,0
m500,hard,0.99,normal_semantic,11,2,49,0,0
m500,hard,0.99,normal_semantic,15,0,0,0,0
m500,hard,0.99,normal_semantic,18,0,1,0,0
m500,hard,0.99,normal_semantic,20,1,3,0,0
m500,hard,0.99,normal_semantic,30,14,81,0,0
m500,hard,0.99,normal_semantic,31,0,0,0,0
m500,hard,0.99,normal_semantic,32,0,0,0,0
m500,hard,0.99,normal_semantic,40,197976,1916637,0,0
m500,hard,0.99,normal_semantic,48,1228,2723,0,0
m500,hard,0.99,normal_semantic,49,0,0,0,0
m500,hard,0.99,normal_semantic,50,2448,6487,0,0
m500,hard,0.99,normal_semantic,51,0,7,0,0
m500,hard,0.99,normal_semantic,70,613,3028,0,0
m500,hard,0.99,normal_semantic,71,2,0,0,0
m500,hard,0.99,normal_semantic,72,0,0,0,0
m500,hard,0.99,normal_semantic,80,0,479,0,0
m500,hard,0.99,normal_semantic,81,0,0,0,0
m500,hard,0.99,object,125:1,0,0,95,187
m500,hard,0.99,object,137:3,0,0,2,0
m500,hard,0.99,object,138:4,0,0,0,0
m500,hard,0.99,object,138:5,0,0,0,0
m500,hard,0.99,object,139:7,0,0,0,0
m500,hard,0.99,object,140:1,0,0,0,0
m500,hard,0.99,object,141:4,0,0,0,5
m500,hard,0.99,object,141:5,0,0,0,4
m500,hard,0.99,object,142:2,0,0,4,40
m500,hard,0.99,object,142:3,0,0,75,3
m500,hard,0.99,object,143:3,0,0,20,2
m500,hard,0.99,object,144:2,0,0,0,0
m500,hard,0.99,object,144:3,0,0,0,4
m500,hard,0.99,object,144:4,0,0,0,0
m500,hard,0.99,object,144:5,0,0,0,0
m500,hard,0.99,object,145:1,0,0,0,0
m500,hard,0.99,object,145:2,0,0,0,1
m500,hard,0.99,object,146:2,0,0,2,2
m500,hard,0.99,object,147:2,0,0,0,0
m500,hard,0.99,object,148:2,0,0,0,0
m500,hard,0.99,object,149:2,0,0,0,0
m500,hard,0.99,object,149:3,0,0,0,0
m500,hard,0.99,object,150:2,0,0,0,1
m500,hard,0.99,object,150:3,0,0,0,0
m500,hard,0.99,object,150:4,0,0,1,1
m500,hard,0.99,object,151:1,0,0,0,0
m500,hard,0.99,object,152:1,0,0,0,1
m500,hard,0.99,object,153:30550,0,0,0,0
m500,hard,0.99,object,153:30551,0,0,0,0
m500,hard,0.99,object,169:1,0,0,94,38
m500,hard,0.99,object_returns,0,0,0,1,9
m500,hard,0.99,object_returns,1,0,0,18,16
m500,hard,0.99,object_returns,2,0,0,26,17
m500,hard,0.99,object_returns,3,0,0,73,72
m500,hard,0.99,object_returns,4,0,0,29,7
m500,hard,0.99,object_returns,5,0,0,104,87
m500,hard,0.99,object_returns,6,0,0,42,81
m500,hard,0.99,sequence,125,54378,227888,95,187
m500,hard,0.99,sequence,137,5040,48577,2,0
m500,hard,0.99,sequence,138,7027,73744,0,0
m500,hard,0.99,sequence,139,8613,93005,0,0
m500,hard,0.99,sequence,140,7092,77609,0,0
m500,hard,0.99,sequence,141,24484,268566,0,9
m500,hard,0.99,sequence,142,7642,99872,79,43
m500,hard,0.99,sequence,143,5095,94905,20,2
m500,hard,0.99,sequence,144,9757,81157,0,4
m500,hard,0.99,sequence,145,8283,104379,0,1
m500,hard,0.99,sequence,146,4924,68642,2,2
m500,hard,0.99,sequence,147,9041,100405,0,0
m500,hard,0.99,sequence,148,12060,112391,0,0
m500,hard,0.99,sequence,149,8923,97402,0,0
m500,hard,0.99,sequence,150,13546,141535,1,2
m500,hard,0.99,sequence,151,3663,69063,0,0
m500,hard,0.99,sequence,152,5553,68118,0,1
m500,hard,0.99,sequence,153,5789,81457,0,0
m500,hard,0.99,sequence,169,3051,36080,94,38
m500,hard,0.99,unassigned_anomaly,149:0,0,0,0,0
m500,lr,0.5,distance,0,22,408,322,573
m500,lr,0.5,distance,1,1364,532,2375,1323
m500,lr,0.5,distance,2,524,1178,937,1169
m500,lr,0.5,distance,3,55,50,27,482
m500,lr,0.5,distance,4,23,0,0,39
m500,lr,0.5,normal_semantic,10,0,0,0,0
m500,lr,0.5,normal_semantic,11,0,0,0,0
m500,lr,0.5,normal_semantic,15,0,0,0,0
m500,lr,0.5,normal_semantic,18,0,0,0,0
m500,lr,0.5,normal_semantic,20,0,0,0,0
m500,lr,0.5,normal_semantic,30,0,0,0,0
m500,lr,0.5,normal_semantic,31,0,0,0,0
m500,lr,0.5,normal_semantic,32,0,0,0,0
m500,lr,0.5,normal_semantic,40,1988,1763,0,0
m500,lr,0.5,normal_semantic,48,0,0,0,0
m500,lr,0.5,normal_semantic,49,0,0,0,0
m500,lr,0.5,normal_semantic,50,0,405,0,0
m500,lr,0.5,normal_semantic,51,0,0,0,0
m500,lr,0.5,normal_semantic,70,0,0,0,0
m500,lr,0.5,normal_semantic,71,0,0,0,0
m500,lr,0.5,normal_semantic,72,0,0,0,0
m500,lr,0.5,normal_semantic,80,0,0,0,0
m500,lr,0.5,normal_semantic,81,0,0,0,0
m500,lr,0.5,object,125:1,0,0,427,575
m500,lr,0.5,object,137:3,0,0,13,94
m500,lr,0.5,object,138:4,0,0,21,13
m500,lr,0.5,object,138:5,0,0,191,78
m500,lr,0.5,object,139:7,0,0,67,194
m500,lr,0.5,object,140:1,0,0,91,56
m500,lr,0.5,object,141:4,0,0,429,997
m500,lr,0.5,object,141:5,0,0,176,149
m500,lr,0.5,object,142:2,0,0,12,21
m500,lr,0.5,object,142:3,0,0,19,56
m500,lr,0.5,object,143:3,0,0,781,14
m500,lr,0.5,object,144:2,0,0,10,11
m500,lr,0.5,object,144:3,0,0,1,45
m500,lr,0.5,object,144:4,0,0,1,24
m500,lr,0.5,object,144:5,0,0,77,104
m500,lr,0.5,object,145:1,0,0,6,65
m500,lr,0.5,object,145:2,0,0,6,115
m500,lr,0.5,object,146:2,0,0,27,73
m500,lr,0.5,object,147:2,0,0,78,202
m500,lr,0.5,object,148:2,0,0,49,230
m500,lr,0.5,object,149:2,0,0,33,45
m500,lr,0.5,object,149:3,0,0,196,86
m500,lr,0.5,object,150:2,0,0,66,27
m500,lr,0.5,object,150:3,0,0,52,13
m500,lr,0.5,object,150:4,0,0,401,186
m500,lr,0.5,object,151:1,0,0,141,11
m500,lr,0.5,object,152:1,0,0,57,62
m500,lr,0.5,object,153:30550,0,0,50,5
m500,lr,0.5,object,153:30551,0,0,48,29
m500,lr,0.5,object,169:1,0,0,135,6
m500,lr,0.5,object_returns,0,0,0,64,93
m500,lr,0.5,object_returns,1,0,0,199,292
m500,lr,0.5,object_returns,2,0,0,546,795
m500,lr,0.5,object_returns,3,0,0,734,1028
m500,lr,0.5,object_returns,4,0,0,1255,642
m500,lr,0.5,object_returns,5,0,0,230,352
m500,lr,0.5,object_returns,6,0,0,633,384
m500,lr,0.5,sequence,125,78,1103,427,575
m500,lr,0.5,sequence,137,32,4,13,94
m500,lr,0.5,sequence,138,139,48,212,91
m500,lr,0.5,sequence,139,46,12,67,194
m500,lr,0.5,sequence,140,67,35,91,56
m500,lr,0.5,sequence,141,378,586,605,1146
m500,lr,0.5,sequence,142,29,18,31,77
m500,lr,0.5,sequence,143,5,8,781,14
m500,lr,0.5,sequence,144,135,34,89,184
m500,lr,0.5,sequence,145,112,13,12,180
m500,lr,0.5,sequence,146,104,18,27,73
m500,lr,0.5,sequence,147,251,29,78,202
m500,lr,0.5,sequence,148,212,10,49,230
m500,lr,0.5,sequence,149,105,22,229,131
m500,lr,0.5,sequence,150,87,98,519,226
m500,lr,0.5,sequence,151,48,23,141,11
m500,lr,0.5,sequence,152,49,31,57,62
m500,lr,0.5,sequence,153,111,72,98,34
m500,lr,0.5,sequence,169,0,4,135,6
m500,lr,0.5,unassigned_anomaly,149:0,0,0,0,0
m500,lr,0.75,distance,0,2996,1931,305,674
m500,lr,0.75,distance,1,6452,3714,2330,641
m500,lr,0.75,distance,2,1608,3799,393,1042
m500,lr,0.75,distance,3,478,252,81,582
m500,lr,0.75,distance,4,801,2,0,169
m500,lr,0.75,normal_semantic,10,14,11,0,0
m500,lr,0.75,normal_semantic,11,0,0,0,0
m500,lr,0.75,normal_semantic,15,0,0,0,0
m500,lr,0.75,normal_semantic,18,0,0,0,0
m500,lr,0.75,normal_semantic,20,1,0,0,0
m500,lr,0.75,normal_semantic,30,0,0,0,0
m500,lr,0.75,normal_semantic,31,0,0,0,0
m500,lr,0.75,normal_semantic,32,0,0,0,0
m500,lr,0.75,normal_semantic,40,11955,8138,0,0
m500,lr,0.75,normal_semantic,48,7,5,0,0
m500,lr,0.75,normal_semantic,49,0,0,0,0
m500,lr,0.75,normal_semantic,50,314,1406,0,0
m500,lr,0.75,normal_semantic,51,0,0,0,0
m500,lr,0.75,normal_semantic,70,44,138,0,0
m500,lr,0.75,normal_semantic,71,0,0,0,0
m500,lr,0.75,normal_semantic,72,0,0,0,0
m500,lr,0.75,normal_semantic,80,0,0,0,0
m500,lr,0.75,normal_semantic,81,0,0,0,0
m500,lr,0.75,object,125:1,0,0,1775,1619
m500,lr,0.75,object,137:3,0,0,27,58
m500,lr,0.75,object,138:4,0,0,1,5
m500,lr,0.75,object,138:5,0,0,10,42
m500,lr,0.75,object,139:7,0,0,55,100
m500,lr,0.75,object,140:1,0,0,0,32
m500,lr,0.75,object,141:4,0,0,97,406
m500,lr,0.75,object,141:5,0,0,46,120
m500,lr,0.75,object,142:2,0,0,24,46
m500,lr,0.75,object,142:3,0,0,34,57
m500,lr,0.75,object,143:3,0,0,606,36
m500,lr,0.75,object,144:2,0,0,1,0
m500,lr,0.75,object,144:3,0,0,1,32
m500,lr,0.75,object,144:4,0,0,0,7
m500,lr,0.75,object,144:5,0,0,0,13
m500,lr,0.75,object,145:1,0,0,0,24
m500,lr,0.75,object,145:2,0,0,3,53
m500,lr,0.75,object,146:2,0,0,4,60
m500,lr,0.75,object,147:2,0,0,9,67
m500,lr,0.75,object,148:2,0,0,4,82
m500,lr,0.75,object,149:2,0,0,2,31
m500,lr,0.75,object,149:3,0,0,5,20
m500,lr,0.75,object,150:2,0,0,13,19
m500,lr,0.75,object,150:3,0,0,10,13
m500,lr,0.75,object,150:4,0,0,65,115
m500,lr,0.75,object,151:1,0,0,29,4
m500,lr,0.75,object,152:1,0,0,18,22
m500,lr,0.75,object,153:30550,0,0,9,9
m500,lr,0.75,object,153:30551,0,0,3,13
m500,lr,0.75,object,169:1,0,0,258,3
m500,lr,0.75,object_returns,0,0,0,29,145
m500,lr,0.75,object_returns,1,0,0,115,370
m500,lr,0.75,object_returns,2,0,0,195,535
m500,lr,0.75,object_returns,3,0,0,264,934
m500,lr,0.75,object_returns,4,0,0,456,281
m500,lr,0.75,object_returns,5,0,0,804,123
m500,lr,0.75,object_returns,6,0,0,1246,720
m500,lr,0.75,sequence,125,677,4022,1775,1619
m500,lr,0.75,sequence,137,214,87,27,58
m500,lr,0.75,sequence,138,519,354,11,47
m500,lr,0.75,sequence,139,312,277,55,100
m500,lr,0.75,sequence,140,393,168,0,32
m500,lr,0.75,sequence,141,1497,1147,143,526
m500,lr,0.75,sequence,142,284,362,58,103
m500,lr,0.75,sequence,143,2170,297,606,36
m500,lr,0.75,sequence,144,702,101,2,52
m500,lr,0.75,sequence,145,795,209,3,77
m500,lr,0.75,sequence,146,800,141,4,60
m500,lr,0.75,sequence,147,920,541,9,67
m500,lr,0.75,sequence,148,896,289,4,82
m500,lr,0.75,sequence,149,359,301,7,51
m500,lr,0.75,sequence,150,579,425,88,147
m500,lr,0.75,sequence,151,201,226,29,4
m500,lr,0.75,sequence,152,374,388,18,22
m500,lr,0.75,sequence,153,523,242,12,22
m500,lr,0.75,sequence,169,120,121,258,3
m500,lr,0.75,unassigned_anomaly,149:0,0,0,0,0
m500,lr,0.9,distance,0,3698,13806,48,477
m500,lr,0.9,distance,1,13173,18591,1417,402
m500,lr,0.9,distance,2,3201,20185,221,450
m500,lr,0.9,distance,3,2050,1706,64,200
m500,lr,0.9,distance,4,4468,362,2,188
m500,lr,0.9,normal_semantic,10,33,655,0,0
m500,lr,0.9,normal_semantic,11,0,0,0,0
m500,lr,0.9,normal_semantic,15,0,0,0,0
m500,lr,0.9,normal_semantic,18,0,0,0,0
m500,lr,0.9,normal_semantic,20,0,0,0,0
m500,lr,0.9,normal_semantic,30,0,1,0,0
m500,lr,0.9,normal_semantic,31,0,0,0,0
m500,lr,0.9,normal_semantic,32,0,0,0,0
m500,lr,0.9,normal_semantic,40,25508,49488,0,0
m500,lr,0.9,normal_semantic,48,84,6,0,0
m500,lr,0.9,normal_semantic,49,0,0,0,0
m500,lr,0.9,normal_semantic,50,769,4153,0,0
m500,lr,0.9,normal_semantic,51,0,0,0,0
m500,lr,0.9,normal_semantic,70,196,347,0,0
m500,lr,0.9,normal_semantic,71,0,0,0,0
m500,lr,0.9,normal_semantic,72,0,0,0,0
m500,lr,0.9,normal_semantic,80,0,0,0,0
m500,lr,0.9,normal_semantic,81,0,0,0,0
m500,lr,0.9,object,125:1,0,0,852,1087
m500,lr,0.9,object,137:3,0,0,4,9
m500,lr,0.9,object,138:4,0,0,0,6
m500,lr,0.9,object,138:5,0,0,2,35
m500,lr,0.9,object,139:7,0,0,4,9
m500,lr,0.9,object,140:1,0,0,1,3
m500,lr,0.9,object,141:4,0,0,53,220
